报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,11681980573.19,6003611303.72,3139532356.77,164811066.76,2460975974.49,,,,445846118.47,3259398251.61,2813552133.14,1635919484.37,389066824.56,,,3971299537.12,-448634955.44,26313790.77,250588.4,47374705.78,5438279453.65,64381362.01,5365954162.77,,-10337555.63,1875398.23,,16406086.27,6243701119.54,184310.59,,5114907.11,,6238770523.02,1126584376.29,5112186146.73,5112186146.73,,4707447205.41,404738941.32,,,-2238077.01,570752.09,326612085.46,,,326612085.46,,-326041333.37,-1732505.15,,-77504867.46,,-3022819.27,,,,-243781141.49,,-2808829.1,5109948069.72,4708017957.5,401930112.22,0.58,0.58,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T20:28:59
20251231,35492783045.2,18869451387.57,9597266530.89,884099087.84,7703384827.89,,,,2224567916.55,12256420003.12,10031852086.57,8421416367.99,1390840772.72,,,5347318895.32,-67599770.37,168792955.82,8720582.97,520114709.35,16699527147.2,217078867.17,16456282760.26,,-106771118.92,4389880.68,,128546758.01,18793255898.0,503149.01,,820943376.24,,17972815670.77,3020705700.13,14952109970.64,14952109970.64,,13701548267.44,1250561703.2,42434656519.55,,-463656658.82,-460585126.62,622508121.46,,-15374.68,622523496.14,,-1083093248.08,-1935289.02,,-782488036.22,,-1302958.58,,,,-297366964.26,,-3071532.2,14488453311.82,13240963140.82,1247490171.0,1.68,1.68,定期报告,是,20260331,CNY,合并期末,2026-03-30T22:18:06
20250930,26164357851.05,13636356390.83,6979195660.47,515508722.59,5660565268.41,,,,1690467599.02,9002798864.92,7312331265.9,5856875719.15,846739101.53,,,4292329421.52,56445114.3,107959118.19,8820067.8,515104420.24,11939443258.96,159882893.3,11847498462.46,,-139858687.36,-360118.1,,72280708.66,14224914592.09,210722.48,,30012870.13,,14195112444.44,2317546865.63,11877565578.81,11877565578.81,,10934273133.44,943292445.37,,,-298034506.65,-296062167.1,590510129.58,,,590510129.58,,-886572296.68,-985771.34,,-665319308.03,,-17651551.78,,,,-202615665.53,,-1972339.55,11579531072.16,10638210966.34,941320105.82,1.34,1.34,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:19:19
20250630,15398122178.83,8198282627.58,3921026088.85,320143613.59,3668603531.34,,,,1059110915.72,5908230110.78,4849119195.06,4876313789.67,500536116.45,,,1074799777.11,-211927923.16,35087980.27,-2382495.82,368837507.46,7061473535.57,93685549.81,7054426981.31,,-98473533.35,982315.01,,10852222.79,8336648643.26,178743.88,,17588590.83,,8319238796.31,1313731372.61,7005507423.7,7005507423.7,,6469747569.48,535759854.22,42434656519.55,,362749484.67,364368277.98,1042316391.66,,,1042316391.66,,-677948113.68,-561486.28,,-462231361.88,,-19202033.81,,,,-195953231.71,,-1618793.31,7368256908.37,6834115847.46,534141060.91,0.79,0.79,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:53:05
20250331,7108648293.56,4047048449.26,2045460425.87,154191126.98,1691640673.19,,,,531508277.07,2991603653.72,2460095376.65,2315035288.51,179482019.12,,,197027492.96,-38473877.42,13619466.26,-2985105.54,45868302.46,3556964735.99,41072890.78,3531726501.6,,-20622453.5,309557.45,,4478239.66,3551683557.57,109315.68,,4424399.03,,3547368474.22,576980067.88,2970388406.34,2970388406.34,,2757201312.78,213187093.56,,,-235335102.65,-234665296.03,538953600.02,,,538953600.02,,-773618896.05,-183567.97,,-700023494.26,,-6776659.08,,,,-66635174.74,,-669806.62,2735053303.69,2522536016.75,212517286.94,0.33,0.33,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T19:53:11
20241231,26422056649.42,14710451146.45,6649885787.85,778245043.79,6885232097.41,,,,2348450787.49,12574358468.43,10225907680.94,8551373964.44,788923844.03,,,-31335537.07,68626874.88,87946269.94,4070078.61,682473064.68,14954268307.16,180705984.82,14791691293.2,,-64681045.48,20833.31,,46531241.31,11467788342.26,414984210.78,,30633319.08,,11852139233.96,1307466709.62,10544672524.34,10544672524.34,,9636829949.09,907842575.25,40149200604.15,,2495717838.25,2493568458.02,1554913979.07,,-282843.95,1555196823.02,,938654478.95,1376623.36,,823356984.59,,-42769127.95,,,,156689998.95,,2149380.23,13040390362.59,12130398407.11,909991955.48,1.15,1.15,定期报告,是,20260331,CNY,合并期末,2025-03-28T23:46:45
20240930,18550539533.32,9874702106.14,3988765131.46,531420771.94,5081259144.6,,,,1373635587.27,9080444463.3,7706808876.03,5532105618.02,584686761.86,,,968405017.8,47789429.6,74672023.41,1178320.41,678051430.67,10352547543.67,121777377.65,10178580491.66,,12157106.76,4571881.27,,35460686.33,8197991989.65,133662.67,,15281441.39,,8182844210.93,685816616.76,7497027594.17,7497027594.17,,6764429378.69,732598215.48,,,1192811274.9,1192892580.29,940644264.98,,,940644264.98,,252248315.31,-99794.5,,398485944.33,,-53285342.57,,,,-92852491.95,,-81305.39,8689838869.07,7957321958.98,732516910.09,0.8,0.8,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:43:24
20240630,11458974702.68,6659556622.49,2762168194.69,336356503.61,3383012117.78,,,,894067044.81,6248160001.53,5354092956.72,3690593914.28,123433715.94,,,85047207.66,15309232.76,58544712.15,608287.65,55247680.88,6328933773.69,87156624.5,6219509290.68,,-23889173.24,12781248.5,,33375783.25,5130040928.99,110011.07,,12679825.94,,5117471114.12,382052013.69,4735419100.43,4735419100.43,,4362371717.16,373047383.27,40149200604.15,,1511200273.75,1510177381.9,1063773904.45,,,1063773904.45,,446403477.45,432875.69,,477829807.34,,-59038269.92,,,,27179064.34,,1022891.85,6246619374.18,5872549099.06,374070275.12,0.52,0.52,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T20:18:20
20240331,4949345961.54,3199004909.77,1357636335.58,148041984.01,1607156560.27,,,,438457684.88,3212021175.37,2773563490.49,750966943.33,-26067378.05,,,352879553.81,5125083.98,157223314.9,37261.26,45651209.61,3124966705.4,41066589.24,2997582044.98,,-61029540.47,4907289.43,,142440322.22,1824379256.14,15841.85,,3230489.34,,1821164608.65,108091630.89,1713072977.76,1713072977.76,,1538328759.88,174744217.88,,,705609399.1,705498319.86,377133508.17,,,377133508.17,,328364811.69,-215397.81,,362688128.97,,-46661297.68,,,,12553378.21,,111079.24,2418682376.86,2243827079.74,174855297.12,0.17,0.17,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T22:33:01
20231231,23299531636.28,14512342534.91,5810154395.99,566316981.96,7727648787.66,,,,3136020830.17,13546682083.28,10410661253.11,5300847238.43,722842781.18,,,-1011206857.32,-10184132.74,388424505.17,1291188.94,981996328.72,14504733238.23,165748304.54,13885243224.72,,95485380.15,3626993.38,,354629335.44,8794798398.05,1151556.27,,51514000.11,,8744435954.21,881519070.07,7862916884.14,7862916884.14,,6977799497.16,885117386.98,39266193219.21,,601904132.62,599285087.33,-29897139.05,,-46852.44,-29850286.61,,629182226.38,1235538.0,,480536675.51,,55508221.56,,,,91901791.31,,2619045.29,8464821016.76,7577084584.49,887736432.27,0.83,0.83,定期报告,是,20250329,CNY,合并期末,2024-03-28T21:08:30
