报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,8825240263.0,4636843495.0,2005029571.0,1544935778.0,397395568.0,,,,108183434.0,2636292313.0,2528108879.0,1931241257.0,26572639.0,,,2269975317.0,-185710684.0,18626947.0,1250047.0,44830450.0,4361368243.0,34612350.0,4270461378.0,,53674160.0,,,2620355.0,4463872020.0,2399862.0,,-4551000.0,,4470822882.0,869575629.0,3601247253.0,3601247253.0,,3577445645.0,23801608.0,,,-865231314.0,-865231314.0,-16275233.0,,,-16275233.0,,-848956081.0,,,-276778102.0,,4007890.0,,,,-576185869.0,,,2736015939.0,2712214331.0,23801608.0,0.703,,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:34:15
20251231,28481073842.0,15174952416.0,6170756070.0,5031105203.0,1582385788.0,,,,-1037858084.0,8650660459.0,9688518543.0,13877033242.0,75548095.0,,,399474005.0,-78441803.0,69512301.0,5386891.0,71014874.0,16876024841.0,130371387.0,16419523397.0,,323399365.0,,,2730692.0,11605049001.0,180021334.0,,72323598.0,,11712746737.0,1912363247.0,9800383490.0,9800383490.0,,9790532489.0,9851001.0,33986396894.0,,-822370648.0,-822370648.0,-33350858.0,,,-33350858.0,,-789019790.0,,,-166455952.0,,32914194.0,,,,-655478032.0,,,8978012842.0,8968161841.0,9851001.0,1.876,,定期报告,是,20260331,CNY,合并期末,2026-03-30T21:23:06
20250930,20760603329.0,10300784001.0,4515752608.0,2940437286.0,1062078355.0,,,,-1019885934.0,6190580044.0,7210465978.0,14214023302.0,66418166.0,,,-3181846289.0,329802392.0,50815742.0,1405025.0,65505090.0,13077827149.0,87873720.0,12854874266.0,,133031144.0,,,2048019.0,7682776180.0,94226754.0,,49960979.0,,7727041955.0,1161566951.0,6565475004.0,6565475004.0,,6566693338.0,-1218334.0,,,-608587182.0,-608587182.0,-103075547.0,,,-103075547.0,,-505511635.0,,,-195787299.0,,27892091.0,,,,-337616427.0,,,5956887822.0,5958106156.0,-1218334.0,1.24,,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T17:08:28
20250630,12828006633.0,6159782770.0,2652477669.0,1667876239.0,679957440.0,,,,-850702112.0,3992476649.0,4843178761.0,8418642157.0,55721400.0,,,-1111307863.0,120785525.0,28739181.0,1220335.0,60846640.0,7728200466.0,53239189.0,7692117565.0,,-18521634.0,,,1365346.0,5099806167.0,91882701.0,,34855553.0,,5156833315.0,822573640.0,4334259675.0,4334259675.0,,4330235127.0,4024548.0,33986396894.0,,-90146847.0,-90146847.0,134614049.0,,,134614049.0,,-224760896.0,,,-52857221.0,,15492974.0,,,,-187396649.0,,,4244112828.0,4240088280.0,4024548.0,0.814,,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T22:08:03
20250331,5720965040.0,2574002544.0,1298166745.0,403280715.0,308360039.0,,,,-514418204.0,1993603973.0,2508022177.0,4244768778.0,11264743.0,,,-837394001.0,211148460.0,14644521.0,2285396.0,25927546.0,3322240460.0,28376426.0,3280813570.0,,12367792.0,,,682672.0,2398724580.0,32099360.0,,15687942.0,,2415135998.0,370748737.0,2044387261.0,2044387261.0,,2041982798.0,2404463.0,,,-236586249.0,-236586249.0,19519596.0,,,19519596.0,,-256105845.0,,,-214069649.0,,3306194.0,,,,-45342390.0,,,1807801012.0,1805396549.0,2404463.0,0.382,,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T18:53:07
20241231,21333435595.0,10851782592.0,4263175909.0,3094637841.0,1209409112.0,,,,-1390091498.0,8712648833.0,10102740331.0,13268055532.0,-12096864.0,,,-3159427028.0,1600278370.0,61055560.0,2846940.0,98935127.0,14480650740.0,79723745.0,14301667810.0,21984602.0,74543891.0,,,2730692.0,6852784855.0,1871066.0,,49731066.0,,6804924855.0,1130616941.0,5674307914.0,5674307914.0,,5694343080.0,-20035166.0,32823934064.0,,954773354.0,954773354.0,101450738.0,,,101450738.0,,853322616.0,,,398593035.0,,18508819.0,,,,437692943.0,-1472181.0,,6629081268.0,6649116434.0,-20035166.0,1.035,,定期报告,是,20260331,CNY,合并期末,2025-03-28T23:07:56
20240930,13449224301.0,7143329561.0,2561234953.0,2062699815.0,838885746.0,,,,-1193147931.0,6455421925.0,7648569856.0,5920868860.0,8326878.0,,,1547810455.0,-88501798.0,41628450.0,1973101.0,75263603.0,10320292309.0,50810968.0,10260167371.0,,7265951.0,,,2048019.0,3128931992.0,1005802.0,,52495057.0,,3077442737.0,217519866.0,2859922871.0,2859922871.0,,2858163486.0,1759385.0,,,-124769985.0,-124769985.0,-85722797.0,,,-85722797.0,,-39047188.0,,,163581452.0,,25485210.0,,,,-226641669.0,-1472181.0,,2735152886.0,2733393501.0,1759385.0,0.49,,定期报告,未审计,20251030,CNY,合并期末,2024-10-30T21:53:04
20240630,8910510530.0,4708221239.0,1770013485.0,1281038396.0,556120280.0,,,,-813522803.0,4425144749.0,5238667552.0,5739282131.0,13103604.0,,,-1476805836.0,656574950.0,28775532.0,1002026.0,66983291.0,6430046515.0,33350644.0,6369703759.0,,25626765.0,,,1365347.0,2480464015.0,744541.0,,24518859.0,,2456689697.0,227603126.0,2229086571.0,2229086571.0,,2228055738.0,1030833.0,32823934064.0,,329613735.0,329613735.0,-65829077.0,,,-65829077.0,,395442812.0,,,215884252.0,,27137119.0,,,,153893622.0,-1472181.0,,2558700306.0,2557669473.0,1030833.0,0.394,,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T20:14:01
20240331,3873747046.0,2086204582.0,830721061.0,450440511.0,267567664.0,,,,-593743097.0,2176301786.0,2770044883.0,3435648963.0,-5071160.0,,,-1588188511.0,486032134.0,17196583.0,606768.0,29989624.0,2442323662.0,17047181.0,2394768242.0,,29825567.0,,,682672.0,1431423384.0,605762.0,,1990555.0,,1430038591.0,190949254.0,1239089337.0,1239089337.0,,1238666240.0,423097.0,,,93456382.0,93456382.0,-6988751.0,,,-6988751.0,,100445133.0,,,95059723.0,,10911241.0,,,,3590186.0,-9116017.0,,1332545719.0,1332122622.0,423097.0,0.223,,定期报告,未审计,20250429,CNY,合并期末,2024-04-30T00:58:11
20231231,22990202558.0,12088388557.0,4529857535.0,3702280280.0,1212671887.0,,,,-1334771581.0,9405375584.0,10740147165.0,15083605681.0,34571822.0,,,-4493152472.0,1360696955.0,72443261.0,2978592.0,210013565.0,15916327192.0,87173151.0,15822721550.0,,5031083.0,,,1401408.0,7073875366.0,8120663.0,,259008542.0,,6822987487.0,659347133.0,6163640354.0,6163640354.0,,6156130774.0,7509580.0,29352829428.0,,788568010.0,788568010.0,,,,,,788805522.0,,,409049300.0,,-3581408.0,,,,383337630.0,-237512.0,,6952208364.0,6944698784.0,7509580.0,1.138,,定期报告,是,20250329,CNY,合并期末,2024-03-28T23:48:07
