报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,86940000000.0,55642000000.0,86108000000.0,30466000000.0,20656000000.0,23133000000.0,2477000000.0,,,,1129000000.0,,3986000000.0,,,1129000000.0,,,2028000000.0,3499000000.0,,,42275000000.0,773000000.0,24748000000.0,,14846000000.0,2000000.0,,,,1906000000.0,44665000000.0,24000000.0,,12000000.0,,44677000000.0,6629000000.0,,38048000000.0,,,37852000000.0,196000000.0,,,,,,,,,,,,,,,,,,,,-540000000.0,-550000000.0,337000000.0,,,337000000.0,,-877000000.0,160000000.0,,742000000.0,,-259000000.0,,,27000000.0,-1547000000.0,10000000.0,37508000000.0,37302000000.0,206000000.0,1.49,1.49,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T18:10:02
20251231,337532000000.0,215593000000.0,351351000000.0,135758000000.0,75258000000.0,84265000000.0,9007000000.0,,,,3228000000.0,,36837000000.0,5473000000.0,1607000000.0,3228000000.0,,,-8160000000.0,14776000000.0,,,158280000000.0,3097000000.0,107952000000.0,,39586000000.0,189000000.0,,,,7456000000.0,179252000000.0,105000000.0,,364000000.0,,178993000000.0,27867000000.0,,151126000000.0,,,150181000000.0,945000000.0,634078000000.0,,784259000000.0,,,13618000000.0,,8549000000.0,,,,5311000000.0,,762092000000.0,996000000.0,,75988000000.0,,679808000000.0,-18071000000.0,-18016000000.0,2612000000.0,9000000.0,,2603000000.0,,-20683000000.0,-3144000000.0,,-13251000000.0,,-1072000000.0,,,-41000000.0,-3175000000.0,-55000000.0,133055000000.0,132165000000.0,890000000.0,5.7,5.7,定期报告,是,20260328,CNY,合并期末,2026-03-27T21:32:03
20250930,251420000000.0,160042000000.0,264307000000.0,104265000000.0,56202000000.0,62797000000.0,6595000000.0,,,,2639000000.0,,30252000000.0,,,2639000000.0,,,-8827000000.0,11112000000.0,,,116193000000.0,2246000000.0,75043000000.0,,33351000000.0,9000000.0,,,,5544000000.0,135227000000.0,62000000.0,,200000000.0,,135089000000.0,20552000000.0,,114537000000.0,,,113772000000.0,765000000.0,,,,,,,,,,,,,,,,,,,,-17125000000.0,-17077000000.0,1721000000.0,-4000000.0,,1725000000.0,,-18846000000.0,-3142000000.0,,-11558000000.0,,-2386000000.0,,,-30000000.0,-1730000000.0,-48000000.0,97412000000.0,96695000000.0,717000000.0,4.43,4.43,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T17:56:04
20250630,169969000000.0,106085000000.0,177014000000.0,70929000000.0,37602000000.0,41867000000.0,4265000000.0,,,,1451000000.0,,21894000000.0,1672000000.0,1217000000.0,1451000000.0,,,-4819000000.0,7756000000.0,,,81017000000.0,1491000000.0,51171000000.0,,24623000000.0,11000000.0,,,,3721000000.0,88952000000.0,58000000.0,,104000000.0,,88906000000.0,13501000000.0,,75405000000.0,,,74930000000.0,475000000.0,634078000000.0,,709008000000.0,,,,,326000000.0,,,,1975000000.0,,708682000000.0,,,50440000000.0,,656267000000.0,-6299000000.0,-6287000000.0,1734000000.0,-4000000.0,,1738000000.0,,-8033000000.0,374000000.0,,-4291000000.0,,-2337000000.0,,,4000000.0,-1783000000.0,-12000000.0,69106000000.0,68643000000.0,463000000.0,2.89,2.89,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:26:04
20250331,83751000000.0,52996000000.0,89070000000.0,36074000000.0,19696000000.0,21830000000.0,2134000000.0,,,,1120000000.0,,11752000000.0,,,1120000000.0,,,-5306000000.0,3493000000.0,,,39489000000.0,805000000.0,23988000000.0,,12837000000.0,,,,,1859000000.0,44262000000.0,29000000.0,,49000000.0,,44242000000.0,6729000000.0,,37513000000.0,,,37286000000.0,227000000.0,,,,,,,,,,,,,,,,,,,,-17124000000.0,-17093000000.0,619000000.0,,,619000000.0,,-17743000000.0,-393000000.0,,-13998000000.0,,-2747000000.0,,,-61000000.0,-544000000.0,-31000000.0,20389000000.0,20193000000.0,196000000.0,1.48,1.48,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T18:28:07
20241231,337488000000.0,211277000000.0,374271000000.0,162994000000.0,72094000000.0,81040000000.0,8946000000.0,,,,4026000000.0,,29880000000.0,2632000000.0,4045000000.0,4026000000.0,,,6085000000.0,14126000000.0,,,158469000000.0,2950000000.0,107616000000.0,,39976000000.0,843000000.0,,,,7084000000.0,179019000000.0,63000000.0,,430000000.0,,178652000000.0,29093000000.0,,149559000000.0,,,148391000000.0,1168000000.0,568372000000.0,,716763000000.0,,,13915000000.0,,13451000000.0,,,,4585000000.0,,689397000000.0,996000000.0,,49734000000.0,,634078000000.0,26693000000.0,26571000000.0,2923000000.0,20000000.0,,2903000000.0,,23770000000.0,2452000000.0,,16423000000.0,,3000000000.0,,,-36000000.0,1931000000.0,122000000.0,176252000000.0,174962000000.0,1290000000.0,5.66,5.66,定期报告,是,20260328,CNY,合并期末,2025-03-25T18:45:03
20240930,252709000000.0,157298000000.0,281554000000.0,124256000000.0,55702000000.0,62173000000.0,6471000000.0,,,,1978000000.0,,24662000000.0,,,1978000000.0,,,3099000000.0,9970000000.0,,,118529000000.0,2218000000.0,74747000000.0,,36346000000.0,11000000.0,,,,5207000000.0,134180000000.0,39000000.0,,145000000.0,,134074000000.0,20035000000.0,,114039000000.0,,,113184000000.0,855000000.0,,,,,,,,,,,,,,,,,,,,14765000000.0,14682000000.0,1852000000.0,7000000.0,1845000000.0,1845000000.0,,12913000000.0,2207000000.0,,9661000000.0,,1642000000.0,,,-186000000.0,-411000000.0,83000000.0,128804000000.0,127866000000.0,938000000.0,4.41,4.41,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T18:50:05
20240630,172945000000.0,104449000000.0,187997000000.0,83548000000.0,38328000000.0,42552000000.0,4224000000.0,,,,1949000000.0,,19499000000.0,1550000000.0,3578000000.0,1949000000.0,,,2286000000.0,6434000000.0,,,83281000000.0,1507000000.0,51438000000.0,,26928000000.0,8000000.0,,,,3400000000.0,89664000000.0,19000000.0,,42000000.0,,89641000000.0,14262000000.0,,75379000000.0,,,74743000000.0,636000000.0,568372000000.0,,643115000000.0,,,,,-120000000.0,,,,1975000000.0,,643235000000.0,,,49734000000.0,,591545000000.0,10889000000.0,10809000000.0,1651000000.0,2000000.0,,1649000000.0,,9238000000.0,1081000000.0,,6362000000.0,,519000000.0,,,-54000000.0,1330000000.0,80000000.0,86268000000.0,85552000000.0,716000000.0,2.89,2.89,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T19:35:11
20240331,86417000000.0,52000000000.0,94135000000.0,42135000000.0,20204000000.0,22296000000.0,2092000000.0,,,,1064000000.0,,9503000000.0,,,1064000000.0,,,423000000.0,3223000000.0,,,41232000000.0,782000000.0,24502000000.0,,14267000000.0,,,,,1681000000.0,45185000000.0,15000000.0,,12000000.0,,45188000000.0,6746000000.0,,38442000000.0,,,38077000000.0,365000000.0,,,,,,,,,,,,,,,,,,,,4560000000.0,4518000000.0,650000000.0,,,650000000.0,,3910000000.0,636000000.0,,2867000000.0,,-403000000.0,,,-12000000.0,822000000.0,42000000.0,43002000000.0,42595000000.0,407000000.0,1.51,1.51,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T21:00:04
20231231,339123000000.0,214669000000.0,375610000000.0,160941000000.0,84108000000.0,92834000000.0,8726000000.0,,,,4132000000.0,,22176000000.0,2476000000.0,967000000.0,4132000000.0,,,1846000000.0,12192000000.0,,,162460000000.0,2963000000.0,111786000000.0,,41278000000.0,191000000.0,,,,6242000000.0,176663000000.0,138000000.0,,183000000.0,,176618000000.0,28612000000.0,,148006000000.0,,,146602000000.0,1404000000.0,492971000000.0,,639573000000.0,,,13752000000.0,,9010000000.0,,,,3562000000.0,,616811000000.0,996000000.0,,43832000000.0,,568372000000.0,2731000000.0,2658000000.0,358000000.0,4000000.0,,354000000.0,,2373000000.0,202000000.0,,3337000000.0,,-2045000000.0,,,-59000000.0,983000000.0,73000000.0,150737000000.0,149260000000.0,1477000000.0,5.63,5.63,定期报告,是,20250326,CNY,合并期末,2024-03-25T20:15:03
