报告日,营业收入,已赚保费,其中:保险业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,银行业务利息净收入,银行业务利息收入,银行业务利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,资产管理费收入,投资收益,对联营企业和合营企业的投资损失,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑收益,其他业务收入,资产处置收益,其他收益,营业支出,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保单红利支出,分保费用,手续费及佣金净支出(保险业务),营业税金及附加,业务及管理费,财务费用,研发费用,减:摊回分保费用,资产减值损失,信用减值损失,其他资产减值损失,其他业务成本,营业利润,加:营业外收入,减:营业外支出,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,22133000000.0,13005000000.0,13005000000.0,,,,7834000000.0,7834000000.0,936000000.0,,,,,22089000000.0,584000000.0,7803000000.0,,-20878000000.0,-106000000.0,171000000.0,,18000000.0,15461000000.0,,7555000000.0,385000000.0,,,,,,32000000.0,645000000.0,,,,,-312000000.0,,181000000.0,6672000000.0,85000000.0,25000000.0,6732000000.0,230000000.0,6502000000.0,6502000000.0,,6501000000.0,1000000.0,,,5511000000.0,5511000000.0,566000000.0,,693000000.0,-21000000.0,,4945000000.0,89000000.0,,-1314000000.0,,-224000000.0,,,,-18000000.0,,,12013000000.0,12012000000.0,1000000.0,2.08,2.08,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:10:03
20251231,157745000000.0,50297000000.0,50297000000.0,,,,32515000000.0,32515000000.0,3510000000.0,,,,,52900000000.0,2255000000.0,2376000000.0,,21422000000.0,-162000000.0,741000000.0,,32000000.0,120544000000.0,,31748000000.0,1505000000.0,,,,,,131000000.0,2773000000.0,,,,,3479000000.0,,650000000.0,37201000000.0,3465000000.0,141000000.0,40525000000.0,4236000000.0,36289000000.0,36289000000.0,,36284000000.0,5000000.0,108176000000.0,,-12592000000.0,-12592000000.0,3994000000.0,,909000000.0,3251000000.0,,-16586000000.0,5000000.0,,-23288000000.0,,1168000000.0,,,,-12000000.0,,,23697000000.0,23692000000.0,5000000.0,11.63,11.63,定期报告,是,20260328,CNY,合并期末,2026-03-27T19:54:02
20250930,137252000000.0,37626000000.0,37626000000.0,,,,21714000000.0,24366000000.0,2652000000.0,,,,,40413000000.0,1591000000.0,2342000000.0,,34343000000.0,-89000000.0,570000000.0,,23000000.0,100291000000.0,,23685000000.0,1134000000.0,,,,,,96000000.0,1566000000.0,,,,,-122000000.0,,455000000.0,36961000000.0,1194000000.0,105000000.0,38050000000.0,5189000000.0,32861000000.0,,,32857000000.0,4000000.0,,,-22323000000.0,-22323000000.0,1201000000.0,,-568000000.0,1745000000.0,,-23524000000.0,20000000.0,,-17636000000.0,,329000000.0,,,,-6000000.0,,,10538000000.0,10534000000.0,4000000.0,10.53,10.53,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:30:04
20250630,70041000000.0,24753000000.0,24753000000.0,,,,14305000000.0,16213000000.0,1908000000.0,,,,,18763000000.0,638000000.0,2342000000.0,,9971000000.0,-41000000.0,363000000.0,,19000000.0,53778000000.0,,16242000000.0,738000000.0,,,,,,65000000.0,1141000000.0,,,,,54000000.0,,300000000.0,16263000000.0,26000000.0,71000000.0,16218000000.0,1417000000.0,14801000000.0,14801000000.0,,14799000000.0,2000000.0,108176000000.0,,-21364000000.0,-21364000000.0,2343000000.0,,908000000.0,1569000000.0,,-23707000000.0,9000000.0,,141000000.0,,354000000.0,,,,-7000000.0,,,-6563000000.0,-6565000000.0,2000000.0,4.74,4.74,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:00:02
20250331,33402000000.0,12328000000.0,12328000000.0,,,,8113000000.0,8113000000.0,1091000000.0,,,,,9772000000.0,33000000.0,,,3013000000.0,-13000000.0,176000000.0,,13000000.0,27388000000.0,,8162000000.0,368000000.0,,,,,,23000000.0,614000000.0,,,,,-736000000.0,,137000000.0,6014000000.0,4000000.0,44000000.0,5974000000.0,91000000.0,5883000000.0,5883000000.0,,5882000000.0,1000000.0,,,-22238000000.0,-22238000000.0,381000000.0,,253000000.0,194000000.0,,-22619000000.0,-4000000.0,,-8117000000.0,,-145000000.0,,,,-2000000.0,,,-16355000000.0,-16356000000.0,1000000.0,1.89,1.89,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T21:20:03
20241231,132555000000.0,47812000000.0,47812000000.0,,,,28751000000.0,31917000000.0,3166000000.0,,,,,16306000000.0,528000000.0,2890000000.0,,35437000000.0,80000000.0,967000000.0,,36000000.0,104338000000.0,,31575000000.0,1583000000.0,,,,,,89000000.0,3062000000.0,,,,,3415000000.0,1190000000.0,659000000.0,28217000000.0,17000000.0,93000000.0,28141000000.0,1908000000.0,26233000000.0,26233000000.0,,26229000000.0,4000000.0,92124000000.0,,-30710000000.0,-30710000000.0,3240000000.0,,900000000.0,2600000000.0,,-33950000000.0,-94000000.0,,23150000000.0,,705000000.0,,,,,,,-4477000000.0,-4481000000.0,4000000.0,8.41,8.41,定期报告,是,20260328,CNY,合并期末,2025-03-27T19:42:03
20240930,106956000000.0,35658000000.0,35658000000.0,,,,21445000000.0,23512000000.0,2067000000.0,,,,,5134000000.0,506000000.0,3063000000.0,,41985000000.0,-53000000.0,692000000.0,,28000000.0,83640000000.0,,22514000000.0,1153000000.0,,,,,,74000000.0,3898000000.0,,,,,1766000000.0,1190000000.0,464000000.0,23316000000.0,9000000.0,44000000.0,23281000000.0,2598000000.0,20683000000.0,20683000000.0,,20680000000.0,3000000.0,,,-32041000000.0,-32041000000.0,1302000000.0,,245000000.0,1124000000.0,,-33343000000.0,-52000000.0,,7757000000.0,,465000000.0,,,,-12000000.0,,,-11358000000.0,-11361000000.0,3000000.0,6.63,6.63,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:02:02
20240630,55591000000.0,23421000000.0,23421000000.0,,,,14563000000.0,15794000000.0,1231000000.0,,,,,966000000.0,284000000.0,,,14881000000.0,38000000.0,474000000.0,,17000000.0,43638000000.0,,15165000000.0,831000000.0,,,,,,52000000.0,1290000000.0,,,,,289000000.0,,305000000.0,11953000000.0,5000000.0,30000000.0,11928000000.0,843000000.0,11085000000.0,11085000000.0,,11083000000.0,2000000.0,92124000000.0,,-23469000000.0,-23469000000.0,617000000.0,,,622000000.0,,-24086000000.0,-143000000.0,,7403000000.0,,216000000.0,,,,-7000000.0,,,-12384000000.0,-12386000000.0,2000000.0,3.55,3.55,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T20:17:04
20240331,26479000000.0,11742000000.0,11742000000.0,,,,7384000000.0,8182000000.0,798000000.0,,,,,-1719000000.0,-16000000.0,,,8018000000.0,9000000.0,217000000.0,,30000000.0,21326000000.0,,7826000000.0,441000000.0,,,,,,24000000.0,606000000.0,,,,,24000000.0,,39000000.0,5153000000.0,1000000.0,12000000.0,5142000000.0,199000000.0,4943000000.0,4943000000.0,,4942000000.0,1000000.0,,,-16003000000.0,-16003000000.0,77000000.0,,,81000000.0,,-16080000000.0,-54000000.0,,4877000000.0,,,,,,-11000000.0,,,-11060000000.0,-11061000000.0,1000000.0,1.58,1.58,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:07:03
20231231,71547000000.0,48045000000.0,48045000000.0,,,,30182000000.0,32268000000.0,2086000000.0,,,,,-3775000000.0,-639000000.0,,,-6124000000.0,113000000.0,958000000.0,,62000000.0,66003000000.0,,33252000000.0,1681000000.0,,,,,,95000000.0,2370000000.0,,,,,307000000.0,,587000000.0,5544000000.0,68000000.0,97000000.0,5515000000.0,-3201000000.0,8716000000.0,8716000000.0,,8712000000.0,4000000.0,89492000000.0,,-14575000000.0,-14575000000.0,116000000.0,,,121000000.0,,-14691000000.0,49000000.0,,7345000000.0,,-3000000.0,,,,5000000.0,,,-5859000000.0,-5863000000.0,4000000.0,2.79,2.79,定期报告,是,20250328,CNY,合并期末,2024-03-27T19:57:02
