报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,230370000000.0,168531000000.0,331380000000.0,162849000000.0,40916000000.0,44417000000.0,3501000000.0,,,,-1788000000.0,,14638000000.0,1706000000.0,,-1788000000.0,,,733000000.0,7340000000.0,,,128393000000.0,3255000000.0,48790000000.0,,69294000000.0,152000000.0,,,,6902000000.0,101977000000.0,218000000.0,,242000000.0,,101953000000.0,13940000000.0,,88013000000.0,,,86941000000.0,1072000000.0,,,,,,,,,,,,,,,,,,,,-2856000000.0,-2721000000.0,-468000000.0,,,-466000000.0,,-2253000000.0,286000000.0,,3511000000.0,,-6000000.0,,-532000000.0,,-6613000000.0,-135000000.0,85157000000.0,84220000000.0,937000000.0,0.24,0.24,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:08:03
20251231,838270000000.0,635126000000.0,1331831000000.0,696705000000.0,111171000000.0,126722000000.0,15551000000.0,,,,-490000000.0,,63286000000.0,4774000000.0,,-490000000.0,,,511000000.0,28666000000.0,,,414159000000.0,10658000000.0,235173000000.0,,132973000000.0,1887000000.0,,,,33468000000.0,424111000000.0,1367000000.0,,1043000000.0,,424435000000.0,53669000000.0,,370766000000.0,,,368562000000.0,2204000000.0,2014086000000.0,,2382648000000.0,,,36812000000.0,,46080000000.0,,,,,,2299756000000.0,,,109060000000.0,,2180152000000.0,-30388000000.0,-29376000000.0,1308000000.0,,0.0,1292000000.0,,-30684000000.0,-346000000.0,,-25628000000.0,,-164000000.0,,739000000.0,,-8203000000.0,-1012000000.0,340378000000.0,339186000000.0,1192000000.0,1.0,1.0,定期报告,是,20260328,CNY,合并期末,2026-03-27T22:08:15
20250930,640028000000.0,473416000000.0,1005116000000.0,531700000000.0,90868000000.0,101484000000.0,10616000000.0,,,,324000000.0,,48615000000.0,4497000000.0,,324000000.0,,,4172000000.0,22633000000.0,,,321518000000.0,7471000000.0,161592000000.0,,126140000000.0,953000000.0,,,,25362000000.0,318510000000.0,799000000.0,,646000000.0,,318663000000.0,46781000000.0,,271882000000.0,,,269908000000.0,1974000000.0,,,,,,,,,,,,,,,,,,,,-24316000000.0,-23181000000.0,830000000.0,,-9000000.0,838000000.0,,-24011000000.0,-384000000.0,,-23088000000.0,,-244000000.0,,1149000000.0,,-3004000000.0,-1135000000.0,247566000000.0,246727000000.0,839000000.0,0.73,0.73,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:02:05
20250630,427092000000.0,313576000000.0,673603000000.0,360027000000.0,67020000000.0,74162000000.0,7142000000.0,,,,-498000000.0,,32885000000.0,3025000000.0,,-498000000.0,,,-988000000.0,15097000000.0,,,228186000000.0,5199000000.0,102922000000.0,,104007000000.0,522000000.0,,,,15536000000.0,198906000000.0,551000000.0,,449000000.0,,199008000000.0,30205000000.0,,168803000000.0,,,168103000000.0,700000000.0,2014086000000.0,,2182189000000.0,,,411000000.0,,322000000.0,,,,,,2181456000000.0,,,58664000000.0,,2119307000000.0,-1708000000.0,-648000000.0,1017000000.0,,-18000000.0,1034000000.0,,-1665000000.0,-33000000.0,,787000000.0,,-122000000.0,,1685000000.0,,-1548000000.0,-1060000000.0,167095000000.0,167455000000.0,-360000000.0,0.46,0.46,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:56:04
20250331,212774000000.0,156784000000.0,338083000000.0,181299000000.0,38878000000.0,42476000000.0,3598000000.0,,,,-1040000000.0,,13335000000.0,1389000000.0,,-1040000000.0,,,-2538000000.0,7355000000.0,,,113277000000.0,2458000000.0,46754000000.0,,56969000000.0,167000000.0,,,,6929000000.0,99497000000.0,232000000.0,,119000000.0,,99610000000.0,14901000000.0,,84709000000.0,,,84156000000.0,553000000.0,,,,,,,,,,,,,,,,,,,,-17537000000.0,-16932000000.0,56000000.0,,,56000000.0,,-16988000000.0,-265000000.0,,-17741000000.0,,-143000000.0,,490000000.0,,210000000.0,-605000000.0,67172000000.0,67224000000.0,-52000000.0,0.23,0.23,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T18:56:07
20241231,821803000000.0,637405000000.0,1427948000000.0,790543000000.0,109397000000.0,126177000000.0,16780000000.0,,,,-6911000000.0,,40930000000.0,4519000000.0,,-6911000000.0,,,12220000000.0,28762000000.0,,,400918000000.0,10765000000.0,230460000000.0,,125739000000.0,924000000.0,,,,33030000000.0,420885000000.0,1872000000.0,,930000000.0,,421827000000.0,54881000000.0,,366946000000.0,,,365863000000.0,1083000000.0,1912067000000.0,,2277930000000.0,,,36006000000.0,,53179000000.0,,,,,,2188745000000.0,,,160312000000.0,,2014086000000.0,51189000000.0,52389000000.0,3246000000.0,,43000000.0,3182000000.0,,49143000000.0,-58000000.0,,50655000000.0,,-308000000.0,,-1280000000.0,,9516000000.0,-1200000000.0,418135000000.0,418252000000.0,-117000000.0,0.98,0.98,定期报告,是,20260328,CNY,合并期末,2025-03-28T21:40:12
20240930,626422000000.0,476732000000.0,1074479000000.0,597747000000.0,90323000000.0,103093000000.0,12770000000.0,,,,-4692000000.0,,31086000000.0,3672000000.0,,-4692000000.0,,,11835000000.0,21138000000.0,,,318931000000.0,7826000000.0,156926000000.0,,128945000000.0,337000000.0,,,,24897000000.0,307491000000.0,1254000000.0,,343000000.0,,308402000000.0,37927000000.0,,270475000000.0,,,269025000000.0,1450000000.0,,,,,,,,,,,,,,,,,,,,25496000000.0,26208000000.0,1569000000.0,,72000000.0,1476000000.0,,24639000000.0,-912000000.0,,26848000000.0,,38000000.0,,-81000000.0,,3224000000.0,-712000000.0,295971000000.0,295233000000.0,738000000.0,0.72,0.72,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:02:05
20240630,420499000000.0,313950000000.0,721053000000.0,407103000000.0,67405000000.0,76373000000.0,8968000000.0,,,,-5543000000.0,,21635000000.0,2462000000.0,,-5543000000.0,,,8399000000.0,14653000000.0,,,224083000000.0,5550000000.0,99453000000.0,,101809000000.0,260000000.0,,,,17011000000.0,196416000000.0,973000000.0,,205000000.0,,197184000000.0,25888000000.0,,171296000000.0,,,170467000000.0,829000000.0,1912067000000.0,,2082534000000.0,,,450000000.0,,542000000.0,,,,,,2081542000000.0,,,109203000000.0,,1968711000000.0,28749000000.0,29060000000.0,974000000.0,,49000000.0,902000000.0,,28086000000.0,-426000000.0,,23162000000.0,,1323000000.0,,-491000000.0,,9174000000.0,-311000000.0,200045000000.0,199527000000.0,518000000.0,0.47,0.47,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T20:10:04
20240331,219843000000.0,161401000000.0,363079000000.0,201678000000.0,39342000000.0,43863000000.0,4521000000.0,,,,-3897000000.0,,9202000000.0,950000000.0,,-3897000000.0,,,5982000000.0,7813000000.0,,,117764000000.0,2796000000.0,45685000000.0,60075000000.0,59918000000.0,157000000.0,,,,9208000000.0,102079000000.0,480000000.0,,104000000.0,,102455000000.0,14393000000.0,,88062000000.0,,,87653000000.0,409000000.0,,,,,,,,,,,,,,,,,,,,12915000000.0,13866000000.0,1448000000.0,,,1408000000.0,,12418000000.0,-53000000.0,,11377000000.0,,28000000.0,,-483000000.0,,5065000000.0,-951000000.0,100977000000.0,101519000000.0,-542000000.0,0.24,0.24,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T21:25:04
20231231,843070000000.0,655013000000.0,1405039000000.0,750026000000.0,119357000000.0,137891000000.0,18534000000.0,,,,-7785000000.0,,45876000000.0,5022000000.0,,-7785000000.0,,,2711000000.0,27898000000.0,,,422310000000.0,10662000000.0,227266000000.0,150816000000.0,148808000000.0,2008000000.0,,,,33566000000.0,420760000000.0,1976000000.0,,770000000.0,,421966000000.0,56850000000.0,,365116000000.0,,,363993000000.0,1123000000.0,1771747000000.0,,2135740000000.0,,,35872000000.0,,64918000000.0,,,,,,2034950000000.0,14964000000.0,,108169000000.0,,1912067000000.0,19227000000.0,19928000000.0,1260000000.0,,-7000000.0,1294000000.0,,18668000000.0,-372000000.0,,20463000000.0,,196000000.0,,86000000.0,,1633000000.0,-701000000.0,384343000000.0,383921000000.0,422000000.0,0.98,0.98,定期报告,是,20250329,CNY,合并期末,2024-03-27T22:55:03
