报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,19599000000.0,13801000000.0,29846000000.0,16045000000.0,1464000000.0,1678000000.0,214000000.0,,,,75000000.0,,3605000000.0,97000000.0,1911000000.0,75000000.0,,,635000000.0,19000000.0,,,10071000000.0,222000000.0,3862000000.0,,5983000000.0,,,,,4000000.0,9528000000.0,3000000.0,,21000000.0,,9510000000.0,1387000000.0,,8123000000.0,,,8098000000.0,25000000.0,,,,,,,,,,,,,,,,,,,,992000000.0,992000000.0,15000000.0,,,15000000.0,,977000000.0,-98000000.0,,1176000000.0,,-101000000.0,,,,,,9115000000.0,9090000000.0,25000000.0,0.38,0.38,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T20:56:15
20251231,68036000000.0,52875000000.0,120735000000.0,67860000000.0,3825000000.0,5004000000.0,1179000000.0,,,,275000000.0,,12254000000.0,535000000.0,1967000000.0,275000000.0,,,-1310000000.0,117000000.0,,,47284000000.0,979000000.0,21026000000.0,,25250000000.0,,,,,29000000.0,20752000000.0,54000000.0,,92000000.0,,20714000000.0,585000000.0,,20129000000.0,20129000000.0,,20086000000.0,43000000.0,116414000000.0,,136500000000.0,,,1947000000.0,,9588000000.0,,,,,,124965000000.0,,,4229000000.0,,117226000000.0,-4891000000.0,-4891000000.0,43000000.0,,,43000000.0,,-4934000000.0,-860000000.0,,-4017000000.0,,-57000000.0,,,,,,15238000000.0,15195000000.0,43000000.0,0.78,0.78,定期报告,是,20260428,CNY,合并期末,2026-04-27T20:44:05
20250930,51588000000.0,39246000000.0,90315000000.0,51069000000.0,3269000000.0,4089000000.0,820000000.0,,,,253000000.0,,9903000000.0,285000000.0,1955000000.0,253000000.0,,,-1189000000.0,106000000.0,,,27636000000.0,709000000.0,14510000000.0,,12443000000.0,-41000000.0,,,,15000000.0,23952000000.0,30000000.0,,19000000.0,,23963000000.0,2858000000.0,,21105000000.0,,,21064000000.0,41000000.0,,,,,,,,,,,,,,,,,,,,-5040000000.0,-5040000000.0,53000000.0,,,53000000.0,,-5093000000.0,-450000000.0,,-4644000000.0,,1000000.0,,,,,,16065000000.0,16024000000.0,41000000.0,0.96,0.96,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:32:05
20250630,36218000000.0,25848000000.0,59691000000.0,33843000000.0,2508000000.0,3022000000.0,514000000.0,,,,171000000.0,,7581000000.0,227000000.0,1889000000.0,171000000.0,,,90000000.0,20000000.0,,,18884000000.0,500000000.0,9441000000.0,,8974000000.0,-41000000.0,,,,10000000.0,17334000000.0,30000000.0,,18000000.0,,17346000000.0,2266000000.0,,15080000000.0,15080000000.0,,15053000000.0,27000000.0,116350000000.0,,131403000000.0,,,,,71000000.0,,,,,,131332000000.0,,,4229000000.0,,126557000000.0,-1794000000.0,-1794000000.0,167000000.0,,,167000000.0,,-1961000000.0,-463000000.0,,-1378000000.0,,-120000000.0,,,,,,13286000000.0,13259000000.0,27000000.0,0.69,0.69,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:08:05
20250331,17127000000.0,12592000000.0,29060000000.0,16468000000.0,1442000000.0,1659000000.0,217000000.0,,,,102000000.0,,4182000000.0,39000000.0,1142000000.0,102000000.0,,,-1198000000.0,7000000.0,,,8254000000.0,226000000.0,4354000000.0,,3670000000.0,,,,,4000000.0,8873000000.0,10000000.0,,11000000.0,,8872000000.0,1185000000.0,,7687000000.0,7687000000.0,,7672000000.0,15000000.0,,,,,,,,,,,,,,,,,,,,-3333000000.0,-3333000000.0,34000000.0,,,34000000.0,,-3367000000.0,-301000000.0,,-2663000000.0,,-403000000.0,,,,,,4354000000.0,4339000000.0,15000000.0,0.36,0.36,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T19:02:05
20241231,70420000000.0,51910000000.0,123675000000.0,71765000000.0,3458000000.0,4519000000.0,1061000000.0,,,,219000000.0,,14005000000.0,771000000.0,903000000.0,219000000.0,,,712000000.0,116000000.0,,,41417000000.0,919000000.0,20370000000.0,,20103000000.0,,,,,25000000.0,29003000000.0,105000000.0,,162000000.0,,28946000000.0,2553000000.0,,26393000000.0,26393000000.0,,26334000000.0,59000000.0,110464000000.0,,136798000000.0,,,2519000000.0,,5207000000.0,,,,,84000000.0,128988000000.0,,,9303000000.0,,116402000000.0,4352000000.0,4352000000.0,325000000.0,,,325000000.0,,4027000000.0,-1021000000.0,,4824000000.0,,224000000.0,,,,,,30745000000.0,30686000000.0,59000000.0,1.09,1.09,定期报告,是,20260428,CNY,合并期末,2025-04-14T21:06:03
20240930,52151000000.0,38556000000.0,92817000000.0,54261000000.0,2796000000.0,3586000000.0,790000000.0,,,,233000000.0,,10278000000.0,594000000.0,847000000.0,233000000.0,,,217000000.0,71000000.0,,,28675000000.0,640000000.0,14377000000.0,13640000000.0,13642000000.0,-2000000.0,,,,18000000.0,23476000000.0,42000000.0,,98000000.0,,23420000000.0,2360000000.0,,21060000000.0,,,21010000000.0,50000000.0,,,,,,,,,,,,,,,,,,,,2030000000.0,2030000000.0,194000000.0,,,194000000.0,,1836000000.0,-353000000.0,,2126000000.0,,63000000.0,,,,,,23090000000.0,23040000000.0,50000000.0,0.97,0.97,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:50:08
20240630,35851000000.0,25536000000.0,62059000000.0,36523000000.0,2083000000.0,2580000000.0,497000000.0,,,,49000000.0,,7278000000.0,411000000.0,823000000.0,49000000.0,,,843000000.0,62000000.0,,,19076000000.0,449000000.0,9111000000.0,,9504000000.0,,,,,12000000.0,16775000000.0,29000000.0,,45000000.0,,16759000000.0,1845000000.0,,14914000000.0,14914000000.0,,14886000000.0,28000000.0,110711000000.0,,125290000000.0,,,,,20000000.0,,,,,,125270000000.0,,,6766000000.0,,117958000000.0,2331000000.0,2331000000.0,141000000.0,,,141000000.0,,2190000000.0,-278000000.0,,2728000000.0,,-260000000.0,,,,,,17245000000.0,17217000000.0,28000000.0,0.68,0.68,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T16:25:04
20240331,17690000000.0,12774000000.0,31407000000.0,18633000000.0,1159000000.0,1408000000.0,249000000.0,,,,-11000000.0,,3463000000.0,53000000.0,426000000.0,-11000000.0,,,258000000.0,47000000.0,,,8717000000.0,198000000.0,4672000000.0,3843000000.0,3843000000.0,,,,,4000000.0,8973000000.0,23000000.0,,10000000.0,,8986000000.0,1103000000.0,,7883000000.0,7883000000.0,,7864000000.0,19000000.0,,,,,,,,,,,,,,,,,,,,1595000000.0,1595000000.0,92000000.0,,,92000000.0,,1503000000.0,731000000.0,,1010000000.0,,-238000000.0,,,,,,9478000000.0,9459000000.0,19000000.0,0.37,0.37,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:40:05
20231231,66711000000.0,50350000000.0,120500000000.0,70150000000.0,3752000000.0,4832000000.0,1080000000.0,,,,65000000.0,,11365000000.0,176000000.0,751000000.0,65000000.0,,,622000000.0,118000000.0,439000000.0,,38599000000.0,850000000.0,19269000000.0,,18443000000.0,,,,,37000000.0,28112000000.0,88000000.0,,183000000.0,,28017000000.0,2285000000.0,,25732000000.0,25732000000.0,,25624000000.0,108000000.0,102155000000.0,,127779000000.0,,,2496000000.0,,4735000000.0,,,,,,120548000000.0,,,6554000000.0,,110711000000.0,2728000000.0,2728000000.0,-83000000.0,,,-83000000.0,,2811000000.0,182000000.0,,2006000000.0,,623000000.0,,,,,,28460000000.0,28352000000.0,108000000.0,1.06,1.06,定期报告,是,20250415,CNY,合并期末,2025-04-14T21:06:03
