报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,6294652672.67,6294652672.67,,,,,,4263103073.75,3595444088.78,,,,,,,,,68983022.08,271693663.89,40473214.75,142927144.31,143581939.94,44680387.23,,85100671.91,37283100.18,,,,5304679.93,,,,51678444.42,-8261978.21,-20415695.29,,-583881.23,2144371840.45,1153274.53,,9499208.15,,2136025906.83,300302181.04,,1835723725.79,1835723725.79,,1827227858.46,,8495867.33,3306876.83,9112524.35,29253600.0,,,29253600.0,,-20141075.65,,,,,,,,,-20141075.65,,-5805647.52,1839030602.62,1836340382.81,2690219.81,0.59,0.59,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T18:12:03
20251231,22251361880.58,22251361880.58,,,,,,14513428804.98,12310807989.89,,,,,,,,,274458460.85,1099437900.4,186625106.77,656845768.83,-14746421.76,223176363.34,,140560163.6,100113224.95,,,,-53391170.13,,,,252983451.94,-235426877.98,12879377.53,,-1494406.52,7854043614.04,18284909.92,,22811106.04,,7849517417.92,1047430680.77,,6802086737.15,6802086737.15,,6764199225.29,,37887511.86,-11509257.28,-23769846.78,35985600.0,,,35985600.0,,-59755446.78,,,,,,,,,-59755446.78,,12260589.5,6790577479.87,6740429378.51,50148101.36,2.21,2.21,定期报告,是,20260416,CNY,合并期末,2026-04-15T18:28:03
20250930,16642101764.92,16642101764.92,,,,,,10521382709.2,9061993897.74,,,,,,,,,196595837.25,798468927.21,125918576.73,460721586.78,-122316116.51,161299501.81,,76855004.79,61001722.5,,,,-88344579.28,,,,184244312.75,-59395217.6,19661569.24,,-1695485.83,6252044659.79,2528959.8,,10311169.44,,6244262450.15,890058372.03,,5354204078.12,5354204078.12,,5320721690.71,,33482387.41,-21830736.97,-21411276.06,,,,,,-21411276.06,,,,,,,,,-21411276.06,,-419460.91,5332373341.15,5299310414.65,33062926.5,1.73,1.73,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T20:12:07
20250630,11100632836.78,11100632836.78,,,,,,6875351657.25,6006367357.09,,,,,,,,,126138622.06,522723563.18,88602406.65,309618405.74,-178098697.47,112615701.07,,18237922.39,24632875.74,,,,-106860384.44,,,,121765131.08,-33272405.82,7613141.39,,-1582139.69,4231182444.44,1218592.9,,2998696.24,,4229402341.1,607906795.85,,3621495545.25,3621495545.25,,3603323979.16,,18171566.09,-19129756.45,-18585337.91,,,,,,-18585337.91,,,,,,,,,-18585337.91,,-544418.54,3602365788.8,3584738641.25,17627147.55,1.17,1.17,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T21:40:05
20250331,5439577817.97,5439577817.97,,,,,,3332670522.53,2899276314.75,,,,,,,,,50448500.49,256931534.29,34003560.61,154462169.44,-62451557.05,58365389.7,,2318161.95,10902603.7,,,,-16132349.31,,,,63862670.45,-15398773.86,2691018.23,,-370793.75,2143877229.15,886224.27,,1240606.56,,2143522846.86,255791673.71,,1887731173.15,1887731173.15,,1879910462.58,,7820710.57,19798198.76,14918970.14,,,,,,14918970.14,,,,,,,,,14918970.14,,4879228.62,1907529371.91,1894829432.72,12699939.19,0.61,0.61,定期报告,未审计,20260429,CNY,合并期末,2025-04-28T18:26:05
20241231,21609592228.45,21609592228.45,,,,,,14833148723.72,12582000646.65,,,,,,,,,250745675.42,1036161740.5,190298278.24,595894541.26,178047841.65,282180513.56,,77274370.6,53851462.3,,,,-13600481.19,,,,268057018.67,-81957927.36,-55009881.32,,1393189.08,6972599793.21,5472411.83,,34491018.05,,6943581186.99,1046710979.4,,5896870207.59,5896870207.59,,5868545988.62,,28324218.97,-21417073.44,-12407389.35,,,,,,-12407389.35,,,,,,,,,-12407389.35,,-9009684.09,5875453134.15,5856138599.27,19314534.88,1.91,1.91,定期报告,是,20260416,CNY,合并期末,2025-04-14T19:28:03
20240930,15781739446.23,15781739446.23,,,,,,11168127903.08,9542295372.45,,,,,,,,,160042208.27,750191079.58,134660406.09,448966347.67,131972489.02,207500271.37,,42313966.93,19759145.86,,,,775679.12,,,,204181592.96,-20401891.12,-62852250.5,,-1819619.21,4775809021.33,4840258.61,,6956098.91,,4773693181.03,765133595.85,,4008559585.18,4008559585.18,,3989518788.01,,19040797.17,6453823.71,7429260.78,,,,,,7429260.78,,,,,,,,,7429260.78,,-975437.07,4015013408.89,3996948048.79,18065360.1,1.29,1.29,定期报告,未审计,20251029,CNY,合并期末,2024-10-23T18:52:04
20240630,9844712214.36,9844712214.36,,,,,,7207812239.51,6191379061.37,,,,,,,,,93982574.82,480961724.14,74869581.39,295567957.53,71051340.26,143713361.26,,47554398.65,25496597.5,,,,-4445860.49,,,,130215288.28,-10175642.76,-98041802.36,,-1128442.54,2700877913.63,2373545.46,,3797633.81,,2699453825.28,482498449.43,,2216955375.85,2216955375.85,,2204361642.96,,12593732.89,-768510.72,2144278.96,,,,,,2144278.96,,,,,,,,,2144278.96,,-2912789.68,2216186865.13,2206505921.92,9680943.21,0.71,0.71,定期报告,未审计,20250828,CNY,合并期末,2024-08-22T18:42:04
20240331,4498764263.04,4498764263.04,,,,,,3392556624.48,2922577257.11,,,,,,,,,43193641.03,202953832.19,34861758.3,146255149.81,42714986.04,70961212.48,,-479516.61,7648201.42,,,,-12225180.8,,,,64347613.41,-15697068.06,-67492764.39,,-2126754.1,1072533968.01,771057.25,,1195649.13,,1072109376.13,199137194.36,,872972181.77,872972181.77,,869622923.96,,3349257.81,-4580345.66,-2054048.56,,,,,,-2054048.56,,,,,,,,,-2054048.56,,-2526297.1,868391836.11,867568875.4,822960.71,0.28,0.28,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T19:12:04
20231231,15116537003.3,15116537003.3,,,,,,11960861457.05,10131490375.45,,,,,,,,,166729987.78,887801475.02,158316813.86,551072291.99,65450512.95,319906196.3,,83054284.94,44130854.54,,,,29932484.98,,,,202088522.53,-230600448.22,3551588.16,,16404163.69,3260106142.33,7931135.56,,14502738.61,,3253534539.28,528125637.05,,2725408902.23,2725408902.23,,2704238767.54,,21170134.69,33929099.01,27343168.68,,,,,,27343168.68,,,,,,,,,27343168.68,,6585930.33,2759338001.24,2731581936.22,27756065.02,0.87,0.87,定期报告,是,20250415,CNY,合并期末,2025-04-14T19:28:03
