报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,178846000000.0,116143000000.0,247655000000.0,131512000000.0,27082000000.0,30582000000.0,3500000000.0,,,,2964000000.0,,40000000.0,127000000.0,1966000000.0,2964000000.0,,,8683000000.0,23934000000.0,,,104087000000.0,1878000000.0,44362000000.0,,38286000000.0,,,,,19561000000.0,74759000000.0,103000000.0,,98000000.0,,74764000000.0,13805000000.0,,60959000000.0,,,56631000000.0,4328000000.0,,,,,,,,,,,,,,,,,,,,-21200000000.0,-21200000000.0,-3039000000.0,,,-3091000000.0,,-18161000000.0,,,-5991000000.0,,37000000.0,,,,-12683000000.0,,39759000000.0,39122000000.0,637000000.0,0.18,0.18,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:38:04
20251231,658310000000.0,440705000000.0,1000907000000.0,560202000000.0,82237000000.0,95449000000.0,13212000000.0,,,,22517000000.0,,53295000000.0,1132000000.0,4665000000.0,22517000000.0,,,-3399000000.0,62955000000.0,,,358360000000.0,6307000000.0,183270000000.0,,102004000000.0,1083000000.0,,,,65696000000.0,299950000000.0,2688000000.0,,1350000000.0,,301288000000.0,43352000000.0,,257936000000.0,,,243021000000.0,14915000000.0,1187650000000.0,,1430671000000.0,,,23173000000.0,,40480000000.0,,,,,,1367018000000.0,,,84882000000.0,,1282444000000.0,-36596000000.0,-36596000000.0,1142000000.0,,,1157000000.0,,-37738000000.0,,,-30253000000.0,,-1495000000.0,,,,-6395000000.0,,221340000000.0,207895000000.0,13445000000.0,0.74,0.74,定期报告,是,20260331,CNY,合并期末,2026-03-30T20:06:10
20250930,491204000000.0,325792000000.0,750898000000.0,425106000000.0,65591000000.0,75176000000.0,9585000000.0,,,,18352000000.0,,39074000000.0,945000000.0,2138000000.0,18352000000.0,,,-2660000000.0,45055000000.0,,,266316000000.0,4673000000.0,132129000000.0,,79507000000.0,1011000000.0,,,,48996000000.0,224888000000.0,1856000000.0,,777000000.0,,225967000000.0,36378000000.0,,189589000000.0,,,177660000000.0,11929000000.0,,,,,,,,,,,,,,,,,,,,-28935000000.0,-28935000000.0,639000000.0,,,645000000.0,,-29574000000.0,,,-27740000000.0,,-1646000000.0,,,,-703000000.0,,160654000000.0,148821000000.0,11833000000.0,0.55,0.55,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T18:26:04
20250630,329003000000.0,214816000000.0,503331000000.0,288515000000.0,46791000000.0,53109000000.0,6318000000.0,,,,16259000000.0,,15983000000.0,598000000.0,1202000000.0,16259000000.0,,,2920000000.0,32234000000.0,,,176542000000.0,3132000000.0,82628000000.0,,56517000000.0,985000000.0,,,,33280000000.0,152461000000.0,1013000000.0,,456000000.0,,153018000000.0,26880000000.0,,126138000000.0,,,117591000000.0,8547000000.0,,,,,,,,,,,,,,,,,,,,-6092000000.0,-6092000000.0,-535000000.0,,,-532000000.0,,-5557000000.0,,,-1275000000.0,,-1567000000.0,,,,430000000.0,,120046000000.0,112117000000.0,7929000000.0,0.36,0.36,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:24:04
20250331,164929000000.0,107727000000.0,253210000000.0,145483000000.0,25651000000.0,28752000000.0,3101000000.0,,,,8446000000.0,,13864000000.0,292000000.0,810000000.0,8446000000.0,,,-5950000000.0,15191000000.0,,,91565000000.0,1701000000.0,43164000000.0,,32235000000.0,11000000.0,,,,14454000000.0,73364000000.0,274000000.0,,289000000.0,,73349000000.0,14705000000.0,,58644000000.0,,,54364000000.0,4280000000.0,,,,,,,,,,,,,,,,,,,,-23648000000.0,-23648000000.0,-596000000.0,,,-593000000.0,,-23052000000.0,,,-22397000000.0,,-1290000000.0,,,,690000000.0,,34996000000.0,30419000000.0,4577000000.0,0.18,0.18,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T18:56:07
20241231,630090000000.0,448934000000.0,1071539000000.0,622605000000.0,76590000000.0,88587000000.0,11997000000.0,,,,12626000000.0,,41453000000.0,675000000.0,2628000000.0,12626000000.0,,,-1562000000.0,52049000000.0,,,337627000000.0,6210000000.0,181262000000.0,,102463000000.0,259000000.0,,,,47433000000.0,292463000000.0,3356000000.0,,865000000.0,,294954000000.0,42235000000.0,,252719000000.0,,,237841000000.0,14878000000.0,1129148000000.0,,1366989000000.0,,,22277000000.0,,35353000000.0,,,,,,1309359000000.0,,,121455000000.0,,1187650000000.0,61293000000.0,61293000000.0,5213000000.0,,,5176000000.0,,56080000000.0,,,58713000000.0,,-1501000000.0,,,,5610000000.0,,314012000000.0,298136000000.0,15876000000.0,0.75,0.75,定期报告,是,20260331,CNY,合并期末,2025-03-26T19:20:15
20240930,478348000000.0,335997000000.0,809122000000.0,473125000000.0,60693000000.0,69481000000.0,8788000000.0,,,,10696000000.0,,36307000000.0,766000000.0,1980000000.0,10696000000.0,,,-2958000000.0,37613000000.0,,,258178000000.0,4755000000.0,128188000000.0,,85734000000.0,106000000.0,,,,39395000000.0,220170000000.0,1523000000.0,,364000000.0,,221329000000.0,33840000000.0,,187489000000.0,,,175763000000.0,11726000000.0,,,,,,,,,,,,,-166000000.0,,,,,,,28601000000.0,28601000000.0,3230000000.0,,,3194000000.0,,25371000000.0,,,35805000000.0,,-549000000.0,,,,-2097000000.0,,216090000000.0,205384000000.0,10706000000.0,0.55,0.55,定期报告,未审计,20251029,CNY,合并期末,2024-10-30T18:05:09
20240630,317076000000.0,226760000000.0,542994000000.0,316234000000.0,42860000000.0,49755000000.0,6895000000.0,,,,2817000000.0,,18741000000.0,143000000.0,1770000000.0,2817000000.0,,,-398000000.0,26296000000.0,,,168657000000.0,3291000000.0,80971000000.0,,60518000000.0,61000000.0,,,,23816000000.0,148419000000.0,996000000.0,,212000000.0,,149203000000.0,22667000000.0,,126536000000.0,,,118601000000.0,7935000000.0,1129148000000.0,,1247749000000.0,,,652000000.0,,-121000000.0,,,,,,1247218000000.0,,,82860000000.0,,1164227000000.0,22271000000.0,22271000000.0,1866000000.0,,,1828000000.0,,20405000000.0,,,24206000000.0,,-658000000.0,,,,1209000000.0,,148807000000.0,142140000000.0,6667000000.0,0.36,0.36,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T20:10:08
20240331,160818000000.0,112712000000.0,272283000000.0,159571000000.0,25127000000.0,28444000000.0,3317000000.0,,,,1099000000.0,,14725000000.0,83000000.0,246000000.0,1099000000.0,,,-6035000000.0,13190000000.0,,,89263000000.0,1691000000.0,40836000000.0,,34915000000.0,16000000.0,,,,11805000000.0,71555000000.0,303000000.0,,-39000000.0,,71897000000.0,11924000000.0,,59973000000.0,,,55989000000.0,3984000000.0,,,,,,,,,,,,,,,,,,,,8602000000.0,8602000000.0,1577000000.0,,,1610000000.0,,7025000000.0,,,10774000000.0,,-157000000.0,,,,-836000000.0,,68575000000.0,65845000000.0,2730000000.0,0.18,0.18,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:20:07
20231231,622889000000.0,466545000000.0,1048851000000.0,582306000000.0,78865000000.0,92369000000.0,13504000000.0,,,,9934000000.0,,25172000000.0,965000000.0,1779000000.0,9934000000.0,,,-708000000.0,43081000000.0,,,328816000000.0,6098000000.0,177503000000.0,,106494000000.0,68000000.0,,,,38653000000.0,294073000000.0,2214000000.0,,679000000.0,,295608000000.0,49237000000.0,,246371000000.0,,,231904000000.0,14467000000.0,1045989000000.0,,1277893000000.0,,,21529000000.0,,41820000000.0,,,,,,1214544000000.0,,,83594000000.0,,1129148000000.0,28993000000.0,28993000000.0,4377000000.0,,4348000000.0,4348000000.0,,24616000000.0,,,20243000000.0,,1501000000.0,,,,7007000000.0,,275364000000.0,259160000000.0,16204000000.0,0.74,0.74,定期报告,是,20250327,CNY,合并期末,2024-03-28T22:50:04
