报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,10421730928.21,4365545332.3,2913133792.67,861389770.59,480288493.56,,,,1071137765.44,4050541081.58,2979403316.14,4937910637.71,711566165.44,,,292784263.27,-461693304.9,152130138.27,186415.93,63729680.19,4549197174.25,74611557.32,4315650854.57,,69177214.87,,,89757547.49,5872533753.96,258250.54,,3170224.01,,5869621780.49,1059217734.12,4810404046.37,4810404046.37,,4800496779.97,9907266.4,,,-333040970.87,-333048157.08,148086338.89,,,148086338.89,,-481134495.97,,,-27795525.55,,13525416.82,,,,-466864387.24,,7186.21,4477363075.5,4467448622.89,9914452.61,0.51,0.51,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:39:44
20251231,35809920255.16,14396712035.42,9122061297.21,3099142277.28,1797711532.97,,,,4395539193.45,13913370093.97,9517830900.52,20194207073.61,3356895194.86,,,-3008586602.83,-1051664005.86,747121033.4,6462590.72,130128937.25,17425551457.54,218472574.33,16041561198.55,,593714090.41,,,571803594.25,18384368797.62,80814481.24,,60543290.02,,18404639988.84,2031885225.87,16372754762.97,16372754762.97,,16383497118.1,-10742355.13,48694124013.85,,-105564279.63,-105769441.59,1024597527.36,,,1024597527.36,,-1130366968.95,-178833200.56,,-425114668.34,,-763251.34,,44843937.74,,-570499786.45,,205161.96,16267190483.34,16277727676.51,-10537193.17,1.73,1.73,定期报告,是,20260331,CNY,合并期末,2026-03-30T16:58:45
20250930,27128624208.94,10142962876.14,6588207908.81,1947812352.15,1354442217.89,,,,3270003267.15,10036004592.35,6766001325.2,16140267360.12,2965767529.0,,,-2951084028.32,-169810397.96,569244757.8,3728756.4,123311617.61,12613538012.02,169153377.48,11702893964.1,,298431233.17,,,443059437.27,14515086196.92,8862568.69,,10577546.08,,14513371219.53,1792291222.48,12721079997.05,12721079997.05,,12732813438.22,-11733441.17,,,354621670.52,354279644.32,906867930.0,,,906867930.0,,-552588285.68,50322862.87,,-321496395.25,,-606374.76,,66906988.78,,-347715367.32,,342026.2,13075701667.57,13087093082.54,-11391414.97,1.35,1.35,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:43:32
20250630,16219421678.66,5963509941.82,3753555875.52,1167886310.94,892732697.24,,,,2036567775.24,6417877544.05,4381309768.81,9169991531.32,1692102864.51,,,-848054690.74,-636446801.11,410986591.28,1288263.76,121579067.09,7696735286.12,92998686.61,7261985658.66,,522834.02,,,341228106.83,8522686392.54,6824326.29,,4669043.24,,8524841675.59,973992408.72,7550849266.87,7550849266.87,,7549447367.16,1401899.71,48694124013.85,,265338662.74,265250425.57,557848372.73,,,557848372.73,,-292597947.16,-137242858.46,,-32232363.79,,-491416.08,,-75662294.52,,-46969014.31,,88237.17,7816187929.61,7814697792.73,1490136.88,0.8,0.8,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:53:11
20250331,7366162435.73,2966652140.78,1936098647.35,542207493.62,423579075.83,,,,964736940.02,3189425391.86,2224688451.84,4245063450.81,750587142.06,,,-725039650.48,-178691952.27,54684710.9,166171.87,38590624.1,3227845435.44,44695893.26,3139469824.93,,6647948.97,,,37031768.28,4138317000.29,51282.05,,1374990.72,,4136993291.62,494320948.82,3642672342.8,3642672342.8,,3642409445.26,262897.54,,,-57362075.17,-57362075.17,39327343.26,,,39327343.26,,-96689418.43,,,-41971752.86,,-14026223.56,,32067358.84,,-72758800.85,,,3585310267.63,3585047370.09,262897.54,0.38,0.38,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:53:20
20241231,33519165071.03,12948359404.27,6446873998.47,2096820753.83,4146341204.49,,,,2704570312.0,13560994101.15,10856423789.15,21629343224.99,2353953190.02,,,-4861591933.42,750297144.73,151084383.73,3930374.61,193172160.12,17950376332.35,179416590.52,17434151391.45,,246269040.76,,,90539309.62,15568788738.68,5668047.3,,222117004.26,,15352339781.72,-166533728.6,15518873510.32,15518873510.32,,15351162321.66,167711188.66,42430730519.76,,597754336.95,634225446.61,81531.11,,,81531.11,,634143915.5,367987378.63,,73524232.9,,-27423024.4,,-83916400.12,,303971728.49,,-36471109.66,16116627847.27,15985387768.27,131240079.0,1.62,1.62,定期报告,是,20260331,CNY,合并期末,2025-03-28T21:46:20
20240930,24103077504.86,9234444296.55,3965559471.36,1357231051.29,3741239966.07,,,,1301410179.98,9935648839.28,8634238659.3,13477593750.18,1611335501.26,,,88339626.35,-184104471.75,105315638.99,2574617.64,77503866.92,11388451058.49,111291127.23,11811966522.48,,-594127685.19,,,59321093.97,12714626446.37,4566271.58,,119271019.44,,12599921698.51,-138169164.54,12738090863.05,12738090863.05,,12521315295.34,216775567.71,,,-87484179.8,-51013070.14,14364725.91,,,14364725.91,,-65377796.05,173150412.89,,55593803.34,,-71722.79,,1718173.05,,-295768462.54,,-36471109.66,12650606683.25,12470302225.2,180304458.05,1.33,1.33,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:09:25
20240630,12379966137.48,6461490834.45,2722952193.23,931068659.16,2692276863.02,,,,710546651.79,6858494210.59,6147947558.8,4126163282.28,626677445.32,,,710677650.16,215040453.88,85285017.01,2008547.42,68753700.49,6802908157.29,75929860.57,7201340135.32,,-516709878.93,,,42348040.33,5577057980.19,3086040.99,,4016799.07,,5576127222.11,103834576.82,5472292645.29,5472292645.29,,5310704144.79,161588500.5,42430730519.76,,364121949.42,345930819.78,25078535.26,,,25078535.26,,320852284.52,175463998.74,,87204346.45,,-15074322.04,,-76968057.33,,150226318.7,,18191129.64,5836414594.71,5656634964.57,179779630.14,0.55,0.55,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T21:29:32
20240331,6105433969.17,3328158095.74,1357741218.2,576389298.03,1105955414.7,,,,229999843.04,3572183910.25,3342184067.21,939296842.21,221040631.04,,,1162508874.16,-36516527.6,414155980.89,1964150.9,65866709.83,3736239636.15,39068647.23,3550483481.46,,-243173433.48,,,389860940.94,2369194333.02,2934806.77,,1333579.18,,2370795560.61,-5572260.3,2376367820.91,2376367820.91,,2291192821.36,85174999.55,,,74645472.74,69887993.28,,,,,,69887993.28,-27212.4,,84108775.24,,263778.88,,-51709946.92,,37252598.48,,4757479.46,2451013293.65,2361080814.64,89932479.01,0.24,0.23,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:33:09
20231231,36577585349.48,14612690953.41,5958867066.53,3036880836.03,5264455133.42,,,,952323174.64,14615232416.22,13662909241.58,13280671689.33,2584784369.69,,,974512632.99,1322894317.81,5126045628.94,1524967.94,306921984.42,21890265998.53,187663726.27,17079026159.6,,-410946375.92,,,5034522488.58,14687319350.95,276419771.28,,759075961.27,,14204663160.96,1168403866.08,13036259294.88,13036259294.88,,12750632499.51,285626795.37,37929085711.28,,315999513.43,273929502.87,12999169.52,,,12999169.52,,260930333.35,-40579868.46,,77052706.72,,7144671.24,,-3571117.27,,220883941.12,,42070010.56,13352258808.31,13024562002.38,327696805.93,1.35,1.33,定期报告,是,20250329,CNY,合并期末,2024-03-28T19:14:00
