报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,16232110965.0,7515006910.0,4726565934.0,753982463.0,1757275165.0,,,,1759751350.0,7903101325.0,6368884245.0,1595437211.0,242087013.0,14341214.0,,4485311685.0,-461930438.0,352743187.0,479023.0,985312037.0,7862788934.0,117064901.0,7116735164.0,,434250768.0,529056.0,,194209045.0,8369322031.0,7596536.0,,-27839007.0,,8404757574.0,1700428895.0,6704328679.0,6704328679.0,,6388465090.0,315863589.0,,,-517580537.0,-397380006.0,31435449.0,,29174259.0,2261190.0,,-428815455.0,9289172.0,,-216461443.0,,6050320.0,,-47215804.0,,-180477700.0,,-120200531.0,6186748142.0,5991085084.0,195663058.0,0.36,0.36,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T19:23:09
20251231,63107440954.0,26949073386.0,15137966892.0,4657250498.0,6393499378.0,,,,8277948370.0,29488916950.0,21210968580.0,26700096895.0,1153176900.0,28150890.0,,-142505997.0,-834777537.0,1431323477.0,-88238382.0,814520742.0,33409147721.0,497574471.0,28183130181.0,,3863344238.0,74570896.0,,790527935.0,29698293233.0,8872812332.0,,17260493.0,,38553845072.0,9383631521.0,29170213551.0,,,27809205680.0,1361007871.0,63279619029.0,,2105899010.0,2277283108.0,1685353922.0,35914835.0,49059412.0,1600379675.0,,591929186.0,-78081998.0,,-166977279.0,,370111977.0,,29839473.0,,437037013.0,,-171384098.0,31276112561.0,30086488788.0,1189623773.0,1.74,1.74,定期报告,是,20260328,CNY,合并期末,2026-03-27T22:14:10
20250930,45891730454.0,18225437770.0,10813976767.0,2629174470.0,4273003070.0,,,,5208102922.0,20350409524.0,15142306602.0,18374319878.0,884222376.0,,,2880218861.0,-318142465.0,804849400.0,38231425.0,678712663.0,23376547705.0,324593226.0,20374236241.0,,2334198984.0,48746264.0,,294772990.0,22515182749.0,8036556083.0,,90482112.0,,30461256720.0,7402110096.0,23059146624.0,23059146624.0,,22074231040.0,984915584.0,,,1663013960.0,1736997658.0,1263341469.0,17349887.0,27960121.0,1218031461.0,,473656189.0,-85909167.0,,-111424606.0,,295542970.0,,14756518.0,,360690474.0,,-73983698.0,24722160584.0,23811228698.0,910931886.0,1.44,1.44,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:08:33
20250630,23872438936.0,10039868681.0,5733033019.0,1391719380.0,2577852140.0,,,,3187004223.0,12609355554.0,9422351331.0,12700914478.0,342471351.0,,,-3006028805.0,-259003859.0,521198559.0,17832608.0,670653051.0,13151530378.0,180863955.0,11544572168.0,,1194038846.0,56428020.0,,175627389.0,10720908558.0,7985205701.0,,18067025.0,,18688047234.0,2366941203.0,16321106031.0,,,15737205986.0,583900045.0,63279619029.0,,2289403676.0,2345317200.0,1195296838.0,17563686.0,10560344.0,1167172808.0,,1150020362.0,-57750275.0,,239821932.0,,309922087.0,,7943868.0,,650082750.0,,-55913524.0,18610509707.0,18082523186.0,527986521.0,1.11,1.11,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:38:23
20250331,10214854390.0,4666663515.0,2651945177.0,707554210.0,1167606452.0,,,,693532466.0,4573602640.0,3978954266.0,7088106806.0,105170000.0,,,-2960504818.0,-11883958.0,189398691.0,605692.0,548935996.0,5413666243.0,64994562.0,4919109828.0,,396315599.0,-23932571.0,,57178825.0,4801188147.0,8554217745.0,,8616341.0,,13346789551.0,838226390.0,12508563161.0,12508563161.0,,12242053407.0,266509754.0,,,139658493.0,175606267.0,196475431.0,,5211494.0,191263937.0,,-20869164.0,-76656495.0,,-205286696.0,,186217227.0,,-2105935.0,,76962735.0,,-35947774.0,12648221654.0,12417659674.0,230561980.0,1.16,1.16,定期报告,未审计,20260425,CNY,合并期末,2025-04-29T21:33:15
20241231,33675485600.0,15127093803.0,7842952642.0,2921909698.0,3892575033.0,,,,2357067525.0,15064409139.0,12707341614.0,13019942193.0,305817938.0,,,2032639435.0,172142571.0,139184608.0,-6757399.0,834172864.0,17016124101.0,197148749.0,16462296793.0,,249973085.0,41602429.0,,65103045.0,16659361499.0,5397551.0,,2517858.0,,16662241192.0,3113480946.0,13548760246.0,,,13024084673.0,524675573.0,58506243082.0,,1467713808.0,1382594212.0,759014414.0,,71639729.0,687374685.0,,623579798.0,78261154.0,,219682600.0,,87251873.0,,,,238384171.0,,85119596.0,15016474054.0,14406678885.0,609795169.0,1.39,1.39,定期报告,是,20260328,CNY,合并期末,2025-03-28T21:46:20
20240930,22763468276.0,9436026843.0,4453833578.0,1798159313.0,2862167628.0,,,,1567258189.0,10968400453.0,9401142264.0,6397616054.0,210616675.0,,,4536462846.0,35559397.0,131698699.0,434939.0,658411309.0,10667448407.0,128324558.0,10431321828.0,,75148971.0,-13139022.0,,45792072.0,12096019869.0,3006466.0,,-8065379.0,,12107091714.0,2193152414.0,9913939300.0,9913939300.0,,9523020776.0,390918524.0,,,584868685.0,593207643.0,558794987.0,,57684062.0,501110925.0,,34412656.0,4722766.0,,78522924.0,,9160220.0,,,,-57993254.0,,-8338958.0,10498807985.0,10116228419.0,382579566.0,1.01,1.01,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:58:14
20240630,13433306695.0,6377062982.0,3077835971.0,1165876899.0,1920920429.0,,,,1043465406.0,7416963524.0,6373498118.0,3036843938.0,130509041.0,,,2120586900.0,131837104.0,111485654.0,226007.0,611798704.0,6933315715.0,62442508.0,6581568929.0,,236578932.0,25979145.0,,26746201.0,6499990980.0,2518310.0,,-16647563.0,,6519156853.0,1203399369.0,5315757484.0,5315757484.0,,5016017486.0,299739998.0,58506243082.0,,253021108.0,220535195.0,31631987.0,,79584954.0,-47952967.0,,188903208.0,30069894.0,,69577259.0,,8413545.0,,,,80842510.0,,32485913.0,5568778592.0,5236552681.0,332225911.0,0.52,0.52,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T17:28:49
20240331,7983091405.0,3154366405.0,1498606473.0,641758028.0,917959438.0,,,,350388144.0,3669863190.0,3319475046.0,-3019047978.0,39074388.0,,,5434476265.0,-5451583.0,1471163755.0,161696.0,597034701.0,4749267577.0,30964408.0,3317187700.0,,-14003709.0,11592918.0,,1403526260.0,3233823828.0,681154.0,,876162.0,,3233628820.0,614422264.0,2619206556.0,2619206556.0,,2489358737.0,129847819.0,,,-29926576.0,-31303820.0,40096775.0,,39451551.0,645224.0,,-71400595.0,21239024.0,,-100420361.0,,-128807.0,,,,7909549.0,,1377244.0,2589279980.0,2458054917.0,131225063.0,0.26,0.26,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T17:08:33
20231231,36141292021.0,15067758446.0,6790038494.0,3687590719.0,4096522672.0,,,,2802607492.0,15635576675.0,12832969183.0,10854927551.0,379446376.0,,,-1350062567.0,-51240072.0,7803479482.0,-1163215.0,1014984904.0,23963772278.0,185330507.0,15723259151.0,,262518083.0,32399455.0,,7760265082.0,12177519743.0,27853462.0,,57474726.0,,12147898479.0,2262481271.0,9885417208.0,,,9374143632.0,511273576.0,56683126286.0,,256678156.0,206719717.0,-301228185.0,,-41936814.0,-259291371.0,,507947902.0,4039841.0,,308761010.0,,47612453.0,,,,147534598.0,,49958439.0,10142095364.0,9580863349.0,561232015.0,0.98,0.97,定期报告,是,20250329,CNY,合并期末,2024-03-28T22:08:34
