报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,155945916995.0,155945916995.0,,,,,,150010374213.0,140102467759.0,,,,,,,,,499180113.0,3437044924.0,784552059.0,3559579566.0,1627549792.0,5270593299.0,,919106176.0,-60959208.0,-144619341.0,,,-146881458.0,,,,79210778.0,-116661364.0,23825117.0,,7838244.0,6701980276.0,60329498.0,,52296419.0,,6710013355.0,1387314285.0,,5322699070.0,5322699070.0,,4102517975.0,,1220181095.0,,-1408400914.0,-494495216.0,,112544626.0,-607039842.0,,-913905699.0,-35897564.0,,,,,,-28639178.0,,-849368957.0,,-16584343.0,,2694117060.0,1203596752.0,0.24,0.24,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:12:04
20251231,731108751343.0001,731108751343.0001,,,,,,694577643459.0001,647975015055.0001,,,,,,,,,2515809243.0,24703322034.0,3299425684.0,16175961595.0,-91890152.0,20672799893.0,,24139980.0,-713008144.0,-2548050744.0,,,-999142921.0,,,,535813993.0,-2187147447.0,-7192216720.0,,218795658.0,26931350427.0,721014034.0,,673560057.0,,26978804404.0,6174673080.0,,20804131324.0,20804131324.0,,14751374779.0,,6052756545.0,459584860.0,451644587.0,818738452.0,-12945299.0,-7511562.0,839195313.0,,-367093865.0,10876814.0,,,,,,-21695968.0,,-356274711.0,,7940273.0,21263716184.0,15203019366.0,6060696818.0,0.85,0.85,定期报告,是,20260331,CNY,合并期末,2026-03-30T22:20:05
20250930,513915419913.0,513915419913.0,,,,,,487534305189.0,457177882785.0,,,,,,,,,1636829975.0,15339683125.0,2123762890.0,10916603733.0,339542680.0,15612492227.0,,-385084336.0,-580121438.0,-1541272302.0,,,-451454749.0,,,,273225298.0,-557991295.0,-2797200999.0,,123614650.0,22586223293.0,551113798.0,,349154006.0,,22788183085.0,4578697357.0,,18209485727.0,18209485727.0,,13647200928.0,,4562284799.0,276720842.0,263681657.0,1031951381.0,769592.0,38501815.0,992679974.0,,-768269724.0,-106221120.0,,,,,,-35191435.0,,-626857169.0,,13039185.0,18486206569.0,13910882585.0,4575323984.0,0.79,0.79,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:18:06
20250630,337054630510.0,337054630510.0,,,,,,318914689726.0,301179392370.0,,,,,,,,,1073852641.0,8823526886.0,1390547393.0,7612024847.0,-1164654411.0,9968501442.0,,375559662.0,-728141456.0,-497773818.0,,,-378128236.0,,,,178370549.0,-481956721.0,-1915972699.0,,48154611.0,15965967950.0,378436073.0,,141540073.0,,16202863950.0,3335761615.0,,12867102335.0,12867102335.0,,9568353540.0,,3298748795.0,1841673774.0,1823611505.0,1903977140.0,769592.0,45708102.0,1857499446.0,,-80365635.0,-31075871.0,,,,,,-20468660.0,,-28821104.0,,18062269.0,14708776109.0,11391965045.0,3316811064.0,0.56,0.56,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:56:04
20250331,154643895485.0,154643895485.0,,,,,,147059808905.0,136782429185.0,,,,,,,,,482252050.0,4254026749.0,690608742.0,3790727363.0,1059764816.0,4809014850.0,,-65707638.0,-175614976.0,-247050983.0,,,26311092.0,,,,98327368.0,-11206282.0,532152236.0,,6682768.0,8170646125.0,129263301.0,,64500448.0,,8235408978.0,1517223315.0,,6718185662.0,6718185662.0,,5466739127.0,,1251446535.0,144058948.0,150896603.0,457379259.0,,-7673775.0,465053034.0,,-306482656.0,-12098183.0,,,,,,-3645761.0,,-290738712.0,,-6837655.0,6862244610.0,5617635730.0,1244608880.0,0.32,0.32,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:48:06
20241231,771944258710.0,771944258710.0,,,,,,725895668339.0001,677102129628.9999,,,,,,,,,2428997784.0,25997764008.0,3091404570.0,17987841382.0,-712469034.0,22001787488.0,,-1507800911.0,-2346472176.0,-3221107085.0,,,-1076681075.0,,,,519757222.0,-1729148346.0,-6132097384.0,,306087080.0,36428706957.0,600146517.0,,648334233.0,,36380519241.0,6033911003.0,,30346608238.0,30346608238.0,,23384093178.0,1959181.0,6962515060.0,4104007223.0,4121512405.0,5263346766.0,-34832727.0,-8783644.0,5306963137.0,,-1141834361.0,-274298245.0,,,,,,33883092.0,,-901419208.0,,-17505182.0,34450615461.0,27505605583.0,6945009878.0,1.37,1.37,定期报告,是,20260331,CNY,合并期末,2025-03-28T01:02:03
20240930,536636414787.0,536636414787.0,,,,,,509308296234.0,474727784502.0,,,,,,,,,1633433931.0,17440554931.0,2065302008.0,12141317922.0,1299902940.0,16608941414.0,,976314155.0,-776446043.0,-1276092344.0,,,-144120809.0,,,,276713575.0,-675505202.0,-2401877917.0,,245518735.0,25605161090.0,396792781.0,,419929900.0,,25582023971.0,4589834973.0,,20992188998.0,20992188998.0,,16274469983.0,130941445.0,4717719015.0,3560330454.0,3748405487.0,4267802612.0,-20380980.0,481822.0,4287701770.0,,-519397125.0,-55723045.0,,,,,,2571667.0,,-466245747.0,,-188075033.0,24552519452.0,20022875470.0,4529643982.0,0.94,0.94,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T22:42:03
20240630,357447650673.0,357447650673.0,,,,,,337302844989.0,315788344020.0,,,,,,,,,1151360071.0,9855153569.0,1398921289.0,8499066011.0,610000029.0,10912935929.0,,106180759.0,-604836729.0,-557143760.0,,,-97203236.0,,,,156967724.0,-637648360.0,-1552926309.0,,48308853.0,18168485115.0,236438146.0,,281952137.0,,18122971124.0,3594708315.0,,14528262809.0,14528262809.0,,11398775107.0,1740000.0,3129487702.0,1767239934.0,1768883311.0,2562741589.0,-20380980.0,7076680.0,2576045889.0,,-793858278.0,-293374541.0,,,,,,2143027.0,,-502626764.0,,-1643377.0,16295502743.0,13167658418.0,3127844325.0,0.66,0.66,定期报告,未审计,20250830,CNY,合并期末,2024-08-31T00:57:07
20240331,176904193700.0,176904193700.0,,,,,,167700529376.0,155858745663.0,,,,,,,,,547125537.0,4691019047.0,723866124.0,4404077413.0,1475695593.0,4701881420.0,,-101098697.0,-330490515.0,-119974462.0,,,5111190.0,,,,85357592.0,-237983311.0,356821438.0,,13153883.0,9325026420.0,32016893.0,,59535344.0,,9297507969.0,1771513357.0,,7525994612.0,7525994612.0,0.0,6140683103.0,,1385311509.0,1474950898.0,1458397829.0,1793594542.0,,-31119749.0,1824714291.0,,-335196713.0,3178633.0,,,,,,3676464.0,,-342051810.0,,16553069.0,9000945510.0,7599080932.0,1401864578.0,0.36,0.36,定期报告,未审计,20250428,CNY,合并期末,2024-04-29T16:17:03
20231231,758718749687.0001,758718749687.0001,,,,,,712866106040.9999,663165548291.0001,,,,,,,,,2170403568.0,27317769566.0,2547900648.0,18802747384.0,-1138263416.0,21808761138.0,,-900253105.0,-1007820031.0,-1872926169.0,,,-1048183094.0,,,,586157338.0,-1710912242.0,-6892659843.0,,510969168.0,36397761868.0,509474920.0,,529473337.0,,36377763451.0,6141600596.0,,30236162855.0,30236162855.0,,23816263046.0,175864185.0,6419899809.0,-2098499996.0,-2115296027.0,-2730007882.0,-194142.0,-496176.0,-2729317564.0,,614711855.0,24061253.0,,,,,,-3351492.0,,594002094.0,,16796031.0,28137662859.0,21700967019.0,6436695840.0,1.39,1.39,定期报告,是,20250328,CNY,合并期末,2024-03-29T00:57:04
20230930,549025682243.0,549025682243.0,,,,,,520568976056.0,486973923285.0,,,,,,,,,1283456396.0,17312166637.0,1663878220.0,12320547226.0,1015004291.0,15295428439.0,,-185217066.0,-503210407.0,-1073848214.0,,,-701513319.0,,,,325475400.0,-778424172.0,-2159474579.0,,359751330.0,25317303781.0,311182271.0,,323455179.0,,25305030873.0,4445118396.0,,20859912478.0,20859912478.0,,16373628209.0,128717914.0,4486284268.0,-433365612.0,-492464104.0,-1085790201.0,-4149670.0,-177775873.0,-903864658.0,,593326098.0,-24043318.0,,,,,,2559385.0,,614810031.0,,59098492.0,20426546865.0,15881164105.0,4545382760.0,0.94,0.94,定期报告,未审计,20241031,CNY,合并期末,2023-10-30T22:12:06
20230630,366683388213.0,366683388213.0,,,,,,346030563651.0,327034390880.0,,,,,,,,,875453703.0,9423323176.0,973657009.0,8548861775.0,-825122892.0,10051431991.0,,-103617185.0,-497365171.0,-757103618.0,,,-567759923.0,,,,208766032.0,-769496178.0,-2089014383.0,,330223201.0,17661926126.0,182650142.0,,95520001.0,,17749056267.0,3134489440.0,,14614566827.0,14614566827.0,,11466070441.0,117421407.0,3148496386.0,585707590.0,512422743.0,-1092827334.0,-5069899.0,2467212.0,-1090224647.0,,1605250077.0,5754732.0,,,,,,2215561.0,,1597279784.0,,73284847.0,15200274417.0,11978493184.0,3221781233.0,0.67,0.67,定期报告,未审计,20240831,CNY,合并期末,2024-08-31T00:57:07
20230331,176591274385.0,176591274385.0,,,,,,167345411225.0,156054568746.0,,,,,,,,,416487746.0,5039694682.0,505247382.0,4255594820.0,1073817848.0,4102490947.0,,-368466959.0,-359017463.0,-185107596.0,,,-46844388.0,,,,99701030.0,-217500563.0,-254933093.0,,11895131.0,8469714318.0,59144546.0,,28647733.0,,8500211131.0,1560043893.0,,6940167239.0,6940167239.0,0.0,5582367706.0,,1357799533.0,-503506775.0,-488156896.0,-180221855.0,,16667005.0,-196888860.0,,-307935040.0,-35856464.0,,,,,,-3896588.0,,-268181988.0,,-15349879.0,6472516928.0,5130067274.0,1342449654.0,0.32,0.32,定期报告,未审计,20240430,CNY,合并期末,2023-04-28T19:12:06
20221231,721887459619.0001,721887459619.0001,,,,,,683857003386.0,637367882652.0,,,,,,,,,2595711935.0,23474756681.0,2018497388.0,19610855866.0,-1210701136.0,20345250311.0,,1337410929.0,-323195861.0,-2555406836.0,,,-135148528.0,,,,704672598.0,-837930931.0,-9231776081.0,,1384703725.0,31252387945.0,546963961.0,,529924207.0,,31269427699.0,6259386355.0,,25010041344.0,25010041344.0,,19263300632.0,247042258.0,5746740712.0,-1406240325.0,-1582341993.0,-4836222781.0,-31200.0,993277.0,-4837184858.0,,3253880788.0,337911207.0,,,,,,-10420462.0,,2926390043.0,,176101668.0,23603801019.0,17680958639.0,5922842380.0,1.1,1.1,定期报告,是,20240329,CNY,合并期末,2024-03-29T00:57:04
20220930,542000970451.0,542000970451.0,,,,,,515373830539.0,481371198155.0,,,,,,,,,1743947793.0,17168191165.0,1271343378.0,12046710774.0,1772439273.0,14073675479.0,,916452907.0,-1227565221.0,-819719620.0,,,77647475.0,,,,374997000.0,-944067290.0,-2544507027.0,,166248447.0,24673911425.0,420544190.0,,359905406.0,,24734550208.0,4989739088.0,,19744811120.0,19744811120.0,,15836137231.0,,3908673889.0,-1660380573.0,-1774809079.0,-6248973209.0,9054182.0,33354040.0,-6291381431.0,,4474164131.0,308271036.0,,,,,,3087471.0,,4162805624.0,,114428506.0,18063520527.0,14040418132.0,4023102395.0,0.91,0.91,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T16:42:12
20220630,363945733398.0,363945733398.0,,,,,,346523860947.0,326474472211.0,,,,,,,,,1151160333.0,9145431767.0,741269364.0,8041348237.0,970179035.0,9634749848.0,,2077044248.0,-811683931.0,-395235313.0,,,103099332.0,,,,221311887.0,-492619452.0,-2333714084.0,,142595967.0,17139590349.0,257761551.0,,256130776.0,,17141221124.0,3618917188.0,,13522303936.0,13522303936.0,,11102981049.0,16419334.0,2419322887.0,-849394814.0,-929862064.0,-2844174813.0,9054182.0,-57706.0,-2853171289.0,,1914312749.0,244879033.0,,,,,,-5696204.0,,1675129920.0,,80467250.0,12672909122.0,10173118985.0,2499790137.0,0.64,0.64,定期报告,未审计,20230829,CNY,合并期末,2022-08-30T23:37:04
20220331,172095326154.0,172095326154.0,,,,,,163755899534.0,152033061184.0,,,,,,,,,616906423.0,4509632085.0,326621300.0,4310422955.0,1959255587.0,4306225508.0,,-499640179.0,-547689822.0,-83144288.0,,,34379638.0,,,,85423309.0,-170253852.0,131767655.0,,87160638.0,8008263829.0,76240529.0,,39780340.0,,8044724018.0,1717156840.0,,6327567178.0,6327567178.0,,5093589966.0,,1233977212.0,-1336507145.0,-1328397003.0,-1668275950.0,,-11517060.0,-1656758890.0,,339878947.0,131993742.0,,,,,,-1699511.0,,209584716.0,,-8110142.0,4991060034.0,3765192963.0,1225867071.0,0.29,0.29,定期报告,未审计,20230429,CNY,合并期末,2022-04-28T18:42:04
20211231,685831404076.9999,685831404076.9999,,,,,,651933012600.0,599954206747.0001,,,,,,,,,2279807192.0,22587817144.0,1451037723.0,19516087516.0,6144056278.0,18428147036.0,,206202084.0,176152612.0,-1240581994.0,,,178975121.0,,,,580606189.0,-763369773.0,-6384180794.0,,770748880.0,28487373184.0,609462417.0,,349108478.0,,28747727123.0,5249748920.0,,23497978203.0,23497978203.0,,17994757922.0,1672863.0,5503220281.0,-1513400875.0,-1473712274.0,45985095.0,-21915185.0,,67900280.0,,-1519697369.0,-38822990.0,,,,,,1152355.0,,-1482026734.0,,-39688601.0,21984577328.0,16521045648.0,5463531680.0,1.02,1.02,定期报告,是,20230331,CNY,合并期末,2022-03-31T01:07:04
20210930,516216641112.0,516216641112.0,,,,,,492389895707.0,456490270070.0,,,,,,,,,1321902134.0,15595735841.0,1056738514.0,13176652331.0,4748596817.0,12756985589.0,,-97925502.0,-669756584.0,-943750090.0,,,149205612.0,,,,331670283.0,-464079778.0,-974647146.0,,65867853.0,22836836727.0,435913823.0,,197932526.0,,23074818024.0,4440954508.0,,18633863516.0,18633863516.0,,14964824087.0,,3669039429.0,-172551450.0,-141781703.0,881421654.0,-9320649.0,20661018.0,870081285.0,,-1023203357.0,-15767610.0,,,,,,4153950.0,,-1011589697.0,,-30769747.0,18461312066.0,14823042384.0,3638269682.0,0.86,0.86,定期报告,未审计,20221029,CNY,合并期末,2021-10-29T18:42:04
20210630,340627261025.0,340627261025.0,,,,,,324865008888.0,302481077559.0,,,,,,,,,800574600.0,8957696098.0,681771919.0,9058903710.0,2884985002.0,8652833166.0,,450292789.0,-258247491.0,-314881728.0,,,126747708.0,,,,222938155.0,-340825286.0,-1273480244.0,,54127757.0,15002053016.0,215472578.0,,73162319.0,,15144363275.0,2836334265.0,,12308029010.0,12308029010.0,,9770656438.0,,2537372572.0,1580103084.0,1610813512.0,2313243354.0,-7922551.0,,2321165905.0,,-702429842.0,-33148586.0,,,,,,6255621.0,,-675536877.0,,-30710428.0,13888132094.0,11381469950.0,2506662144.0,0.56,0.56,定期报告,未审计,20220831,CNY,合并期末,2021-08-31T10:27:11
