报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1839577854.19,1839577854.19,,,,,,1214917839.56,978677238.66,,,,,,,,,20424342.92,48273830.83,736522.13,62880870.55,103925034.47,101071146.84,,5714044.66,5638566.23,,,,,,,,1383206.64,,-13989920.79,,,617767345.14,,,69153.7,,617698191.44,31974452.16,,585723739.28,585723739.28,,582229780.78,,3493958.5,-529891.14,-529891.14,,,,,,-529891.14,,,,,,,,,-529891.14,,,585193848.14,581699889.64,3493958.5,0.36,0.36,定期报告,未审计,20260410,CNY,合并期末,2026-04-09T22:12:05
20251231,5673679683.8,5673679683.8,,,,,,3908807429.03,3061242889.57,,,,,,,,,81506550.89,206377992.25,4244549.54,244803980.1,310631466.68,331424913.77,,3765050513.87,10180596.86,,,,356893.04,,,,191755103.97,,-34992510.86,,1160886.83,5688203141.62,2155520.15,,994339.65,,5689364322.12,640376902.15,,5048987419.97,5048987419.97,,5049938663.92,,-951243.95,-17574.26,-17574.26,,,,,,-17574.26,,,,,,,,,-17574.26,,,5048969845.71,5049921089.66,-951243.95,3.0,3.0,定期报告,是,20260410,CNY,合并期末,2026-04-09T20:44:05
20250930,3977176152.28,3977176152.28,,,,,,2624900224.69,2063599882.28,,,,,,,,,51129705.85,144632343.44,1558170.3,138237986.88,225742135.94,239677248.57,,3759179393.95,11879413.24,,,,,,,,37373645.05,,-21185020.7,,986384.11,5128630330.0,2289805.34,,450718.71,,5130469416.63,430127977.92,,4700341438.71,4700341438.71,,4703767641.87,,-3426203.16,,,,,,,,,,,,,,,,,,,,4700341438.71,4703767641.87,-3426203.16,2.74,2.74,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:38:26
20250630,2496223080.63,2496223080.63,,,,,,1605170067.62,1263194785.81,,,,,,,,,31376525.27,83688203.68,1006186.39,81980401.17,143923965.3,153740541.55,,3149546.38,-144826.96,,,,,,,,36142607.7,,-18421913.01,,-1978784.84,909944469.24,2283805.33,,358051.23,,911870223.34,31380765.55,,880489457.79,880489457.79,,882122065.03,,-1632607.24,,,,,,,,,,,,,,,,,,,,880489457.79,882122065.03,-1632607.24,0.51,0.51,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T21:08:06
20250331,1198007005.48,1198007005.48,,,,,,757337929.33,602297756.45,,,,,,,,,15203296.22,34543528.03,634334.1,40653333.9,64005680.63,66315649.23,,,,,,,,,,,1292918.03,,-1315468.63,,-1010519.33,439636006.22,1595690.62,,110000.0,,441121696.84,14769573.73,,426352123.11,426352123.11,,430171336.88,,-3819213.77,,,,,,,,,,,,,,,,,,,,426352123.11,430171336.88,-3819213.77,0.25,0.25,定期报告,未审计,20260410,CNY,合并期末,2025-04-28T22:46:11
20241231,4364829477.47,4364829477.47,,,,,,2836767211.5,2229132907.34,,,,,,,,,62718470.57,150476165.33,2400814.1,144620951.39,247417902.77,260220526.42,,15251296.45,-1489395.94,,,,-610273.97,,,,290034745.68,,-2643753.62,,-2191530.14,1827902750.37,3877621.47,,2510897.36,,1829269474.48,10570066.07,,1818699408.41,1818699408.41,,1790336174.26,,28363234.15,,,,,,,,,,,,,,,,,,,,1818699408.41,1790336174.26,28363234.15,1.04,1.04,定期报告,是,20260410,CNY,合并期末,2025-04-23T23:24:04
20240930,3457003679.89,3457003679.89,,,,,,1909183048.56,1487054788.99,,,,,,,,,42769144.85,105258580.28,2121445.93,131604037.12,140375051.39,154174382.51,,12629006.64,-197518.88,0.0,,0.0,-2908607.3,,,,26204071.2,0.0,-3508654.16,,442337.19,1580678784.9,195907.34,,457973.85,,1580416718.39,58839827.75,,1521576890.64,1521576890.64,,1513743522.45,,7833368.19,,,,,,,,,,,,,,,,,,,,1521576890.64,1513743522.45,7833368.19,0.88,0.88,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T20:37:08
20240630,2164810203.59,2164810203.59,,,,,,1193834308.05,928771955.7,,,,,,,,,27064864.26,62859439.29,1153460.9,80543581.05,93441006.85,103041139.56,,12629006.64,-197518.88,,,,-4876385.08,,,,25101375.99,,-1871998.77,,,1001957894.32,183448.37,,395483.87,,1001745858.82,29015092.1,,972730766.72,972730766.72,,966528910.93,,6201855.79,,,,,,,,,,,,,,,,,,,,972730766.72,966528910.93,6201855.79,0.56,0.56,定期报告,未审计,20250829,CNY,合并期末,2024-08-22T17:02:04
20240331,986822300.97,986822300.97,,,,,,534219981.84,398770932.72,,,,,,,,,11183100.35,37640054.06,481134.02,39630553.06,46514207.63,52234502.42,,831890.41,,,,,1577808.22,,,,24199653.49,,-2265005.57,,,476946665.68,1841738.88,,142800.25,,478645604.31,3418900.27,,475226704.04,475226704.04,,474234549.39,,992154.65,,,,,,,,,,,,,,,,,,,,475226704.04,474234549.39,992154.65,0.28,0.28,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T19:52:05
20231231,4350788339.36,4350788339.36,,,,,,2670278701.62,2237512682.12,,,,,,,,,36157873.31,101241386.45,2789156.72,167919413.2,124658189.82,159984200.63,,58647802.68,-886374.19,,,,5860273.97,,,,39058094.0,,-4382200.59,,,1779693607.8,4285462.94,,6673391.42,,1777305679.32,19591634.44,,1757714044.88,1757714044.88,,1761820497.58,,-4106452.7,,,,,,,,,,,,,,,,,,,,1757714044.88,1761820497.58,-4106452.7,1.03,1.03,定期报告,是,20250424,CNY,合并期末,2024-04-17T21:02:03
