报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,4921043108.41,3135800368.16,2744981129.78,155744905.29,110886111.28,,,,680970305.51,2091525141.96,1410554836.45,1483872646.61,131324079.0,,,-429212957.23,-4781191.49,20259422.68,183191.46,33951322.71,2262611275.33,52100281.98,2182523958.17,,16716145.57,,,11270889.61,2658431833.08,469409.94,,1187967.89,,2657713275.13,553249790.1,2104463485.03,2104463485.03,,2104708193.56,-244708.53,,,394022247.42,394014793.64,400394085.88,,,400394085.88,,-6379292.24,-61005.37,,132067185.89,,-101888802.1,,,,-36496670.66,,7453.78,2498485732.45,2498722987.2,-237254.75,0.18,0.18,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T20:14:43
20251231,24143296632.91,10543099729.17,8651709916.35,899525821.89,626874933.49,,,,1798260036.11,7380381319.06,5582121282.95,10486993307.74,439358681.96,,,1153109968.23,-22217249.43,156489653.38,1241269.92,26319917.79,11143657816.38,185745951.4,10999442929.8,,-88028751.86,2668736.79,,43828950.25,12999638816.53,5596700.31,,32144008.88,,12973091507.96,1899405803.42,11073685704.54,11073685704.54,,11072761041.48,924663.06,30343782292.44,,-881523895.44,-881506799.23,167354674.66,878471.81,,166476202.85,,-1048861473.89,175266.62,,-969019799.16,,-43651671.48,,,,-36365269.87,,-17096.21,10192161809.1,10191254242.25,907566.85,1.01,1.01,定期报告,是,20260418,CNY,合并期末,2026-04-17T20:58:13
20250930,19202896727.68,7707918977.11,6361855301.68,607514048.47,490478800.93,,,,1169131086.34,5331925417.54,4162794331.2,8200367257.95,344231065.28,,,2065777725.41,-9593804.0,49949129.99,385639.83,18960715.05,8220125344.17,145467567.93,7989117547.85,,53650292.51,2668736.79,,29221199.09,10982771383.51,7502195.47,,23181454.23,,10967092124.75,1830272241.03,9136819883.72,9136819883.72,,9137001416.45,-181532.73,,,-1253534321.34,-1253466901.93,-226023989.43,,,-226023989.43,,-1027442912.5,123787.53,,-961117891.39,,-45393570.68,,,,-21055237.96,,-67419.41,7883285562.38,7883534514.52,-248952.14,0.85,0.85,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:19:19
20250630,11075154254.04,4345925201.11,3522247764.09,347996221.38,321168615.81,,,,642438317.43,3495656357.15,2853218039.72,5066023932.45,211426776.8,,,960429092.23,3892794.1,38484147.66,974513.1,16986255.96,4808786658.36,87743577.34,4675896856.45,,22716575.92,2668736.79,,19760911.86,6266367595.68,2961927.06,,22679356.63,,6246650166.11,879311866.43,5367338299.68,5367338299.68,,5367338299.68,,30343782292.44,,-522085683.12,-522085683.12,223507693.36,,,223507693.36,,-745593376.48,121897.96,,-707822916.58,,-15049362.38,,,,-22842995.48,,,4845252616.56,4845252616.56,,0.49,0.49,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:23:10
20250331,5155230903.6,2212740801.95,1861472640.12,114405260.55,158265644.14,,,,299087092.7,1780316359.99,1481229267.29,2308468130.74,100853918.09,,,303066046.11,-3125320.53,19162497.01,463036.96,15368618.66,2277789402.21,46194483.31,2190748707.04,,25144538.36,3719181.96,,11982491.54,2877441501.39,191080.11,,1412770.32,,2876219811.18,547283625.34,2328936185.84,2328936185.84,,2328936185.84,,,,-790503243.09,-790503243.09,27019136.73,,,27019136.73,,-817522379.82,-952896.32,,-814310177.68,,2666983.11,,,,-4926288.93,,,1538432942.75,1538432942.75,,0.21,0.21,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T20:43:35
20241231,18831447268.34,7657966803.98,5578422042.15,1019574252.28,819703161.13,,,,1422936848.37,7685086809.63,6262149961.26,8249079840.66,317979106.43,,,1396507264.33,-4855046.7,54158688.99,7748378.55,47904490.16,9757500997.34,147516614.42,9167637181.16,,367752782.03,19760146.6,,54834273.13,9073946271.0,12900264.93,,16961638.63,,9069884897.3,853031666.68,8216853230.62,8216853230.62,,8216853230.62,,27503518745.86,,3878281440.41,3878281440.41,2840772461.35,,,2840772461.35,,1037508979.06,3268492.36,,1003245476.35,,-524649.14,,,,31519659.49,,,12095134671.03,12095134671.03,,0.72,0.72,定期报告,是,20260418,CNY,合并期末,2025-04-18T22:48:27
20240930,11335318827.48,4483404939.39,3039538617.97,646360478.93,634396953.78,,,,804279911.3,5605932266.28,4801652354.98,4147377941.27,292877035.85,,,1831375985.43,-10322067.19,44268861.5,6249459.26,28683796.52,6176668828.93,90099467.21,5645870202.23,,380658051.31,19089674.99,,40951433.19,5158649998.55,4166057.95,,4540311.95,,5158275744.55,279541572.86,4878734171.69,4878734171.69,,4878734171.69,,,,2836459788.34,2836459788.34,2339209780.57,,,2339209780.57,,497250007.77,3149340.4,,492792681.89,,8077639.32,,,,-6769653.84,,,7715193960.03,7715193960.03,,0.41,0.41,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T19:58:08
20240630,7293894357.59,3035882852.74,2132277240.71,394440641.5,395254902.59,,,,488616581.37,3817527188.44,3328910607.07,2830377916.66,197415816.22,,,888081044.49,-7607502.36,30759645.6,1137100.21,26646718.88,4079684197.33,62034965.23,3640716055.11,,340847583.7,8538895.68,,27546697.61,3214210160.26,2615210.89,,2956562.65,,3213868808.5,75137666.4,3138731142.1,3138731142.1,,3138731142.1,,27503518745.86,,2883600156.25,2883600156.25,2225107954.31,,,2225107954.31,,658492201.94,-13639.09,,650544752.23,,-2478106.94,,,,10439195.74,,,6022331298.35,6022331298.35,,0.26,0.26,定期报告,未审计,20250830,CNY,合并期末,2024-08-23T20:07:36
20240331,3362365524.96,1505503653.5,1078850147.0,211834355.43,163970950.77,,,,201886097.19,1946003479.3,1744117382.11,739270361.11,85600715.09,,,810764191.5,-11207052.22,90205190.86,858740.47,25084342.55,1966444989.87,32016513.12,1846000388.93,,5182271.76,172409.67,,83073406.39,1395920535.09,663236.6,,976676.47,,1395607095.22,166757063.14,1228850032.08,1228850032.08,,1228850032.08,,,,1455077564.7,1455077564.7,1089407767.63,,,1089407767.63,,365669797.07,-70022.51,,368713860.53,,-4213571.49,,,,1239530.54,,,2683927596.78,2683927596.78,,0.09,0.09,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:28:02
20231231,17316868517.36,6470707309.43,4354518099.23,1362985508.44,495521341.63,,,,1747757961.76,7547906445.3,5800148483.54,5327390132.62,390972141.16,,,1289034674.99,-38467342.91,2484205533.18,1585464.56,34654783.73,10470106656.54,124335868.53,7522905263.13,,361576576.76,,,2461288948.12,6846761860.82,39972187.43,,31577683.61,,6855156364.64,427862261.5,6427294103.14,6427294103.14,,6427294103.14,,26287566218.23,,1028516831.15,1028516831.15,623303767.36,,,623303767.36,,405213063.79,-1520834.0,,414821961.51,,-28041584.07,,,,19953520.35,,,7455810934.29,7455810934.29,,0.54,0.54,定期报告,是,20250419,CNY,合并期末,2024-04-16T21:48:25
