报告日,营业收入,已赚保费,其中:保险业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,银行业务利息净收入,银行业务利息收入,银行业务利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,资产管理费收入,投资收益,对联营企业和合营企业的投资损失,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑收益,其他业务收入,资产处置收益,其他收益,营业支出,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保单红利支出,分保费用,手续费及佣金净支出(保险业务),营业税金及附加,业务及管理费,财务费用,研发费用,减:摊回分保费用,资产减值损失,信用减值损失,其他资产减值损失,其他业务成本,营业利润,加:营业外收入,减:营业外支出,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,275887000000.0,136439000000.0,136439000000.0,,6334000000.0,12238000000.0,,,,,,,,131601000000.0,7012000000.0,,,1821000000.0,-195000000.0,6060000000.0,32000000.0,129000000.0,240424000000.0,38468000000.0,99171000000.0,3774000000.0,386725000000.0,396000000.0,6244000000.0,,1167000000.0,795000000.0,4454000000.0,,,525000000.0,32568000000.0,,,7454000000.0,35463000000.0,32000000.0,298000000.0,35197000000.0,-4060000000.0,39257000000.0,39257000000.0,,38164000000.0,1093000000.0,,,-59124000000.0,-59087000000.0,876000000.0,,876000000.0,,,-59963000000.0,-1048000000.0,-22473000000.0,,,,,,,597000000.0,,-37000000.0,-19867000000.0,-20923000000.0,1056000000.0,1.35,1.35,定期报告,未审计,20241031,CNY,合并期末,2023-10-26T22:17:03
20230630,190002000000.0,91941000000.0,91941000000.0,,3893000000.0,17307000000.0,,,,,,,,91013000000.0,5887000000.0,,,3202000000.0,-372000000.0,4079000000.0,23000000.0,116000000.0,154037000000.0,27481000000.0,64846000000.0,1913000000.0,318318000000.0,142000000.0,6062000000.0,,788000000.0,625000000.0,3013000000.0,,,281000000.0,12835000000.0,,,5538000000.0,35965000000.0,24000000.0,195000000.0,35794000000.0,453000000.0,35341000000.0,35341000000.0,,34616000000.0,725000000.0,238723000000.0,,-42877000000.0,-42914000000.0,926000000.0,,926000000.0,,,-43840000000.0,62000000.0,6356000000.0,,,,,,,-132000000.0,,37000000.0,-7536000000.0,-8298000000.0,762000000.0,1.22,1.22,定期报告,未审计,20240830,CNY,合并期末,2023-08-23T17:57:04
20230331,105713000000.0,47183000000.0,47183000000.0,,1752000000.0,18932000000.0,,,,,,,,54338000000.0,3082000000.0,,,2212000000.0,3000000.0,1866000000.0,15000000.0,96000000.0,79973000000.0,16520000000.0,31160000000.0,1607000000.0,215826000000.0,-81000000.0,4401000000.0,,388000000.0,226000000.0,1384000000.0,,,24000000.0,6697000000.0,,,2815000000.0,25740000000.0,12000000.0,99000000.0,25653000000.0,2560000000.0,23093000000.0,23093000000.0,,22770000000.0,323000000.0,,,3422000000.0,3385000000.0,9000000.0,,9000000.0,,,3376000000.0,273000000.0,12295000000.0,,-4170000000.0,,,,,-81000000.0,,37000000.0,26515000000.0,26155000000.0,360000000.0,0.81,0.81,定期报告,未审计,20240427,CNY,合并期末,2023-04-27T18:22:07
20221231,826055000000.0,607825000000.0,615190000000.0,,8270000000.0,-905000000.0,,,,,,,,217775000000.0,3628000000.0,,,-8751000000.0,-69000000.0,8977000000.0,122000000.0,176000000.0,801672000000.0,37122000000.0,140683000000.0,6720000000.0,461204000000.0,311000000.0,20685000000.0,,54777000000.0,1261000000.0,42213000000.0,,,1025000000.0,21396000000.0,,,30387000000.0,24383000000.0,108000000.0,444000000.0,24047000000.0,-9467000000.0,33514000000.0,33514000000.0,,32082000000.0,1432000000.0,201041000000.0,,-55236000000.0,-55152000000.0,-1625000000.0,,-1625000000.0,,,-53527000000.0,-3002000000.0,-62849000000.0,,,,,,,1102000000.0,,-84000000.0,-21722000000.0,-23070000000.0,1348000000.0,1.14,1.14,定期报告,是,20240328,CNY,合并期末,2023-03-29T20:47:05
20220930,701018000000.0,536679000000.0,554105000000.0,,6897000000.0,10529000000.0,,,,,,,,165354000000.0,6352000000.0,,,-8104000000.0,214000000.0,6657000000.0,70000000.0,148000000.0,672930000000.0,28693000000.0,107736000000.0,5045000000.0,415129000000.0,672000000.0,17285000000.0,,45713000000.0,789000000.0,28656000000.0,,,1050000000.0,14775000000.0,,,20921000000.0,28088000000.0,59000000.0,286000000.0,27861000000.0,-4315000000.0,32176000000.0,32176000000.0,,31025000000.0,1151000000.0,,,-37752000000.0,-37649000000.0,-176000000.0,,-176000000.0,,,-37473000000.0,-1723000000.0,-45538000000.0,,,,,,,648000000.0,,-103000000.0,-5576000000.0,-6624000000.0,1048000000.0,1.1,1.1,定期报告,未审计,20231027,CNY,合并期末,2022-10-27T17:27:05
20220630,528302000000.0,419636000000.0,439969000000.0,,4458000000.0,15875000000.0,,,,,,,,107675000000.0,5757000000.0,,,-3511000000.0,219000000.0,4114000000.0,37000000.0,132000000.0,503235000000.0,19115000000.0,72814000000.0,2984000000.0,327003000000.0,250000000.0,11837000000.0,,35305000000.0,611000000.0,19525000000.0,,,572000000.0,5678000000.0,,,15153000000.0,25067000000.0,26000000.0,162000000.0,24931000000.0,-1183000000.0,26114000000.0,26114000000.0,,25356000000.0,758000000.0,201041000000.0,,-5548000000.0,-5478000000.0,-165000000.0,,-165000000.0,,,-5313000000.0,-141000000.0,-2962000000.0,,,,,,,-14000000.0,,-70000000.0,20566000000.0,19878000000.0,688000000.0,0.9,0.9,定期报告,未审计,20230824,CNY,合并期末,2022-08-25T23:07:04
20220331,343778000000.0,294483000000.0,315011000000.0,,2000000000.0,18528000000.0,,,,,,,,53991000000.0,2354000000.0,,,-6997000000.0,171000000.0,2059000000.0,9000000.0,62000000.0,327457000000.0,10315000000.0,41404000000.0,1640000000.0,229548000000.0,93000000.0,5882000000.0,,22845000000.0,234000000.0,9515000000.0,,,70000000.0,2511000000.0,,,7006000000.0,16321000000.0,14000000.0,74000000.0,16261000000.0,761000000.0,15500000000.0,15500000000.0,,15152000000.0,348000000.0,,,-28705000000.0,-28566000000.0,-213000000.0,,-213000000.0,,,-28353000000.0,-378000000.0,-33208000000.0,,-4432000000.0,,,,,-103000000.0,,-139000000.0,-13205000000.0,-13414000000.0,209000000.0,0.54,0.54,定期报告,未审计,20230428,CNY,合并期末,2022-04-27T20:12:03
20211231,858508000000.0,611251000000.0,618327000000.0,,8015000000.0,-939000000.0,,,,,,,,241814000000.0,10328000000.0,,,-5091000000.0,645000000.0,9645000000.0,69000000.0,175000000.0,807682000000.0,41580000000.0,136502000000.0,5739000000.0,447296000000.0,885000000.0,26511000000.0,,65744000000.0,1381000000.0,43026000000.0,,,906000000.0,22809000000.0,,,30363000000.0,50826000000.0,119000000.0,605000000.0,50340000000.0,-1917000000.0,52257000000.0,52257000000.0,,50766000000.0,1491000000.0,183787000000.0,,-4549000000.0,-4563000000.0,-59000000.0,,-59000000.0,,,-4504000000.0,1233000000.0,12348000000.0,,,,,,,-388000000.0,,14000000.0,47708000000.0,46203000000.0,1505000000.0,1.8,1.8,定期报告,是,20230330,CNY,合并期末,2022-03-24T19:47:04
20210930,727785000000.0,536368000000.0,553437000000.0,,5988000000.0,11081000000.0,,,,,,,,188868000000.0,8537000000.0,,,-4625000000.0,361000000.0,6634000000.0,31000000.0,148000000.0,676718000000.0,31813000000.0,107116000000.0,4200000000.0,398933000000.0,849000000.0,22277000000.0,,54422000000.0,945000000.0,28424000000.0,,,741000000.0,18614000000.0,,,19964000000.0,51067000000.0,66000000.0,368000000.0,50765000000.0,1190000000.0,49575000000.0,49575000000.0,,48486000000.0,1089000000.0,,,-9976000000.0,-9928000000.0,-278000000.0,,-278000000.0,,,-9650000000.0,565000000.0,-10075000000.0,,,,,,,-140000000.0,,-48000000.0,39599000000.0,38558000000.0,1041000000.0,1.72,1.72,定期报告,未审计,20221028,CNY,合并期末,2021-10-28T17:37:04
20210630,552649000000.0,422642000000.0,442299000000.0,,3547000000.0,16110000000.0,,,,,,,,127216000000.0,7683000000.0,,,-2009000000.0,240000000.0,4407000000.0,23000000.0,130000000.0,506353000000.0,22447000000.0,73615000000.0,2753000000.0,315809000000.0,578000000.0,15483000000.0,,42132000000.0,750000000.0,19183000000.0,,,180000000.0,7616000000.0,,,12829000000.0,46296000000.0,31000000.0,232000000.0,46095000000.0,4372000000.0,41723000000.0,41723000000.0,,40968000000.0,755000000.0,183856000000.0,,-1945000000.0,-1882000000.0,-227000000.0,,-227000000.0,,,-1655000000.0,-5000000.0,15208000000.0,,,,,,,75000000.0,,-63000000.0,39778000000.0,39086000000.0,692000000.0,1.45,1.45,定期报告,未审计,20220826,CNY,合并期末,2021-08-25T21:32:04
20210331,373484000000.0,304756000000.0,323892000000.0,,1553000000.0,17583000000.0,,,,,,,,73484000000.0,3015000000.0,,,-7269000000.0,144000000.0,2244000000.0,14000000.0,111000000.0,338236000000.0,12308000000.0,43033000000.0,1433000000.0,231822000000.0,247000000.0,8127000000.0,,27852000000.0,365000000.0,9371000000.0,,,83000000.0,1142000000.0,,,5979000000.0,35248000000.0,12000000.0,130000000.0,35130000000.0,6149000000.0,28981000000.0,28981000000.0,,28585000000.0,396000000.0,,,-11404000000.0,-11326000000.0,-48000000.0,,-48000000.0,,,-11278000000.0,-673000000.0,6562000000.0,,-18955000000.0,,,,,8000000.0,,-78000000.0,17577000000.0,17259000000.0,318000000.0,1.01,1.01,定期报告,未审计,20220428,CNY,合并期末,2021-04-28T19:22:03
20201231,825049000000.0,604666000000.0,612265000000.0,1000000.0,6053000000.0,1546000000.0,,,,,,,,207541000000.0,8336000000.0,,,3441000000.0,119000000.0,9098000000.0,36000000.0,148000000.0,770150000000.0,33275000000.0,133340000000.0,4134000000.0,418773000000.0,453000000.0,28279000000.0,,84361000000.0,1280000000.0,39733000000.0,,,798000000.0,12416000000.0,,,24078000000.0,54899000000.0,121000000.0,544000000.0,54476000000.0,3103000000.0,51373000000.0,51373000000.0,,50257000000.0,1116000000.0,170458000000.0,,25750000000.0,25699000000.0,344000000.0,,344000000.0,,,25355000000.0,646000000.0,39391000000.0,,,,,,,-965000000.0,,51000000.0,77123000000.0,75956000000.0,1167000000.0,1.77,1.77,定期报告,是,20220325,CNY,合并期末,2021-03-25T18:57:03
20200930,691571000000.0,526355000000.0,543553000000.0,1000000.0,4753000000.0,12445000000.0,,,,,,,,156593000000.0,6974000000.0,,,2049000000.0,143000000.0,6307000000.0,2000000.0,122000000.0,637440000000.0,25460000000.0,102073000000.0,2882000000.0,364780000000.0,523000000.0,22775000000.0,,70207000000.0,854000000.0,26644000000.0,,,664000000.0,11691000000.0,,,17025000000.0,54131000000.0,84000000.0,395000000.0,53820000000.0,5899000000.0,47921000000.0,47921000000.0,,47078000000.0,843000000.0,,,-3479000000.0,-3489000000.0,18000000.0,,18000000.0,,,-3507000000.0,-928000000.0,-2598000000.0,,,,,,,19000000.0,,10000000.0,44442000000.0,43589000000.0,853000000.0,1.66,1.66,定期报告,未审计,20211029,CNY,合并期末,2020-10-28T18:17:03
20200630,513735000000.0,407936000000.0,427367000000.0,1000000.0,3113000000.0,16318000000.0,,,,,,,,97759000000.0,4690000000.0,,,3755000000.0,-25000000.0,4228000000.0,4000000.0,78000000.0,478086000000.0,17655000000.0,67397000000.0,1684000000.0,288885000000.0,303000000.0,14507000000.0,,56518000000.0,638000000.0,18057000000.0,,,207000000.0,5375000000.0,,,11248000000.0,35649000000.0,66000000.0,151000000.0,35564000000.0,4502000000.0,31062000000.0,31062000000.0,,30535000000.0,527000000.0,170487000000.0,,2284000000.0,2265000000.0,-108000000.0,,-108000000.0,,,2373000000.0,37000000.0,8979000000.0,,,,,,,75000000.0,,19000000.0,33346000000.0,32800000000.0,546000000.0,1.07,1.07,定期报告,未审计,20210826,CNY,合并期末,2020-08-26T17:37:02
20200331,337772000000.0,289518000000.0,307776000000.0,1000000.0,1293000000.0,16965000000.0,,,,,,,,51729000000.0,3007000000.0,,,-5411000000.0,58000000.0,1862000000.0,1000000.0,15000000.0,316642000000.0,7740000000.0,35530000000.0,673000000.0,216583000000.0,-56000000.0,6591000000.0,,34569000000.0,218000000.0,9654000000.0,,,62000000.0,883000000.0,,,5553000000.0,21130000000.0,12000000.0,60000000.0,21082000000.0,3760000000.0,17322000000.0,17322000000.0,,17090000000.0,232000000.0,,,-7200000000.0,-7178000000.0,-97000000.0,,-97000000.0,,,-7081000000.0,839000000.0,-3096000000.0,,-7654000000.0,,,,,136000000.0,,-22000000.0,10122000000.0,9912000000.0,210000000.0,0.6,0.6,定期报告,未审计,20210429,CNY,合并期末,2020-04-23T18:22:02
20191231,745165000000.0,560278000000.0,567086000000.0,5000000.0,5238000000.0,1570000000.0,,,,,,,,162480000000.0,9159000000.0,,,14419000000.0,-67000000.0,7947000000.0,6000000.0,102000000.0,685175000000.0,50851000000.0,127919000000.0,3704000000.0,335122000000.0,721000000.0,22375000000.0,,81396000000.0,951000000.0,42008000000.0,,,570000000.0,8062000000.0,,,21486000000.0,59990000000.0,140000000.0,335000000.0,59795000000.0,781000000.0,59014000000.0,59014000000.0,,58287000000.0,727000000.0,130117000000.0,,34912000000.0,34847000000.0,-76000000.0,,-76000000.0,,,34923000000.0,687000000.0,52099000000.0,,,,,,,230000000.0,,65000000.0,93926000000.0,93134000000.0,792000000.0,2.05,2.05,定期报告,是,20210326,CNY,合并期末,2020-03-25T21:52:02
20190930,624024000000.0,480521000000.0,497047000000.0,3000000.0,4038000000.0,12488000000.0,,,,,,,,126239000000.0,8712000000.0,,,11947000000.0,-27000000.0,5278000000.0,13000000.0,53000000.0,561953000000.0,43739000000.0,99575000000.0,2786000000.0,295086000000.0,788000000.0,17810000000.0,,63011000000.0,620000000.0,26506000000.0,,,202000000.0,3915000000.0,,,15467000000.0,62071000000.0,76000000.0,190000000.0,61957000000.0,3699000000.0,58258000000.0,58258000000.0,,57702000000.0,556000000.0,,,20424000000.0,20370000000.0,,,,,,20370000000.0,328000000.0,19779000000.0,,-5010000000.0,,,,,263000000.0,,54000000.0,78682000000.0,78072000000.0,610000000.0,2.03,2.03,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T15:57:10
20190630,457233000000.0,361297000000.0,377976000000.0,2000000.0,2641000000.0,14038000000.0,,,,,,,,80420000000.0,5665000000.0,,,11849000000.0,30000000.0,3615000000.0,,22000000.0,418275000000.0,36176000000.0,69183000000.0,1830000000.0,227047000000.0,527000000.0,10836000000.0,,45595000000.0,477000000.0,17813000000.0,,,118000000.0,3366000000.0,,,10257000000.0,38958000000.0,49000000.0,114000000.0,38893000000.0,964000000.0,37929000000.0,37929000000.0,,37599000000.0,330000000.0,130117000000.0,,20217000000.0,20178000000.0,,,,,,20178000000.0,405000000.0,19709000000.0,,,,,,,64000000.0,,39000000.0,58146000000.0,57777000000.0,369000000.0,1.32,1.32,定期报告,未审计,20200827,CNY,合并期末,2020-03-13T15:57:10
20190331,312226000000.0,257552000000.0,272353000000.0,1000000.0,1078000000.0,13723000000.0,,,,,,,,38940000000.0,2174000000.0,,,13945000000.0,188000000.0,1589000000.0,,12000000.0,278889000000.0,15019000000.0,41186000000.0,847000000.0,176232000000.0,160000000.0,5775000000.0,,25806000000.0,139000000.0,8256000000.0,,,48000000.0,2029000000.0,,,5502000000.0,33337000000.0,25000000.0,50000000.0,33312000000.0,7116000000.0,26196000000.0,26196000000.0,,26034000000.0,162000000.0,,,23082000000.0,23080000000.0,,,,,,23080000000.0,666000000.0,25534000000.0,,-3003000000.0,,,,,-117000000.0,,2000000.0,49278000000.0,49114000000.0,164000000.0,0.92,0.92,定期报告,未审计,20200424,CNY,合并期末,2020-03-13T15:57:10
20181231,643101000000.0,532023000000.0,535826000000.0,7000000.0,4503000000.0,-700000000.0,,,,,,,,111396000000.0,7745000000.0,,,-8148000000.0,-194000000.0,7825000000.0,86000000.0,113000000.0,628814000000.0,116229000000.0,174439000000.0,2359000000.0,191718000000.0,808000000.0,19646000000.0,,62705000000.0,743000000.0,39116000000.0,,,533000000.0,8210000000.0,,,19708000000.0,14287000000.0,74000000.0,440000000.0,13921000000.0,1985000000.0,11936000000.0,11936000000.0,,11395000000.0,541000000.0,139202000000.0,,-2025000000.0,-2070000000.0,,,,,,-2070000000.0,770000000.0,-3426000000.0,,,,,,,586000000.0,,45000000.0,9911000000.0,9325000000.0,586000000.0,0.39,0.39,定期报告,是,20200326,CNY,合并期末,2020-03-13T15:57:10
20180930,540967000000.0,457295000000.0,468534000000.0,5000000.0,-3376000000.0,-7863000000.0,,,,,,,,83870000000.0,6150000000.0,,,-5412000000.0,-411000000.0,5508000000.0,18000000.0,99000000.0,515607000000.0,107826000000.0,143524000000.0,1642000000.0,162355000000.0,657000000.0,11706000000.0,,48452000000.0,512000000.0,23528000000.0,,,196000000.0,5596000000.0,,,14603000000.0,25360000000.0,43000000.0,317000000.0,25086000000.0,4778000000.0,20308000000.0,20308000000.0,,19869000000.0,439000000.0,,,1510000000.0,1489000000.0,,,,,,1489000000.0,632000000.0,-8314000000.0,,10720000000.0,,,,,201000000.0,,21000000.0,21818000000.0,21358000000.0,460000000.0,0.69,0.69,定期报告,未审计,20191030,CNY,合并期末,2020-03-13T15:57:10
