报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,116079000000.0,116079000000.0,,,,,,64130000000.0,56677000000.0,,,,,,,,,5430000000.0,306000000.0,124000000.0,1693000000.0,-100000000.0,554000000.0,,268000000.0,175000000.0,,,,92000000.0,,,,56000000.0,-7000000.0,-8000000.0,,,52350000000.0,117000000.0,,109000000.0,,52358000000.0,13174000000.0,,39184000000.0,39184000000.0,,39144000000.0,,40000000.0,-4862000000.0,-4862000000.0,12000000.0,12000000.0,,,,-4874000000.0,-6000000.0,,,,,,206000000.0,,-5074000000.0,,,34322000000.0,34282000000.0,40000000.0,0.82,0.82,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T18:24:03
20251231,398220000000.0,398220000000.0,,,,,,225632000000.0,193261000000.0,,,,,,,,,18194000000.0,1659000000.0,3926000000.0,7769000000.0,823000000.0,2666000000.0,,-943000000.0,-472000000.0,,,,682000000.0,,,,599000000.0,-3809000000.0,-9000000.0,,5000000.0,169113000000.0,888000000.0,,362000000.0,,169639000000.0,47491000000.0,,122148000000.0,122148000000.0,,122082000000.0,,66000000.0,-6593000000.0,-6593000000.0,353000000.0,349000000.0,,4000000.0,,-6946000000.0,49000000.0,,,,,,5000000.0,,-7000000000.0,,,115555000000.0,115489000000.0,66000000.0,2.57,2.57,定期报告,是,20260327,CNY,合并期末,2026-03-26T19:22:04
20250930,312503000000.0,312503000000.0,,,,,,172593000000.0,149256000000.0,,,,,,,,,13581000000.0,1112000000.0,2777000000.0,5400000000.0,467000000.0,1953000000.0,,-1196000000.0,-763000000.0,,,,515000000.0,,,,253000000.0,-65000000.0,-9000000.0,,7000000.0,139415000000.0,120000000.0,,406000000.0,,139129000000.0,37068000000.0,,102061000000.0,102061000000.0,,101971000000.0,,90000000.0,-3694000000.0,-3694000000.0,83000000.0,83000000.0,,,,-3777000000.0,60000000.0,,,,,,-41000000.0,,-3796000000.0,,,98367000000.0,98277000000.0,90000000.0,2.14,2.14,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T20:22:05
20250630,207608000000.0,207608000000.0,,,,,,111899000000.0,96602000000.0,,,,,,,,,9903000000.0,705000000.0,1826000000.0,3411000000.0,-548000000.0,1241000000.0,,-1331000000.0,-824000000.0,,,,383000000.0,,,,110000000.0,-59000000.0,,,7000000.0,94819000000.0,92000000.0,,252000000.0,,94659000000.0,25066000000.0,,69593000000.0,69593000000.0,,69533000000.0,,60000000.0,-1970000000.0,-1970000000.0,83000000.0,83000000.0,,,,-2053000000.0,-2000000.0,,,,,,36000000.0,,-2087000000.0,,,67623000000.0,67563000000.0,60000000.0,1.46,1.46,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T17:48:08
20250331,106854000000.0,106854000000.0,,,,,,56530000000.0,48462000000.0,,,,,,,,,5006000000.0,321000000.0,938000000.0,1648000000.0,155000000.0,452000000.0,,-637000000.0,-49000000.0,,,,197000000.0,,,,37000000.0,2000000.0,2000000.0,,2000000.0,49927000000.0,37000000.0,,132000000.0,,49832000000.0,13231000000.0,,36601000000.0,36601000000.0,,36563000000.0,,38000000.0,-372000000.0,-372000000.0,83000000.0,83000000.0,,,,-455000000.0,-1000000.0,,,,,,52000000.0,,-506000000.0,,,36229000000.0,36191000000.0,38000000.0,0.77,0.77,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T18:24:07
20241231,420506000000.0,420506000000.0,,,,,,230557000000.0,194993000000.0,,,,,,,,,20276000000.0,1711000000.0,3532000000.0,7213000000.0,2832000000.0,2807000000.0,,2497000000.0,1836000000.0,,,,4597000000.0,,,,966000000.0,-8047000000.0,-29000000.0,,31000000.0,189964000000.0,398000000.0,,386000000.0,,189976000000.0,51994000000.0,,137982000000.0,137982000000.0,,137936000000.0,,46000000.0,4386000000.0,4386000000.0,-37000000.0,138000000.0,,-175000000.0,,4423000000.0,-78000000.0,,,,,,15000000.0,,4486000000.0,,,142368000000.0,142322000000.0,46000000.0,2.9,2.9,定期报告,是,20260327,CNY,合并期末,2025-03-27T22:42:12
20240930,326024000000.0,326024000000.0,,,,,,174181000000.0,148498000000.0,,,,,,,,,15408000000.0,1222000000.0,2594000000.0,5033000000.0,1426000000.0,2235000000.0,,1228000000.0,1231000000.0,,,,980000000.0,,,,368000000.0,-18000000.0,-27000000.0,,25000000.0,154399000000.0,162000000.0,,176000000.0,,154385000000.0,37701000000.0,,116684000000.0,116684000000.0,,116659000000.0,,25000000.0,-3050000000.0,-3050000000.0,-188000000.0,-45000000.0,,-143000000.0,,-2862000000.0,-92000000.0,,,,,,32000000.0,,-2802000000.0,,,113634000000.0,113609000000.0,25000000.0,2.45,2.45,定期报告,未审计,20251031,CNY,合并期末,2024-10-28T19:02:03
20240630,226770000000.0,226770000000.0,,,,,,122463000000.0,104962000000.0,,,,,,,,,10359000000.0,763000000.0,1719000000.0,3391000000.0,1269000000.0,1714000000.0,,553000000.0,562000000.0,,,,709000000.0,,,,275000000.0,-2000000.0,-32000000.0,,27000000.0,105837000000.0,85000000.0,,146000000.0,,105776000000.0,26031000000.0,,79745000000.0,79745000000.0,,79731000000.0,,14000000.0,1468000000.0,1468000000.0,-176000000.0,-46000000.0,,-130000000.0,,1644000000.0,-35000000.0,,,,,,65000000.0,,1614000000.0,,,81213000000.0,81199000000.0,14000000.0,1.68,1.68,定期报告,未审计,20250828,CNY,合并期末,2024-08-29T01:07:05
20240331,111468000000.0,111468000000.0,,,,,,59520000000.0,51914000000.0,,,,,,,,,5074000000.0,336000000.0,884000000.0,1622000000.0,-310000000.0,462000000.0,,577000000.0,276000000.0,,,,56000000.0,,,,38000000.0,-24000000.0,-1000000.0,,3000000.0,52597000000.0,39000000.0,,99000000.0,,52537000000.0,12811000000.0,,39726000000.0,39726000000.0,,39719000000.0,,7000000.0,151000000.0,151000000.0,-241000000.0,-60000000.0,,-181000000.0,,392000000.0,1000000.0,,,,,,60000000.0,,331000000.0,,,39877000000.0,39870000000.0,7000000.0,0.84,0.84,定期报告,未审计,20250430,CNY,合并期末,2024-04-25T19:07:10
20231231,416609000000.0,416609000000.0,,,,,,246089000000.0,208794000000.0,,,,,,,,,24331000000.0,1605000000.0,3501000000.0,7012000000.0,846000000.0,2423000000.0,,4715000000.0,1931000000.0,,,,300000000.0,,,,1070000000.0,-3523000000.0,-74000000.0,,-117000000.0,172891000000.0,510000000.0,,427000000.0,,172974000000.0,48884000000.0,,124090000000.0,124090000000.0,,123843000000.0,,247000000.0,3035000000.0,3035000000.0,53000000.0,238000000.0,15000000.0,-200000000.0,,2982000000.0,152000000.0,,,,,,-33000000.0,,2863000000.0,,,127125000000.0,126878000000.0,247000000.0,2.6,2.6,定期报告,是,20250328,CNY,合并期末,2024-03-21T19:22:02
