date,value
1970-01-01 00:00:00.000000085,-1.72018349
1970-01-01 00:00:00.000000086,-28.73563218
1970-01-01 00:00:00.000000087,-1.57480315
1970-01-01 00:00:00.000000088,-2.52192982
1970-01-01 00:00:00.000000089,-5.79557429
1970-01-01 00:00:00.000000090,3.54285714
1970-01-01 00:00:00.000000091,-24.9382716
1970-01-01 00:00:00.000000094,-16.16607774
1970-01-01 00:00:00.000000097,-5.69393634
1970-01-01 00:00:00.000000098,-7.00757576
1970-01-01 00:00:00.000000099,-5.32438095
1970-01-01 00:00:00.000000100,-9.04672348
1970-01-01 00:00:00.000000101,-3.25358852
1970-01-01 00:00:00.000000102,2.55487585
1970-01-01 00:00:00.000000103,6.13496933
1970-01-01 00:00:00.000000104,-1.32701422
1970-01-01 00:00:00.000000105,1.53846154
1970-01-01 00:00:00.000000106,5.56384991
1970-01-01 00:00:00.000000107,5.56380394
1970-01-01 00:00:00.000000108,-3.71352785
1970-01-01 00:00:00.000000109,-3.43007916
1970-01-01 00:00:00.000000110,-2.3914969
1970-01-01 00:00:00.000000111,2.38095238
1970-01-01 00:00:00.000000112,12.2244489
1970-01-01 00:00:00.000000113,0.0
1970-01-01 00:00:00.000000114,8.61742424
1970-01-01 00:00:00.000000115,-6.15883306
1970-01-01 00:00:00.000000116,-4.90196078
1970-01-01 00:00:00.000000117,0.51194539
1970-01-01 00:00:00.000000118,3.40017437
1970-01-01 00:00:00.000000119,-3.62903226
1970-01-01 00:00:00.000000120,-1.23253903
1970-01-01 00:00:00.000000121,-2.0917136
1970-01-01 00:00:00.000000122,0.0
1970-01-01 00:00:00.000000123,0.40683483
1970-01-01 00:00:00.000000124,-0.48154093
1970-01-01 00:00:00.000000125,6.5143824
1970-01-01 00:00:00.000000126,1.61290323
1970-01-01 00:00:00.000000127,6.81244743
