datetime,intraday_ret
2023-09-01,0.32301193416242024
2023-09-04,0.01402667198829301
2023-09-05,-0.07877509169088805
2023-09-06,-0.016592475527230068
2023-09-07,0.17930732933140422
2023-09-08,-0.1550844972615194
2023-09-11,0.08061457330998441
2023-09-12,-0.08338701091337893
2023-09-13,0.40849582568994625
2023-09-14,-0.029074997555631085
2023-09-15,-0.1642687437506349
2023-09-18,-0.337917546358001
2023-09-19,0.3425441623368643
2023-09-20,0.050177721956688605
2023-09-21,-0.07355344343286463
2023-09-22,-0.42885154344853127
2023-09-25,0.029647752253579095
2023-09-26,-0.18199976243902793
2023-09-27,-0.06671052017520661
2023-09-28,0.06338125198946315
2023-10-09,-0.030702599927109196
2023-10-10,-0.08862235475153148
2023-10-11,-0.2074178684407423
2023-10-12,-0.037982256548468825
2023-10-13,0.2089569187990308
2023-10-16,0.12707799248187435
2023-10-17,0.21379072179193
2023-10-18,-0.27145876871221986
2023-10-19,-0.09988877445679685
2023-10-20,-0.21981510497087559
2023-10-23,-0.20424445182016543
2023-10-24,-0.00866459463076186
2023-10-25,0.08463549930808685
2023-10-26,-0.14876169699141603
2023-10-27,0.40343823571635246
2023-10-30,-0.21202736753434206
2023-10-31,0.13515749382246858
2023-11-01,0.3084900623624057
2023-11-02,-0.4277861576030426
2023-11-03,0.4896221188774462
2023-11-06,-0.03568797972663093
2023-11-07,-0.06784118102419413
2023-11-08,-0.11182668858919868
2023-11-09,-0.13204086417462166
2023-11-10,-0.14754622258152003
2023-11-13,0.013085112022764219
2023-11-14,-0.3341184666983608
2023-11-15,0.08952220628847139
2023-11-16,-0.10908140527867195
2023-11-17,-0.048015256732469314
2023-11-20,-0.11099803882286702
2023-11-21,0.34926874270525166
2023-11-22,-0.2416229359508514
2023-11-23,-0.046820230212487594
2023-11-24,0.19270008850272272
2023-11-27,0.021735642357983132
2023-11-28,-0.003158277586286325
2023-11-29,0.16475292906220074
2023-11-30,0.005337375016351384
2023-12-01,0.1688065647067454
2023-12-04,0.22093376370845394
2023-12-05,-0.015100151927351379
2023-12-06,-0.19843319640081805
2023-12-07,0.02813036196060983
2023-12-08,-0.10986034590642597
2023-12-11,-0.05040348029573767
2023-12-12,0.16009443778008994
2023-12-13,0.13251591482402034
2023-12-14,-0.20567982947919794
2023-12-15,-0.1556016058081097
2023-12-18,-0.1559350481817412
2023-12-19,-0.08039740365905794
2023-12-20,-0.14599338578079063
2023-12-21,0.10432125811441041
2023-12-22,0.07730090701412426
2023-12-25,0.03560187818012681
2023-12-26,-0.1084047037604822
2023-12-27,-0.5744180465065766
2023-12-28,-0.23805646291489038
2023-12-29,0.15356769696997824
2024-01-02,0.4714089392752929
2024-01-03,0.3611940451178562
2024-01-04,0.328488437667963
2024-01-05,0.24424547257632082
2024-01-08,0.038915217817767404
2024-01-09,0.27707310070734276
2024-01-10,0.10365533388653628
2024-01-11,-0.30365987139041634
2024-01-12,0.08698929609637511
2024-01-15,0.0010649489995203463
2024-01-16,0.16045471818593535
2024-01-17,-0.3236935811319753
