datetime,intraday_ret
2025-01-15,-0.1276840627251723
2025-01-16,-0.13581902032315563
2025-01-17,-0.13442753323214685
2025-01-20,-0.1323807167150356
2025-01-21,-0.1287088041084915
2025-01-22,-0.14103040712428982
2025-01-23,-0.1566227589174427
2025-01-24,-0.17363241957567865
2025-01-27,-0.1959853773403114
2025-02-05,-0.18459167045589941
2025-02-06,-0.17845290399384417
2025-02-07,-0.17445418965278037
2025-02-10,-0.17206766510030314
2025-02-11,-0.1809653155212254
2025-02-12,-0.18915699293729182
2025-02-13,-0.19893517625877133
2025-02-14,-0.19899397136020724
2025-02-17,-0.2001542565489559
2025-02-18,-0.21403373597771302
2025-02-19,-0.21630479921122148
2025-02-20,-0.21982444742673268
2025-02-21,-0.22627889382984745
2025-02-24,-0.2258044477484129
2025-02-25,-0.2210714981286095
2025-02-26,-0.21913513878588886
2025-02-27,-0.19730717850484936
2025-02-28,-0.1956571149524453
2025-03-03,-0.20170987065759616
2025-03-04,-0.20013474569878786
2025-03-05,-0.20645142735111277
2025-03-06,-0.2094936592168949
2025-03-07,-0.20853034691719152
2025-03-10,-0.20488351171725083
2025-03-11,-0.21108471607188006
2025-03-12,-0.20719544582512195
2025-03-13,-0.2191619365481572
2025-03-14,-0.22308332971377554
2025-03-17,-0.22523522125992912
2025-03-18,-0.22981604702077818
2025-03-19,-0.22827477159357656
2025-03-20,-0.22550796205864165
2025-03-21,-0.2359750883667654
2025-03-24,-0.23914912669326505
2025-03-25,-0.24027411665960985
2025-03-26,-0.24598586733990913
2025-03-27,-0.2430134934227265
2025-03-28,-0.24145600245934906
2025-03-31,-0.24654082530979116
2025-04-01,-0.2537156831924293
2025-04-02,-0.2607158565384262
2025-04-03,-0.21555371130135081
2025-04-07,-0.2342490243781986
2025-04-08,-0.23167709861107566
2025-04-09,-0.22729087800966608
2025-04-10,-0.2378117188325103
2025-04-11,-0.24247806590935705
2025-04-14,-0.2379452808582334
2025-04-15,-0.22824997846327832
2025-04-16,-0.22829864066580363
2025-04-17,-0.23118528267912242
2025-04-18,-0.22907531653639857
2025-04-21,-0.23109389280799586
2025-04-22,-0.24023334796106077
2025-04-23,-0.2453629340552831
2025-04-24,-0.2558820201913856
2025-04-25,-0.2570699007540057
2025-04-28,-0.2583942799904263
2025-04-29,-0.2533346278499703
2025-04-30,-0.24940172087389523
2025-05-06,-0.25627573824761485
2025-05-07,-0.26290028632274154
2025-05-08,-0.2696998564097084
2025-05-09,-0.2910787668053184
2025-05-12,-0.2962085037047637
2025-05-13,-0.3008434109998771
2025-05-14,-0.3013605118063558
2025-05-15,-0.3059172691854486
2025-05-16,-0.3117796108837133
2025-05-19,-0.31288194860218277
2025-05-20,-0.31339833903941583
2025-05-21,-0.3142808153316692
2025-05-22,-0.3171173279775402
2025-05-23,-0.3262206295628983
2025-05-26,-0.32926971497665425
2025-05-27,-0.3319021350482477
