date,open,close,high,low,amount
2022-01-04,63.05,61.89,64.91,61.21,777152.6
2022-01-05,60.77,61.03,61.97,59.43,518558.86
2022-01-06,61.05,61.55,62.65,60.61,441212.46
2022-01-07,60.95,60.15,61.51,60.03,367150.89
2022-01-10,60.25,61.17,61.19,59.63,338874.07
2022-01-11,60.47,59.75,60.61,59.33,334976.91
2022-01-12,59.83,59.95,60.11,59.59,210101.91
2022-01-13,60.11,60.79,61.87,60.03,557054.0
2022-01-14,59.95,59.13,59.95,58.69,369131.82
2022-01-17,59.15,59.11,59.35,58.19,224714.75
2022-01-18,58.95,60.71,61.07,58.59,400264.95
2022-01-19,61.31,61.67,64.33,61.31,548810.22
2022-01-20,61.11,62.55,63.23,60.31,417863.22
2022-01-21,62.73,64.03,64.77,62.73,599400.23
2022-01-24,63.51,64.39,64.75,61.99,376750.05
2022-01-25,63.91,62.57,64.27,62.47,292699.43
2022-01-26,61.27,62.27,62.89,59.09,435870.76
2022-01-27,62.35,62.99,65.25,61.99,340464.38
2022-01-28,63.19,60.17,63.87,59.81,270924.39
2022-02-07,61.41,63.81,64.51,61.15,350243.26
2022-02-08,65.93,66.13,67.75,64.91,434564.15
2022-02-09,66.15,68.57,68.95,65.07,481232.83
2022-02-10,66.59,70.95,71.85,65.15,424656.32
2022-02-11,70.55,73.93,76.65,69.77,474290.38
2022-02-14,74.05,73.29,76.51,72.55,272908.81
2022-02-15,73.27,71.75,73.27,69.55,438053.01
2022-02-16,71.27,71.75,72.41,69.33,392111.63
2022-02-17,70.95,72.17,73.01,70.95,229871.35
2022-02-18,72.59,74.15,75.27,71.95,283021.4
2022-02-21,74.19,74.97,76.15,73.47,275640.22
2022-02-22,74.01,77.29,77.57,73.51,296875.59
2022-02-23,76.01,75.27,77.29,73.75,296162.91
2022-02-24,74.63,76.35,79.19,73.85,319390.86
2022-02-25,75.09,75.39,77.49,71.69,456573.97
2022-02-28,74.33,77.35,77.45,73.95,260190.66
2022-03-01,78.35,79.53,80.11,77.01,290487.34
2022-03-02,80.95,85.23,85.55,79.91,398480.17
2022-03-03,84.55,84.15,87.99,83.65,318215.57
2022-03-04,83.55,84.97,87.73,81.83,311478.33
2022-03-07,87.15,84.15,88.53,82.03,410605.68
2022-03-08,82.95,78.01,83.69,77.35,446000.73
2022-03-09,78.11,79.35,81.09,76.47,382941.56
2022-03-10,76.95,79.51,80.35,75.15,317928.42
2022-03-11,78.93,79.93,82.77,78.15,377535.61
2022-03-14,78.17,79.41,82.61,77.93,327054.38
