date,open,close,high,low,amount
2022-01-04,58.04,58.32,58.51,57.56,625676.15
2022-01-05,58.18,56.9,58.27,56.62,736203.77
2022-01-06,57.42,57.61,57.85,57.04,523150.37
2022-01-07,57.61,59.36,60.45,57.61,1619848.12
2022-01-10,59.41,62.02,63.01,59.17,1979039.45
2022-01-11,62.21,65.66,66.33,61.31,2651392.18
2022-01-12,66.85,65.38,66.89,64.62,1690690.26
2022-01-13,64.95,65.09,67.42,64.76,1594484.33
2022-01-14,63.77,62.87,64.72,62.49,1227660.83
2022-01-17,62.3,62.44,63.06,60.97,896665.1
2022-01-18,62.11,64.62,65.47,61.92,1357814.8
2022-01-19,65.47,65.57,67.84,64.91,1511701.02
2022-01-20,65.33,65.19,66.8,64.67,1094635.14
2022-01-21,65.38,65.52,66.23,63.15,988404.8
2022-01-24,64.1,63.06,64.1,61.92,944898.1
2022-01-25,63.01,59.98,63.44,59.88,894892.78
2022-01-26,61.16,62.16,63.44,60.88,989352.96
2022-01-27,62.16,60.6,62.63,60.45,506633.98
2022-01-28,59.46,56.52,60.26,55.1,1571740.64
2022-02-07,57.94,60.17,60.69,57.14,1057634.07
2022-02-08,60.12,64.62,64.86,59.88,1291597.8
2022-02-09,66.89,67.75,69.22,66.66,1779438.08
2022-02-10,69.36,68.79,71.16,68.36,1723434.75
2022-02-11,67.46,68.93,71.73,67.04,1658418.23
2022-02-14,67.84,66.52,69.4,65.81,1204741.89
2022-02-15,66.99,65.66,67.13,64.91,739433.8
2022-02-16,65.19,66.23,66.61,64.62,759442.62
2022-02-17,66.89,67.37,68.69,66.23,977242.48
2022-02-18,66.52,69.64,70.07,66.33,1196152.78
2022-02-21,69.17,69.22,70.07,67.08,1166741.42
2022-02-22,70.45,72.72,73.48,68.65,1755375.64
2022-02-23,71.54,71.39,71.96,70.07,1231180.35
2022-02-24,70.78,74.09,77.31,70.35,2146199.03
2022-02-25,72.39,72.39,75.66,71.96,1696972.8
2022-02-28,73.52,73.67,74.14,71.77,1309481.71
2022-03-01,73.15,71.06,73.38,68.93,1640764.12
2022-03-02,72.67,75.18,77.46,72.67,2406639.17
2022-03-03,78.45,77.6,80.77,77.31,2063122.08
2022-03-04,78.78,79.16,81.96,76.94,1672878.21
2022-03-07,81.29,83.38,84.32,79.68,1790719.9
2022-03-08,78.83,77.6,80.96,75.56,1773409.36
2022-03-09,74.0,74.24,75.94,70.87,1454654.69
2022-03-10,72.67,73.62,75.37,70.54,1035286.07
2022-03-11,73.15,76.41,76.65,71.25,1217831.43
2022-03-14,74.28,69.31,75.18,69.31,1380295.16
2022-03-15,65.95,62.92,65.95,62.92,1546253.4
2022-03-16,63.53,64.67,65.19,59.46,1475584.04
2022-03-17,65.05,65.57,67.6,62.87,1484773.04
2022-03-18,65.95,69.03,69.5,65.9,1293129.83
2022-03-21,70.3,70.87,71.63,68.93,898763.32
2022-03-22,71.63,71.82,74.57,70.54,1373567.22
2022-03-23,70.49,72.2,73.29,69.74,890662.13
2022-03-24,74.0,73.52,75.04,72.81,1003224.88
2022-03-25,72.67,70.83,74.38,70.68,871339.94
2022-03-28,70.21,74.09,74.8,68.93,1095244.57
2022-03-29,74.33,73.52,75.14,72.53,831356.26
2022-03-30,71.87,71.58,72.44,70.3,848261.22
2022-03-31,71.73,70.21,72.44,68.79,826405.61
2022-04-01,69.17,69.4,70.87,68.69,517956.0
2022-04-06,68.17,68.93,69.36,65.28,1005783.0
2022-04-07,67.46,66.14,67.84,65.28,941477.0
2022-04-08,66.04,64.81,66.66,64.24,751064.0
2022-04-11,63.67,61.4,63.86,60.83,820200.0
2022-04-12,61.35,63.44,63.44,60.36,786952.0
2022-04-13,62.73,66.75,68.5,62.44,1333677.0
2022-04-14,66.94,68.41,69.69,66.52,974557.0
2022-04-15,68.41,67.75,69.78,67.51,969302.0
2022-04-18,66.52,64.34,66.89,64.15,736253.0
2022-04-19,65.62,66.37,67.32,65.24,682074.0
2022-04-20,65.33,62.3,65.99,62.06,825657.0
2022-04-21,62.25,60.55,63.2,59.98,720893.0
2022-04-22,59.41,59.46,60.31,58.32,564054.0
2022-04-25,57.04,54.06,57.04,54.06,985390.0
2022-04-26,53.11,49.51,53.73,49.28,1128069.0
2022-04-27,49.09,53.92,53.92,48.42,1028280.0
2022-04-28,54.25,53.68,55.01,52.73,862398.0
2022-04-29,54.25,55.2,55.39,53.25,752927.0
2022-05-05,54.01,55.05,55.72,52.88,658758.0
2022-05-06,53.44,53.06,53.82,52.78,545583.0
