date,open,close,high,low,amount
2023-08-08,80.8,73.29,80.8,72.0,173687.0
2023-08-09,71.89,76.39,79.93,70.01,156414.0
2023-08-10,73.87,74.84,78.63,72.68,126081.0
2023-08-11,73.35,73.5,75.3,72.8,85913.0
2023-08-14,72.76,70.35,72.8,70.22,76673.0
2023-08-15,71.3,71.48,72.47,70.91,65695.0
2023-08-16,70.93,71.69,72.37,70.1,50961.0
2023-08-17,71.0,73.35,74.18,70.8,52962.0
2023-08-18,73.3,72.12,73.8,72.08,36432.0
2023-08-21,71.88,72.1,73.19,70.91,30296.0
2023-08-22,72.6,73.19,73.41,71.12,37508.0
2023-08-23,72.76,71.08,72.76,71.0,26638.0
2023-08-24,71.2,71.11,71.96,70.68,19956.0
2023-08-25,70.6,68.45,71.24,68.44,32140.0
2023-08-28,72.05,68.97,72.05,68.81,26239.0
2023-08-29,68.03,70.91,71.5,67.55,30435.0
2023-08-30,70.75,71.94,73.19,70.75,32673.0
2023-08-31,72.15,70.7,72.15,70.68,20682.0
2023-09-01,70.83,70.24,71.55,70.21,18148.0
2023-09-04,70.73,71.95,72.03,70.03,20954.0
2023-09-05,71.46,71.27,73.08,71.01,22734.0
2023-09-06,70.83,71.5,71.87,70.28,20538.0
2023-09-07,71.04,69.62,71.24,69.52,20151.0
2023-09-08,69.7,69.35,70.49,69.06,13174.0
2023-09-11,69.62,69.74,70.2,69.0,12218.0
2023-09-12,69.57,69.15,69.65,69.1,12048.0
2023-09-13,69.05,68.42,69.37,68.07,13415.0
2023-09-14,68.5,68.58,68.9,68.01,10855.0
2023-09-15,69.33,68.78,69.33,68.49,10231.0
2023-09-18,68.41,68.73,69.05,68.2,7351.0
2023-09-19,68.79,68.93,69.04,68.6,8178.0
2023-09-20,68.93,69.12,69.8,68.8,12650.0
2023-09-21,69.0,67.91,69.17,67.91,11828.0
2023-09-22,67.78,70.5,70.88,67.6,29282.0
2023-09-25,70.15,69.05,70.41,69.01,14172.0
2023-09-26,69.66,70.45,71.35,68.45,26817.0
2023-09-27,70.05,69.88,70.6,69.81,11755.0
2023-09-28,69.95,70.81,70.87,69.95,17402.0
2023-10-09,70.61,71.02,71.24,69.7,17285.0
2023-10-10,71.0,70.15,71.35,69.97,11035.0
2023-10-11,70.1,74.6,77.17,69.79,88327.0
2023-10-12,76.09,75.81,78.58,75.4,93650.0
2023-10-13,75.81,76.87,78.9,75.22,70188.0
2023-10-16,78.09,74.55,78.4,73.59,43442.0
2023-10-17,74.79,73.04,75.01,72.5,29446.0
2023-10-18,74.15,71.85,74.16,71.8,21953.0
