date,open,close,high,low,amount
2022-01-04,39.72,39.3,39.89,38.96,42870.64
2022-01-05,39.29,39.13,40.14,38.69,50692.8
2022-01-06,38.85,39.3,39.41,38.5,37601.63
2022-01-07,39.25,37.93,39.73,37.85,51532.05
2022-01-10,37.83,39.98,40.33,37.67,80730.33
2022-01-11,39.81,39.33,40.29,39.25,38680.24
2022-01-12,39.33,39.32,39.65,38.77,30576.7
2022-01-13,39.35,38.7,39.93,38.65,38228.75
2022-01-14,38.38,38.36,39.03,38.16,31019.02
2022-01-17,37.59,39.33,39.47,37.59,38782.97
2022-01-18,39.34,38.91,40.65,38.8,58140.58
2022-01-19,39.08,39.34,39.88,38.76,43564.34
2022-01-20,39.43,38.6,39.87,38.05,62455.67
2022-01-21,38.78,42.16,42.62,38.15,125931.59
2022-01-24,42.02,41.63,43.29,41.26,94107.98
2022-01-25,40.96,39.09,41.61,39.06,77210.0
2022-01-26,39.96,39.65,40.5,38.16,59955.98
2022-01-27,39.15,37.97,40.31,37.92,60277.39
2022-01-28,38.55,38.23,38.98,37.59,36365.92
2022-02-07,39.65,41.36,42.03,38.88,88439.17
2022-02-08,41.15,46.22,46.67,40.95,150942.06
2022-02-09,46.15,46.57,47.5,45.2,111865.52
2022-02-10,47.05,46.75,47.15,45.84,77427.92
2022-02-11,46.45,42.82,50.61,41.05,224044.76
2022-02-14,41.18,41.73,43.54,40.81,106134.68
2022-02-15,41.29,43.82,44.64,40.85,110668.93
2022-02-16,43.82,43.15,44.65,43.0,68921.04
2022-02-17,42.25,41.19,42.65,41.1,76714.31
2022-02-18,41.06,41.92,42.45,40.55,58641.25
2022-02-21,41.7,43.12,43.45,41.61,61235.72
2022-02-22,42.2,43.42,44.35,41.98,71531.21
2022-02-23,43.43,43.51,44.35,43.05,61900.38
2022-02-24,43.18,43.1,45.33,42.05,111263.5
2022-02-25,43.14,43.55,44.43,42.78,63912.05
2022-02-28,43.97,42.37,44.02,41.9,58377.28
2022-03-01,42.36,42.51,43.06,41.87,36494.23
2022-03-02,41.9,42.23,42.41,41.81,28046.81
2022-03-03,42.28,42.45,42.65,42.05,27974.94
2022-03-04,42.15,42.3,42.93,42.07,33658.0
2022-03-07,42.14,40.69,42.53,40.45,51014.53
2022-03-08,40.93,38.88,41.03,38.83,50408.96
2022-03-09,39.15,36.92,39.49,35.13,80400.71
2022-03-10,37.76,37.22,38.15,37.17,43845.37
2022-03-11,36.45,38.08,38.49,35.83,59726.72
2022-03-14,37.19,36.83,38.29,36.82,45052.97
2022-03-15,36.99,34.9,37.91,34.9,67656.84
2022-03-16,35.88,37.9,38.0,34.65,86108.13
2022-03-17,45.45,42.13,45.45,41.88,296744.31
2022-03-18,42.3,42.4,43.95,40.85,204166.87
2022-03-21,41.66,40.65,42.65,40.43,149621.21
2022-03-22,40.45,40.45,41.53,40.15,87890.6
2022-03-23,40.47,39.99,40.88,39.75,60655.03
2022-03-24,39.4,39.21,39.75,38.77,50794.91
2022-03-25,39.24,38.3,39.85,38.2,64916.85
2022-03-28,37.86,37.45,38.73,37.14,67812.57
2022-03-29,38.07,37.06,38.26,36.77,43871.56
2022-03-30,37.54,40.02,40.67,37.35,128521.72
2022-03-31,39.47,40.85,41.54,39.21,110853.22
2022-04-01,40.35,42.49,43.13,40.15,118533.0
2022-04-06,42.07,42.08,42.83,41.58,64457.0
2022-04-07,41.81,41.53,42.74,41.45,52876.0
2022-04-08,41.65,41.35,42.33,40.71,61441.0
2022-04-11,40.74,39.75,42.14,39.55,72728.0
2022-04-12,39.65,41.75,42.1,39.28,96011.0
2022-04-13,40.81,39.25,41.06,39.2,77705.0
