date,open,close,high,low,amount
2022-01-04,43.02,43.02,43.36,42.56,8181.0
2022-01-05,43.66,42.89,44.11,42.71,11944.0
2022-01-06,43.18,43.16,43.5,42.71,7117.0
2022-01-07,43.17,43.01,43.55,42.66,11639.85
2022-01-10,43.12,43.04,43.68,42.71,8446.0
2022-01-11,43.26,42.99,43.51,42.66,7496.0
2022-01-12,42.78,45.1,45.38,42.77,19466.0
2022-01-13,45.1,45.4,45.64,43.96,13281.0
2022-01-14,45.4,45.7,45.96,44.78,7280.0
2022-01-17,45.86,44.15,45.89,43.72,17738.65
2022-01-18,43.96,45.92,47.16,43.67,29406.67
2022-01-19,46.16,44.56,46.16,44.37,17452.0
2022-01-20,44.47,43.01,44.86,42.86,10302.0
2022-01-21,43.08,43.05,43.38,42.36,4705.0
2022-01-24,42.96,42.35,43.65,42.16,6776.0
2022-01-25,42.17,41.44,42.54,41.36,7542.0
2022-01-26,41.95,41.84,42.46,41.51,4391.0
2022-01-27,41.62,41.21,42.11,41.12,4922.0
2022-01-28,41.26,41.77,42.35,40.52,5217.0
2022-02-07,42.11,42.06,42.76,41.51,5652.0
2022-02-08,41.99,41.88,42.75,41.67,4419.0
2022-02-09,41.66,42.27,42.66,41.66,3912.46
2022-02-10,42.15,42.11,42.41,41.81,2974.0
2022-02-11,42.12,41.94,42.16,41.56,4087.0
2022-02-14,42.13,41.23,42.36,40.94,5507.26
2022-02-15,41.15,41.06,41.37,40.71,5214.0
2022-02-16,41.06,41.26,41.44,40.81,2793.0
2022-02-17,41.26,41.98,42.36,41.08,4639.0
2022-02-18,42.25,41.98,42.36,41.36,3881.45
2022-02-21,43.04,44.0,44.56,42.27,18452.59
2022-02-22,44.05,49.12,52.77,43.06,54731.04
2022-02-23,48.16,47.57,50.15,46.54,40396.96
2022-02-24,47.16,44.29,47.53,43.46,33377.5
2022-02-25,44.36,45.31,45.95,43.85,14625.0
2022-02-28,45.66,45.41,45.92,44.67,8774.96
2022-03-01,45.41,45.35,45.86,44.86,6139.0
2022-03-02,45.26,45.12,45.51,44.36,8635.0
2022-03-03,45.12,45.66,45.76,44.74,10024.02
2022-03-04,45.26,44.79,45.56,44.16,8438.96
2022-03-07,44.31,43.91,45.09,43.16,6466.0
2022-03-08,43.51,42.06,43.84,41.75,5721.0
2022-03-09,41.85,41.24,42.09,39.44,7204.09
2022-03-10,41.57,42.54,43.14,41.57,5029.98
2022-03-11,42.46,43.28,43.51,41.76,6404.0
2022-03-14,43.16,41.33,43.16,41.33,8366.0
