date,open,close,high,low,amount
2022-01-04,1319.88,1230.24,1326.99,1218.18,329968.79
2022-01-05,1227.99,1193.79,1233.48,1183.89,211289.14
2022-01-06,1174.53,1209.18,1223.13,1166.69,220641.86
2022-01-07,1201.08,1163.64,1209.09,1144.02,273937.78
2022-01-10,1169.58,1174.62,1205.04,1160.58,207738.01
2022-01-11,1174.08,1157.43,1189.83,1144.11,188190.48
2022-01-12,1179.39,1196.22,1205.58,1172.28,272565.45
2022-01-13,1208.91,1157.61,1209.9,1145.28,239162.71
2022-01-14,1142.58,1170.75,1177.68,1141.23,173938.8
2022-01-17,1165.62,1160.49,1178.58,1144.02,160107.67
2022-01-18,1155.99,1177.94,1185.42,1145.37,185199.59
2022-01-19,1172.28,1120.8,1175.88,1102.89,288731.92
2022-01-20,1113.24,1106.58,1134.93,1102.17,216731.02
2022-01-21,1101.72,1116.56,1137.63,1086.06,204528.67
2022-01-24,1129.08,1226.91,1226.91,1116.75,484452.31
2022-01-25,1245.63,1255.17,1284.33,1228.98,574848.77
2022-01-26,1272.18,1261.92,1296.12,1248.42,303051.14
2022-01-27,1289.1,1238.88,1291.08,1235.46,253800.91
2022-01-28,1248.87,1218.63,1256.88,1205.58,245991.15
2022-02-07,1255.08,1218.09,1272.0,1208.28,240513.19
2022-02-08,1207.19,1149.42,1210.08,1111.17,331668.9
2022-02-09,1147.17,1183.08,1187.4,1117.02,236138.63
2022-02-10,1181.01,1192.98,1196.58,1149.51,235306.4
2022-02-11,1192.98,1210.17,1258.31,1169.76,345631.74
2022-02-14,1201.98,1241.58,1264.98,1187.04,270461.15
2022-02-15,1244.28,1260.75,1264.08,1214.58,250353.73
2022-02-16,1282.08,1271.55,1306.19,1260.39,276023.53
2022-02-17,1288.65,1355.43,1378.56,1264.44,475842.14
2022-02-18,1336.71,1326.27,1355.16,1315.56,269475.21
2022-02-21,1328.52,1323.93,1343.28,1309.17,194994.84
2022-02-22,1363.08,1369.47,1383.96,1346.25,351490.45
2022-02-23,1356.87,1380.0,1392.06,1354.08,252293.24
2022-02-24,1360.38,1335.99,1387.92,1309.35,308576.8
2022-02-25,1363.08,1360.65,1381.98,1343.46,200345.83
2022-02-28,1354.08,1375.77,1390.89,1345.17,206182.12
2022-03-01,1381.08,1327.08,1383.69,1303.14,342384.6
2022-03-02,1328.06,1333.83,1343.1,1301.06,197457.6
2022-03-03,1341.39,1305.66,1341.48,1303.05,154867.42
2022-03-04,1315.83,1286.13,1325.1,1278.48,202349.06
2022-03-07,1273.08,1243.19,1289.73,1233.3,221839.42
2022-03-08,1246.08,1129.08,1254.63,1127.28,416237.02
2022-03-09,1145.81,1132.5,1149.51,1074.9,301298.28
2022-03-10,1188.3,1167.69,1192.08,1147.08,282414.78
2022-03-11,1138.08,1160.13,1165.53,1123.23,190058.87
2022-03-14,1142.58,1133.58,1167.69,1126.19,194827.41
2022-03-15,1132.59,1142.58,1182.72,1112.88,361124.36
2022-03-16,1165.08,1176.78,1191.0,1118.73,374134.15
2022-03-17,1192.08,1162.92,1202.16,1156.17,339764.11
2022-03-18,1152.75,1156.17,1162.38,1126.92,198559.89
2022-03-21,1150.31,1182.9,1204.94,1138.98,250664.16
2022-03-22,1182.18,1183.17,1217.28,1169.58,195338.59
2022-03-23,1193.69,1178.4,1193.88,1160.58,176526.37
2022-03-24,1178.4,1180.38,1193.88,1147.26,175550.3
2022-03-25,1182.99,1168.23,1202.79,1156.44,199600.82
2022-03-28,1151.58,1124.31,1164.72,1109.28,185271.0
2022-03-29,1131.42,1131.96,1149.15,1111.35,158360.58
2022-03-30,1137.99,1180.02,1191.36,1133.58,244581.01
2022-03-31,1190.73,1143.93,1197.3,1125.75,252472.68
2022-04-01,1133.58,1169.85,1191.0,1133.58,214934.0
2022-04-06,1187.58,1154.37,1187.58,1142.67,194625.0
2022-04-07,1138.08,1161.93,1183.62,1125.93,237037.0
2022-04-08,1162.02,1126.19,1166.97,1117.11,220131.0
2022-04-11,1109.46,1021.08,1109.46,1020.99,389927.0
2022-04-12,1024.05,1039.62,1041.33,1021.44,180446.0
2022-04-13,1030.35,1061.58,1090.38,1029.81,262456.0
2022-04-14,1072.38,1067.88,1093.17,1064.28,137310.0
2022-04-15,1052.58,1043.58,1062.48,1028.28,179244.0
2022-04-18,1038.9,1050.6,1050.78,988.5,200948.0
2022-04-19,1050.6,1040.43,1059.33,1035.3,117387.0
2022-04-20,1052.58,998.58,1056.63,995.16,164396.0
2022-04-21,985.08,949.44,1008.21,945.93,229753.0
2022-04-22,936.57,925.86,950.88,918.57,194513.0
2022-04-25,904.71,842.97,912.18,841.98,307543.0
2022-04-26,850.17,843.24,866.1,836.31,240788.0
2022-04-27,841.08,926.22,926.22,822.18,340855.0
2022-04-28,949.08,965.73,997.23,932.97,470776.0
2022-04-29,965.82,1009.11,1017.48,950.34,383670.0
2022-05-05,994.08,989.4,1007.58,971.58,290945.0
2022-05-06,944.58,949.89,971.94,944.58,181535.0
2022-05-09,932.16,940.35,953.4,931.26,127576.0
2022-05-10,923.88,974.73,974.73,919.47,235595.0
2022-05-11,967.08,1010.19,1050.69,960.33,358231.0
2022-05-12,998.58,997.86,1013.88,987.6,174760.0
2022-05-13,1012.35,992.82,1019.64,985.26,144534.0
2022-05-16,1002.99,981.03,1018.2,979.32,157436.0
2022-05-17,986.88,1067.97,1077.87,984.63,446805.0
2022-05-18,1065.0,1070.67,1086.15,1056.09,304722.0
2022-05-19,1056.99,1097.85,1108.02,1047.36,318521.0
2022-05-20,1106.94,1106.76,1125.03,1079.04,261564.0
2022-05-23,1111.08,1136.28,1157.97,1105.59,317848.0
2022-05-24,1124.58,1090.38,1146.99,1087.23,316406.0
2022-05-25,1087.94,1083.99,1103.69,1063.19,202952.0
2022-05-26,1101.9,1103.88,1131.6,1075.62,271902.0
2022-05-27,1128.99,1087.68,1129.98,1081.38,195113.0
2022-05-30,1097.4,1086.15,1109.37,1075.98,167142.0
2022-05-31,1086.15,1084.08,1088.22,1058.16,181603.0
2022-06-01,1076.06,1066.53,1079.31,1039.17,234964.0
2022-06-02,1052.67,1063.19,1068.78,1045.19,220804.0
2022-06-06,1067.43,1154.64,1167.78,1067.43,431822.0
2022-06-07,1155.09,1157.25,1171.02,1143.21,271096.0
