date,open,close,high,low,amount
2022-01-04,2121.76,1909.04,2121.76,1892.13,376489.97
2022-01-05,1908.35,1840.06,1909.04,1811.89,368654.81
2022-01-06,1814.46,1807.63,1844.67,1771.77,256057.89
2022-01-07,1821.28,1804.04,1852.36,1763.41,259010.17
2022-01-10,1798.24,1775.19,1819.58,1754.7,264209.92
2022-01-11,1777.75,1813.94,1817.19,1771.77,327671.66
2022-01-12,1868.23,1865.67,1887.87,1805.92,430263.2
2022-01-13,1857.14,1840.75,1878.99,1772.97,284155.79
2022-01-14,1841.6,1920.3,1926.11,1814.28,275268.41
2022-01-17,1906.65,1877.28,1948.64,1848.26,300684.13
2022-01-18,1863.11,1837.84,1871.82,1815.99,255367.68
2022-01-19,1840.06,1694.61,1840.06,1672.07,532953.3
2022-01-20,1694.61,1638.61,1704.34,1627.0,338513.84
2022-01-21,1672.41,1665.93,1699.39,1631.27,234204.01
2022-01-24,1645.1,1711.85,1728.58,1639.8,272534.92
2022-01-25,1694.95,1673.95,1742.75,1673.95,182821.16
2022-01-26,1686.41,1695.29,1715.44,1674.29,224402.74
2022-01-27,1692.9,1631.78,1707.41,1631.61,184670.03
2022-01-28,1643.73,1597.12,1669.34,1592.51,207464.52
2022-02-07,1652.27,1614.71,1701.09,1603.78,211773.1
2022-02-08,1626.83,1531.05,1632.63,1490.08,340405.38
2022-02-09,1549.15,1563.15,1576.12,1487.69,273172.13
2022-02-10,1583.47,1470.79,1586.37,1447.06,371611.29
2022-02-11,1450.81,1445.35,1509.71,1423.67,325741.45
2022-02-14,1425.2,1430.33,1467.71,1406.6,287156.99
2022-02-15,1455.93,1501.35,1515.52,1432.03,330131.53
2022-02-16,1513.81,1475.06,1517.4,1462.93,231557.38
2022-02-17,1493.15,1521.32,1579.54,1450.47,548680.61
2022-02-18,1490.42,1460.54,1498.62,1445.35,361675.33
2022-02-21,1458.32,1470.45,1496.91,1448.76,265639.09
2022-02-22,1455.59,1467.03,1481.54,1416.33,359866.71
