date,open,close,high,low,amount
2022-01-04,615.34,617.25,619.84,604.67,61452.88
2022-01-05,624.33,631.8,635.39,617.93,87373.9
2022-01-06,637.87,636.85,639.21,625.45,71711.61
2022-01-07,639.1,635.51,644.32,633.93,50324.37
2022-01-10,637.02,625.29,639.16,618.27,50917.75
2022-01-11,622.59,614.78,631.91,614.73,49944.72
2022-01-12,619.67,625.0,628.26,606.02,47543.99
2022-01-13,630.28,614.28,630.34,612.54,34792.18
2022-01-14,614.28,599.73,617.03,599.73,47101.29
2022-01-17,599.9,598.72,604.28,588.28,39840.84
2022-01-18,602.88,604.28,607.2,595.46,34245.33
2022-01-19,604.67,605.63,610.57,600.91,27874.89
2022-01-20,610.29,612.26,617.03,605.63,41235.7
2022-01-21,609.45,622.65,622.65,605.8,39022.51
2022-01-24,621.41,601.92,621.41,600.07,35748.35
2022-01-25,601.7,588.5,608.04,587.26,39120.61
2022-01-26,589.51,581.09,593.95,572.55,47376.9
2022-01-27,570.98,561.21,577.72,561.04,46413.06
2022-01-28,561.99,563.45,592.04,561.99,72468.24
2022-02-07,571.09,556.38,574.24,556.15,71254.3
2022-02-08,556.38,558.06,560.76,544.19,56311.85
2022-02-09,558.57,559.91,562.55,555.25,39798.21
2022-02-10,562.11,559.24,562.11,548.51,46335.39
2022-02-11,558.57,554.07,558.57,549.92,38686.14
2022-02-14,546.83,560.87,560.87,544.02,47785.47
2022-02-15,560.87,568.45,572.66,558.62,39575.0
2022-02-16,568.4,568.06,572.1,558.62,33178.42
2022-02-17,568.11,566.04,570.98,562.84,22735.65
2022-02-18,561.04,571.43,572.66,556.94,29556.07
2022-02-21,572.1,580.3,583.28,567.72,46151.87
2022-02-22,578.28,565.36,578.28,561.49,39056.72
2022-02-23,561.88,565.42,567.61,555.31,36929.96
2022-02-24,559.75,558.34,569.29,555.25,40597.87
2022-02-25,557.78,568.9,580.41,556.66,52495.87
2022-02-28,569.18,577.72,577.72,561.99,45206.01
2022-03-01,577.16,592.88,595.13,575.7,65119.41
2022-03-02,592.88,588.95,597.37,587.1,38563.36
2022-03-03,589.62,591.08,596.7,586.09,30211.7
2022-03-04,590.97,595.58,597.32,583.39,39912.03
2022-03-07,595.58,571.15,597.32,569.29,57852.28
2022-03-08,577.72,544.02,580.53,542.34,79418.3
2022-03-09,544.02,529.87,548.85,513.25,80710.67
2022-03-10,543.52,534.92,545.71,531.83,47136.4
2022-03-11,534.98,544.02,545.26,521.73,48938.67
2022-03-14,538.41,520.43,540.93,520.43,57706.06
2022-03-15,519.76,509.48,525.77,499.66,60905.94
2022-03-16,514.76,519.03,521.56,499.71,58445.15
2022-03-17,527.17,543.74,545.09,520.04,65112.33
2022-03-18,543.74,538.63,547.22,534.36,166344.06
2022-03-21,541.21,524.08,541.38,520.88,57773.07
2022-03-22,524.48,525.32,527.68,518.75,27329.9
2022-03-23,532.85,526.61,535.32,524.93,34695.36
2022-03-24,525.94,527.17,527.96,517.51,33890.82
2022-03-25,527.17,516.39,535.49,516.39,54636.9
2022-03-28,507.52,504.71,509.03,494.6,75918.96
2022-03-29,499.09,496.0,502.41,495.11,39366.5
2022-03-30,496.06,516.95,517.06,493.37,66348.06
2022-03-31,516.5,512.68,524.2,510.33,35340.49
2022-04-01,513.7,518.24,526.44,504.71,38739.0
2022-04-06,507.12,510.33,514.09,500.22,52111.0
2022-04-07,505.83,505.1,513.64,501.96,29647.0
2022-04-08,503.7,500.78,507.41,499.37,28053.0
2022-04-11,500.78,493.48,504.04,487.97,38635.0
2022-04-12,498.42,505.89,507.57,492.8,45102.0
2022-04-13,493.48,505.61,507.01,493.48,27552.0
2022-04-14,505.61,532.17,532.23,502.24,76657.0
2022-04-15,529.98,529.2,537.23,523.97,40859.0
2022-04-18,527.17,529.93,536.5,521.22,30542.0
2022-04-19,529.7,519.7,532.12,516.5,38793.0
