date,open,close,high,low,amount
2022-01-04,230.7,232.14,232.14,229.98,631958.94
2022-01-05,231.78,232.14,233.94,230.7,693121.15
2022-01-06,232.14,235.38,236.1,231.06,804957.49
2022-01-07,236.46,238.26,241.5,235.38,1608084.98
2022-01-10,239.7,238.98,240.78,236.82,766691.84
2022-01-11,239.34,237.54,240.78,236.82,602253.13
2022-01-12,237.54,236.1,238.26,234.3,621745.28
2022-01-13,235.38,235.02,237.9,234.3,513713.94
2022-01-14,234.66,231.78,235.02,231.42,660885.65
2022-01-17,231.06,232.14,232.5,230.7,376874.19
2022-01-18,232.14,233.58,234.3,231.06,507080.31
2022-01-19,233.58,235.74,237.9,233.22,811232.19
2022-01-20,234.66,235.02,235.74,232.5,479230.78
2022-01-21,233.94,231.42,234.3,231.06,483579.3
2022-01-24,230.7,227.46,231.06,226.02,577636.25
2022-01-25,227.1,219.18,227.82,218.82,891180.34
2022-01-26,222.06,219.9,223.5,218.46,615039.25
2022-01-27,220.26,216.3,220.26,215.59,565512.35
2022-01-28,217.02,217.74,218.82,215.59,386680.8
2022-02-07,219.9,222.78,223.86,219.9,511493.44
2022-02-08,223.5,226.38,227.46,223.5,514169.96
2022-02-09,227.1,226.38,227.46,224.94,418610.37
2022-02-10,226.02,227.46,228.54,224.94,409380.0
2022-02-11,226.38,224.94,227.82,223.86,555996.64
2022-02-14,223.5,221.34,225.3,220.26,459531.89
2022-02-15,220.98,221.34,222.42,220.26,301126.2
2022-02-16,222.42,222.78,224.22,221.7,323236.0
2022-02-17,222.78,220.62,223.14,220.26,420864.77
2022-02-18,219.18,221.34,221.7,218.1,513576.87
2022-02-21,220.98,220.98,220.98,218.82,474752.74
2022-02-22,219.9,216.66,219.9,216.3,661350.19
2022-02-23,217.02,219.9,220.26,217.02,497150.28
2022-02-24,219.54,214.87,219.54,213.43,723255.27
2022-02-25,215.59,215.23,217.02,214.51,348431.68
2022-02-28,215.59,213.79,215.59,211.99,392766.9
2022-03-01,213.43,215.23,215.59,213.07,339325.72
2022-03-02,214.51,215.95,216.3,213.79,277136.71
2022-03-03,216.3,218.1,218.1,215.23,365671.06
2022-03-04,217.02,215.95,217.38,214.51,303157.67
2022-03-07,215.23,212.71,215.59,211.99,390931.76
2022-03-08,212.35,205.87,213.79,205.15,520917.54
2022-03-09,206.23,199.39,206.95,192.91,602817.39
2022-03-10,202.63,200.83,204.07,200.47,368746.21
2022-03-11,198.67,203.71,204.79,195.43,471306.45
2022-03-14,205.51,202.27,207.67,201.91,456120.82
2022-03-15,201.91,192.91,202.27,192.91,589432.78
2022-03-16,196.51,197.59,198.67,190.75,562947.9
2022-03-17,199.75,199.03,201.19,198.31,525287.33
2022-03-18,198.31,200.47,201.19,196.87,377754.18
2022-03-21,200.83,199.39,201.55,198.31,341900.43
2022-03-22,198.67,201.19,203.71,198.31,423779.84
2022-03-23,201.19,200.83,201.91,200.11,308183.16
2022-03-24,199.75,199.39,200.11,197.95,310352.98
2022-03-25,197.95,197.59,199.39,196.87,284108.09
2022-03-28,197.59,197.95,198.31,193.63,319209.74
2022-03-29,197.95,196.87,198.31,195.79,203915.55
2022-03-30,196.87,200.11,200.83,196.15,428330.1
2022-03-31,199.39,200.11,202.27,199.03,444145.94
2022-04-01,199.39,200.83,200.83,198.31,316812.0
2022-04-06,199.39,209.47,211.63,199.03,1020840.0
2022-04-07,207.31,206.23,209.83,205.51,585662.0
2022-04-08,208.39,214.87,217.38,207.67,1466223.0
2022-04-11,213.79,211.27,215.95,209.83,862405.0
2022-04-12,210.91,213.07,213.79,209.11,589667.0
2022-04-13,211.99,208.03,211.99,207.67,457085.0
2022-04-14,208.75,210.19,211.99,207.67,446349.0
2022-04-15,209.11,210.19,213.07,208.75,461428.0
2022-04-18,209.47,209.83,210.19,206.59,330971.0
2022-04-19,209.11,207.31,211.63,206.23,417873.0
2022-04-20,207.67,203.35,207.67,202.27,404355.0
2022-04-21,202.63,198.67,202.63,197.23,449333.0
2022-04-22,197.95,200.47,201.91,195.79,390969.0
2022-04-25,198.31,191.83,199.39,191.83,600265.0
2022-04-26,191.11,185.35,192.91,183.91,514182.0
2022-04-27,185.35,191.11,191.47,183.91,593227.0
2022-04-28,189.31,189.67,191.11,186.07,403970.0
2022-04-29,190.39,193.27,193.63,188.59,475693.0
2022-05-05,193.99,195.43,196.87,193.27,469629.0
2022-05-06,191.11,190.75,193.63,190.39,408391.0
2022-05-09,190.75,190.75,192.19,189.67,234090.0
2022-05-10,188.95,192.55,192.91,188.23,343432.0
2022-05-11,192.91,192.19,195.79,191.83,419257.0
2022-05-12,192.91,193.27,194.71,192.19,352069.0
2022-05-13,192.91,196.51,198.67,192.91,589506.0
2022-05-16,198.31,197.59,201.91,196.87,443102.0
2022-05-17,199.03,197.95,199.75,196.87,290817.0
2022-05-18,198.67,198.31,199.03,197.59,272546.0
2022-05-19,196.15,197.59,197.59,195.79,310282.0
2022-05-20,201.19,201.55,202.63,200.11,507226.0
2022-05-23,201.19,200.11,202.27,199.39,320964.0
2022-05-24,201.91,201.19,206.95,200.83,760946.0
2022-05-25,201.19,204.43,204.43,200.47,492468.0
2022-05-26,205.51,215.59,215.95,204.43,1467203.0
2022-05-30,214.51,209.11,214.51,205.87,933884.0
2022-05-31,208.03,205.15,209.11,204.43,739506.0
2022-06-01,204.79,205.15,205.87,203.71,402174.0
2022-06-02,204.43,205.87,206.23,203.71,374101.0
2022-06-06,205.87,206.59,206.59,204.07,436552.0
2022-06-07,206.95,205.51,208.39,204.79,448493.0
2022-06-08,205.51,204.43,205.87,201.19,501584.0
2022-06-09,204.79,203.35,205.51,202.27,298524.0
2022-06-10,201.91,204.43,204.43,201.55,320047.0
