日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.1366,0.13,0.13,,3.3548,3.2432,0.1857,0.665,1.41,,3.3526,43.9684,3.4281,21.9225,18.5202,55.9372,13.719,13.6601,4.0718,3.3526,44.0628,25.2448,-1.9954,246.7671,,,286659010.22,4.13,4.15,,25.5358,40.2369,21.3932,21.9042,4.5053,19.9765,34.741,2.5906,,0.2499,360.1441,0.4974,180.9409,0.3037,2.9012,2.6023,126.6098,-276804.1329,,82.3388,,,21.4494,,,,59.4783,21.3605,,,17.6612,2667829673.49,0.1865,0.0456,1.3596,0.2581,25.9174,,,,,,,,,,,,,,,,,,
2015-06-30,0.2144,0.2057,0.2057,0.2125,2.2818,2.1863,0.2169,0.118,0.9562,,7.52,46.5009,7.8728,23.25,19.3836,53.3871,14.4881,87.1496,38.1932,30.5616,46.6129,26.7863,-2.4143,249.1158,,,676172878.54,9.41,9.56,208689655.79,30.2703,46.3875,19.067,21.6336,8.213,21.9165,34.4353,5.2272,2.4638,0.5434,331.2477,1.083,166.205,0.6702,2.555,2.2758,103.7483,-201283.0598,,80.0185,,370.274,24.9712,,,48.3976,61.393,24.884,,21.6106,19.9815,2801497478.3,0.1465,0.0761,1.0114,0.3807,38.1988,,,,,,,,6295048.72,2112018.72,655420.51,,4139831.17,1566212.3,,,12824609.76,9432035.44,5539307.19
2015-09-30,0.3783,0.3645,0.3645,,2.4787,2.3709,0.4467,0.1467,1.1124,,12.1928,47.8287,13.2927,24.3488,20.3993,52.0744,15.2606,37.8307,15.2624,12.1928,47.9256,27.4474,-3.2259,246.7146,,,1167886035.36,15.35,16.35,,32.8261,44.4771,20.4215,22.1979,13.6921,19.7194,33.7538,7.9991,,0.871,309.9885,1.7663,152.8619,1.0759,2.4559,2.1676,113.7961,-29660.8713,,79.8878,,,25.1756,,,,63.5443,25.0956,,,20.1122,3056207300.53,0.1802,0.144,1.1807,0.7158,71.8064,,,,,,,,,,,,,,,,,,
2015-12-31,0.443,0.43,0.44,0.47,2.5358,2.4305,0.5298,0.1537,1.149,,13.4059,46.4834,15.0362,21.4837,18.9751,53.4076,13.7915,118.2407,46.6282,35.7835,,27.3803,-7.3827,267.4586,,,1471470035.09,17.87,19.66,459991801.07,31.7867,39.5346,19.1586,27.6892,17.961,20.0434,33.6141,10.7098,5.1851,1.0903,330.1844,2.3157,155.4606,1.3774,2.5437,2.2427,124.3976,-13205.004,0.1947,76.7422,5.3491,386.817,30.3064,66.6824,6.516,46.994,71.3303,30.1553,429.8088,19.8394,23.2578,3256625248.1,0.165,0.1603,1.196,0.6894,90.1154,,,,,,,,5077456.02,3053753.84,889751.13,,1607828.86,1671769.15,,,34164125.19,14921218.92,5948668.76
2016-03-31,0.1276,0.12,0.12,,2.6619,2.5572,0.1379,0.1608,1.2688,,3.7145,45.4193,3.7877,20.8815,17.8784,54.5124,13.7508,12.7614,4.7941,3.7145,45.4876,27.6943,-1.5114,264.3693,0.0072,,415629820.17,4.71,4.79,120461136.68,40.3593,40.6848,19.4881,26.9792,3.9983,22.5096,32.4511,2.7734,,0.2755,326.6788,0.646,139.3189,0.3572,2.323,2.0063,92.9835,7287.1465,0.225,77.4812,5.1423,,29.0635,72.4726,6.2238,,77.2824,28.9271,443.8834,,22.5188,3387587567.1,0.1486,0.0401,1.0808,0.1783,23.2461,,,,,,,,,,,,,,,,,,
2016-06-30,0.2787,0.2722,0.2737,0.2724,2.8163,2.6904,0.3181,0.4361,1.3952,,7.1206,46.5286,7.7992,22.336,18.6195,53.3627,14.6246,105.0487,37.3003,26.8353,46.6373,27.9739,-0.1261,255.77,,,893191510.39,10.07,10.68,271463616.78,32.0164,33.2603,26.5334,40.7348,7.9462,22.6523,33.0755,5.4421,2.9356,0.5333,337.5211,1.2344,145.8198,0.7196,1.7626,1.545,86.3933,7874.7923,0.246,71.9439,4.4183,428.6507,38.9972,76.6031,5.786,45.985,81.3076,38.8711,356.0463,16.7838,28.0561,3942682037.18,0.1669,0.0813,1.1414,0.2897,34.5149,,,,,,,,10508884.68,3462384.27,2629361.31,,2225926.68,1317385.12,,,34435851.26,8792951.45,10134068.24
2016-09-30,0.4738,0.4676,0.4696,,2.7428,2.6149,0.5367,0.4624,1.2924,,12.3151,47.2454,13.3989,23.9263,19.7379,52.6523,15.5205,47.3818,17.275,12.3151,47.3477,27.4554,-1.461,246.1819,,,1456466271.22,17.74,18.71,472818725.78,26.2492,28.3987,13.4393,27.1233,12.9142,20.9072,32.0673,8.4198,,0.8633,312.7534,2.0752,130.1079,1.1702,1.5953,1.3703,61.0919,8422.1962,0.3118,71.2883,4.4837,,40.2754,81.1209,5.9174,,86.223,40.1716,347.6663,,28.7117,3885152237.26,0.1758,0.1395,1.1328,0.4859,57.7549,,,,,,,,,,,,,,,,,,
2016-12-31,0.5613,0.56,0.56,0.55,2.907,2.7527,0.6682,0.524,1.3381,,13.9479,45.9465,15.4894,20.6884,17.5108,53.8898,14.1764,136.997,47.126,34.0416,,28.6194,0.7168,268.6347,,,1838044862.06,20.04,21.84,546758936.48,26.3718,29.8982,17.5188,24.8511,16.116,22.338,31.8294,11.3103,5.6535,1.0926,329.4893,2.6011,138.403,1.4718,1.7015,1.4819,82.4189,12766.0494,0.2817,72.2353,4.576,381.8827,38.4365,78.8958,5.9575,48.4899,83.8938,38.3897,358.5125,18.9156,27.7647,4065932526.65,0.1688,0.166,1.1904,0.598,71.7074,,,,,,,,15078736.37,1663599.98,2908887.65,,3755097.23,523198.15,,,45695728.18,15918063.44,9567842.49
2017-03-31,0.1601,0.15,0.15,,3.1111,2.9201,0.1572,0.5385,1.4898,,3.506,43.8584,3.73,20.4847,17.5341,55.9435,13.5296,16.0106,5.1462,3.506,44.0565,26.7481,2.5409,258.2983,0.038,,525187832.85,5.27,5.7,150917717.69,30.8568,28.7522,19.9424,36.4082,3.8019,23.6724,28.9389,3.11,,0.2757,326.4418,0.768,117.1875,0.3936,1.1796,1.0054,49.0906,10660.2613,0.7996,68.1285,3.9962,,46.7815,93.1453,5.5406,,98.6089,46.7025,312.6961,,31.8715,4620948592.7,0.1328,0.0344,0.9816,0.108,12.3697,,,,,,,,,,,,,,,,,,
2017-06-30,0.2576,0.2383,0.2385,0.2402,2.17,2.0264,0.2752,0.3794,0.6746,,7.6633,46.7511,8.5361,23.1328,19.3739,53.0439,15.1223,87.4051,40.2781,26.0061,46.9561,27.3005,-1.8772,250.8999,,,1210879098.17,11.75,12.19,364581082.29,34.9227,39.5145,16.3408,29.634,7.2572,24.803,31.3033,5.7502,3.2139,0.5645,318.8663,1.5613,115.2885,0.8305,1.1382,0.9583,43.4831,8327.0553,1.4457,64.5665,5.8914,391.6121,54.8792,94.2825,8.3616,47.3364,102.8853,54.8068,280.1789,16.4874,35.4335,5111055595.99,0.1616,0.0819,1.0685,0.2311,27.7614,,,,,,,,20736396.9,6358431.5,3405040.86,,8705486.11,3638294.25,,,46663959.68,15690204.87,11946931.14
