日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.2089,0.21,0.21,,4.5489,4.52,1.4542,0.427,2.031,,0.348,,0.3545,199.0011,,,,20.891,4.5925,0.348,53.2054,,4.428,-11.1112,,,-10780000000,4.61,4.8375,73858000000.0,,1.3558,18.9549,8.4215,,,,,,,,,,,,,,,,7.5772,,,1219.7533,,,,1319.7533,0,,,92.4228,21396633000000,,0.0242,6.961,0.0262,,,,,27408000000,2544829000000.0,,,,,,,,,,,,,
2015-06-30,0.4193,0.42,0.42,0.42,4.5275,4.4,3.041,0.427,1.9829,,0.6666,,0.6946,192.3373,,,,68.6475,15.1623,1.0914,54.2746,,3.8058,-11.1297,,,-21667000000,9.3,9.43,148176000000.0,,0.7043,18.6932,10.41,,,,,,,,,,,,,,,,7.1982,,893.4719,1289.2403,,,65.4736,1389.2403,0,,0.8056,92.8018,22417295000000,,0.0483,7.2534,0.0521,,,,,27577000000,2646489000000.0,,,,,,,,,,,,,
2015-09-30,0.6237,0.62,0.62,,4.7436,4.62,2.1117,0.4266,2.1868,,1.0056,,1.0408,189.7825,,,,62.3701,13.1482,1.0056,55.0626,,3.1726,-11.1063,,,-32266000000,13.2,13.95,220692000000.0,,0.6502,18.0314,9.6966,,,,,,,,,,,,,,,,7.6483,,,1207.4788,,,,1307.4788,0,,,92.3517,22104917000000,,0.034,3.3858,0.0369,,,,,25590000000,2815399000000.0,,,,,,,,,,,,,
2015-12-31,0.7792,0.77,0.77,0.76,5.0519,4.8,3.1755,0.4264,2.1941,,1.2504,,1.2972,164.9996,,,,106.5147,21.0842,1.7093,51.5354,,3.8843,-11.6509,,,-42320000000,15.49,17.1,274467000000.0,,0.519,17.1219,7.7624,,,,,,,,,,,,,,,,8.1069,,917.2843,1133.521,,,65.8258,1233.521,0,,0.8838,91.8931,22209780000000,,0.051,4.0752,0.0555,,,,,24185000000,2870353000000.0,,,,,,,,,,,,,
2016-03-31,0.2102,0.21,0.21,,5.2583,5.0,0.5601,0.4264,2.4035,,0.3273,,0.3322,204.7635,,,,21.0165,3.9968,0.3273,50.2979,,2.4489,-10.3919,,,-10176000000,4.01,4.28,74466000000.0,,0.6003,15.594,6.9483,,,,,,,,,,,,,,,,8.1897,,,1121.0438,,,,1221.0438,0,,,91.8103,22883325000000,,0.0087,2.6649,0.0095,,,,,25213000000,2945719000000.0,,,,,,,,,,,,,
2016-06-30,0.4227,0.42,0.42,0.42,5.2406,4.99,0.8351,0.4264,2.3808,,0.6404,,0.6588,215.779,,,,72.9558,13.9213,1.1053,54.2699,,2.6052,-6.9035,,,-13467000000,8.09,8.415,149495000000.0,,0.8231,15.7495,4.9383,,,,,,,,,,,,,,,,7.9398,,928.1295,1159.4826,,,64.7902,1259.4826,0,,0.8555,92.0602,23524327000000,,0.0127,1.9756,0.0137,,,,,26096000000,3133551000000.0,,,,,,,,,,,,,
2016-09-30,0.627,0.63,0.63,,5.4825,5.21,0.7963,0.4264,2.5843,,0.945,,0.9746,219.8936,,,,62.7004,11.4365,0.945,55.7251,,2.7257,-5.0361,,,-14598000000,11.47,12.3975,221802000000.0,,0.5295,15.5764,6.9738,,,,,,,,,,,,,,,,8.2634,,,1110.1603,,,,1210.1603,0,,,91.7366,23646472000000,,0.012,1.27,0.0131,,,,,28101000000,2937066000000.0,,,,,,,,,,,,,
2016-12-31,0.7831,,,,5.5587,5.29,0.6712,0.4265,2.6393,,1.1563,,1.2044,188.7409,,,,78.3112,14.088,1.1563,53.3096,,3.5741,-4.7674,,,-17319000000,14.1261,,,,0.4991,10.0329,8.6785,,,,,,,,,,,,,,,,8.2079,,,1118.3382,,,,1218.3382,0,,,91.7921,24137265000000,,0.0099,0.8571,0.0108,,,,,30077000000,2973042000000.0,,,,,,,,,,,,,
2017-03-31,0.2133,0.21,0.21,,5.7378,5.46,0.3067,0.4265,2.8513,,0.3053,,0.31,256.9667,,,,21.3316,3.7178,0.3053,51.9209,,2.3199,-1.8614,,,-1839000000,3.73,3.95,75497000000.0,,1.4993,9.1187,8.8344,,,,,,,,,,,,,,,,8.2111,,,1117.8626,,,,1217.8626,0,,,91.7889,24904936000000,,0.0044,1.4377,0.0048,,,,,30830000000,2985395000000.0,,,,,,,,,,,,,
2017-06-30,0.4312,0.43,0.43,0.43,5.6975,5.42,0.9723,0.4265,2.8323,,0.6024,,0.6191,245.6256,,,,77.2537,13.5592,1.0792,53.9449,,2.5054,-1.9888,,,-3908000000,7.58,7.845,152153000000.0,,2.0119,8.7193,8.4581,,,,,,,,,,,,,,,,7.9589,,928.2941,1156.4571,,,64.2625,1256.4571,0,,0.8574,92.0411,25514046000000,,0.0136,2.2549,0.0148,,,,,32220000000,3090298000000.0,,,,,,,,,,,,,
