日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.0596,0.06,0.06,,3.1331,3.1331,-0.0818,1.2692,0.7729,,1.7588,59.4221,1.7582,40.0721,27.1613,40.0438,24.2825,5.9636,1.9034,1.7588,59.9562,29.9641,3.8062,210.2119,,,116748141.41,1.9,1.92,,20.7759,12.0062,2.9602,4.4338,0.5359,167.9418,153.6098,0.5859,,0.0724,1243.0939,0.1225,734.6939,0.0792,19.2335,17.8299,1102.6267,-779.9994,0.0361,92.4034,2.0046,,8.2211,43.8776,2.1234,,44.8295,5.4653,1813.7964,,7.5966,2712516252.49,-0.333,-0.0241,-1.3712,-0.3175,-79.1902,,,,9440797.35,,,,,,,,,,,,,,
2015-06-30,0.1352,0.14,0.14,0.13,3.1099,3.1099,-0.0028,1.2705,0.7484,,4.027,70.2013,4.005,50.2156,32.0669,29.1809,28.1116,26.5917,8.5508,7.9233,70.8191,35.9091,2.2745,212.7602,,,270006801.04,4.35,4.33,105086104.67,1.0827,12.7745,3.2224,3.195,1.0528,170.9726,203.5969,0.8841,1.0915,0.1425,1263.1579,0.2474,727.5667,0.1555,20.1918,18.8187,1120.3387,-902.0039,0.0384,92.6615,2.0252,717.5253,7.9197,47.005,2.1389,76.8222,48.0323,5.1515,1919.4652,12.914,7.3385,2684915304.05,-0.0059,-0.0008,-0.0211,-0.0116,-3.0884,,,,8815331.06,,,385867435.01,34612723.18,13551262.62,16907866.74,,1380010.4,21450.0,,445054.98,943076.8,257102.4,467558.6
2015-09-30,0.2006,0.2,0.2,,3.0522,3.0522,-0.047,1.2718,0.8139,,6.1629,76.1077,6.0352,51.8806,32.8063,23.3258,28.9054,20.0619,6.5729,6.1629,76.6742,41.2403,3.7137,225.2299,,,422582223.97,6.57,6.41,,-3.8044,17.2293,-0.4903,-0.7626,1.5018,179.7843,265.1738,1.0182,,0.2088,1293.1034,0.3712,727.3707,0.2267,17.5501,16.2481,910.0574,-825.8574,,93.7626,,,6.6524,,,,50.4526,3.2022,,,6.2374,2604194693.12,-0.0678,-0.0145,-0.2345,-0.2317,-48.1308,,,,,,,,,,,,,,,,,,
2015-12-31,0.2468,0.25,0.25,0.24,3.0865,3.0865,0.2793,1.26,0.8468,,7.3613,79.449,7.3165,47.6733,30.955,19.8901,27.6963,39.0756,12.66,11.6573,,47.3409,5.0103,245.4681,,,566263172.03,7.99,7.94,188851971.36,-11.012,33.3761,0.4675,-1.2093,2.2721,158.4437,330.8215,1.0882,1.4528,0.2642,1362.6041,0.4785,752.3511,0.2893,10.837,9.9765,644.9977,-735.9539,,92.0794,,396.2231,8.602,,,84.3982,53.5492,5.0801,,23.2393,7.9206,2681630814.62,0.3135,0.0833,1.1319,1.052,178.1343,,,,,,,,30290538.74,10478966.2,18218688.92,,66170.0,57890.5,,,412200.0,667476.8,724661.0
2016-03-31,0.074,0.04,0.04,,3.1605,,-0.0304,1.26,0.9208,,2.1949,92.7614,2.2012,101.2424,46.853,6.8362,41.1907,7.3998,2.3413,2.1949,93.1638,39.9984,2.0303,193.9643,,,133314899.43,2.3413,2.37,58012273.92,-26.8508,24.0839,0.8765,-0.5676,0.4161,216.2942,1001.1123,0.0899,,0.0534,1685.3933,0.1064,845.8647,0.0575,16.0926,14.7666,904.1292,-1474.8578,,93.7455,,,6.6718,,,,53.589,3.2986,,,6.2545,2697119937.16,-0.1694,-0.009,-0.4112,-0.1443,-29.1902,,,,,,,,,,,,,,,,,,
2016-06-30,0.0075,0.01,0.01,0.01,1.563,1.563,-0.0116,0.13,0.3809,,0.4525,90.6834,0.4507,7.7443,5.0333,8.9871,6.5448,9.2202,5.8991,5.5449,91.0129,73.6648,21.677,1411.1326,,,166806766.21,0.48,0.48,9728424.18,-52.1748,-88.8655,0.5182,-0.9085,0.5828,308.8538,1189.6894,0.1513,0.2974,0.0689,2612.4819,0.1428,1260.5042,0.074,16.2889,14.8086,926.0262,-28.5004,,93.9957,,407.4392,6.3879,,,81.9177,57.7107,2.9884,,23.0699,6.0043,2660522146.26,-0.1005,-0.0069,-1.5356,-0.1157,-24.7368,,,,,,,258755716.05,69085623.89,11846748.92,23204141.52,,22754.0,100500.5,,331990.22,136600.0,943076.8,724661.0
2016-09-30,0.0042,0.0042,0.0042,,1.5597,1.5597,-0.0048,0.13,0.3776,,0.257,92.3039,0.2545,1.9144,0.1527,7.2727,2.4745,0.4226,0.2709,0.257,92.7273,80.4809,90.9568,5468.1521,,,252205266.46,0.27,0.27,3472874.5,-50.7902,-95.7872,2.2008,1.0275,0.871,309.9885,1524.5624,0.1771,,0.1029,2623.9067,0.2191,1232.314,0.1101,22.543,20.2292,1226.3272,67.0846,,94.8515,,,5.428,,,,59.9561,2.0171,,,5.1485,2630952920.82,-0.0283,-0.0029,-1.1427,-0.057,-15.3486,,,,,,,,,,,,,,,,,,
2016-12-31,0.0203,,,,1.5758,1.5758,0.0562,0.13,0.3937,,1.2002,90.8606,1.2064,9.4471,6.4933,7.8975,7.2924,2.0325,1.2898,1.2002,92.1025,75.6871,18.9727,1133.8182,,,405190053.8,1.2898,,,-37.4318,-83.5258,2.1071,1.0382,1.4516,248.0022,1085.6454,0.3316,,0.1654,2176.5417,0.3571,1008.121,0.1787,11.3148,10.2765,654.575,-93.6526,,93.0535,,,7.4651,,,,62.3201,3.9899,,,6.9465,2709470600.71,0.2017,0.0332,2.7661,0.4779,89.4219,,,,,,,,65731107.97,18892168.24,23158004.8,,5223154.0,43560.0,,,114826.22,412200.0,1524028.3
2017-03-31,0.0377,0.04,0.04,,1.6135,1.6135,-0.017,0.13,0.4314,,2.2313,93.3977,2.2287,86.2079,41.9233,6.1787,37.1786,3.7698,2.3365,2.2313,93.8213,43.5802,3.0929,215.8919,,,151525623.47,2.34,2.36,57930993.49,12.8856,1.8903,2.102,0.2262,0.5345,168.3817,950.3696,0.0947,,0.0599,1502.5042,0.1446,622.4066,0.0636,30.9357,27.9343,1655.0929,-2395.9958,,95.4999,,,4.7121,,,,61.8741,1.3847,,,4.5001,2703221262.58,-0.1675,-0.0101,-0.4506,-0.2234,-76.0362,,,,,,,,,,,,,,,,,,
2017-06-30,0.1074,0.11,0.11,0.11,1.6732,1.6732,0.0111,0.13,0.4911,,5.3224,91.1008,5.7869,91.3919,44.179,7.7387,38.5905,21.7141,12.9779,10.7639,92.2613,40.3512,1.8483,202.3969,,,405545953.81,6.42,6.6,168263577.15,142.0095,1326.9631,7.0487,21.3177,1.1563,155.6689,787.0573,0.2287,0.6996,0.15,1200.0,0.3312,543.4783,0.1713,3.3367,2.913,170.364,-3034.5417,,82.9402,,411.9594,20.5689,,,78.723,62.6737,17.3508,,20.1331,17.0598,3227685014.43,0.04,0.0055,0.1036,0.0323,3.8298,,,,,,,422131619.2,43634320.21,32375138.12,26439446.08,,4781410.0,5286.0,,851794.42,32050.52,219375.7,1559628.3
