日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.2109,0.2,0.2,,6.352,6.3201,0.901,4.7504,0.4047,,0.6181,-30.4048,1.2194,52.4814,171.0436,105.4005,123.6495,21.0936,3.3208,0.6181,-2.5269,195.5279,39.0091,-17.775,0.0001,,-191608464.06,2.81,3.76,657395362.5,-19.6668,75638.0799,3818.6471,5895.1883,1.509,59.6421,78.7264,1.1432,,0.0099,9090.9091,0.0107,8411.215,0.0523,1.3193,1.3125,57.3932,16401.0046,,18.6133,,,437.2489,,,,40.7348,376.3482,,,81.3867,126066304487.81,5.2818,0.0264,4.2716,0.0324,3.7691,,,,589274.37,,,,,,,,,,,,,,
2015-06-30,0.71,0.8,0.8,0.74,6.9303,6.8961,9.8064,4.7504,0.9017,,1.3608,-34.5703,2.6973,68.3042,262.5592,101.5019,193.499,92.5504,13.3545,1.774,-0.2396,249.8345,33.5497,-13.1664,,,-468571054.54,9.78,11.77,2318950558.52,-31.5626,109202.7257,4165.6383,8733.6218,2.4906,72.2717,70.7742,2.5433,3.79,0.0139,12949.6403,0.0149,12080.5369,0.1034,1.2839,1.2802,64.3881,30905.0519,,13.2837,,5546.0499,652.8,,,36.6987,48.7324,548.3757,,0.2395,86.7163,192727609373.2,26.7272,0.188,13.8126,0.2168,25.8038,,,,660599.23,,,,12256299.37,5358630.61,,,1263543.03,13303.77,,,17766923.54,3455654.21,
2015-09-30,0.9566,1.05,1.05,,7.0467,7.0362,10.202,4.7504,1.1697,,2.1258,-37.3673,4.2076,68.4508,279.3097,98.554,216.1602,95.6571,13.5748,2.1258,1.4737,284.8253,39.263,-12.9301,,,-610867973.06,13.43,15.59,3198707808.02,-47.9214,,4385.2434,7799.5094,3.3158,81.4283,,,,0.0195,13846.1538,0.0217,12442.3963,0.1227,1.3113,1.3113,80.3545,35000.7518,,15.66,,,538.569,,,,65.8203,436.7876,,,84.34,166228981315.09,23.0539,0.2267,10.6652,0.2688,33.1461,,,,55844408.86,,,,,,,,,,,,,,
2015-12-31,1.2642,1.33,1.33,1.29,7.1688,7.1579,2.9408,4.5079,1.2161,,3.3089,-32.6702,6.5372,69.1496,269.1497,98.0288,204.7695,140.2481,19.5636,3.6708,,261.2653,35.836,-11.9932,,,-745114582.54,17.1,19.75,4032555338.29,-51.6473,95500.101,4175.412,8008.1772,10.4585,34.4218,50.0911,7.1869,9.4216,0.0319,11285.2665,0.0374,9625.6684,0.1683,1.3664,1.3658,66.9016,46075.0309,,18.7634,,11488.6912,432.9533,,,31.0967,77.2422,333.5094,,0.1633,81.2366,141140655527.23,4.7633,0.077,2.3262,0.0947,12.3,,,,140059391.65,,,,11931429.28,383246.51,,,5552971.02,2105527.2,,,149903.0,1307795.41,
2016-03-31,0.175,0.18,0.18,,7.1394,7.1285,-1.6977,4.5079,1.3911,,0.5042,-51.7645,0.48,69.1248,361.4845,94.6614,291.5628,17.4961,2.4506,0.5042,6.6423,378.9483,54.7161,-14.1104,0.0,,-114751066.11,2.46,2.45,637610212.16,-64.8235,-17.0547,12.397,1.6784,0.6279,143.3349,19.3266,4.6568,,0.0016,56250.0,0.0019,47368.4211,0.0084,1.3745,1.3741,63.9599,-141593.8709,0.0,20.5755,0.0,,386.0149,71.6978,0.0,,71.6978,301.4396,160.4318,,79.4245,128182204793.25,-28.2913,-0.0489,-9.7033,-0.0616,-7.8886,,,,140803430.21,50375000.0,,,,,,,,,,,,,
2016-06-30,0.3752,0.38,0.38,0.37,7.2927,7.2818,-1.6234,4.5079,1.5914,,1.1252,-59.8623,1.0488,82.668,612.1215,94.1921,461.7702,51.1122,7.0087,1.5329,8.3126,589.1701,51.8339,-9.6675,0.0206,,-179680505.49,5.15,5.2,1370277557.89,-77.855,-47.1527,5.2294,-36.0862,0.9718,185.2233,39.3185,4.578,1.4708,0.0023,78260.8696,0.0027,66666.6667,0.0112,1.3557,1.3549,65.7458,-298556.734,,21.8707,,15165.1151,357.2323,,,26.1331,71.8541,284.2616,,0.1442,78.1293,123179489552.28,-19.9798,-0.0487,-4.3268,-0.0623,-7.831,,,,147570591.66,,,,24195537.93,3251725.09,,,5788728.93,3360841.65,,,4805096.62,5977082.79,
2016-09-30,0.572,0.57,0.57,,7.3188,7.3079,-2.5931,4.5079,1.5752,,1.7082,-42.4959,1.5957,87.9632,647.0057,94.1001,487.5311,57.2011,7.8156,1.7082,7.7441,599.2185,45.4786,-6.5134,0.3724,,-184189017.65,7.83,7.79,2095786132.74,-73.4869,-40.2019,3.862,-25.5841,1.4161,190.6645,38.1458,7.0781,,0.0033,81818.1818,0.0038,71052.6316,0.0162,1.3614,1.3606,54.2939,-402170.946,,21.8566,,,357.5272,,,,69.653,284.9098,,,78.1434,123700767102.08,-22.1013,-0.0774,-4.5333,-0.0991,-12.4357,,,,156306652.0,,,,,,,,,,,,,,
2016-12-31,0.6933,0.69,0.69,0.68,7.4697,7.4533,-1.067,4.5079,1.4958,,2.0078,-34.9798,1.9063,82.5124,661.674,90.7166,502.1501,83.5071,11.1794,2.4184,11.8957,680.2685,49.9061,-5.2001,,,-178405628.24,9.3,9.42,2519667208.36,-77.6376,-45.1613,4.1975,-9.6228,1.7456,206.2328,60.9643,5.9051,2.3623,0.0038,94736.8421,0.0044,81818.1818,0.0189,1.4707,1.4694,58.0052,-408212.3405,,21.6326,,13708.2635,362.2646,,,27.7618,59.1011,274.1233,,0.1578,78.3674,127558970442.11,-7.7285,-0.0309,-1.5391,-0.0394,-5.211,,,,156664451.01,,,,18029500.97,5872363.28,2513953.32,,17389556.38,3658891.3,3887304.39,,100044.7,5000.0,1346119.43
2017-03-31,0.1717,0.15,0.15,,7.9826,7.1675,-0.3846,3.0184,2.5697,,0.439,-1.0916,0.4663,76.4764,395.5508,96.2987,291.4024,17.1693,2.1508,0.439,3.7013,420.0844,52.5976,-0.2739,0.7095,,-2375942.65,2.14,2.17,472466413.79,-1.814,-1.8681,11.8107,12.7009,0.8192,109.8633,37.6727,2.389,,0.0016,56250.0,0.0019,47368.4211,0.0076,1.2749,1.2741,59.0061,2366.5592,0.195,20.413,3.5057,,389.8845,69.5196,14.6566,,81.4587,337.5294,144.4852,,79.587,144462523578.31,-6.5279,-0.0098,-2.2402,-0.0124,-1.504,,,,1728865457.61,101313907.8,,,,,,,,,,,,,
2017-06-30,0.3911,0.34,0.34,0.32,8.1922,7.3432,-0.724,3.0184,2.6878,,1.102,-1.2077,1.1171,83.3639,552.638,93.7544,411.3234,54.5813,6.6626,1.5379,6.2456,567.3583,36.8015,-0.2167,,,-4242139.87,4.67,4.78,1165328292.87,17.0267,4.242,12.335,6.4403,1.2826,140.3399,48.5922,3.7043,1.5281,0.0027,66666.6667,0.0032,56250.0,0.0121,1.3049,1.304,50.5021,2103.966,0.2022,23.0819,3.8623,11710.3233,333.2391,67.7603,14.3344,31.1395,79.0987,288.1202,149.6216,0.1971,76.9181,131112579572.66,-7.6144,-0.0204,-1.8512,-0.0265,-3.2566,,,,1753283883.58,100712264.75,,,55508842.05,3206135.96,3946632.72,,20499125.83,3598663.39,4061188.57,,1888552.05,10505.07,1678483.52
2017-09-30,0.5882,0.52,0.52,,8.4178,7.5654,-0.8605,3.0184,2.8652,,1.519,-0.7745,1.606,84.0465,653.2426,92.0868,487.8209,58.821,6.9877,1.519,7.9132,685.01,34.7604,-0.1173,,,-3449891.29,6.9,7.18,1813956025.81,2.7708,2.8319,15.0156,15.6394,1.3656,197.7153,79.1139,3.4128,,0.0033,81818.1818,0.0039,69230.7692,0.0152,1.2818,1.2803,45.9456,1940.2501,0.2026,21.7387,3.7349,,360.0088,63.4512,14.6618,,74.3527,318.0547,143.9733,,78.2613,143046828055.53,-7.1363,-0.0222,-1.4629,-0.0284,-3.3975,,,,1764540429.65,151580703.1,,,,,,,,,,,,,
2017-12-31,0.7163,0.68,0.68,0.65,9.318,8.5917,-3.131,4.8953,1.9966,,2.1262,-1.5845,2.2431,77.0679,567.07,92.8817,429.6288,85.7763,9.2054,2.5462,7.1183,638.6922,50.9327,-0.2777,0.0016,,-11166298.36,7.13,9.13,2470243431.03,38.1766,18.2209,42.7408,11.6381,1.9422,185.3568,80.8262,4.454,2.8527,0.0052,69230.7692,0.0061,59016.3934,0.021,1.4076,1.4053,41.4538,1896.5959,0.1613,27.6595,3.9078,13453.3207,261.5388,51.8187,12.3793,32.8628,59.1398,228.9602,157.1541,0.2056,72.3405,142404399204.44,-18.7804,-0.0929,-4.3713,-0.1285,-15.641,,,,1911585790.63,152677373.1,,,41872807.39,17909500.97,5876346.56,,21482780.72,12854955.12,,,2385151.4,90040.7,1209164.9
2018-03-31,0.135,0.12,0.12,,9.4291,8.6879,-2.9609,4.8953,2.1144,,0.3504,-0.9018,0.3739,62.4054,279.5815,96.931,203.2879,13.4964,1.4314,0.3504,3.069,346.6107,57.1741,-0.3229,,,-2530915.36,1.36,1.37,497071351.95,28.9366,-10.0513,35.1614,12.6917,0.6209,144.9509,61.6016,1.461,,0.0018,50000.0,0.0022,40909.0909,0.0071,1.3827,1.381,39.2137,1346.4079,0.1462,24.4831,3.4055,,308.4444,56.878,12.2112,,64.7895,262.4398,154.9822,,75.5169,162797216828.29,-44.5988,-0.0769,-21.9388,-0.1018,-12.6352,,,,1931008449.46,102163678.16,,,,,,,,,,,,,
2018-06-30,0.2328,0.2,0.2,0.19,9.3996,8.6405,-2.156,4.8953,2.1274,,0.6077,-0.0258,0.6467,54.3175,215.663,96.0854,152.8501,37.9471,4.0371,0.9907,3.9146,298.3806,74.1401,-0.0119,,,-166327.54,2.27,2.28,807788396.98,83.2765,-31.8934,31.2914,23.4979,1.4201,126.7516,51.5464,3.492,2.2538,0.0042,42857.1429,0.005,36000.0,0.0163,1.399,1.3973,37.0482,1212.4613,0.1621,24.5386,3.8959,14266.5859,307.5219,55.2583,13.7012,30.9947,64.0314,261.4083,155.2308,0.172,75.4614,161921268157.68,-14.1562,-0.0563,-9.2615,-0.0746,-9.3417,,,,1927088926.41,81943693.14,,,23869499.22,40065576.69,6084477.05,,13369699.14,11371880.45,,,1850677.02,1635939.93,1165131.91
2018-09-30,0.309,0.26,0.26,,9.4453,8.6734,-1.2408,4.8953,2.1847,,0.8133,0.3162,0.8621,37.1553,89.6662,97.9501,64.4074,30.8985,3.2713,0.8133,2.0499,142.1566,81.1807,0.3519,,,6411769.02,2.99,3.01,1065508083.97,355.2611,-39.8915,28.3955,12.2742,4.2195,63.9886,25.5847,10.5532,,0.0134,20149.2537,0.016,16875.0,0.0511,1.4396,1.4376,42.6621,1102.345,0.1568,24.8602,4.0086,,302.2502,56.3668,13.8855,,65.4556,250.0803,160.1378,,75.1398,160604671756.78,-2.5864,-0.0327,-4.0157,-0.0435,-5.615,,,,1950361390.72,132020747.21,,,,,,,,,,,,,
2018-12-31,0.4791,0.4,0.4,0.39,9.4154,8.6129,-3.2942,4.8953,2.2434,,1.3027,-1.0414,1.3598,39.6398,115.9963,99.0415,85.6578,62.8778,6.6782,1.7097,0.9585,190.7592,102.6144,-0.9003,,,-24621786.61,4.61,4.62,1644272145.89,235.4893,-33.1114,1.0452,9.1676,4.9823,72.2558,24.586,14.6425,7.9452,0.0159,22641.5094,0.0198,18181.8182,0.0597,1.3395,1.3381,35.3423,1169.7774,0.2092,25.6016,4.0674,13162.3127,290.6009,78.5345,13.7093,32.3369,91.0115,239.5413,162.2715,0.1945,74.3984,155459503257.85,-5.8896,-0.0896,-6.8757,-0.1204,-15.6433,,,,2061285088.86,181742695.34,,,90064655.98,12930089.41,9569912.69,,15869765.36,3835843.87,13667766.13,,6003323.67,2385140.4,1298582.67
2019-03-31,0.3191,0.29,0.29,,9.7838,8.9415,0.3129,4.8953,2.3117,,0.7412,-1.0077,0.7995,101.488,593.1754,96.6832,443.9626,31.9093,3.2615,0.7412,3.3168,481.7871,-10.7846,-0.1704,,,-3061731.46,3.22,3.3,1210331005.41,8.2596,136.4293,3.7619,11.779,0.6704,134.2482,36.2027,2.486,,0.0018,50000.0,0.0023,39130.4348,0.0075,1.3152,1.3142,39.5956,2973.9602,0.2208,22.7271,4.3709,,340.0027,64.2404,16.1301,,76.5952,295.5421,148.2628,,77.2729,181973157842.94,4.3531,0.0073,0.9805,0.0094,1.1574,,,,2119509853.17,243110730.25,,,,,,,,,,,,,
2019-06-30,0.458,0.4,0.4,0.39,9.8399,8.9694,0.5832,4.8953,2.3392,,1.0592,-2.3763,1.1447,84.4494,533.4349,96.4619,397.0212,61.3558,6.2354,1.419,3.5381,528.0624,-0.8534,-0.4463,,,-11587402.77,4.45,4.54,1662286158.96,-24.2561,96.7413,4.6848,12.881,1.1608,155.0655,34.188,5.265,1.6497,0.0029,62068.9655,0.0036,50000.0,0.012,1.36,1.3595,40.1963,2110.7669,0.2202,22.7568,4.8215,14403.8051,339.4283,62.701,17.4828,30.5135,75.9854,288.4206,151.7203,0.158,77.2432,182778319418.8,5.0554,0.0135,1.2733,0.0175,2.2177,,,,2084631195.37,,,,100202673.95,18757337.08,15093008.62,,8775361.35,3074712.55,,,243189312.16,21551034.39,111565286.99
2019-09-30,0.6648,0.58,0.58,,10.0545,9.1591,0.5407,4.8953,2.5198,,1.5605,-2.3252,1.6751,84.6736,616.1522,95.6143,453.5621,66.4846,6.6124,1.5605,,618.0666,10.4946,-0.3812,,,-14407281.82,6.34,6.55,2451646094.07,-69.445,115.1708,6.4495,12.1345,1.4313,188.6397,31.95,8.4507,,0.0037,72972.973,0.0046,58695.6522,0.0151,1.4117,1.4116,43.2056,2087.4548,0.1894,23.5998,4.6543,,323.7329,55.757,16.473,,66.7533,272.586,154.7981,,76.4002,180093309922.75,3.6884,0.0127,0.8132,0.0166,2.1266,,,,2098931082.61,,,,,,,,,,,,,,
2019-12-31,0.828,0.7,0.7,0.69,10.1821,9.2446,-0.3513,4.8953,2.5116,,1.9651,-4.2384,2.0986,72.2073,707.3747,95.3135,523.8841,99.0202,9.7249,2.3501,,873.0338,28.5283,-0.6006,,,-28316620.56,7.59,7.88,2924978210.86,-71.7421,72.8255,8.1431,14.5691,1.3674,263.2734,50.1442,7.1793,2.1961,0.004,90000.0,0.005,72000.0,0.0161,1.4565,1.456,42.6578,1891.4253,0.1811,24.1656,4.7279,14062.7698,313.8106,57.7802,16.3631,30.8629,69.0846,256.2413,160.7918,0.1718,75.8344,178108501603.39,-2.2228,-0.0083,-0.4243,-0.011,-1.4578,,,,2182786423.69,,,,42989835.44,77468891.42,17704318.0,,37082534.25,9107610.16,,,264975000.4,7352302.61,119794385.97
2020-03-31,0.1698,0.15,0.15,,10.3792,9.3792,2.9982,4.8953,2.6597,,0.3602,-14.9952,0.3804,88.0945,1242.6186,92.7564,895.0454,16.9829,1.6362,0.3602,,1275.9495,53.3693,-1.2238,,18.6804,-12027180.58,1.6,1.61,608613171.97,-73.6006,-46.7777,6.0855,9.5175,0.1505,598.0066,69.7512,1.2903,,0.0004,225000.0,0.0005,180000.0,0.0018,1.3651,1.3646,46.6653,1513.4863,0.1479,22.0149,3.2328,,354.2373,72.4194,12.8044,,83.054,286.5892,157.8905,,77.9851,199292467722.59,158.0122,0.0636,17.6541,0.0815,10.6237,,,,2210338147.88,,,,,,,,,,,,,,
2020-06-30,0.6094,0.54,0.54,0.53,10.6713,9.6095,2.2949,4.8804,2.8843,,1.2688,-7.2601,1.3517,121.9807,1494.9151,92.3457,1117.6723,77.6458,7.2761,1.6168,,1111.1317,32.7497,-0.4885,,25.4333,-16731865.12,5.65,5.7,2252201191.64,-52.7375,33.0508,8.4492,11.0683,0.4661,386.1832,38.2767,4.7026,0.7804,0.0012,150000.0,0.0015,120000.0,0.0052,1.3691,1.3688,47.3525,2536.5407,0.1515,22.2202,3.4069,15851.8099,350.0409,64.7015,13.2941,28.7174,74.6218,289.5472,154.839,0.1402,77.7798,203008809981.32,42.0921,0.0478,3.766,0.0614,7.8424,,,,2184858308.09,,,,27110993.71,15647803.68,12181539.97,,38490439.66,37082534.25,,,38018142.81,242248900.09,107998662.8
