日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.1166,0.086,0.086,,3.571,2.5939,0.3091,0.326,0.9069,,0.9291,29.6417,0.9299,26.2913,20.5736,69.4973,17.148,11.6631,3.2661,0.9291,30.5027,12.5477,21.3147,135.9892,0.6152,,3961621352.47,3.32,3.55,1522839686.92,-11.4196,5.3274,20.8046,6.3431,1.8492,48.6697,19.9265,4.5166,,0.0542,1660.5166,0.7895,113.9962,0.1966,0.1929,0.1733,4.1736,290.3858,-0.9985,28.446,28.7394,,251.5434,162.8362,50.2565,,327.3519,226.4107,153.6707,,71.554,246681058856.7,0.4545,0.0246,2.6505,0.0344,6.9045,,,,16412714993.38,,,,,,,,,,,,,,
2015-06-30,0.2448,0.172,0.172,0.164,3.6534,2.6823,0.6555,0.326,0.9952,,1.9147,31.0557,1.9339,28.372,22.1404,68.0638,18.1476,367.6034,100.6206,28.7496,31.9362,12.4273,19.2327,134.5177,0.3216,,8232626795.91,6.5,7.022,3180431477.01,-14.6965,6.573,26.1242,7.5815,3.7456,48.0564,21.4664,8.3852,0.1846,0.1066,1688.5553,1.4922,120.6273,0.3854,0.2041,0.1831,6.1603,305.8339,-1.01,28.5722,29.2222,50.318,249.99,160.1865,50.5623,67.9079,324.0166,229.5137,150.9594,56.7833,71.4278,251257958249.5,0.4859,0.0513,2.6776,0.0718,14.1021,,,,16265475662.64,,,,195529994.19,133117858.32,51936359.68,,36618703.04,55516580.05,,,147681822.49,70988198.8,100023445.15
2015-09-30,0.3662,0.252,0.252,,3.6059,2.5981,0.9194,0.326,0.9272,,2.8516,29.5528,2.8866,26.6264,20.8953,69.5833,17.3992,36.6231,10.1564,2.8516,30.4167,12.0146,21.1257,134.5966,0.0482,,12223476547.52,9.87,10.285,4730045226.79,-10.5519,-2.8047,18.0001,8.102,6.0477,44.6451,19.9266,13.5497,,0.1659,1627.4864,2.4299,111.1157,0.6055,0.1839,0.1639,3.5405,305.1848,-0.9639,28.0766,29.0932,,256.1688,163.0243,50.8892,,331.9518,235.3392,149.8351,,71.9234,252371384724.45,0.4368,0.0716,2.5104,0.0995,19.3567,,,,17297803746.85,,,,,,,,,,,,,,
2015-12-31,0.3637,0.215,0.215,0.192,3.538,2.564,1.2363,0.326,0.8607,,2.8568,30.1086,2.8794,21.7505,17.0061,68.9856,13.0944,400.7269,113.2624,31.4745,,12.2995,6.6296,168.4221,0.2561,,16434065832.4,8.66,8.945,3741928969.36,-11.2116,-21.5565,5.7135,1.5966,8.42,42.7553,20.0805,17.9278,0.3532,0.2199,1637.1078,3.4441,104.5266,0.8069,0.168,0.1474,3.9165,265.2046,-1.0267,27.789,30.1026,42.2276,259.8543,162.5091,51.9982,69.6928,338.548,235.1422,151.5825,65.8078,72.211,250184810947.88,0.4451,0.0971,3.399,0.1345,27.5534,,,,16024549694.78,,,,246755104.92,80708857.18,39479097.21,,24870017.33,24594835.59,,,137419253.42,82165239.68,64836211.55
2016-03-31,0.138,0.093,0.093,,3.6682,,0.3185,0.326,0.9532,,1.0694,31.9553,1.0764,29.8159,23.1372,67.2027,19.2378,13.7952,3.7608,1.0694,32.7973,11.6055,14.7699,134.5579,0.3492,2.5107,4502859459.48,3.5708,3.652,1731619238.01,5.4326,18.2814,2.7222,2.7627,2.3262,38.6897,16.116,5.5845,,0.056,1607.1429,0.8565,105.0788,0.199,0.2126,0.1941,6.0782,323.0056,-1.1849,28.4348,31.3139,,251.6818,155.4237,52.4094,,326.5847,228.1619,152.676,,71.5652,253495997823.31,0.4442,0.0247,2.3088,0.0345,7.356,,,,16462835437.27,,,,,,,,,,,,,,
2016-06-30,0.2663,0.182,0.182,0.178,3.7918,2.7419,0.5857,0.326,1.0468,,2.0452,31.7557,2.0682,29.1329,22.7604,67.3747,19.1632,418.0243,110.2435,32.1025,32.4942,11.7345,14.8032,136.2898,0.0777,4.9187,8672183636.25,6.79,7.238,3493374441.25,3.0174,8.7822,3.7901,1.839,4.1176,43.7148,15.9098,11.3138,0.1587,0.1079,1668.2113,1.5789,114.0034,0.3792,0.2276,0.2111,7.5513,320.8241,-1.1908,29.1196,31.2361,41.5072,243.4109,152.8775,51.7533,70.0066,316.8663,223.89,151.9434,70.1556,70.8804,255878647313.5,0.4215,0.045,2.1994,0.0635,13.2458,,,,16257802513.03,,,,311265780.42,56712009.97,54151648.68,,15431113.4,23790673.3,,,101257340.97,136657047.42,79360526.33
2016-09-30,0.3531,0.24,0.24,,3.7828,2.6996,0.9392,0.326,0.9971,,2.7112,29.4577,2.742,25.79,20.6785,69.6786,16.8226,35.3124,9.3349,2.7112,30.3348,11.7698,17.4871,138.766,0.0354,7.9817,12150737467.25,9.13,9.524,4584310415.93,-0.274,-3.5787,4.9068,1.4139,6.4816,41.6564,17.1578,15.7363,,0.163,1656.4417,2.514,107.3986,0.5735,0.23,0.2066,6.152,301.6687,-1.421,29.0436,33.454,,244.3102,148.7521,53.5285,,320.0932,220.4641,154.6833,,70.9564,255939690003.55,0.4474,0.0721,2.6597,0.1016,23.5833,,,,16636090514.46,,,,,,,,,,,,,,
2016-12-31,0.3572,,,,3.7746,2.6473,1.1915,0.2789,0.9677,,2.5873,24.3782,2.6919,17.8639,14.8873,74.4199,12.0147,35.7168,9.4625,2.5873,,11.6677,23.3428,156.3377,0.0818,10.0671,14240763137.35,9.0874,,,7.0233,-1.8015,6.685,8.4266,10.9023,33.0206,17.7341,20.2999,,0.2241,1606.4257,3.8275,94.0562,0.8131,0.1755,0.148,3.7389,251.3258,-1.2344,27.3426,33.5798,,265.7291,154.6362,55.1189,,344.5465,243.4865,148.7141,,72.6574,271266945475.26,0.4008,0.0863,3.3361,0.1188,26.1592,,,,18000448979.73,,,,337573852.76,45155659.46,57895150.7,,6349477.75,15398208.27,,,108732512.81,76351555.88,123077059.19
2017-03-31,0.0671,0.05,0.05,,3.8423,2.6994,0.2466,0.2789,1.0198,,0.481,17.7774,0.4835,11.381,10.1894,81.0663,8.9589,6.7092,1.7461,0.481,18.9337,11.2477,38.6608,167.114,0.3588,2.9511,2616086694.06,1.93,1.974,956404439.52,8.5577,-50.5974,4.7466,8.1306,2.4994,36.0086,17.02,5.2879,,0.054,1666.6667,0.8263,108.9193,0.1966,0.2262,0.203,7.5776,202.8146,-1.3911,27.5449,34.5501,,263.0434,149.3488,55.6407,,336.68,241.9634,148.5769,,72.4551,274106773458.96,0.3293,0.0177,3.6754,0.0244,5.5074,,,,18518733379.76,,,,,,,,,,,,,,
2017-06-30,0.1155,0.086,0.086,0.084,3.7142,2.6275,0.4056,0.2789,0.9452,,0.8261,17.6888,0.8312,10.3009,9.4225,81.1961,7.8927,474.338,127.7085,33.9413,18.8039,12.103,41.8347,181.8801,1.1221,5.8988,5084433922.99,3.43,3.375,1647950478.1,5.2539,-56.6495,-2.0466,7.324,4.6437,38.7622,18.6552,9.6488,0.1523,0.1053,1709.4017,1.593,112.9944,0.3907,0.2401,0.2121,8.1713,189.0593,-1.5643,26.5772,36.7442,37.877,276.263,146.2067,58.0281,67.9372,348.3444,254.5547,146.3791,70.1671,73.4228,274619205071.68,0.2773,0.029,3.513,0.0395,9.3891,,,,18672978250.26,,,,308534044.58,55387200.95,68177754.52,,8399160.6,3668690.28,,,120740490.61,69970625.27,154180557.07
