日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.3805,0.3,0.3,,19.7326,15.8002,-1.1642,0.1201,13.5146,,0.6652,23.0837,0.6481,5.8802,5.0682,76.6621,4.3374,38.0495,1.9283,0.6652,23.3379,16.7946,7.3796,418.9092,0.0457,-0.2279,4048630408.21,1.9,1.87,548701928.65,5.4171,-34.2262,9.5948,33.8649,1.5591,57.7256,89.4365,1.0063,,0.1494,602.4096,0.2791,322.4651,0.4368,1.3863,1.0674,47.1286,-763.6046,0.3847,34.4992,5.7488,,189.8621,115.2239,14.2835,,134.4244,128.7853,202.3718,,65.5008,114355030189.34,-0.1327,-0.0204,-3.0598,-0.0311,-5.2622,,,,1452413750.17,,,,,,,,,,,,,,
2015-06-30,0.6533,0.24,0.24,0.22,20.7746,15.9766,0.7641,0.105,13.5381,,1.1341,22.8506,1.1089,5.0161,4.4428,76.8859,3.5828,647.785,31.1815,11.2452,23.1141,18.1307,12.8229,478.1139,0.2234,3.5967,8330262450.13,3.03,3.0,883002425.25,6.8711,-67.3013,2.286,-10.3279,3.6354,49.5131,82.7624,2.1749,1.6154,0.3095,581.5832,0.5875,306.383,0.885,1.3775,1.074,53.6091,1051.909,0.4104,36.0638,5.8323,182.1084,177.2866,114.9066,13.9209,66.2,133.4896,120.5607,204.7419,19.8035,63.9362,115170821514.44,0.0419,0.0133,1.1697,0.0207,3.5236,,,,1491694230.58,,,,331429112.98,62077542.7,183074935.77,,52378358.44,13594018.58,,,19256710.95,5731673.38,43412883.24
2015-09-30,0.3916,0.26,0.26,,10.2959,7.8619,0.5638,0.0525,6.6873,,1.3073,22.8583,1.3038,4.3374,3.786,76.8969,2.8692,39.1584,3.8033,1.3073,23.1031,18.6984,14.2323,549.8774,0.2584,4.0079,12474155214.34,3.32,3.27,938431111.69,-2.8046,-68.4055,1.9524,-2.5565,5.0669,53.287,84.2407,3.2051,,0.4544,594.1901,0.8608,313.6617,1.3306,1.4214,1.1124,57.3086,978.3265,0.3991,34.3727,6.1669,,190.9289,118.1096,15.212,,139.2999,124.6156,208.0545,,65.6273,119774032036.26,0.0413,0.0188,1.4397,0.0287,5.133,,,,1774032483.74,,,,,,,,,,,,,,
2015-12-31,0.5409,0.35,0.35,0.27,10.4352,7.9351,1.6941,0.007,6.732,,1.8827,22.756,1.8383,4.352,3.4972,76.9943,2.9336,374.9003,35.9264,13.0499,23.0612,18.8631,20.1158,544.0624,0.0024,4.0165,16775727207.57,4.38,4.33,1087062617.32,-7.4303,-62.6126,2.1346,-4.5995,7.9113,45.5045,77.5578,4.6417,3.1984,0.6266,574.5292,1.2073,298.186,1.7854,1.4485,1.1515,64.9383,734.6611,0.4073,36.3239,6.3407,175.5366,175.3009,116.5482,14.8617,64.9494,136.8928,113.0063,216.3422,20.6931,63.6761,114873387806.95,0.0919,0.059,3.1322,0.0926,16.9901,,,,1447150166.18,,,,461362586.78,141481172.05,169753670.02,,40545235.83,5940613.56,,,13547642.2,19400790.05,22214006.72
2016-03-31,0.1738,0.11,0.11,,10.509,7.998,0.0448,0.0063,6.8427,,0.5806,22.5084,0.5926,4.7999,3.9124,77.1036,3.6821,17.3848,1.6543,0.5806,22.9671,16.6244,13.0761,498.2556,0.0074,-0.0974,4249435450.24,1.38,1.39,380507695.77,7.6423,-8.6201,6.5147,4.7087,1.7888,50.3131,78.5958,1.1451,,0.1609,559.3536,0.3164,284.4501,0.4509,1.4406,1.123,55.5232,-646.4786,0.5975,35.0942,9.4011,,184.9474,109.1292,21.1284,,138.363,128.5395,197.2655,,64.9058,119739666131.6,0.0095,0.0015,0.2578,0.0023,0.4191,,,,1456774372.36,,,,,,,,,,,,,,
2016-06-30,0.4005,0.26,0.26,0.23,10.3673,7.9915,0.5061,0.0116,6.895,,1.2778,22.5098,1.3335,5.187,4.3998,77.1525,3.7873,389.5936,37.5789,12.43,22.8684,17.2764,14.4851,457.9261,0.251,2.9593,9518592164.45,3.29,3.28,909418214.49,15.9956,22.6146,-0.1923,8.82,4.3313,41.558,68.9127,2.612,1.7508,0.3521,511.2184,0.6798,264.7838,1.0167,1.409,1.1313,56.9435,2428.8995,0.594,33.077,9.1713,168.9593,202.3245,110.8027,21.7081,63.7082,141.5251,141.8508,190.5056,19.5769,66.923,125328831583.99,0.0479,0.0161,1.2636,0.0241,4.2773,,,,1486165407.45,,,,207255752.83,212838272.47,267293592.38,,47164494.32,9315353.42,,,27708950.6,18515212.8,21474746.96
2016-09-30,0.5588,0.38,0.38,,10.6776,7.7944,0.3955,0.007,6.9081,,1.7927,22.829,1.8657,4.9893,4.2265,76.8406,3.5526,55.8765,5.2331,1.7927,23.2027,17.4755,14.3988,483.4381,0.1836,4.0933,14357557140.84,4.83,4.78,1400404166.19,15.2463,42.6935,3.7068,4.0589,5.7293,47.1262,68.6918,3.9306,,0.5252,514.0899,1.0197,264.7838,1.4899,1.4713,1.1854,52.4162,1397.1219,0.5391,34.2564,9.089,,191.9166,109.2675,20.9688,,138.2588,130.9712,199.0841,,65.7436,124635520969.09,0.0251,0.0127,0.7079,0.0193,3.5468,,,,1466315801.85,,,,,,,,,,,,,,
2016-12-31,0.8994,,,,11.1443,7.9373,2.0633,0.0075,6.9789,,2.193,22.142,2.5792,5.2673,4.4113,77.3742,3.8593,89.9374,8.0703,2.193,22.6258,16.6286,13.963,444.8955,0.0284,4.1946,20632680128.57,7.7219,,,26.4021,66.2874,6.7947,42.7578,9.1749,39.2375,69.7337,5.1625,,0.6683,538.6802,1.3892,259.142,2.1598,1.2954,1.0226,48.4677,2432.5518,1.734,27.1733,18.4255,,268.0084,117.1266,40.4079,,196.5471,200.1642,155.4183,,72.8267,163990680528.94,0.0885,0.0503,2.2942,0.0691,13.9884,,,,1544970791.85,,,,285450040.46,308401874.67,242146707.03,,23906886.87,9362708.63,,,13081845.13,11889879.24,29933332.91
2017-03-31,0.372,0.3,0.3,,11.5065,8.221,-0.1444,0.0075,7.274,,0.851,20.0949,0.8781,5.8881,5.3208,79.3689,4.2509,37.1962,3.2326,0.851,20.6311,13.4883,4.0121,365.4241,0.0026,0.4561,7030852399.41,3.59,3.65,1165501843.46,85.3262,113.9581,9.4915,45.9593,2.4406,36.8762,53.4156,1.6849,,0.2066,435.6244,0.4285,210.035,0.7726,1.2879,1.0378,41.9733,1139.1343,1.6011,26.326,17.7972,,279.8532,113.9512,40.3353,,190.9859,214.2468,151.9551,,73.674,174771124206.86,-0.0165,-0.0033,-0.3881,-0.0045,-0.8556,,,,1983367392.13,,,,,,,,,,,,,,
2017-06-30,0.8693,0.33,0.33,0.32,11.9969,8.1734,1.1919,0.0161,7.3916,,1.9199,20.6776,2.0149,6.5083,5.9849,78.8063,4.807,543.1147,45.2713,11.9949,21.1937,13.8138,4.3486,341.1283,0.2883,4.0246,14952664415.23,8.11,8.1,2539160610.03,71.0079,117.0503,15.718,44.4618,5.7699,31.1964,55.6397,3.2351,2.7316,0.4192,429.3893,0.8573,209.9615,1.563,1.2461,0.9877,42.5322,1288.7987,1.1179,26.4957,11.255,177.7335,277.4202,129.8728,29.8141,59.6718,185.0413,196.8579,165.4,14.9075,73.5043,181052268165.16,0.0659,0.0263,1.371,0.0358,6.4353,,,,2095281160.35,,,,256600693.13,224569565.13,354828363.91,,17010803.41,5000159.57,,,35961163.75,11460543.16,25558225.92
