日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.2822,0.29,0.29,,15.5067,15.1893,0.0857,6.1438,7.3329,,0.9433,40.4647,0.9508,14.7699,12.4359,58.6306,10.7362,28.2221,1.82,0.9433,41.3694,28.1063,4.1789,312.6001,,,765855017,1.88,1.9,193191271,-2.4552,-11.2635,8.9179,17.8104,0.7053,127.6053,168.8239,0.5331,,0.0886,1015.8014,0.2181,412.6547,0.171,1.2734,0.9658,23.1947,447.5625,0.5745,51.8303,4.9547,,92.9373,105.3668,8.7254,,115.4394,70.4192,261.4391,,48.1697,21541134693,0.0326,0.0029,0.3038,0.0059,0.9084,,,,47840278,,,,,,,,,,,,,,
2015-06-30,0.5628,0.57,0.57,0.51,15.6147,15.3872,0.9056,6.1526,7.6154,,1.8785,40.1258,1.8946,14.1267,11.5646,58.9385,10.5641,266.1134,17.0425,8.8825,41.0615,28.4611,11.6007,321.5498,,,1539068873,3.69,3.75,370498990,-3.3162,-25.1588,7.4196,12.6945,1.4242,126.3867,161.2759,1.1161,0.6329,0.1793,1003.9041,0.4474,402.3245,0.3453,1.2497,0.957,21.695,440.9609,0.6497,52.1197,5.082,185.0861,91.8662,106.3954,8.8843,80.0817,116.7696,69.84,262.2035,28.1597,47.8803,21570689273,0.17,0.0302,1.6093,0.0631,9.6522,,,,48164967,,,,7748067.0,17700.0,,,19239414.0,81098.0,,,,,
2015-09-30,0.3437,0.38,0.38,,7.6744,7.5822,0.7899,2.5512,3.7808,,2.2254,40.2735,2.2786,11.4085,8.9977,58.8046,8.5066,34.3722,4.4788,2.2254,41.1954,31.2934,17.5824,387.8418,,,2343324500,5.04,5.06,517727881,-2.8024,-40.56,2.1652,8.8123,2.1672,124.5847,161.1844,1.6751,,0.2679,1007.8387,0.659,409.7117,0.5284,1.0954,0.8494,25.7719,290.8206,1.3713,49.687,4.8097,,101.2598,109.6112,8.8256,,120.2215,83.6594,230.0886,,50.313,22241561499,0.1955,0.0511,2.2981,0.1016,13.9131,,,,48900473,,,,,,,,,,,,,,
2015-12-31,0.3763,0.45,0.45,0.44,7.7527,7.6806,0.8607,2.552,3.81,,2.3995,40.9901,2.4752,9.5469,7.3873,58.0361,6.9801,158.546,20.4505,10.1095,,32.8488,19.9651,467.4096,,,3182202856,5.83,5.91,627300961,-3.2415,-44.9681,1.7637,6.511,2.9325,122.7621,171.0214,2.105,1.2727,0.3546,1015.2284,0.8695,414.0311,0.7015,1.1887,0.902,24.0334,247.6156,0.2252,49.434,1.4485,181.4307,102.2898,116.8734,2.8467,77.9442,120.2979,71.9084,268.4645,27.2468,50.566,22583347327,0.1597,0.0549,2.2872,0.1085,16.0952,,,,49480454,,,,50155559.0,2470215.0,4596167.0,,68489288.0,711841.0,,,24923670.0,30425764.0,
2016-03-31,0.1506,0.14,0.14,,7.8825,7.8175,0.3709,2.5525,3.9546,,0.9176,41.1353,0.9386,14.0049,11.4421,58.0204,10.8224,15.0636,1.911,0.9176,41.9796,29.7421,8.083,331.4873,,,824487236,1.85,1.87,190805113,5.9006,6.7504,1.6652,9.7382,0.6968,129.1619,167.4107,0.5376,,0.0867,1038.0623,0.2141,420.3643,0.178,1.2422,0.9672,26.9577,425.868,0.0539,48.0174,0.4253,,108.258,122.8549,0.8779,,123.943,68.7617,289.8405,,51.9826,23638850918,0.2665,0.0226,2.4624,0.0435,6.9328,,,,50197923,,,,,,,,,,,,,,
2016-06-30,0.2849,0.27,0.27,0.25,7.895,7.8212,0.651,2.5525,3.9398,,1.72,40.6805,1.7671,12.6831,10.4423,58.4671,10.0164,164.4312,20.8272,9.9257,41.5329,29.476,8.1122,361.2191,,,1666439688,3.43,3.44,353435420,6.7996,1.262,1.1232,10.5918,1.3723,131.1667,156.8081,1.1479,0.6281,0.1764,1020.4082,0.4372,411.7109,0.3636,1.022,0.8124,22.2862,447.1518,0.937,47.6573,0.8093,164.9872,109.8314,123.4174,1.6698,77.877,125.5132,84.2041,238.6539,28.8855,52.3427,23855412150,0.2288,0.0393,2.2846,0.0751,9.9936,,,,53327271,,,,20658591.0,19946005.0,4596167.0,,2387558.0,411249.0,,,,,
2016-09-30,0.3992,0.37,0.37,,8.001,7.9354,1.0334,2.5236,4.045,,2.4154,40.6405,2.4786,11.4024,9.3117,58.468,9.1928,39.9175,4.9891,2.4154,41.532,30.7051,11.4322,395.7406,,,2541201158,4.7,4.75,479083965,7.465,16.1331,4.2554,6.9972,2.0332,132.7956,151.1504,1.7863,,0.2696,1001.4837,0.6791,397.585,0.5513,1.0246,0.816,20.3694,409.7399,1.4023,48.4138,1.3097,,106.5527,122.8361,2.634,,126.1591,81.1697,243.8023,,51.5862,23797852352,0.238,0.0625,2.5887,0.1212,16.4602,,,,48464682,,,,,,,,,,,,,,
2016-12-31,0.4336,0.41,0.41,0.37,7.9627,7.8682,1.1982,2.4148,4.0114,,2.6669,41.9382,2.7149,9.2172,7.799,56.674,7.2885,199.4828,25.052,12.2707,,32.6775,8.944,501.4339,,,3592403183,5.16,5.21,537571814,10.3384,15.2126,2.7095,3.6599,2.7498,130.9186,160.937,2.2369,1.0778,0.3725,966.443,0.957,376.1755,0.757,0.8577,0.6486,12.0415,344.7863,-0.2002,48.9808,1.2409,117.6933,104.1616,124.7131,2.4708,81.2504,127.8726,91.476,213.4538,41.6173,51.0192,23409878945,0.2014,0.0737,2.7636,0.1445,16.9183,,,,31858516,,,,26785510.0,20685641.0,2487914.0,,15178565.0,2749248.0,,,19139173.0,24630704.0,
2017-03-31,0.1559,0.13,0.13,,8.2738,8.1777,0.1438,2.421,4.1451,,0.8773,42.4155,0.9163,11.4475,9.7939,56.1832,9.2212,15.5876,1.884,0.8773,43.8168,32.6671,5.8686,410.5421,0.0902,,1032477122,1.64,1.67,181843824,21.4472,3.4784,4.9644,8.2351,0.6437,139.8167,139.1896,0.6466,,0.0994,905.4326,0.2563,351.151,0.2082,0.8371,0.6658,19.0349,356.154,-0.1394,46.5664,1.0866,,114.7473,125.7861,2.2801,,128.7211,105.1028,196.3034,,53.4336,25585533798,0.0851,0.0081,0.9224,0.0151,1.691,,,,133530499,,,,,,,,,,,,,,
2017-06-30,0.2088,0.18,0.18,0.18,8.1875,8.0785,0.4893,2.4315,4.0502,,1.2097,43.0338,1.2459,8.1787,7.7582,55.35,6.0839,201.7329,24.6391,11.6876,44.65,35.4149,1.9449,569.5635,,,2126718050,2.2,2.21,264685696,20.6416,-26.7227,3.7047,4.1904,1.2837,140.2197,137.9099,1.3052,0.5145,0.2048,878.9063,0.5478,328.5871,0.425,0.7967,0.6203,7.7978,252.6582,-0.1046,47.4352,0.9978,124.5012,110.8141,129.26,2.0601,78.4308,131.9789,101.0553,200.0418,38.1002,52.5648,24855039955,0.1426,0.0283,2.3436,0.0539,6.0399,,,,84406124,,,,29604841.0,19053994.0,9100378.0,,7803324.0,1038660.0,,,,,
