SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
002304.SZ,002304,洋河股份,10096578,2026-03-31 00:00:00,058001001,1.6241,32.687022572892,0.617444655523,30.569679415301,1.286944846089,8185736912.16,6173371252.79,2446551121.2,2427861532.48,-26.0293912906,-32.7334580373,-32.8839753411,630.2812570031,238.3057441128,249.6689223598,5.0949447107,4.1108090234,75.41619427836,29.851382447927,一季度
002304.SZ,002304,洋河股份,10096578,2025-12-31 00:00:00,058001001,-1.1743,31.064639740971,0.617444655523,28.945623441788,-1.14792095249,1120901958.48,892578896.82,-1768943970.4,-1622154749.43,-17.5694981929,7.1577878897,-3.8615350132,-65.9766128224,-379.8487770002,-241.726690775,-3.7100229436,-3.0000255365,79.630416386317,-158.044438534328,四季度
002304.SZ,002304,洋河股份,10096578,2025-09-30 00:00:00,058001001,-0.2447,32.236885718649,0.617444655523,30.119874000889,0.232464754344,3294504314.43,1763177922.27,-368646135.03,-474693605.51,-29.0089749813,-158.3794004344,-204.1240013901,-11.6624484622,-152.1755609006,-177.2904956949,-0.756224276,-0.6175842931,53.518761974214,-11.319501254456,三季度
002304.SZ,002304,洋河股份,10096578,2025-06-30 00:00:00,058001001,0.469,32.482705313403,0.617444655523,30.364586630239,-1.274322532778,3729449432.41,2734347062.06,706549443.2,614168147.38,-43.671259012,-62.6562430869,-67.5175852878,-66.2987404034,-80.5738219169,-83.021879966,1.4039645476,1.1208221571,73.317713823862,18.842359072714,二季度
002304.SZ,002304,洋河股份,10096578,2025-03-31 00:00:00,058001001,2.4144,34.330623695279,0.617444655523,32.212568897716,1.683261540248,11066201907.73,8365430795.47,3637099588.91,3617409619.86,-31.9207604394,-39.934581026,-40.2122110582,713.8022861424,290.8915020205,331.6115130336,7.0414481863,5.5260906958,75.594416812751,32.827123544732,一季度
002304.SZ,002304,洋河股份,10096578,2024-12-31 00:00:00,058001001,-1.2648,34.245020956303,0.617444655523,32.128209654433,0.776930347532,1359814551.54,814100754.58,-1905322945.45,-1561843611.52,-52.1728051701,-915.9603103116,-384.8472404478,-70.6982842832,-401.7300349025,-442.5902613589,-3.6262707687,-2.9033832346,59.86851322175,-140.392401464447,四季度
002304.SZ,002304,洋河股份,10096578,2024-09-30 00:00:00,058001001,0.4192,35.511540168467,0.617695579726,33.392990547102,0.939283972932,4640733548.45,3073947318.68,631466120.39,455892588.809999,-44.8199461672,-73.0268079679,-81.4072387491,-29.9074346542,-66.6246749953,-75.8885376959,1.1874186326,0.9892997412,66.23839284431,13.523980985282,三季度
002304.SZ,002304,洋河股份,10096578,2024-06-30 00:00:00,058001001,1.256,35.091416601141,0.617695579726,32.973814215161,-1.863417732116,6620864175.19,4877643368.91,1892014895.14,1890771215.2,-3.0158528766,-9.7464666584,-7.6473865992,-59.2684642807,-68.7540402446,-68.7497291623,3.4135448393,2.8047384929,73.670796437536,28.620614243542,二季度
002304.SZ,002304,洋河股份,10096578,2024-03-31 00:00:00,058001001,4.0195,38.494657453186,0.617695579726,36.377867398516,3.21980879048,16254884718.38,12359387194.73,6055230532.04,6050415450.86,8.0332926071,5.0152643591,6.7912496002,471.714383762,3328.7827662133,1978.2464603209,11.0166606281,8.5134876026,76.034911405768,37.237964534105,一季度
002304.SZ,002304,洋河股份,10096578,2023-12-31 00:00:00,058001001,-0.1245,34.477536713164,0.617695579726,32.358317906438,1.186072776146,2843182746.5,1979524135.13,-187539112.12,-322131071.65,-21.5082830331,-161.2828299181,-174.317789668,-66.1934960561,-108.0107678328,-113.1375377747,-0.3604336035,-0.2975985257,69.623527983448,-7.027113469788,四季度
