SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
300502.SZ,300502,新易盛,10362227,2026-03-31 00:00:00,058001001,2.8,20.501498206035,1.586235946691,17.480773150433,0.688194112089,8337902040.74,4098992282.62,2780222960.23,2767975248.13,105.759481459,76.7998324281,76.4424101065,0.0100564409,-13.2489783434,-13.6612478104,14.5175286257,9.9760378352,49.160955149051,33.272113893698,一季度
300502.SZ,300502,新易盛,10362227,2025-12-31 00:00:00,058001001,3.24,18.030938816949,1.581001610255,14.683794362955,3.082278934184,8337063628.86,4077790275.04,3204830222.33,3205947709.38,137.0911930092,168.9200829822,170.3879283388,37.4025125045,34.3858012509,35.4170803057,19.7542906662,13.6594453894,48.911588738799,38.696882414836,四季度
300502.SZ,300502,新易盛,10362227,2025-09-30 00:00:00,058001001,2.4,14.612083281337,1.426352308812,11.476957421397,3.707078800387,6067620945.86,2848048786.29,2384798239.47,2367461846.13,152.5270242066,205.3789541306,203.7695657025,-4.9694137592,0.6342290588,0.098614297,17.9186106095,12.0970784627,46.938475750257,39.303678669927,三季度
300502.SZ,300502,新易盛,10362227,2025-06-30 00:00:00,058001001,1.75,12.187596020644,1.38981203904,9.092727598961,0.75948649723,6384913727.13,2978148553.04,2369768479.15,2365129490.31,295.3945492324,338.3576842459,337.9897595,57.5644006413,50.6982267251,50.7633233954,21.5214577252,14.3964062302,46.643520653781,37.11512136931,二季度
300502.SZ,300502,新易盛,10362227,2025-03-31 00:00:00,058001001,2.22,14.007021613745,2.29431762174,9.836497184468,0.280790452711,4052256538.37,1971817246.64,1572525789.22,1568769802.26,264.1319456609,384.5391017328,383.0965939102,15.2389354132,31.9520025685,32.3092125403,17.2271181259,11.5981331971,48.6597338537,38.806175629062,一季度
300502.SZ,300502,新易盛,10362227,2024-12-31 00:00:00,058001001,1.67,11.749508549844,2.278097049575,7.617943246263,0.502762948449,3516395325.8,1694652818.58,1191740753.16,1185684482.69,247.965642189,360.4914388083,367.5258591804,46.3481083412,52.6051716961,52.1354445292,15.4652552475,10.790670792,48.192898168936,33.890977627462,四季度
300502.SZ,300502,新易盛,10362227,2024-09-30 00:00:00,058001001,1.1,9.993804909042,2.224028953609,6.480752925493,0.811663780929,2402761037.13,997877552.84,780930777.06,779361105.73,207.1155978764,453.0725295136,456.4258384599,48.7942762879,44.4558867249,44.3270589035,11.7196082421,8.6173859575,41.530453400057,32.501391731938,三季度
300502.SZ,300502,新易盛,10362227,2024-06-30 00:00:00,058001001,0.76,8.807980088869,2.199725641983,5.379005153352,-0.643302913328,1614820876.9,706655560.64,540601559.94,539996527.09,129.2278817953,199.4523611745,203.2303932399,45.1062789909,66.5744346098,66.2898422603,8.979708136,6.9056499754,43.760615852117,33.477493861598,二季度
300502.SZ,300502,新易盛,10362227,2024-03-31 00:00:00,058001001,0.46,8.166175410701,2.174577098318,4.76386823415,0.232753055304,1112853894.49,467453260.54,324540534.21,324732118.18,85.4067732156,200.9608169393,206.6865104436,10.1226921835,25.4032281381,28.0447410521,5.7627956867,4.705519137,42.004908537812,29.162905913964,一季度
300502.SZ,300502,新易盛,10362227,2023-12-31 00:00:00,058001001,0.36,7.699439335128,2.156285524456,4.306716753031,0.51963771688,1010558198.7,371563656.62,258797591.6,253608321.21,12.7771206828,83.3534449385,93.1815460486,29.1673123489,83.2862051578,81.0639788568,4.8510575242,4.1335289038,36.768160121603,25.609370339375,四季度
300502.SZ,300502,新易盛,10362227,2023-09-30 00:00:00,058001001,0.2,7.330076350384,2.155591491965,3.978667114128,0.555630551434,782363726.8,204645067.75,141198619.6,140065585.0,-16.3836829543,-53.1442314758,-52.4671774431,11.0584972323,-21.7866481212,-21.3503361302,2.750756372,2.3589843336,26.157279630925,18.04769505068,三季度
300502.SZ,300502,新易盛,10362227,2023-06-30 00:00:00,058001001,0.2,7.130962851515,2.152793449418,3.779773135479,0.320797821469,704460933.92,179398986.27,180530070.9,178081267.29,-4.8456084327,-45.0715510225,-19.399823886,17.3665557188,67.4135335743,68.2021198716,3.6103915416,3.0832988573,25.466136961169,25.626697267006,二季度
300502.SZ,300502,新易盛,10362227,2023-03-31 00:00:00,058001001,0.21,9.738334281335,3.410184072188,5.061654271322,0.502657972588,600222891.1,204341662.72,107834813.02,105884056.56,-18.7255140885,-18.5678112674,-22.6592930431,-33.0158228262,-23.6009719825,-19.3498384079,2.2080685821,1.843802519,34.044296835383,17.965794810387,一季度
300502.SZ,300502,新易盛,10362227,2022-12-31 00:00:00,058001001,0.28,9.523365918666,3.405903844273,4.848998496072,0.832290252913,896066677.87,363030060.3,141146838.93,131279786.5,0.7852496625,-28.373176728,-20.616539285,-4.2315065687,-53.1614145268,-55.4487364115,2.9731758853,2.449529743,40.513732880118,15.751823208683,四季度
