SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
600362.SH,600362,江西铜业,10002541,2026-03-31 00:00:00,058001001,0.82,24.29014910306,3.43209788118,14.617585355042,1.590788570729,139124071797.0,7053439676.0,2817563002.0,3126322051.0,25.3876597686,44.3104561822,26.2957928351,-6.3621639766,154.5686020985,8.2527543534,3.4072604906,1.3143366055,5.069891633341,2.260754647542,一季度
600362.SH,600362,江西铜业,10002541,2025-12-31 00:00:00,058001001,0.33,23.471546808897,3.43209788118,13.803902657823,-3.812627925802,148576769504.0,9773108600.0,1106799102.0,2887983839.0,19.4451015481,-44.0444807507,24.224291267,6.8222661838,-40.1356884138,51.1595244547,1.3584278444,0.4346602881,6.577817402159,0.664369688677,四季度
600362.SH,600362,江西铜业,10002541,2025-09-30 00:00:00,058001001,0.54,23.587558263161,3.273932846913,14.071966206958,0.986675918155,139087827671.0,4080110258.0,1848846287.0,1910553668.0,14.0860525256,35.1992056307,102.1557405343,-4.3072256208,-16.7978965181,1.9916863902,2.2892082775,0.8537971791,2.933477592052,1.483563780923,三季度
600362.SH,600362,江西铜业,10002541,2025-06-30 00:00:00,058001001,0.64,23.059787625825,3.273932846913,13.538038755009,0.668045040903,146003732244.0,5174441089.0,2222114838.0,1874012144.0,-1.6510193558,16.8406519499,-40.400486696,30.2280730067,13.8126834195,-24.3489460614,2.7802221105,1.0375553228,3.544047134598,1.634445719519,二季度
600362.SH,600362,江西铜业,10002541,2025-03-31 00:00:00,058001001,0.57,23.103682506926,3.27417806774,13.594204442022,0.161186892629,110955154641.0,4909653830.0,1952431637.0,2475396829.0,-8.9016931853,13.8531503922,37.0831221636,-10.3981894152,-1.2925418447,7.0420308706,2.4722581589,1.002326294,4.42489927204,1.830505043746,一季度
600362.SH,600362,江西铜业,10002541,2024-12-31 00:00:00,058001001,0.57,22.509823887033,3.274178063013,13.030362606113,0.581165960613,124389169232.0,4028363063.0,1977998090.0,2324814100.0,1.8194333877,26.6194762678,87.5539967349,1.0456016688,44.6435933519,135.7206370578,2.5714730247,0.9943045575,3.23851593179,1.582876589784,四季度
600362.SH,600362,江西铜业,10002541,2024-09-30 00:00:00,058001001,0.4,21.918030090486,3.219804475308,11.200677536338,1.52918121767,121914839362.0,3178206606.0,1367497892.0,945089990.0,-6.6312982939,-13.6400831237,-31.6690065691,-18.1311387182,-28.0958200229,-69.2005194339,1.8216212305,0.667495535,2.60690710223,1.175152077875,三季度
600362.SH,600362,江西铜业,10002541,2024-06-30 00:00:00,058001001,0.55,21.441046749363,3.219804475308,10.805758462088,0.366428569662,147788320983.0,7136418771.0,1901833652.0,3143053371.0,7.7127044129,18.5378176756,216.1824025895,22.9015487012,10.902604065,76.3959658625,2.6014319377,1.0548529343,4.82881104781,1.503155417305,二季度
600362.SH,600362,江西铜业,10002541,2024-03-31 00:00:00,058001001,0.5,20.784132389634,3.219804475308,10.854719530127,-1.752534981578,122516634600.0,4021105085.0,1714868346.0,1806323362.0,-4.0840418208,-2.2895987762,6.473089552,0.1468183465,9.7755012689,46.4524617732,2.4604997219,0.9920269977,3.282089079682,1.469564565561,一季度
600362.SH,600362,江西铜业,10002541,2023-12-31 00:00:00,058001001,0.45,19.470781726879,3.219804475308,10.35948350518,0.780411774624,122337021408.0,3597916333.0,1562159431.0,1233385455.0,9.444928563,23.4438696638,-20.7391318122,-7.340904118,-1.3468617407,-14.1205968269,2.1105925878,0.8773370988,2.940987357376,1.327979550509,四季度
600362.SH,600362,江西铜业,10002541,2023-09-30 00:00:00,058001001,0.46,23.278850925979,3.222402959899,10.009964734741,0.509381756615,132029155091.0,3625755872.0,1583486809.0,1436183077.0,16.9324104609,25.4820033111,30.0312730164,-5.5538280522,-1.3041595622,42.5159107885,1.9861713298,0.838357374,2.746178197915,1.318965146599,三季度
