SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
601669.SH,601669,中国电建,10140528,2026-03-31 00:00:00,058001001,0.1112,8.543918104152,2.251419410093,4.986996622479,-2.561195692671,145237333379.11,14763237081.32,1951116531.21,1895618702.8,1.7352832767,-25.5575617864,-27.0353136393,-29.7299085785,-22.9874647706,0.1091432985,1.1580473673,0.1907888289,10.176367315782,1.830828749287,一季度
601669.SH,601669,中国电建,10140528,2025-12-31 00:00:00,058001001,0.1184,8.428334777988,2.251440257585,4.875691045766,3.931747531153,206684423545.11,29813952053.84,2533505130.56,1893552017.67,-0.6029426064,-21.8622919975,-40.4525573285,41.0836683561,23.7422982342,10.8673659739,1.4965469275,0.215439563,14.437851509175,1.452563457593,四季度
601669.SH,601669,中国电建,10140528,2025-09-30 00:00:00,058001001,0.1168,8.347557150763,2.257991998994,4.78209960844,0.822203342625,146497766859.46,17538586792.46,2047404296.44,1707943542.3,3.7873987092,-17.51439935,1.4466226496,-2.5423073076,-26.6312240737,-23.1734902191,1.2068375117,0.2122596683,11.984114033875,2.003534124557,三季度
601669.SH,601669,中国电建,10140528,2025-06-30 00:00:00,058001001,0.1453,8.354295590125,2.258673733837,4.792305468228,-0.619794250966,150295050578.45,17476843755.05,2805260717.75,2223117446.27,3.5479330062,-15.4252965493,-30.8015683088,5.3130351485,5.8770051417,-14.4294857555,1.6686413493,0.272039641,11.637804829905,2.451417231811,二季度
601669.SH,601669,中国电建,10140528,2025-03-31 00:00:00,058001001,0.1471,8.183325858696,2.259625161546,4.646795167886,-2.35217779957,142760042240.3,15399476824.51,2620973436.7,2597994725.05,1.6104116248,-12.0321297275,-13.9921928272,-31.4446925845,-17.8590442264,-18.2996080872,1.588611017,0.2675229123,10.800289486765,2.453391224692,一季度
601669.SH,601669,中国电建,10140528,2024-12-31 00:00:00,058001001,0.1482,8.028347262144,2.261450187923,4.498363583229,4.148992558002,207938171375.27,30689911873.96,3242359157.09,3179904850.18,10.4869828006,-7.2061621568,29.0826129575,47.7008065228,30.0107952576,88.8766223288,1.9279136505,0.3107723643,14.772580874365,1.943288556008,四季度
601669.SH,601669,中国电建,10140528,2024-09-30 00:00:00,058001001,0.1412,7.913345516068,2.263526480703,4.372953733055,-0.015047293224,141151785940.75,17949029272.7,2482135403.4,1683588371.59,0.939030492,-9.0011134102,-36.4660993673,-2.8171211107,-25.0686456788,-47.5953575359,1.4756693165,0.2694130991,12.735677657294,2.433434593158,三季度
601669.SH,601669,中国电建,10140528,2024-06-30 00:00:00,058001001,0.1745,7.906003150048,2.263537336729,4.368352422418,-0.444888297208,145168852944.24,18446435298.72,3299528266.26,3212670275.81,-2.1731796725,-12.3527385196,-11.2115465633,3.3621562464,8.1848783297,6.356923256,1.9894946705,0.356718369,12.731753938861,3.036259091436,二季度
601669.SH,601669,中国电建,10140528,2024-03-31 00:00:00,058001001,0.1708,7.716841560132,2.270709397675,4.193824580248,-2.264148606646,140473543944.72,16502393026.08,2996171101.82,3020649881.04,5.1373989647,0.7947814228,1.3152256773,-25.3583145366,-12.9582388817,22.6179391664,1.8764071239,0.3388340582,11.762587165124,2.826212893032,一季度
601669.SH,601669,中国电建,10140528,2023-12-31 00:00:00,058001001,0.155,7.525763365745,2.257674752942,4.015437367145,3.377889672965,188443235931.65,28795265584.3,3457894984.56,2463464890.68,7.1147005022,23.979077996,-26.6640414706,34.6252028623,28.9671227846,-7.0357480381,2.1681892101,0.4156706441,15.297113491923,2.576056668449,四季度
601669.SH,601669,中国电建,10140528,2023-09-30 00:00:00,058001001,0.1498,7.376919927647,2.229526717738,3.902487049016,0.19600961872,139652807644.13,17953084992.84,2712160854.28,2649905569.82,6.5519410064,7.7699816596,16.5412392279,-5.8135194516,-27.8281899653,-26.7646546024,1.6419113462,0.3025946528,12.884177313869,2.570785789126,三季度
601669.SH,601669,中国电建,10140528,2023-06-30 00:00:00,058001001,0.2072,7.332457873938,2.205405444748,3.872688348306,-0.367858458024,148272668042.18,17515243879.65,3757937808.47,3618342421.18,11.1242880414,13.2522714075,58.4818998324,11.0863894252,24.412768726,21.3623536049,2.3128787728,0.4252227709,11.834214430875,3.269048543095,二季度
601669.SH,601669,中国电建,10140528,2023-03-31 00:00:00,058001001,0.1705,6.946340935492,2.077740933245,3.664504988576,-1.913549335329,133475098803.21,16270817665.55,3020531236.75,2981437252.74,0.6616607267,8.6957109806,22.4941620153,-23.9545407997,7.0899284946,-11.2253112988,1.9580690188,0.3610968581,12.2073116666,2.907885588012,一季度
601669.SH,601669,中国电建,10140528,2022-12-31 00:00:00,058001001,0.127,6.784558860361,2.077584892391,3.494667264038,2.830618707647,175520143091.84,23549344029.64,2821274262.27,3359150054.19,-1.7982130654,8.256909223,64.2712880666,33.9179086168,12.2219759315,47.9132284242,2.0232300278,0.340003887,13.44627938349,2.037057181046,四季度
601669.SH,601669,中国电建,10140528,2022-09-30 00:00:00,058001001,0.1577,6.665456251062,1.60629806576,3.872363228838,0.290785343525,131065475039.74,15546105025.38,2516615628.42,2273792167.8,-3.704206802,17.31005151,25.8577608337,-4.5061882634,-24.6966802906,-0.7454895821,1.9940365334,0.3388763772,11.879407514594,2.692459327939,三季度
601669.SH,601669,中国电建,10140528,2022-06-30 00:00:00,058001001,0.218,6.545618508353,1.604565020282,3.813688700493,-0.247733731046,133429577507.78,16244738256.46,3318181822.33,2283126606.26,6.080534815,34.2940241356,16.7801915514,6.5796856673,20.7599892707,-6.0127451261,2.7230572822,0.4798024283,12.193772638961,3.543624223986,二季度
601669.SH,601669,中国电建,10140528,2022-03-31 00:00:00,058001001,0.1801,6.144658368858,1.547058514074,3.59417042595,-1.214520851317,132597751556.66,14448648741.19,2778879648.37,2433942323.2,6.0519719113,5.04292189,2.936938562,-3.0892665239,21.4206777123,23.7171191105,2.2562371335,0.4015584629,10.910797785424,2.923193522631,一季度
601669.SH,601669,中国电建,10140528,2021-12-31 00:00:00,058001001,0.0913,7.549913646794,3.156226069432,3.386689191597,1.784326060351,178734164184.5,22590923292.36,2605420905.45,2044442276.57,-7.3284908358,7.1647453745,603.7934509158,18.0768300801,23.8643852429,9.0513347978,1.8311941626,0.3977904232,12.633034998597,2.41916192252,四季度
601669.SH,601669,中国电建,10140528,2021-09-30 00:00:00,058001001,0.1131,6.380813683273,1.935664456279,3.428027006166,0.555140494588,136107165938.49,15631378412.37,2142497779.49,1804053856.56,15.4185624942,-7.3358112398,-1.9294783256,9.7786501462,-13.1939732562,-7.9042828812,1.4994416115,0.2906887842,11.500898950172,2.384984840147,三季度
601669.SH,601669,中国电建,10140528,2021-06-30 00:00:00,058001001,0.1373,6.242713440749,1.905184209697,3.314601491725,-0.185080482762,129383047491.21,17117406474.2,2485334199.54,1958890068.94,7.1483155221,-3.9606157755,-19.4041780466,1.4539076651,-11.8286383982,-17.1540982076,1.7460700702,0.3407513309,13.265652932805,2.838203995956,二季度
601669.SH,601669,中国电建,10140528,2021-03-31 00:00:00,058001001,0.1562,6.209013844311,1.872862286206,3.30704492634,-1.133175639168,121428294075.96,12870652250.99,2631186451.9,2364498456.24,54.5388113321,43.3017991381,68.0009584566,-29.6588576819,12.2222194914,705.4957068347,2.0091261302,0.3706214026,10.610940851125,2.996147405834,一季度
601669.SH,601669,中国电建,10140528,2020-12-31 00:00:00,058001001,0.0961,6.015414414433,1.843550610724,3.152431986502,2.741659368045,143390548387.07,21679864827.78,2124094473.35,-390506229.780001,22.4898220261,50.467662375,-131.4778923312,47.475462528,8.671330714,-121.2283849134,1.894103458,0.4357476302,15.128422479853,2.711940817003,四季度
601669.SH,601669,中国电建,10140528,2020-09-30 00:00:00,058001001,0.111,5.81039018776,1.658539982264,3.099807406158,0.769393347984,97504894073.65,13823642158.26,1983203982.28,1839547527.39,16.145313658,5.9365017813,19.9256178068,1.8970368224,-10.6811117597,-24.3143618199,1.7968977348,0.3932414772,14.216557513555,3.618300578595,三季度
601669.SH,601669,中国电建,10140528,2020-06-30 00:00:00,058001001,0.1455,5.771731371801,1.65623981001,3.029760280679,-0.108929942859,95675081666.5,12665887178.97,2204347548.93,2430510690.83,23.5893631163,10.0526147939,36.4010592334,46.3753274426,31.6361898017,72.6912210582,2.0027799842,0.3795431165,13.269405260179,3.411505874036,二季度
601669.SH,601669,中国电建,10140528,2020-03-31 00:00:00,058001001,0.1106,5.616795442434,1.649618410098,2.887503639152,-0.59388380983,65384957047.47,8928000932.52,1675522426.23,1407431527.75,-7.1101861285,-14.4020366667,-23.2557249806,-44.1631457629,17.7839341347,13.4501186294,1.5475022589,0.2509351689,13.695960201296,3.182854672311,一季度
601669.SH,601669,中国电建,10140528,2019-12-31 00:00:00,058001001,0.094,5.601077899162,1.736647933065,2.784750611946,1.391580112088,117275148017.88,16254846479.98,1421935380.08,1240572989.04,17.6893374202,-13.5339948393,-10.1774478847,39.4605308152,-23.503606657,-19.1233279217,1.4422807488,0.3221741505,13.889496709452,2.237127280721,四季度
601669.SH,601669,中国电建,10140528,2019-09-30 00:00:00,058001001,0.1039,5.468161346632,1.623567379036,2.756535229383,-0.08853180224,83865730715.21,11143849610.26,1858499383.88,1533907067.59,21.5232410743,-6.7780493847,-10.4237967567,8.4278778686,-7.210668315,-13.9166309474,2.0844929964,0.3220478754,13.311773509899,3.066857126657,三季度
601669.SH,601669,中国电建,10140528,2019-06-30 00:00:00,058001001,0.1309,5.409910551445,1.605468953605,2.750941143278,-0.178860344024,77347018464.04,11938778329.35,2002923558.27,1781885495.97,19.077313709,-6.332478146,-6.5916291335,10.0157536108,2.3854796097,-2.8375392624,2.2713053354,0.3653145732,15.471575843891,3.631817188339,二季度
