SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
688012.SH,688012,中微公司,10268224,2026-03-31 00:00:00,058001001,1.48,38.823724017131,24.768260231678,12.540672814066,-0.253184931977,2914986518.73,1162862887.07,930487319.17,477558746.17,34.1285376976,197.2019978207,60.0923774229,-32.5558264345,3.3552572285,-27.969166561,3.9591911874,3.0055433718,39.892564840287,31.507518069763,一季度
688012.SH,688012,中微公司,10268224,2025-12-31 00:00:00,058001001,1.46,36.24496829002,24.02373213809,11.054616288692,1.592351916757,4322073152.69,1697960101.19,900280589.61,662992115.14,21.4758007364,28.1180627079,15.3693259571,39.3334470718,78.1760525088,90.4950355854,4.0767317708,2.9629737744,39.285778865941,20.440496414554,四季度
688012.SH,688012,中微公司,10268224,2025-09-30 00:00:00,058001001,0.81,34.292621250821,23.63751949488,9.622951958977,1.749454447336,3101963845.38,1175485603.09,505275864.48,348036426.84,50.6186542726,27.5029277221,5.3845136764,11.2882853551,28.6232259317,44.7342381902,2.3866486227,1.6996011626,37.894884069676,15.946288224691,三季度
688012.SH,688012,中微公司,10268224,2025-06-30 00:00:00,058001001,0.63,33.330456865773,23.187198756247,9.111854849309,-0.277749634511,2787322884.42,1074337573.7,392834078.62,240465857.4,51.2639088345,46.8219160929,9.1630302012,28.2542955777,25.4730403871,-19.3884498807,1.9156175032,1.3607308676,38.543707286483,13.556737987986,二季度
688012.SH,688012,中微公司,10268224,2025-03-31 00:00:00,058001001,0.5,32.367122928379,22.796788853981,8.536022866644,0.605446873395,2173278385.62,902715974.57,313082457.72,298301989.05,35.4047200139,25.6673999229,13.4449070958,-38.9180324373,-55.4455372982,-48.0915404234,1.5700818769,1.1558617792,41.537061268498,14.183455287624,一季度
688012.SH,688012,中微公司,10268224,2024-12-31 00:00:00,058001001,1.13,31.712825112408,22.659220723055,8.032969041199,1.913405520519,3557970498.23,1396947678.07,702696068.44,574669314.95,60.106879866,12.2388269739,25.5332144021,72.7604688827,77.32057342,74.0083554827,3.6523384065,2.7273080537,39.2624862619,19.734010119232,四季度
688012.SH,688012,中微公司,10268224,2024-09-30 00:00:00,058001001,0.64,30.16604519255,22.218242219601,6.918133998782,-0.184054893704,2059481848.62,900618993.1,396285695.95,330253862.44,35.9604435881,152.6263369014,53.7934087928,11.7650475075,48.1119596446,49.9236222052,2.1469442588,1.5993127305,43.730368087657,19.224912878708,三季度
688012.SH,688012,中微公司,10268224,2024-06-30 00:00:00,058001001,0.44,29.25118806365,21.94144354341,6.280306559704,1.558592852872,1842688653.16,742313415.97,267558201.85,220281405.68,41.3719927068,-63.2273117881,-24.3181324443,14.8075381437,7.3945304997,-16.2264935548,1.4822245027,1.147271882,40.284256089439,14.511156533224,二季度
688012.SH,688012,中微公司,10268224,2024-03-31 00:00:00,058001001,0.4,28.950302336882,21.640986809164,6.168175071724,-0.946972222586,1605024097.68,682307470.15,249135780.57,262948771.07,31.2292995282,-9.5266092751,15.4037245701,-27.7747242375,-60.2065401754,-42.5603497581,1.3935931596,1.1337864852,42.510730595027,15.504758615133,一季度
688012.SH,688012,中微公司,10268224,2023-12-31 00:00:00,058001001,1.01,28.785265931273,21.504658449018,5.765875606705,0.483732337979,2222247102.19,988117990.78,626072177.86,457782681.41,30.9690065465,66.1442861743,66.1346750777,46.7056881218,299.1118593102,113.1813343232,3.6025838394,2.9746681586,44.464811757712,28.137444701977,四季度
