SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
002027.SZ,002027,分众传媒,10007267,2026-03-31 00:00:00,058001001,0.1239,1.069468895761,0.013715066913,1.072846651451,6.514609638218,2915160677.12,2003905341.65,1789555599.73,1066120782.16,2.0092691701,57.6460533498,7.8755725957,-7.5130554215,238.2810852413,182.9320289319,12.0530351493,8.5995127451,68.740819584248,61.211406600163,一季度
002027.SZ,002027,分众传媒,10007267,2025-12-31 00:00:00,058001001,-0.0896,0.986636732702,0.052815072722,0.948935084399,0.131392297799,3151969924.41,2229641013.16,-1294143444.57,-1285535631.88,5.0422672138,-208.9960752029,-214.055430267,-9.7986188297,-182.1315265286,-183.4566591213,-8.4263521682,-5.9383882707,70.738016752408,-41.452656613295,四季度
002027.SZ,002027,分众传媒,10007267,2025-09-30 00:00:00,058001001,0.1091,1.140225991569,0.052815072722,1.088543556039,5.815490098299,3494369912.65,2589180718.35,1575696324.26,1540363160.25,6.0776195662,6.8532393126,14.6373918867,7.3665893565,3.013180726,4.3410674349,9.6033347287,6.3753317836,74.095782160237,45.113136019263,三季度
002027.SZ,002027,分众传媒,10007267,2025-06-30 00:00:00,058001001,0.1059,1.131976879187,0.052815072722,1.079439932342,0.129660723529,3254615736.23,2324910232.86,1529606515.55,1476276980.98,0.5212122118,5.2459104479,17.9110065756,13.8877096169,34.7465428797,49.3772819159,8.8588281062,6.1226896796,71.434246660193,46.678516488394,二季度
002027.SZ,002027,分众传媒,10007267,2025-03-31 00:00:00,058001001,0.0786,1.259136111673,0.053309491831,1.206778686239,4.658544310236,2857740968.87,1849111233.62,1135173105.64,988287483.91,4.6971370786,9.1445955578,4.5626363354,-4.763180589,-4.3928138648,-12.3170518113,6.4476534888,4.8373790267,64.705347817132,39.575444950044,一季度
002027.SZ,002027,分众传媒,10007267,2024-12-31 00:00:00,058001001,0.0822,1.17899498038,0.051842930705,1.128177564029,0.138028263037,3000668214.82,1992282619.14,1187330316.4,1127114797.49,-7.0567725535,-3.0775696782,0.9341030102,-8.9095461291,-19.4831589768,-16.1175078219,7.2352639642,5.1437833706,66.394632012307,38.907080005179,四季度
002027.SZ,002027,分众传媒,10007267,2024-09-30 00:00:00,058001001,0.1021,1.093557000297,0.052024623941,1.050093603341,5.191516841475,3294163205.15,2246132138.46,1474635990.82,1343683012.06,4.2960587699,7.5864126642,4.5426142426,1.7426650154,1.4636155477,7.3206576488,9.342562229,6.2967724133,68.185211192586,44.061123593417,三季度
002027.SZ,002027,分众传媒,10007267,2024-06-30 00:00:00,058001001,0.1006,1.092268453648,0.052280683979,1.048583672092,0.117769324259,3237740238.72,2202817835.63,1453364324.6,1252026442.53,10.0488359724,12.6460990322,6.8248414805,18.6189151819,39.7380369729,32.4667039945,8.4239252357,5.9118911217,68.035656761052,44.45075570945,二季度
002027.SZ,002027,分众传媒,10007267,2024-03-31 00:00:00,058001001,0.072,1.29695429239,0.026778253642,1.282031284358,3.78662643035,2729531149.19,1683931377.91,1040063504.6,945163127.62,6.0151366635,10.502374981,18.17100666,-15.4550199291,-15.0990409641,-15.3598260824,5.710817952,4.091352628,61.693063235776,37.13054249631,一季度
002027.SZ,002027,分众传媒,10007267,2023-12-31 00:00:00,058001001,0.0848,1.225121829017,0.026778253642,1.212182857299,0.165546111024,3228495821.87,2111652378.3,1225031514.85,1116683820.31,57.1255795581,85.8130423614,151.9918159465,2.2169725682,-10.6242171602,-13.1186114509,7.1594521407,5.1414239551,65.40669385401,37.673675797898,四季度
002027.SZ,002027,分众传媒,10007267,2023-09-30 00:00:00,058001001,0.0949,1.144418584006,0.027277784274,1.127359801387,5.651731990993,3158473334.47,2155489522.52,1370652626.39,1285296930.63,25.4406788191,88.4772995907,47.5036397364,7.3546017533,6.2353526075,9.663531221,8.6548685618,5.9326909571,68.24466424953,42.980795220416,三季度
002027.SZ,002027,分众传媒,10007267,2023-06-30 00:00:00,058001001,0.0893,1.048707371418,0.026362251702,1.032453716968,0.094066127079,2942094034.99,1935627642.15,1290203865.99,1172036789.55,53.7897349505,171.8018503563,336.6816325444,14.2710905823,37.0787367992,46.5363631064,7.8136330659,5.4245155123,65.790814947782,43.466736307575,二季度
002027.SZ,002027,分众传媒,10007267,2023-03-31 00:00:00,058001001,0.0652,1.237954631783,0.026362251702,1.223283139126,6.314810045644,2574661727.65,1591713615.38,941213711.27,799826585.5,-12.4047584562,1.3407894563,-1.4199402954,25.3045499959,42.7634971699,80.4895441814,5.4049754236,3.8201598404,61.822242443974,36.779762042539,一季度
002027.SZ,002027,分众传媒,10007267,2022-12-31 00:00:00,058001001,0.0457,1.173567047905,0.026362251702,1.158112062065,0.142331692168,2054723254.45,1137609500.84,659281770.15,443142891.81,-44.2906573665,-59.8147474647,-67.9568713096,-18.3954231905,-9.3427135987,-49.1438998199,3.6986548766,2.6631871192,55.365582609543,32.57756241432,四季度
002027.SZ,002027,分众传媒,10007267,2022-09-30 00:00:00,058001001,0.0504,1.294880522042,0.026362251702,1.252462383854,5.99107478373,2517901979.01,1629039578.9,727224248.95,871366247.59,-34.1120004523,-52.2292688498,-39.4593528678,31.6162819332,53.2012898884,224.6567334185,3.7757613729,2.8759596568,64.698292168646,29.345550029335,三季度
