报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,180478000000.0,,,,,32357000000.0,,,,81025000000.0,,,,,461516000000.0,9534000000.0,,,,,,,,,,2712385000000.0,2766635000000.0,54250000000.0,,,,,,,,,,,,,887130000000.0,382389000000.0,,5916000000.0,5911000000.0,,,,,,,78100000000.0,,78100000000.0,,,,,,,,4773000000.0,1766000000.0,,,6374000000.0,28848000000.0,,4878502000000.0,,,158134000000.0,,841441000000.0,617118000000.0,224323000000.0,2570543000000.0,,,,,,,,6288000000.0,,226639000000.0,,,,,,,,6780000000.0,,,4018000000.0,,,,,,,,,,1701000000.0,,,628250000000.0,,,,,4816000000.0,,,,24336000000.0,4472946000000.0,,15915000000.0,80000000000.0,,80000000000.0,60731000000.0,-53000000.0,,,,29018000000.0,51101000000.0,,,164658000000.0,,,,401370000000.0,4186000000.0,4878502000000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:46:09
20251231,,180748000000.0,,,,,29752000000.0,,,,81560000000.0,,,,,473728000000.0,88681000000.0,,,,,,,,,,2518416000000.0,2566666000000.0,48250000000.0,,,,,,,,,,,,,867197000000.0,371160000000.0,,6646000000.0,5954000000.0,,94046000000.0,18035000000.0,76011000000.0,972000000.0,,75039000000.0,,75039000000.0,,,,,,,,4961000000.0,1778000000.0,,,6373000000.0,25626000000.0,,4737619000000.0,,,144251000000.0,,869438000000.0,648967000000.0,220471000000.0,2409626000000.0,,,,,,,,6428000000.0,,226412000000.0,,,,,,,,7503000000.0,,,3541000000.0,,,,,,,,,,1720000000.0,,,638290000000.0,,,,,4965000000.0,,,,25645000000.0,4337819000000.0,,15915000000.0,80000000000.0,,80000000000.0,60731000000.0,-690000000.0,,,,29018000000.0,51066000000.0,,,159706000000.0,,,,395746000000.0,4054000000.0,4737619000000.0,定期报告,是,20260430,CNY,合并期末,2026-03-30T19:40:04
20250930,,165179000000.0,,,,,31792000000.0,,,,59801000000.0,,,,,535395000000.0,15026000000.0,,,,,,,,,,2386892000000.0,2435594000000.0,48702000000.0,,,,,,,,,,,,,872925000000.0,398509000000.0,,4982000000.0,6042000000.0,,,,,,,72174000000.0,,72174000000.0,,,,,,,,5010000000.0,1770000000.0,,,5736000000.0,25125000000.0,,4586358000000.0,,,165369000000.0,,755559000000.0,548323000000.0,207236000000.0,2366556000000.0,,,,,,,,4758000000.0,,262053000000.0,,,,,,,,6998000000.0,,,4627000000.0,,,,,,,,,,1601000000.0,,,615927000000.0,,,,,5043000000.0,,,,25260000000.0,4213751000000.0,,15915000000.0,60000000000.0,,60000000000.0,60749000000.0,-303000000.0,,,,29018000000.0,51014000000.0,,,152176000000.0,,,,368569000000.0,4038000000.0,4586358000000.0,定期报告,未审计,20251024,CNY,合并期末,2025-10-23T18:16:03
20250630,,166465000000.0,,,,,26523000000.0,,,,61932000000.0,,,,,495923000000.0,95862000000.0,,,,,,,,,,2364991000000.0,2417095000000.0,60557000000.0,,,,,,,,,,,,,851200000000.0,362464000000.0,,9443000000.0,6069000000.0,,87866000000.0,16720000000.0,71146000000.0,549000000.0,,70597000000.0,,70597000000.0,,,,,,,,5169000000.0,1771000000.0,,,4673000000.0,26543000000.0,,4549625000000.0,,,151824000000.0,,804308000000.0,587765000000.0,216543000000.0,2350330000000.0,,,,,,,,9176000000.0,,209160000000.0,,,,,,,,6728000000.0,,,2741000000.0,,,,,,,,,,1597000000.0,,,617452000000.0,,,,,5181000000.0,,,,21605000000.0,4180102000000.0,,15915000000.0,60000000000.0,,60000000000.0,60730000000.0,2947000000.0,,,,29018000000.0,50982000000.0,,,146075000000.0,,,,365667000000.0,3856000000.0,4549625000000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:38:05
20250331,,167062000000.0,,,,,19897000000.0,,,,63883000000.0,,,,,455813000000.0,23713000000.0,,,,,,,,,,2421081000000.0,2474978000000.0,53897000000.0,,,,,,,,,,,,,897806000000.0,342245000000.0,,14652000000.0,6094000000.0,,,,,,,67995000000.0,,67995000000.0,,,,,,,,5200000000.0,1781000000.0,,,5712000000.0,28265000000.0,,4521199000000.0,,,165551000000.0,,802426000000.0,573282000000.0,229144000000.0,2310731000000.0,,,,,,,,14192000000.0,12000000.0,177913000000.0,,,,,,,,6416000000.0,,,2831000000.0,,,,,,,,,,1640000000.0,,,644728000000.0,,,,,5200000000.0,,,,20732000000.0,4152372000000.0,,15915000000.0,60000000000.0,,60000000000.0,60730000000.0,2866000000.0,,,,26549000000.0,50132000000.0,,,148822000000.0,,,,365014000000.0,3813000000.0,4521199000000.0,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T17:54:05
20241231,,167699000000.0,,,,,21048000000.0,,,,64469000000.0,,,,,437994000000.0,31389000000.0,,,,,,,,,,2313356000000.0,2366317000000.0,61327000000.0,,,,,,,,,,,,,898236000000.0,308592000000.0,,20057000000.0,6233000000.0,,82413000000.0,15226000000.0,67187000000.0,552000000.0,,66635000000.0,,66635000000.0,,,,,,,,5232000000.0,1786000000.0,,,4885000000.0,28880000000.0,,4376491000000.0,,,171587000000.0,,803231000000.0,570457000000.0,232774000000.0,2184137000000.0,,,,,,,,19854000000.0,,155414000000.0,,,,,,,,7582000000.0,,,2234000000.0,,,,,,,,,,1698000000.0,,,636989000000.0,,,,,5246000000.0,,,,22835000000.0,4010807000000.0,,15915000000.0,60000000000.0,,60000000000.0,60730000000.0,4774000000.0,,,,26549000000.0,50106000000.0,,,143908000000.0,,,,361982000000.0,3702000000.0,4376491000000.0,定期报告,是,20260331,CNY,合并期末,2025-04-17T21:04:05
20240930,,167644000000.0,,,,,25007000000.0,,,,57681000000.0,,,,,417707000000.0,67381000000.0,,,,,,,,,,2294440000000.0,2348588000000.0,54148000000.0,,,,,,,,,,,,,894475000000.0,295612000000.0,,5864000000.0,6303000000.0,,,,,,,65925000000.0,,65925000000.0,,,,,,,,5361000000.0,1779000000.0,,,7959000000.0,32504000000.0,,4345642000000.0,,,164951000000.0,,839759000000.0,615951000000.0,223808000000.0,2132909000000.0,,,,,,,,6234000000.0,,183833000000.0,,,,,,,,9351000000.0,,,4357000000.0,,,,,,,,,,1474000000.0,,,622114000000.0,,,,,5371000000.0,,,,19964000000.0,3990317000000.0,,15915000000.0,60000000000.0,,60000000000.0,60730000000.0,1977000000.0,,,,26549000000.0,50081000000.0,,,136504000000.0,,,,351756000000.0,3569000000.0,4345642000000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T18:30:04
20240630,,179974000000.0,,,,,24975000000.0,,,,59829000000.0,,,,,381801000000.0,45705000000.0,,,,,,,,,,2308033000000.0,2362563000000.0,63466000000.0,,,,,,,,,,,,,908487000000.0,298053000000.0,,8588000000.0,6178000000.0,,76628000000.0,13931000000.0,62697000000.0,173000000.0,,62524000000.0,,62524000000.0,,,,,,,,5566000000.0,1782000000.0,,,8082000000.0,28720000000.0,,4328297000000.0,,,187294000000.0,,831583000000.0,619515000000.0,212068000000.0,2168857000000.0,,,,,,,,7912000000.0,,130477000000.0,,,,,,,,7231000000.0,,,3006000000.0,,,,,,,,,,1515000000.0,,,629990000000.0,,,,,5545000000.0,,,,25700000000.0,3999110000000.0,,15915000000.0,40000000000.0,,40000000000.0,60730000000.0,2001000000.0,,,,26549000000.0,50048000000.0,,,130510000000.0,,,,325753000000.0,3434000000.0,4328297000000.0,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T21:20:04
20240331,,174493000000.0,,,,,15923000000.0,,,,47748000000.0,,,,,326318000000.0,47634000000.0,,,,,,,,,,2353764000000.0,2409445000000.0,55681000000.0,,,,,,,,,,,,,986830000000.0,308287000000.0,,4826000000.0,6461000000.0,,,,,,,59748000000.0,,59748000000.0,,,,,,,,5722000000.0,1783000000.0,,,8722000000.0,31693000000.0,,4379952000000.0,,,160241000000.0,,903862000000.0,701254000000.0,202608000000.0,2228990000000.0,,,,,,,,4701000000.0,,156568000000.0,,,,,,,,8180000000.0,,,4067000000.0,,,,,,,,,,1423000000.0,,,553519000000.0,,,,,5663000000.0,,,,23382000000.0,4050596000000.0,,15915000000.0,39993000000.0,,39993000000.0,60737000000.0,789000000.0,,,,24119000000.0,48795000000.0,,,135712000000.0,,,,326060000000.0,3296000000.0,4379952000000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T16:05:09
20231231,,202434000000.0,,,,,17758000000.0,,,,50314000000.0,,,,,316586000000.0,20157000000.0,,,,,,,,,,2256596000000.0,2309583000000.0,61587000000.0,,,,,,,,,,,,,986805000000.0,295408000000.0,,3803000000.0,6489000000.0,,68046000000.0,12478000000.0,55568000000.0,173000000.0,,55395000000.0,,55395000000.0,,,,,,,,5677000000.0,1792000000.0,,,9444000000.0,26108000000.0,,4254766000000.0,,,153561000000.0,,781427000000.0,576391000000.0,205036000000.0,2165881000000.0,,,,,,,,3900000000.0,,202827000000.0,,,,,,,,7348000000.0,,,3464000000.0,,,,,,,,,,1437000000.0,,,592643000000.0,,,,,5627000000.0,,,,14889000000.0,3933004000000.0,,15915000000.0,39993000000.0,,39993000000.0,60737000000.0,-803000000.0,,,,24119000000.0,48779000000.0,,,129839000000.0,,,,318579000000.0,3183000000.0,4254766000000.0,定期报告,是,20250418,CNY,合并期末,2024-04-29T16:00:05
