报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,36164000000.0,,,,,,650445000000.0,10696000000.0,,,,,,,,,,,,,,,,,,4405000000.0,,,,,,,,,,67229000000.0,11124000000.0,201616000000.0,,504489000000.0,39270000000.0,,,,,1772000000.0,,,,,1471000000.0,15276000000.0,16747000000.0,275303000000.0,,711000000.0,,3032000000.0,,,,19088000000.0,788000000.0,1853653000000.0,,,,,,7865000000.0,105836000000.0,,,,2294000000.0,6277000000.0,853000000.0,,,22938000000.0,,,,,253000000.0,,,,,1000000.0,,20313000000.0,,,,,,,,,,,,,,1560914000000.0,610000000.0,440000000.0,620000000.0,847000000.0,1730061000000.0,,3120000000.0,,,,23881000000.0,-89109000000.0,31051000000.0,21234000000.0,133380000000.0,,123557000000.0,35000000.0,123592000000.0,1853653000000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:07:06
20251231,,42923000000.0,,,,,,579756000000.0,13999000000.0,,,,,,,,,,,,,,,,,,4980000000.0,,,,,,,,,,65633000000.0,11424000000.0,256913000000.0,,535968000000.0,38556000000.0,,,1000000.0,,1770000000.0,20275000000.0,5053000000.0,15222000000.0,,1350000000.0,15222000000.0,16572000000.0,293964000000.0,,746000000.0,,3128000000.0,,,,20996000000.0,1090000000.0,1899484000000.0,,,,,,9860000000.0,193518000000.0,,,,1765000000.0,5856000000.0,491000000.0,,,20594000000.0,,,,,336000000.0,,,,,,,20173000000.0,,,,,,,,,,,,,,1532638000000.0,627000000.0,444000000.0,747000000.0,857000000.0,1787906000000.0,,3120000000.0,,,,23880000000.0,-94260000000.0,31051000000.0,21234000000.0,126519000000.0,,111544000000.0,34000000.0,111578000000.0,1899484000000.0,定期报告,是,20260430,CNY,合并期末,2026-03-27T19:53:04
20250930,,28761000000.0,,,,,,526553000000.0,10643000000.0,,,,,,,,,,,,,,,,,,5976000000.0,,,,,,,,,,58854000000.0,8881000000.0,260849000000.0,,527528000000.0,38126000000.0,,,1000000.0,,1758000000.0,,,,,2690000000.0,15300000000.0,17990000000.0,307794000000.0,,727000000.0,,3853000000.0,,,,23139000000.0,1131000000.0,1833491000000.0,,,,,,10265000000.0,149370000000.0,,,,1803000000.0,5433000000.0,579000000.0,,,17319000000.0,,,,,249000000.0,,,,,,,20371000000.0,,,,,,,,,,,,,,1524554000000.0,632000000.0,455000000.0,1084000000.0,836000000.0,1732950000000.0,,3120000000.0,,,,23912000000.0,-103743000000.0,27559000000.0,17738000000.0,131922000000.0,,100508000000.0,33000000.0,100541000000.0,1833491000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:11:04
20250630,,32580000000.0,,,,,,480119000000.0,5911000000.0,,,,,,,,,,,,,,,,,,4584000000.0,,,,,,,,,,41690000000.0,8910000000.0,261722000000.0,,508531000000.0,37466000000.0,,,2000000.0,,1769000000.0,,,,,2586000000.0,15399000000.0,17985000000.0,333109000000.0,,763000000.0,,3879000000.0,,,,26265000000.0,1398000000.0,1777665000000.0,,,,,,21278000000.0,138072000000.0,,,,1967000000.0,5937000000.0,380000000.0,,6208000000.0,14112000000.0,,,,,422000000.0,,,,,,,20228000000.0,,,,,,,,,,,,,,1482987000000.0,682000000.0,450000000.0,542000000.0,962000000.0,1694227000000.0,,3120000000.0,,,,23910000000.0,-102786000000.0,27559000000.0,17738000000.0,113866000000.0,,83407000000.0,31000000.0,83438000000.0,1777665000000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:31:02
20250331,,41664000000.0,,,,,,485691000000.0,4393000000.0,,,,,,,,,,,,,,,,,,4153000000.0,,,,,,,,,,30475000000.0,8980000000.0,272993000000.0,,468424000000.0,33843000000.0,,,,,1787000000.0,,,,,2436000000.0,15508000000.0,17944000000.0,339343000000.0,,805000000.0,,3956000000.0,,,,27355000000.0,795000000.0,1753416000000.0,,,,,,18960000000.0,162524000000.0,,,,2422000000.0,5764000000.0,321000000.0,,,17877000000.0,,,,,388000000.0,,,,,,,30605000000.0,,,,,,,,,,,,,,1432099000000.0,693000000.0,454000000.0,411000000.0,1019000000.0,1673537000000.0,,3120000000.0,,,,23935000000.0,-103703000000.0,25039000000.0,17738000000.0,113720000000.0,,79849000000.0,30000000.0,79879000000.0,1753416000000.0,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T21:21:11
20241231,,38461000000.0,,,,,,485928000000.0,5436000000.0,,,,,,,,,,,,,,,,,,8844000000.0,,,,,,,,,,30245000000.0,9055000000.0,274891000000.0,,470366000000.0,30640000000.0,,,,,1807000000.0,20188000000.0,4537000000.0,15651000000.0,,2339000000.0,15651000000.0,17990000000.0,282458000000.0,,847000000.0,,4054000000.0,,,,19678000000.0,785000000.0,1692297000000.0,,,,,,8549000000.0,171588000000.0,,,,1756000000.0,5315000000.0,174000000.0,,,9231000000.0,,,,,336000000.0,,,,,4000000.0,,30384000000.0,,,,,,,,,,,,,,1366090000000.0,715000000.0,457000000.0,200000000.0,1229000000.0,1596028000000.0,,3120000000.0,,,,23970000000.0,-81803000000.0,25039000000.0,17738000000.0,108176000000.0,,96240000000.0,29000000.0,96269000000.0,1692297000000.0,定期报告,是,20260328,CNY,合并期末,2025-04-29T21:21:11
20240930,,23467000000.0,,,,,,515388000000.0,3689000000.0,,,,,,,,,,,,,,,,,,7292000000.0,,,,,,,,,,20615000000.0,9118000000.0,283719000000.0,,437771000000.0,22274000000.0,,,,,1803000000.0,,,,,2366000000.0,15821000000.0,18187000000.0,288566000000.0,,853000000.0,,3853000000.0,,,,19131000000.0,1028000000.0,1667028000000.0,,,,,,4196000000.0,193332000000.0,,,,1654000000.0,6083000000.0,237000000.0,,,6419000000.0,,,,,309000000.0,,,,,,,30498000000.0,,,,,,,,,,,,,,1330767000000.0,732000000.0,460000000.0,86000000.0,1188000000.0,1575961000000.0,,3120000000.0,,,,23964000000.0,-83134000000.0,22519000000.0,15216000000.0,109354000000.0,,91039000000.0,28000000.0,91067000000.0,1667028000000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T18:06:09
20240630,,26012000000.0,,,,,,475807000000.0,8487000000.0,,,,,,,,,,,,,,,,,,4591000000.0,,,,,,,,,,16287000000.0,9246000000.0,300845000000.0,,314750000000.0,16844000000.0,,,,,1812000000.0,,,,,2266000000.0,15911000000.0,18177000000.0,268043000000.0,,801000000.0,,3904000000.0,,,,17825000000.0,1158000000.0,1494684000000.0,,,,,,9876000000.0,80113000000.0,,,,2054000000.0,3809000000.0,152000000.0,,2652000000.0,5947000000.0,,,,,298000000.0,,,,,,,30272000000.0,,,,,,,,,,,,,,1267077000000.0,694000000.0,464000000.0,56000000.0,1168000000.0,1404632000000.0,,3120000000.0,,,,23975000000.0,-74562000000.0,22519000000.0,15216000000.0,99757000000.0,,90025000000.0,27000000.0,90052000000.0,1494684000000.0,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T20:21:04
20240331,,25373000000.0,,,,,,423426000000.0,1056000000.0,,,,,,,,,,,,,,,,,,4008000000.0,,,,,,,,,,10085000000.0,9255000000.0,309984000000.0,,331489000000.0,8102000000.0,,,1000000.0,,1799000000.0,,,,,2286000000.0,16018000000.0,18304000000.0,255237000000.0,,809000000.0,,3981000000.0,,,,15931000000.0,881000000.0,1429598000000.0,,,,,,3236000000.0,75700000000.0,,,,1829000000.0,4229000000.0,127000000.0,,,7254000000.0,,,,,262000000.0,,,,,,,20429000000.0,,,,,,,,,,,,,,1219926000000.0,711000000.0,6000000.0,81000000.0,1780000000.0,1335570000000.0,,3120000000.0,,,,23975000000.0,-67096000000.0,21721000000.0,15217000000.0,97065000000.0,,94002000000.0,26000000.0,94028000000.0,1429598000000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T18:46:04
20231231,,21808000000.0,,,,,,380239000000.0,5265000000.0,,,,,,,,,,,,,,,,,,13529000000.0,,,,,,,,,,5174000000.0,9383000000.0,313148000000.0,,347262000000.0,5370000000.0,,,2000000.0,,1784000000.0,19874000000.0,3895000000.0,15979000000.0,,2039000000.0,15979000000.0,18018000000.0,255984000000.0,,881000000.0,,4063000000.0,,,,10709000000.0,836000000.0,1403257000000.0,,,,,,3592000000.0,106987000000.0,,,,1571000000.0,3915000000.0,125000000.0,,,12217000000.0,,,,,274000000.0,,,,,,,20262000000.0,,,,,,,,,,,,,,1146497000000.0,760000000.0,470000000.0,56000000.0,1439000000.0,1298165000000.0,,3120000000.0,,,,23979000000.0,-51093000000.0,21721000000.0,15216000000.0,92124000000.0,,105067000000.0,25000000.0,105092000000.0,1403257000000.0,定期报告,是,20250328,CNY,合并期末,2024-03-27T21:11:03
