报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,176285538068.26,133670517594.86,27990439064.18,15315799183.71,,99293687377.8,,264047604532.92,12471717893.46,3274729471.43,3274729471.43,,,,,,39397301335.23,,,,,6172628736.24,,,5088606975.19,33380586.55,2876351772.37,35303737735.04,86316657374.69,,,,,,,956075496.37,208968532.1,,1165044028.47,,869391074.56,355576243.02,,,,,864498189.47,2541402211.15,764348292670.0299,,2382416945.45,,59720433997.4,2002175221.9,21603715451.22,6907669496.07,162618263204.66,29840187073.04,29840187073.04,,6821483910.05,374290922.05,,,,166479452911.91,24140847.72,,,,2041800.0,,,,129540040058.06,,,,,,12921500.26,887327238.31,406597571.59,31266149815.22,620889307964.9099,,25039944560.0,,,,19247513167.53,,2634359759.63,,4534721719.03,21971230222.75,,41207609633.52,,114635379062.46,28823605642.66,143458984705.12,764348292670.0299,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:54:05
20251231,,149645867530.26,112656907772.87,30404078682.9,17213799980.62,,95973305902.5,,267624677452.29,14558334076.3,3094547678.55,3094547678.55,,,,,,33898909994.75,,,,,4773454107.84,,,4384141834.27,34295661.65,3531198684.36,39935568110.79,87955926401.78,,,3296330635.02,2282819987.61,1013510647.41,18070306.56,995440340.85,196832774.53,,1192273115.38,,810211098.12,395992252.49,,,,,913022639.02,2421435258.02,741547240481.27,,2503732632.4,,58404461438.74,2669534280.04,11547110315.15,9628943689.63,185697287714.91,28338496319.83,28338496319.83,,6492214984.15,434338965.58,,,,141865984084.7,249080000.0,,,,2041800.0,,,,123160377229.68,,,,,,13840268.99,814689247.26,62216930.65,29486140203.96,601370490105.67,,25039944560.0,,,,19247513167.53,,1997828811.65,,4534721719.03,21960395628.61,,38816941477.17,,111597345363.99,28579405011.61,140176750375.6,741547240481.27,定期报告,是,20260430,CNY,合并期末,2026-03-27T22:20:05
20250930,,140700807761.34,107013552607.24,27280536032.27,15312897150.21,,90365129992.55,,275457164016.43,12886950633.34,3595472197.49,3595472197.49,,,,,,29571384778.87,,,,,4804970407.72,,,4176183479.01,35644600.3,3509802439.21,43629825090.25,80755797322.31,,,,,,,983251713.06,189578301.09,,1172830014.15,,818502280.75,362840702.67,,,,,1014970982.57,1834320414.53,721973133145.76,,2183930466.29,,52085546398.68,1418467721.9,12033156972.57,10326053561.86,190579808724.51,26785545480.12,26785545480.12,,7675294676.17,753523560.02,,,,136906529862.48,,,,,,,,,109651050580.58,,,,,,30619335.47,825308012.45,69798933.31,31106484144.37,582431118430.78,,25039944560.0,,,,19261522601.49,,2229538143.71,,4365471466.89,19910060545.79,,40385907124.73,,111192444442.61,28349570272.37,139542014714.98,721973133145.76,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:48:06
20250630,,132699710589.4,96995646005.01,22266381163.64,11516126119.44,,73895534548.58,,259982482666.74,13531695518.74,2549571963.65,2549571963.65,,,,,,27813447372.69,,,,,4403795615.96,,,4088114585.3,36766013.21,2799025920.76,59737094451.95,73458373210.69,,,3304095899.84,2253221645.85,1050874253.99,18070306.56,1032803947.43,186400852.41,,1219204799.84,,751355575.85,381702458.01,,,,,918908091.97,1519450112.18,682052614659.16,,1521645171.45,,39369979375.7,4007537830.43,9570752214.43,5913604525.23,191041531834.4,31869587326.98,31869587326.98,,6902066515.67,346559338.18,,,,121823105843.23,,,,,10000000.0,,,,102377415485.85,,,,,,163072525.61,768051305.27,150802321.92,29596578471.39,545432290085.74005,,25039944560.0,,,,19261522601.49,,3216913266.25,,4365471466.89,19896476116.59,,36693442720.0,,108473770731.22,28146553842.2,136620324573.42,682052614659.16,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:26:05
20250331,,126425944802.19,92638326895.22,23024073280.95,12687750792.97,,76991927450.2,,236373846929.37,9038037026.05,5815058240.61,5815058240.61,,,,,,26352240860.44,,,,,6310521747.31,,,4296515108.13,37887426.1,2172789650.88,74558976829.78,74222452717.27,,,,,,,1072071181.53,205761247.88,,1277832429.41,,835879674.38,378534462.42,,,,,1363457083.71,2003539124.47,671479514843.67,,1497630010.63,,42098734100.32,1243586316.29,9077080402.68,6612100644.39,182482505457.88,32983081113.61,32983081113.61,,6189117462.77,336152058.86,,,,119127852873.73,,,,,10000000.0,,,,106705232457.17,,,,,,44433877.78,855028195.13,49943622.42,26693703233.36,536006181827.02,,25039944560.0,,,,19261522601.49,,2434455900.43,,4365471466.89,19884156577.8,,35623125368.54,,106608676475.15,28864656541.5,135473333016.65,671479514843.67,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T21:20:15
20241231,,134137568005.42,100267310937.64,22251276347.15,11422066067.79,,74844217285.42,,269523599878.38,12389755887.46,6005511199.26,6005511199.26,,,,,,21795816550.88,,,,,8895888883.29,,,4170775825.3,39008839.02,2512806732.67,65541534578.35,69486271209.84,,,3298690567.82,2166675579.49,1132014988.33,18070306.56,1113944681.77,199395796.1,,1313340477.87,,859305658.48,407273797.73,,,,,1621025460.8,1801616683.86,697596593301.18,,672001160.52,,49057674005.59,3318823317.96,14453521235.86,7546247271.95,186005633756.17,33347862173.8,33347862173.8,,5893054562.86,387729312.65,,,,122496182845.12,129821125.62,,,,10000000.0,,,,113148500034.6,,,,,,13698542.06,876308613.48,48139913.27,26842469784.9,564247667656.41,,25039944560.0,,,,19273551585.37,,2492518245.54,,4365471466.89,19871947928.78,,33740663038.48,,104784096825.06,28564828819.71,133348925644.77,697596593301.18,定期报告,是,20260328,CNY,合并期末,2025-03-28T22:27:03
20240930,,165149594309.37,131721492204.34,22170732729.21,8939032638.39,,58260378923.58,,231030500378.49,8442047977.43,6307355979.16,6307355979.16,,,,,,25012519418.15,,,,,10586170374.97,,,4118059288.89,40130251.93,2943376523.73,65096760517.09,66025185021.58,,,,,,,1124721076.82,212434856.97,,1337155933.79,,855281344.35,353032288.5,,,,,2085068822.16,2357713196.36,672171063278.74,,469952147.44,,40811400444.49,3682648115.64,7318127008.13,9571027432.97,145230906375.98,45507640629.22,45507640629.22,,4947699839.77,194511532.61,,,,153322576900.58,109653066.14,,,,129278.11,,,,107646674920.11,,,,,,71264641.56,868240104.35,44154574.83,20833085871.24,540629692883.17,,25039944560.0,,,,19271828714.16,,1606894189.74,,4204719414.38,18547128906.47,,34422826567.56,,103093342352.31,28448028043.26,131541370395.57,672171063278.74,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T20:32:01
20240630,,96103300083.72,68095595186.97,18682262856.06,8886133952.58,,59163168649.67,,232792036301.6,11716938324.77,7654306003.02,7654306003.02,,,,,,22350090381.66,,,,,14666555580.76,,,3980856948.29,41251664.85,3748905216.19,60336235747.39,68712334646.25,,,3311773916.39,2119368177.4,1192405738.99,18070306.56,1174335432.43,208693781.95,,1383029214.38,,906380850.68,358521134.69,,,,,2112659460.58,2677198466.86,607386031531.42,,616000097.12,,33313531872.06,2974983543.82,9666918551.55,6391506999.48,138899296273.96,41996433096.01,41996433096.01,,4898429601.69,277561237.02,,,,88472399851.5,27148293.68,,,,153781.87,,,,126551885960.59,,,,,,79293163.98,934650856.46,71663230.02,22031971872.24,477203828283.05,,25039944560.0,,,,19271828714.16,,2030509594.0,,4204719414.38,18535282145.16,,32768598492.26,,101850882919.96,28331320328.41,130182203248.37,607386031531.42,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T19:57:02
20240331,,104378480158.11,72152978531.54,21611400376.45,9834577380.6,,61410170881.84,,242183220385.25,10498885782.67,6307000900.72,6307000900.72,,,,,,22312554705.27,,,,,12759795513.22,,,4202376200.12,42373077.76,3202323024.73,61311884034.94,70446568747.92,,,,,,,1212670415.16,221483572.27,,1434153987.43,,989198713.5,340372005.88,,,,,2351773925.06,2340102672.18,628122635093.0499,,896515106.28,,34179925874.33,3122836233.65,9202789502.87,5620307593.05,156447445274.21,38707137876.34,38707137876.34,,5820275297.16,281903592.08,,,,92744958561.33,16000000.0,,,,258395.35,,,,131321386294.09,,,,,,43705019.6,1013311673.01,57732130.98,17670610608.67,497147099033.0,,25039944560.0,,,,19271828714.16,,1490838509.42,,4204719414.38,18527821840.92,,33521040791.1,,102056193829.98,28919342230.07,130975536060.05,628122635093.0499,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T18:12:03
20231231,,110939833882.65,77486578121.97,20459860014.89,8124181880.07,,64428205336.18,,236488163809.7,4614564139.0,6167987413.02,6167987413.02,,,,,,22812201886.48,,,,,10207378128.88,,,4076754912.11,43494490.68,3517258851.59,73398915233.35,70593727251.98,,,3265864473.59,2034443396.68,1231421076.91,18070306.56,1213350770.35,216628612.16,,1429979382.51,,994630439.84,311593134.48,,,,,2739570064.38,2213299724.74,635437418096.4601,,835592442.12,,28055960610.3,2440853868.61,5694306280.79,6185560498.34,163215332852.98,41700063016.22,41700063016.22,,5759431398.95,382729192.47,,,,96870504341.28,,,,,161457.84,,,,137228904790.73,,,,,,48115103.92,1015512533.28,30526535.42,17179728950.84,506643283874.09,,25039944560.0,,,,19271828714.16,,902469718.94,,4204719414.38,18520713522.12,,32205365170.35,,100145041099.95,28649093122.42,128794134222.37,635437418096.4601,定期报告,是,20250329,CNY,合并期末,2024-03-28T21:12:03
