报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,17185451354.25,,,1548755888.93,,11749000.01,33268523293.74,270720008.79,32997803284.95,211926748.4,340549452.88,,,,,,,,,,,1413945278.08,18103894103.76,,,,1816091111.12,4136399994.18,78037286225.35,,,,,,,,4187853065.45,,,,2736511762.55,,,,,,633876299.11,,,,,12587424922.53,,,,,675295140.57,2152749927.91,10406587.63,1350059650.13,193689884.89,,511958262.67,564314818.49,25604140321.93,103641426547.28,,17339120604.49,,,,203641855.21,4644204.69,46583628665.7,11002797747.67,35580830918.03,,433367560.55,,,1720006933.86,747491238.65,,,,,,562908648.3,,,,,,,,,,,,,,496794248.22,37169975.05,68128773934.72,,5896843992.64,803081205.48,,,496893843.18,42823588.66,,,,188949841.55,357273736.05,400377864.9,,8186244072.46,76315018007.18,,1015732344.0,,,,10740393138.37,261840741.86,-152491081.07,,385028906.83,,,15045332435.26,,,26772155001.53,554253538.57,27326408540.1,103641426547.28,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:12:04
20251231,,13997105991.24,,,881292676.14,,30676586.66,34368702201.17,189029230.94,34179672970.23,331228708.54,154838057.77,,,,,,,,,,753032790.37,753032790.37,14623927718.43,,,,1387120833.35,4219066492.83,70746992056.5,,,,,,,,4161826817.4,,,,2687906115.07,,17954106263.65,5699469110.25,12254637153.4,1267184.0,797716538.65,797716538.65,,12253369969.4,,12253369969.4,,,,,629906712.55,1917977859.28,10406587.63,1376301396.62,165768968.08,,417498292.35,1039956694.15,25458635951.18,96205628007.68,,14420976875.34,,,,150084821.69,8177209.26,45206094187.42,11022229156.21,34183865031.21,,673531393.47,,,1504539477.33,844508323.27,,,,,438127654.95,438127654.95,,,,,,,,,,,,,,405710427.86,48871311.67,63700621682.26,,4749497219.75,,,,465600572.37,44433779.48,,,,159540760.44,327561134.25,413046507.67,,6159679973.96,69860301656.22,,1015732344.0,,,,10724867853.78,279782413.27,-30529293.71,,385028906.83,,,13982038771.35,,,25797356168.98,547970182.48,26345326351.46,96205628007.68,定期报告,是,20260430,CNY,合并期末,2026-03-23T19:28:06
20250930,,17698617061.25,,,682747619.26,,36078627.14,36799342640.8,99560280.43,36699782360.37,103229203.06,214132787.94,,,,,,,,,,,810313094.25,17140450870.64,,,,1377690833.33,3778899685.13,78641502422.8,,,,,,,,4071223040.31,,,,2565019409.11,,,,,,876979405.72,,,,,9767428001.4,,,,,618191833.15,1774206083.02,,1333345577.3,127703321.4,,586629596.79,2396386006.67,24117112274.87,102758614697.67,,14852478874.24,,,,150280706.58,47652.25,50321927466.23,10946043225.74,39375884240.49,,831641438.42,,,1304578540.23,767601147.73,,,,,,2680583496.62,,,,,,,,,,,,,,494481618.32,59429823.65,71463050764.27,,4483771604.79,,,,464517216.79,,,,,160343150.0,301665828.53,500612349.99,,5910910150.1,77373960914.37,,1015732344.0,,,,10709751161.74,279782413.27,12527474.36,,320797482.81,,,13090540529.49,,,24869566579.13,515087204.17,25384653783.3,102758614697.67,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:18:12
20250630,,16553206937.54,,,1450149587.62,,19083462.86,35895384243.34,76531920.14,35818852323.2,91390032.99,246908187.34,,,,,,,,,,827203962.13,827203962.13,14257597620.14,,,,532426944.43,3409243975.87,73282594954.26,,,,,,,,1723334016.8,,,,2500682599.55,,14174699986.51,4865127626.8,9309572359.71,1268582.1,889905806.44,889905806.44,,9308303777.61,,9308303777.61,,,,,540072076.29,1787311480.67,,1332055768.75,108444562.23,,592732129.17,2920931905.0,21703774122.51,94986369076.77,,14230384785.14,,,,293221826.94,1714683.02,46932220311.47,8319923480.28,38612296831.19,,649541433.42,,,1395960274.17,745448323.7,,,,,456313338.19,456313338.19,,,,,,,,,,,,,,389289435.15,54019977.62,65148114388.82,,4424113563.29,,,,419035351.17,,,,,142517950.0,243653791.93,516244467.78,,5745565124.17,70893679512.99,,1015754580.0,,,,10637471596.99,292612433.53,30241177.02,,320797482.81,,,11880947324.52,,,23592599727.81,500089835.97,24092689563.78,94986369076.77,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T17:36:05
20250331,,15429573367.5,,,1699440587.6,,11234628.52,26869825085.79,110971135.48,26758853950.31,50691633.63,147511071.56,,,,,,,,,,,568192838.63,12077505341.06,,,,333882750.0,2812709662.8,60000566967.09,,,,,,,,1712697084.46,,,,2462532555.1,,,,,,813190934.83,,,,,8956443630.15,,,,,548219648.85,1801708193.89,15819841.24,1372466041.42,97840549.88,,583999604.44,3225910358.24,21590828442.5,81591395409.59,,11147186810.06,,,,255932787.21,591571.48,36909264283.44,8374015656.98,28535248626.46,,539053708.21,,,1478880931.63,665380337.47,,,,,,567255838.2,,,,,,,,,,,,,,292562814.51,34917249.91,51891026332.12,,4669884000.0,,,,428299269.65,,,,,33573600.0,261934727.94,518871616.8,,5912563214.39,57803589546.51,,1015890620.0,,,,10544768306.03,326748083.61,45256409.41,,320797482.81,,,11796610666.76,,,23396575401.4,391230461.68,23787805863.08,81591395409.59,定期报告,未审计,20250424,CNY,合并期末,2025-04-23T19:42:03
20241231,,13653152651.04,,,1393546099.95,,7277343.08,25507027168.61,97616704.17,25409410464.44,24690370.46,122441127.86,,,,,,,,,,775902921.91,775902921.91,11476052553.99,,,,672548944.44,2588915586.74,56221554768.08,,,,,,,,1648298465.5,,,,2462646098.21,,12126539831.42,4324921403.88,7801618427.54,1284735.5,1759719109.24,1759719109.24,,7800333692.04,,7800333692.04,,,,,576745218.12,1791189444.35,12734081.8,1331868440.97,93988963.04,,522060701.34,2075682746.59,20075266961.2,76296821729.28,,7982304058.72,,,,231245960.02,500234.65,37280614356.13,8045970778.32,29234643577.81,,492517817.04,,,1274637408.26,618124261.01,,,,,448225498.28,448225498.28,,,,,,,,,,,,,,1331051830.96,9711375.24,49668932800.31,,2472962800.0,,,,461509984.16,,,,,,249559687.23,519796977.71,,3703829449.1,53372762249.41,,1015890620.0,,,,10576752335.46,382061692.68,57259686.37,,320797482.81,,,10954619479.99,,,22543257911.95,380801567.92,22924059479.87,76296821729.28,定期报告,是,20260324,CNY,合并期末,2025-04-23T19:42:03
20240930,,13365897364.3,,,1723863983.11,,177940.03,28097283340.52,95244495.7,28002038844.82,46708205.59,70832592.72,,,,,,,,,,,559500415.19,10951554151.59,,,,551710342.34,2423815244.91,57791343580.3,,,,,,,,1645998645.54,,,,2457683637.07,,,,,,1563241946.36,,,,,6992278266.17,,,,,312908739.79,1246700002.17,,142181810.17,97987298.72,,475498003.3,2178763875.53,17113242224.82,74904585805.12,,7586844420.42,,,,161181311.57,3946735.02,38797808795.96,6397335733.68,32400473062.28,,659096205.45,,,1080022703.56,293074486.83,,,,,,303772597.82,,,,,,,,,,,,,,1464647728.95,74998354.52,50425393340.1,,1995000000.0,,,,206300944.12,,,,,,243161163.19,332983871.68,,2777445978.99,53202839319.09,,1015890620.0,,,,10561458282.49,382061692.68,22655133.41,,276933833.07,,,10122179368.86,,,21617055545.15,84690940.88,21701746486.03,74904585805.12,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T17:55:10
20240630,,11268068252.11,,,2008152000.41,,24165496.52,19915690027.4,94193755.21,19821496272.19,87913920.19,100020565.98,,,,,,,,,,301812552.83,301812552.83,7459944556.28,,,,323379305.56,1849845251.65,43338991928.93,,,,,,,,1189417250.28,,,,2490140176.11,,9740735890.94,3157602481.85,6583133409.09,,1339458509.54,1339458509.54,,6583133409.09,,6583133409.09,,,,,329380568.28,1226566557.72,,47642463.8,90134083.55,,448913558.55,1913368179.63,15658154756.55,58997146685.48,,4983590999.38,,,,166026373.93,10915286.08,27317303701.57,5687181244.77,21630122456.8,,348605500.67,,,1212222858.94,266885442.56,,,,,227183375.32,227183375.32,,,,,,,,,,,,,,778450409.99,48176920.66,35359360869.1,,1660072182.87,,,,239088947.47,,,,,,255604901.02,392379911.76,,2547145943.12,37906506812.22,,1015479137.0,,,,10529379897.85,210636571.81,51369333.24,,276933833.07,,,9419757386.77,,,21082283016.12,8356857.14,21090639873.26,58997146685.48,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T17:35:13
20240331,,12913076999.3,,,2586948376.58,,375138.88,13957184454.35,62266633.84,13894917820.51,54421344.71,55419078.07,,,,,,,,,,,275798933.67,4990068177.85,,,,,1494690033.44,36327982536.85,,,,,,,,1195648539.33,,,,2483094659.89,,,,,,1126109996.18,,,,,6531333939.84,,,,,335626112.82,1208490527.88,,67001838.8,89406991.68,,424942689.08,2036253871.91,15497909167.41,51825891704.26,,3752898087.81,,,,94377878.22,43267235.17,21571002599.93,6608104221.63,14962898378.3,,128462401.24,,,1330789292.9,229740659.66,,,,,,164896449.45,,,,,,,,,,,,,,1376880199.28,7005581.31,28699320384.97,,954340650.06,,,,241805787.9,,,,,,243095553.51,358495271.66,,1797737263.13,30497057648.1,,725801805.0,,,,10783382135.63,86318688.33,-24492918.39,,276933833.07,,,9648974286.34,,,21324280453.32,4553602.84,21328834056.16,51825891704.26,定期报告,未审计,20240425,CNY,合并期末,2024-04-24T20:50:05
20231231,,12755989377.12,,,2777109318.24,,33139582.45,14417623577.88,50864063.03,14366759514.85,49682202.72,41650054.39,,,,,,,,,,359106426.07,359106426.07,4343675034.6,,,,,1355838306.53,36133813880.0,,,,,,,,1147363979.09,,,,2502061621.86,,9383098396.62,2727276954.26,6655821442.36,,970775595.83,970775595.83,,6655821442.36,,6655821442.36,,,,,341159749.23,1178966638.97,,598827.73,89403863.93,,429135740.36,2060536328.65,15375823788.01,51509637668.01,,3844622444.87,,,,48955749.48,978232.68,21633520005.63,6264601666.2,15368918339.43,,121480844.54,,,1208313263.0,335242384.73,,,,,137693087.93,137693087.93,,,,,,,,,,,,,,1085750054.28,9197184.23,28425753251.37,,1345170650.06,,,,268974973.25,,,,,,259907323.11,366783487.14,,2240836433.56,30666589684.93,,724252410.0,,,,10698264697.34,,85512244.7,,276933833.07,,,9081368361.63,,,20866331546.74,-23283563.66,20843047983.08,51509637668.01,定期报告,是,20250424,CNY,合并期末,2024-04-24T20:50:05
