报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,147935828640.3,127583106108.57,55138422007.51,49694411986.87,,133607586954.1,,268505462489.59003,27132403938.98,732186031.27,732186031.27,,,,,,21394481735.95,,,,,4388209460.43,,,13696333002.92,,86751322.6,64859299368.38,40629435994.0,,,,,,,1501608345.5,58527754.26,,1560136099.76,,872816825.38,1250017182.24,9670605.55,,,,226206349.59,6327517912.26,788352765920.8099,,10617295597.29,,50976780418.46,2835237730.38,60262245978.6,7979186956.1,122025961864.03,33730664119.23,33730664119.23,,6228829569.93,783367562.55,,,,184027068399.72,,,,,1175422.75,,,2902681963.61,161993674714.39,,,,,,61674340.56,891791720.45,617705464.15,1055618332.28,646990960154.48,,8696526806.0,17000000000.0,,17000000000.0,40360965556.27,,693645640.7,,5236148007.81,23170710005.9,,46160995669.36,,141318991686.04,42814080.29,141361805766.33,788352765920.8099,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:48:05
20251231,,132789411773.94,116415124973.51,40025951173.33,34613304052.42,,133353124273.32,,270666011985.65,27035433812.09,550899780.37,550899780.37,,,,,,18516420858.91,,,,,2947104037.33,,,13339481677.54,,180317190.31,69933548083.85,35425795242.28,,,2864955510.6,1384468519.52,1480486991.08,17687177.59,1462799813.49,40999335.84,,1503799149.33,,835764174.95,1258439689.8,9670605.55,,,,483690318.14,4622225918.71,753477089745.4,,7501972758.25,,64381201033.73,5900444151.97,42179178133.35,7229011773.25,152377883892.8,28204288828.81,28204288828.81,,5722693907.71,1070694592.22,,,,155015825219.19,8100256.0,,,,1175422.75,,,2958758134.77,140297389588.26,,,,,,42999132.47,857611334.09,570385651.69,1110645645.87,615430259457.18,,8696526806.0,17000000000.0,,17000000000.0,40360965556.27,,593239854.34,,5236148007.81,23156600857.1,,42961176433.88,,138004657515.4,42172772.82,138046830288.22,753477089745.4,定期报告,是,20260430,CNY,合并期末,2026-03-27T20:28:05
20250930,,128248111295.72,109711257690.02,44094168975.93,38162956229.23,,129279145669.08,,282467328955.83,18703529551.5,842686837.22,842686837.22,,,,,,18162728378.9,,,,,2537752476.24,,,13082610015.94,,,65466760038.26,34280218820.99,,,,,,,1393244775.36,35835386.58,,1429080161.94,,848799438.95,1029060117.37,9670605.55,,,,226629192.11,4923875897.13,745632156428.6598,,8154803155.04,,71773571368.36,3098644503.65,56004297419.78,6850671292.73,157117507841.6,30635107046.59,30635107046.59,,7459923197.25,653050988.64,,,,153293756680.65,230000000.0,,,,,,,3447657431.56,109256248020.69,,,,,,49835002.01,890119200.26,504378202.3,1500056188.18,610919627539.29,,8696526806.0,17000000000.0,,17000000000.0,40360965556.27,,707705194.42,,5236148007.81,20687545969.27,,41947339517.24,,134636231051.01,76297838.36,134712528889.37,745632156428.6598,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:16:04
20250630,,129611331448.76,111521322349.81,22753769464.02,16258544197.66,,95315235197.3,,263631560897.82,24832431062.24,824924459.73,824924459.73,,,,,,14663884765.39,,,,,1585711132.09,,,12703911440.77,,,63154568278.74,33427862296.27,,,2849573570.94,1408230048.48,1441343522.46,17687177.59,1423656344.87,31542542.06,,1455198886.93,,887458105.06,994589318.7,9670605.55,,,,409017149.21,6598657066.23,672859781574.8099,,8407015649.93,,44686029950.92,11113734847.06,40517616704.47,3858253312.95,159301387854.77,27477197636.92,27477197636.92,,6188954065.17,578795295.7,,,,133034107606.58,,,,,,,,3547629594.99,96725729864.04,,,,,,38292111.96,938225894.58,445186466.24,4529128025.24,541387284881.52,,8696526806.0,15900000000.0,,15900000000.0,40362124857.69,,1180052422.61,,5236148007.81,20672310652.13,,39349677157.03,,131396839903.27,75656790.02,131472496693.29,672859781574.8099,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:14:03
20250331,,111243148969.8,95356040514.13,23569925302.81,18504326248.87,,100130687387.58,,269807967096.51,24299917864.96,590978502.58,590978502.58,,,,,,14361983819.76,,,,,1701815582.3,,,13086741351.2,,179233993.89,57687630458.97,35044342881.61,,,,,,,1455385347.46,41689950.13,,1497075297.59,,831000063.52,990706962.65,9670605.55,,,,907305333.48,5347626976.96,661287758451.72,,7201655546.61,,49582224636.93,11682683934.13,55576599762.45,3016455216.87,143609610835.14,22424804099.01,22424804099.01,,5448800045.85,621522846.74,,,,118677799868.09,,,,,,,,3579471768.64,105859810280.75,,,,,,41417202.38,877976412.68,438460852.76,992606104.39,529631899413.42,,8696526806.0,15000000000.0,,15000000000.0,40362973914.29,,1091687450.4,,5236148007.81,20658450385.91,,40535448628.01,,131581235192.42,74623845.88,131655859038.3,661287758451.72,定期报告,未审计,20250429,CNY,合并期末,2025-04-28T17:38:07
20241231,,144322269698.32,125130173793.55,33232275780.35,24073673150.79,,95572702472.98,,265463721521.15,31845120382.89,683224191.12,683224191.12,,,,,,13113732595.16,,,,,4647395730.42,,,12706426248.85,,1380137541.88,68351202060.94,38980020968.24,,,2827879658.5,1295359149.05,1532520509.45,17687177.59,1514833331.86,38576147.76,,1553409479.62,,850593109.33,1004709920.28,9670605.55,,,,575627556.4,6868091584.58,721160331448.06,,9711063479.48,,57384139330.79,9979674503.57,53648120028.96,5219509952.79,150931020355.64,25025289434.78,25025289434.78,,5413224507.11,819073628.91,,,,151610717188.26,,,,,,,,3589284684.97,114971305439.57,,,,,,33158165.4,906572098.16,438307093.94,1227638169.3,590908098061.63,,8696526806.0,15000000000.0,,15000000000.0,40362973914.29,,1892106130.4,,5236148007.81,20645792577.43,,38345082006.62,,130178629442.55,73603943.88,130252233386.43,721160331448.06,定期报告,是,20260328,CNY,合并期末,2025-03-27T22:42:09
20240930,,136618361531.76,120136359262.74,22173746632.65,16999122303.54,,74412020686.66,,260451289167.9,22671077636.4,431281575.42,431281575.42,,,,,,13363007514.58,,,,,7032675036.53,,,12324242427.32,,783121279.8,68668471693.2,34563018761.66,,,,,,,1455518528.92,41171498.66,,1496690027.58,,1001591141.56,774786057.67,9670605.55,,,,1137835179.75,8847713922.03,666760600878.02,,7612337717.38,,30465721991.36,14072695876.11,43187916153.64,8442627497.53,151378372765.62,33448424755.59,33448424755.59,,6267192789.25,524330568.91,,,,139826389682.38,,,,,140148.09,,,2091647594.33,100651368441.54,,,,,,39558166.84,1057443755.0,457779231.08,1183560362.5,540707507497.15,,8696526806.0,15000000000.0,,15000000000.0,40362973914.29,,1158653938.02,,5236148007.81,18694464762.49,,36825762874.96,,125974530303.57,78563077.3,126053093380.87,666760600878.02,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T18:12:03
20240630,,92863957865.45,75994475018.01,26033806797.57,13982894000.57,,78219494713.55,,257183898610.13,35628150963.8,587955619.69,587955619.69,,,,,,10745752273.66,,,,,9678018734.36,,,11949160128.35,,484429664.39,69338027923.97,32826535831.24,,,2710614685.19,1262717720.74,1447896964.45,17687177.59,1430209786.86,37841383.52,,1468051170.38,,1114571694.74,747297249.62,9670605.55,,,,1291089913.31,8959656551.16,639129526310.9199,,5732734535.94,,43441208492.16,13597399752.21,57364617825.69,6788812737.84,145494589989.35,33498875345.11,33498875345.11,,5950021143.07,433293615.71,,,,91377932657.9,,,,,678316.49,,,2116590990.77,103755397724.73,,,,,,43006313.44,1182223829.14,519464945.44,3303189142.26,514600037357.25,,8696526806.0,15000000000.0,,15000000000.0,40362973914.29,,1110456249.72,,5236148007.81,18685435956.06,,35360176024.9,,124451716958.78,77771994.89,124529488953.67,639129526310.9199,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T22:12:03
20240331,,89995573836.69,75121932420.78,26996811625.86,17372034984.33,,80430117417.06,,260818011036.49,39636052555.93,546450877.42,546450877.42,,,,,,10001665927.55,,,,,7282696388.2,,,12114851585.14,,1158631699.1,72949306001.86,26479942952.48,,,,,,,1478500079.17,33855813.29,,1512355892.46,,1135758640.22,702797762.92,9670605.55,,,,732976767.95,10078935560.33,642582607133.21,,5840925744.7,,43568954268.63,8042370099.66,61684191128.39,6513846894.48,143445931978.14,34084077861.79,34084077861.79,,5443176682.71,406541938.18,,,,93847646130.15,,,,,677680.43,,,2104383767.53,110404192232.12,,,,,,63753235.64,1203530505.25,545181697.04,1003816793.81,518203198638.65,,8696526806.0,15000000000.0,,15000000000.0,40362973914.29,,739363051.75,,5236148007.81,18676236438.32,,35591588581.9,,124302836800.07,76571694.49,124379408494.56,642582607133.21,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T18:42:06
20231231,,110022616088.89,95905684616.76,37691722388.21,20583829951.6,,83666020371.26,,278737716746.15,49776194433.71,663586140.75,663586140.75,,,,,,12947108528.1,,,,,6679136543.07,,,11751540303.63,,691492935.76,70798037316.89,17697436595.25,,,2673884656.01,1149482560.56,1524402095.45,17687177.59,1506714917.86,32875802.63,,1539590720.49,,1187075110.36,703374964.0,9670605.55,,,,1583773041.88,9706897446.67,695852990280.62,,6182839721.74,,57025735114.01,27061392192.56,44535515916.61,6938983402.97,142684753501.43,38084761578.56,38084761578.56,,5525512022.56,427962555.22,,,,117852233465.78,,,,,677440.83,,,1907610886.52,121992465259.37,,,,,,55486067.19,1255518258.99,558414028.45,1726196600.71,573816058013.5,,8696526806.0,15000000000.0,,15000000000.0,40362973914.29,,504617049.67,,5236148007.81,18667643973.41,,33493517212.85,,121961426964.03,75505303.09,122036932267.12,695852990280.62,定期报告,是,20250328,CNY,合并期末,2024-03-28T22:02:03
20230930,,97478172074.14,85346450498.1,32052657664.11,21986338151.29,,82250051849.93,,271540577856.28,33227862666.61,823650987.83,823650987.83,,,,,,13302005165.77,,,,,5120068130.56,,,11362403593.31,,566473809.71,62529416692.66,1677530068.67,,,,,,,1451354723.1,36061351.56,,1487416074.66,,1183124809.99,535196623.63,9670605.55,,,,1863028291.42,7007806198.81,624017113163.64,,5266460603.36,,31644951388.9,6104689862.56,44212546936.03,4722494950.06,135556728284.77,37012945172.72,37012945172.72,,5275991978.9,843182274.51,,,,108509435646.14,,,,,,,,1930477260.91,119540137332.39,,,,,,60204352.95,1250471470.63,556690375.13,1895279061.73,504382686951.69,,8696526806.0,15000000000.0,,15000000000.0,40366971456.12,,194792980.0,,5236148007.81,17070655043.89,,32987573477.73,,119552667771.55,81758440.4,119634426211.95,624017113163.64,定期报告,未审计,20231027,CNY,合并期末,2023-10-26T17:57:02
20230630,,112121942918.83,97076936554.73,25332965224.25,15487662024.72,,82615139564.71,,265337099735.12,37309980687.89,867143256.87,867143256.87,,,,,,12922642433.11,,,,,4739373913.24,,,10985419626.05,,637954137.52,61011314022.84,1699532470.7,,,2631641544.4,1124675530.92,1506966013.48,17687177.59,1489278835.89,29195035.12,,1518473871.01,,1188322677.47,484756813.0,9670605.55,,,,1682822492.21,7089515520.39,627554069970.7599,,5687494559.58,,22415652947.61,13037444613.34,39677630829.92,3821369559.15,135579433458.07,35400677035.33,35400677035.33,,6968300039.16,622547724.36,,,,113646358151.95,239891507.0,,,,884765.37,,,1940148146.77,125348655471.88,,,,,,48144000.0,1262730564.57,589514184.69,3026315320.97,509313192879.72,,8696526806.0,15000000000.0,,15000000000.0,40366971456.12,,472429600.53,,5236148007.81,17061418547.42,,31322277995.24,,118155772413.12,85104677.92,118240877091.04,627554069970.7599,定期报告,未审计,20230830,CNY,合并期末,2023-08-29T19:47:08
20230331,,111757923266.92,97729088973.79,26247721304.78,12688629099.03,,85057513086.61,,245015094948.54,31823167848.7,791548152.15,791548152.15,,,,,,13683296181.96,,,,,3448999104.35,,,11127217849.2,,385831773.78,58697865076.66,1782551545.3,,,,,,,1509407044.79,33448877.89,,1542855922.68,,1198209665.8,431757712.75,9670605.55,,,,1738421894.12,5799674288.36,600539320228.2101,,6395071471.8,,22265830461.51,4105766624.38,41507752737.3,3384163919.89,129941939872.39,34121048616.33,34121048616.33,,6491439665.96,554141684.79,,,,112314156764.56,,,,,13771463.88,,,1139797842.13,117138411079.6,,,,,,48404000.0,1270551882.42,469442636.55,1829060060.88,482990750784.37,,8696526806.0,15000000000.0,,15000000000.0,40346871309.87,,87642195.56,,5236148007.81,17052157022.93,,31045877626.64,,117465222968.81,83346475.03,117548569443.84,600539320228.2101,定期报告,未审计,20230429,CNY,合并期末,2023-04-28T18:02:03
20221231,,113377262889.25,89128336409.48,23804906161.09,15929457717.34,,81541116015.37,,241775989271.65,49580745014.34,959418111.49,959418111.49,,,,,,12213224110.22,,,,,3664685045.95,,,10745848897.53,,559559263.01,60888528258.97,1628335821.78,,,2558671036.95,1024589990.99,1534081045.96,17687177.59,1516393868.37,32649352.52,,1549043220.89,,1168860987.5,430396328.0,9670605.55,,,,1847338249.38,5932085108.8,611677013360.77,,10608901887.02,,25147998691.61,10802438466.7,47744018872.49,2875038752.7,120805473266.38,25105453962.4,25105453962.4,,6558871912.19,712013415.48,,,,106377654159.44,,,,,86314087.31,,,1163140747.44,134627741792.54,,,,,,63807800.0,1243345928.31,481907892.67,2015808383.96,496419930018.64,,8696526806.0,15000000000.0,,15000000000.0,40346871309.87,,57427391.15,,5236148007.81,17042850081.41,,28794772095.26,,115174595691.5,82487650.63,115257083342.13,611677013360.77,定期报告,是,20240329,CNY,合并期末,2023-03-24T23:27:02
20220930,,94096658320.84,79723067073.31,24136873977.52,19318335206.95,,83616635119.46,,250746773642.4,38475895442.08,1338770722.11,1338770722.11,,,,,,12883579983.44,,,,,4318464229.89,,,10368230861.5,,220920463.93,50986158823.89,1433473640.11,,,,,,,1453353827.2,34061466.46,,1487415293.66,,1211169560.82,428335563.29,9670605.55,,,,1031806272.4,5769739343.19,582560571866.08,,2897937232.15,,32265445870.5,,35072987576.13,4017219692.69,115083291944.96,26243059013.75,26243059013.75,,6680063025.54,620573162.71,,,,98677321036.9,,,,,61137114.36,,,1176145448.3,141928320541.37,,,,,,,1291652254.27,400173467.16,2421259102.46,468836586483.25,,8696526806.0,14985849056.61,,14985849056.61,40361022253.27,,311092493.69,,5236148007.81,15541092214.2,,28496340536.9,,113628071368.48,95914014.35,113723985382.83,582560571866.08,定期报告,未审计,20221029,CNY,合并期末,2022-10-28T17:57:02
20220630,,113966437424.46,95237623115.29,21863379770.93,15695288851.35,,85132967503.84,,253302191919.21,31289521472.55,1189529635.34,1189529635.34,,,,,,11972323082.88,,,,,3829791821.72,,,9949749900.83,,422489863.16,56244072805.94,1447231047.5,,,2425703780.25,992220020.36,1433483759.89,17687177.59,1415796582.3,35401630.48,,1451198212.78,,1248634673.6,430712584.16,9670605.55,,,,1216934675.48,6109475472.79,601076312472.72,,4452685476.7,,21507168989.59,1910308831.71,33893391028.58,5631460160.53,131227387379.66,26480460722.98,26480460722.98,,7907095031.31,579428187.08,,,,110588653525.26,5255360.0,,,,69279561.07,,,1025778532.08,134866486379.78,,,,,,,1336190629.25,474574694.96,7643910865.29,489599515355.83,,8696526806.0,14985849056.61,,14985849056.61,40361022253.27,,60129140.34,,5236148007.81,15532294808.8,,26510513456.04,,111382483528.87,94313588.02,111476797116.89,601076312472.72,定期报告,未审计,20220827,CNY,合并期末,2022-08-27T01:37:03
20220331,,99700504513.87,86008618983.51,24319130580.64,16927608501.72,,89111621567.9,,263033883991.87003,43554060452.71,609263089.12,609263089.12,,,,,,12842639190.98,,,,,3651433482.41,,,10054091760.0,,987188131.4,43234375803.71,1234405849.49,,,,,,,1425748112.45,34693054.23,,1460441166.68,,1242592353.16,430148944.78,9670605.55,,,,1404491517.37,5773703123.97,602653646125.61,,4982813592.42,,23366266299.58,7734335901.94,28352065050.4,4571969390.24,131269914480.66,27133635923.22,25393735923.22,,6945164979.56,515010910.01,,,,106005975549.33,322567750.0,,,,106090804.46,,115344608.8,972526725.59,148300439181.24997,,,,,,,1323933797.53,420321438.58,1212771636.45,493651148020.02,,8696526806.0,10300000000.0,,10300000000.0,40361022253.27,,-256538414.3,,5236148007.81,15519797353.32,,29053523642.75,,108910479648.85,92018456.74,109002498105.59,602653646125.61,定期报告,未审计,20220425,CNY,合并期末,2022-04-24T17:02:01
20211231,,87938259847.57,78160801347.68,25873373101.51,18979905509.12,,98686505904.39,,265344277809.66,39198592074.61,1055546712.36,1055546712.36,,,,,,13141791332.34,,,,,3204641912.26,,,9648858138.75,,1117626303.13,40582323318.84,1409254388.76,,,2365657360.42,898363766.13,1467293594.29,17687177.59,1449606416.7,30899876.17,,1480506292.87,,1244890268.43,434361218.74,9670605.55,,,,1561414589.17,5289232979.92,597221126798.86,,5248005983.09,,26935839064.49,6743717383.9,23187937832.42,4616991633.52,127417730458.56,29036251678.38,29036251678.38,,8282962146.36,1110124989.35,,,,99605342327.1,,,,,128144062.7,,,980181988.83,146313957294.3,,,,,,,1317464631.45,491856628.43,3214168479.03,484630676581.91,,8696526806.0,15000000000.0,,15000000000.0,40361022253.27,,-31248474.95,,5236148007.81,15507909799.99,,27732671239.85,,112503029631.97,87420584.98,112590450216.95,597221126798.86,定期报告,是,20230325,CNY,合并期末,2022-03-27T20:57:02
20210930,,91844602528.34,77853132257.77,31390598415.1,22433938622.72,,96278479545.75,,262531522970.6,40487194262.44,1046654168.03,1046654168.03,,,,,,13326495409.86,,,,,3123831531.4,,,9206654814.83,,1385534822.12,50365289350.68,1075713530.01,,,,,,,1388779878.36,30618295.55,,1419398173.91,,1252012739.51,438898121.74,9670605.55,,,,1731653832.51,6927765818.86,613841970641.2401,,10184386314.17,,41140233362.38,4512988888.89,24134911651.48,4543182331.04,127238356398.47,28235010035.24,28235010035.24,,7963359584.21,1067134254.96,,,,103276171527.37,821910273.16,,,,47858254.53,,116942917.48,581839793.04,144842861818.1,,,,,,,1328696974.13,1080594331.33,3014880208.74,504131318918.72,,8696526806.0,15000000000.0,,15000000000.0,40361022253.27,,50736307.12,,5236148007.81,13319499970.4,,26961316203.88,,109625249548.48,85402174.04,109710651722.52,613841970641.2401,定期报告,未审计,20211026,CNY,合并期末,2021-10-25T16:52:02
