报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,5396992988.02,,,1005004797.66,,,12612047032.04,363892274.13,12248154757.91,457654078.1,196008308.24,,,,,,,,,,,351456332.98,6977163327.09,,,,,1380271901.69,28378155835.76,,,,,,,,788455462.46,269141897.03,,85101212.45,19126616.36,,,,,,3367188892.69,,,,,14272466342.61,,,,1557069.94,1452688582.69,1373038594.04,,3487654996.1,629481062.25,,768953108.24,1341710100.04,27855006866.96,56233162702.72,,4669116895.66,,,,65348446.27,,11667294098.55,1423257433.69,10244036664.86,151595.4,52424614.49,,,463541397.75,635830484.13,,6351916.78,,,,940179708.13,,,,,,,,,,,,,,5238674792.38,202457051.48,23935019084.24,,4832079436.28,,,,1179946385.87,38076799.68,,8479382.53,,,618082914.82,328435988.44,403111687.94,7408212595.56,31343231679.8,,1831306901.04,,,,11535566256.01,405112535.77,-388095262.41,,987000000.0,,,10832914689.33,,,24393580048.2,496350974.72,24889931022.92,56233162702.72,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:58:06
20251231,,6183127578.46,,,1529402409.97,,,14023705253.35,253945303.23,13769759950.12,403378297.24,126352737.35,,,,,,,,,,426267877.26,426267877.26,7189891213.02,,,,,1400040306.39,31282245824.54,,,,,,,,796950944.27,275232142.89,,85325212.45,18126616.36,,25250239901.97,10256566859.82,14993673042.15,548849770.06,2859779949.07,2859779949.07,,14444823272.09,,14444823272.09,,,,80151.5,1386698847.81,1261886025.89,,2703669154.54,529039112.62,,732459945.09,1524213953.7,26618205176.78,57900451001.32,,4531560030.93,,,,,,14103284202.39,1611216404.47,12492067797.92,573527.77,92664384.28,,,586495596.73,690039937.01,,6351916.78,,,1169465299.44,1175817216.22,,,,,,,,,,,,,,5120134579.16,183943656.24,26484513130.73,,4299483172.84,,,,1116941539.44,36812896.54,,,,,627581893.02,340876256.99,636293850.39,7057989609.22,33542502739.95,,1830828680.3,,,,11429755296.04,405112535.77,-243601997.86,,987000000.0,,,10441272317.12,,,24040141759.83,317806501.54,24357948261.37,57900451001.32,定期报告,是,20260430,CNY,合并期末,2026-03-27T20:08:10
20250930,,4582718493.41,,,2446123604.73,,,12877750314.46,139538553.33,12738211761.13,210345361.36,119111856.07,,,,,,,,,,,349960074.18,7556780775.71,,,,,1170160877.43,29312951357.35,,,,,,,,654021182.75,280317645.02,,111333600.0,,,,,,,3464515704.44,,,,,11662111076.98,,,,,1095176636.63,934058363.56,,1173941171.61,487508002.84,,655910840.04,1926220033.98,22445114257.85,51758065615.2,,3209995306.82,,,,,,11817001305.36,588472437.34,11228528868.02,16693.18,22771109.52,,,520083990.98,681702815.57,,151708496.32,,,,895814995.38,,,,,,,,,,,,,,4669332634.12,226626251.31,22043345102.24,,4495712312.1,,,,852915594.41,,,,,,719404525.04,372574211.07,,6440606642.62,28483951744.86,,1808793180.91,3535483.39,,,10997301409.61,544729580.26,-161898278.02,,987000000.0,,,10094909189.28,,,23184911404.91,89202465.43,23274113870.34,51758065615.2,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:50:11
20250630,,5376025839.01,,,1081847354.61,,,11312253303.1,89094952.19,11223158350.91,203406360.6,127708130.62,399657.27,,,,,,,,,261152961.07,261552618.34,6009251213.96,,,,,1149394781.55,25521439601.79,,,,,,,,586897870.79,267151735.49,,72681600.0,148633679.7,,21075933543.99,9535154401.01,11540779142.98,507619764.46,3017941613.7,3017941613.7,,11033159378.52,,11033159378.52,,,,,1157841412.36,955880111.96,,1173941171.61,508094724.81,,590776598.23,1963826853.86,21476826751.03,46998266352.82,,1965789819.88,,,,,,9697090872.96,440004780.03,9257086092.93,32693.21,28664218.78,,,407461870.4,509513543.24,,6351914.78,,,691505601.53,697857516.31,,,,,,,,,,,,,,3459498288.66,134418343.81,16900327167.25,,5554522230.24,2100572077.18,,,898662583.23,,,,,,683838750.64,373422650.27,,9611018291.56,26511345458.81,,1756180205.13,34274716.83,,,9025093038.9,545693007.62,-73436073.01,,987000000.0,,,9228754759.11,,,20412173639.34,74747254.67,20486920894.01,46998266352.82,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:02:05
20250331,,5725169307.91,,,458018284.65,,,10778487661.03,87084154.13,10691403506.9,224585350.38,111315850.06,3000000.0,,,,,,,,,,219528386.35,5497088580.19,,,,,1128722748.57,24142916169.14,,,,,,,,570750416.55,268716928.56,,73161600.0,158055268.14,,,,,,2237620389.88,,,,,11064830091.41,,,,,840049021.93,977814195.27,5269727.7,1173941171.61,526995529.94,,653406849.39,1920901936.04,20471513126.42,44614429295.56,,1249853950.19,,,,31946575.63,,8866654397.83,684707599.84,8181946797.99,319411.57,35659482.43,,,329265236.74,345436796.72,,6351912.78,,,,621688008.99,,,,,,,,,,,,,,3308268080.22,187330521.95,14976422462.27,,5308193001.67,2088273840.83,,,659554265.97,,,,,,711072773.41,391970872.69,,9159064754.57,24135487216.84,,1756179160.91,45700714.31,,,8958837226.15,226749531.24,-116249643.42,,987000000.0,,,9004238285.45,,,20408956212.16,69985866.56,20478942078.72,44614429295.56,定期报告,未审计,20250429,CNY,合并期末,2025-04-28T18:58:04
20241231,,6573409034.73,,,6960000.0,,,11549131753.67,104487696.64,11444644057.03,248517176.68,120097728.9,12364135.19,,,,,,,,,365194846.57,378192394.26,5859233677.83,,,,,810289503.31,25545831269.38,,,,,,,,569274735.06,278088928.69,,73801600.0,204026122.08,,20222678610.92,8693382926.18,11529295684.74,473567286.54,2078085791.33,2078085791.33,,11055728398.2,,11055728398.2,,,,,704596825.15,995406296.13,7917337.37,1173941171.61,520997672.43,,676936003.47,1308852248.25,19647653129.77,45193484399.15,,929239473.93,,,,130182523.65,,10418316152.19,687029402.67,9731286749.52,1654221.22,26435199.16,,,442570150.13,451405014.62,,6351912.78,,,643071703.29,679206934.41,,,,,,,,,,,,,,2559919303.77,159252788.14,15798181761.22,,5826760174.15,2076016656.05,,,503406344.51,,,,,5962337.09,747274977.63,386900894.49,,9546321383.92,25344503145.14,,1756179160.91,45700714.31,,,8916083160.69,226749531.24,-130936057.59,,987000000.0,,,8439057492.27,,,19786334939.35,62646314.66,19848981254.01,45193484399.15,定期报告,是,20260328,CNY,合并期末,2025-03-28T21:42:00
20240930,,3531083169.59,,,165105136.18,,,11097906793.99,152362617.53,10945544176.46,173706943.43,136904782.49,,,,,,,,,,,291951573.72,6051801691.79,,,,,854145693.24,22302605784.43,,,,,,,,551929019.4,41908886.11,,74569600.0,251711711.46,,,,,,1981205496.29,,,,,10706684377.81,,,,,706410674.86,1032387463.47,7917337.37,1302622286.68,533621682.53,,663284118.11,1426580967.24,19280833621.33,41583439405.76,,1563179472.91,,,,,,9081481571.31,466190011.93,8615291559.38,990348.98,20309563.73,,,290524250.2,368493464.95,,7317387.78,,,,566150799.33,,,,,,,,,,,,,,2449172289.51,269786109.28,14610087870.2,,5821443685.21,,,,527870255.44,,,,,9534342.33,753913414.21,405991281.87,,7518752979.06,22128840849.26,,1756179160.91,,,,8803739749.85,289409941.11,-48207157.0,,949837059.96,,,8222654520.07,,,19394793392.68,59805163.82,19454598556.5,41583439405.76,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:50:05
20240630,,4124551547.22,,,168655197.2,,,8831332842.04,134861542.39,8696471299.65,168601117.6,142398350.4,,,,,,,,,,264670299.88,264670299.88,5742889987.36,,,,,894021191.84,20337120533.54,,,,,,,,546206090.76,45841681.46,,73993600.0,183423423.24,,19289820499.45,8144616712.58,11145203786.87,480274178.97,1651851426.47,1651851426.47,,10664929607.9,,10664929607.9,,,,,602716541.86,1054971540.7,13701109.67,1302622286.68,559263415.0,,646670075.29,1448202363.99,18794393163.02,39131513696.56,,1606560798.75,,,,,,8099228535.41,454415146.43,7644813388.98,44141.42,55627644.42,,,322205988.84,245125876.26,,7317387.78,,,490375822.18,497693209.96,,,,,,,,,,,,,,2409058770.37,274034445.84,13509579411.27,,5281301839.73,,,,459741256.19,,,,,,762067550.96,400485045.89,,6903595692.77,20413175104.04,,1756179160.91,,,,8786189358.53,289409941.11,-54416671.09,,949837059.96,,,7509887221.29,,,18658266188.49,60072404.03,18718338592.52,39131513696.56,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T18:45:06
20240331,,4134505381.73,,,84899096.85,,,8958045641.83,138909208.06,8819136433.77,200276817.89,105673090.57,,,,,,,,,,,207467925.49,4905254630.09,,,,,796777147.85,19392899732.3,,,,,,,,525383645.23,44964464.65,,73289600.0,223783783.55,,,,,,1366637106.58,,,,,10565666784.34,,,,,571827743.74,1072461372.71,25357190.12,1302622286.68,610231946.36,,617473641.29,1405160354.16,18404859919.41,37797759651.71,,1140612929.07,,,,19377099.34,,7408443422.04,519841896.17,6888601525.87,227074.74,31004703.13,,,329520084.85,269718045.89,,5465436.81,,,,488148813.1,,,,,,,,,,,,,,1882811499.52,170059139.74,11739922811.42,,5657969582.8,,,,443562600.16,,,,,3948756.75,785430637.95,406229867.75,,7297141445.41,19037064256.83,,1756179160.91,,,,8778520726.31,230428077.01,-40444285.0,,949837059.96,,,7487631825.25,,,18701296410.42,59398984.46,18760695394.88,37797759651.71,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T22:00:05
20231231,,3018148324.48,,,74296656.55,,,8895997184.23,129783828.74,8766213355.49,238990705.13,94443711.92,,,,,,,,,,306882217.47,306882217.47,5727100063.82,,,,,801283940.35,19157142803.95,,,,,,,,525188411.09,47690036.79,,73833600.0,227567567.34,,18357004013.69,7428878442.47,10928125571.22,508294184.84,1050674009.35,1050674009.35,,10419831386.38,,10419831386.38,,,,,618471110.14,1099224304.73,23394153.48,1302622286.68,662549959.48,,630109436.29,1350026504.46,18031182766.21,37188325570.16,,1486671071.34,,,,,,8027058371.67,541237063.63,7485821308.04,350350.81,14644684.07,,,434380806.52,364284564.62,,5465436.81,,,533911142.0,539376578.81,,,,,,,,,,,,,,2172793696.83,197226913.19,13236787037.86,,3986349901.39,,,,487465994.29,,,,,4705513.51,771821789.12,389419090.46,,5639762288.77,18876549326.63,,1756179160.91,,,,8770332191.67,230428077.01,-21722359.0,,949837059.96,,,7026637167.59,,,18250835144.12,60941099.41,18311776243.53,37188325570.16,定期报告,是,20250329,CNY,合并期末,2024-04-29T22:00:05
