报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,218755935000.0,,,,,137176517000.0,,,,116637953000.0,,,,,571918516000.0,165365082000.0,,,,,,,,,,2632473404000.0,2689791120000.0,65380492000.0,,,,,,,,,,,,,753587368000.0,881452648000.0,,9116831000.0,699654000.0,,,,,,395120000.0,7307524000.0,,7702644000.0,,,,,,,,,1290791000.0,72135000.0,,13430962000.0,71738508000.0,,5581418948000.0,,,221072153000.0,,949032326000.0,653998280000.0,295034046000.0,2990255162000.0,,,,,,,,5316289000.0,20887892000.0,140294831000.0,,,,,,,,10669954000.0,,,4760740000.0,,,,,,,,,,1487682000.0,,,777319181000.0,,,,,,,14180000.0,,104198177000.0,5225308567000.001,,18351324000.0,79977830000.0,19977830000.0,60000000000.0,47896943000.0,7067204000.0,,,,48815184000.0,67074660000.0,,,75003069000.0,,,,344186214000.0,11924167000.0,5581418948000.0,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:18:04
20251231,,185383013000.0,,,,,105884564000.0,,,,169668221000.0,,,,,548022431000.0,53387681000.0,,,,,,,,,,2411711317000.0,2469060608000.0,65481025000.0,,,,,,,,,,,,,672674806000.0,706383572000.0,,5783784000.0,806976000.0,,13882698000.0,6378723000.0,7503975000.0,4710000.0,393168000.0,7499265000.0,,7892433000.0,,,,,,,,,508700000.0,72135000.0,,14556378000.0,48580035000.0,,4931316046000.0,,,212628422000.0,,846455928000.0,604694448000.0,241761480000.0,2589723921000.0,,,,,,,,4750413000.0,11176110000.0,130837825000.0,,,,,,,,13559620000.0,,,3519162000.0,,,,,,,,,,1498239000.0,,,652947771000.0,,,,,,,14008000.0,,114622562000.0,4581733981000.0,,18351324000.0,79977830000.0,19977830000.0,60000000000.0,47896943000.0,5351835000.0,,,,42453008000.0,67025147000.0,,,76905151000.0,,,,337961238000.0,11620827000.0,4931316046000.0,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:12:04
20250930,,177228885000.0,,,,,85456878000.0,,,,165015686000.0,,,,,608643856000.0,4931675000.0,,,,,,,,,,2412721737000.0,2469584220000.0,56862483000.0,,,,,,,,,,,,,649769711000.0,722023412000.0,,3891636000.0,761000000.0,,,,,,410886000.0,7497733000.0,,7908619000.0,,,,,,,,,511688000.0,72135000.0,,14691222000.0,73868716000.0,,4927496856000.0,,,198377458000.0,,784736190000.0,544102362000.0,240633828000.0,2591716294000.0,,,,,,,,4084866000.0,8744837000.0,119145075000.0,,,,,,,,10609506000.0,,,5193636000.0,,,,,,,,,,1452654000.0,,,699259793000.0,,,,,,,8007000.0,,157900312000.0,4581228628000.0,,18351324000.0,79977830000.0,19977830000.0,60000000000.0,47897192000.0,5622821000.0,,,,42453008000.0,55023334000.0,,,85760649000.0,,,,335086158000.0,11182070000.0,4927496856000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:40:05
20250630,,196058769000.0,,,,,65308825000.0,,,,167862147000.0,,,,,566728751000.0,50690396000.0,,,,,,,,,,2372632630000.0,2430010154000.0,65876467000.0,,,,,,,,,,,,,632113656000.0,683643937000.0,,4537767000.0,812452000.0,,13689562000.0,6092162000.0,7597400000.0,4710000.0,381281000.0,7592690000.0,,7973971000.0,,,,,,,,,518355000.0,72135000.0,,12678812000.0,26847618000.0,,4788480220999.999,,,170340561000.0,,688380511000.0,461596791000.0,226783720000.0,2589723023000.0,,,,,,,,5302151000.0,8249743000.0,98616687000.0,,,,,,,,11126595000.0,,,3926201000.0,,,,,,,,,,1515005000.0,,,785303105000.0,,,,,,,8065000.0,,85720598000.0,4448212245000.0,,18351324000.0,79977830000.0,19977830000.0,60000000000.0,47897192000.0,10108097000.0,,,,42453008000.0,54974786000.0,,,75692967000.0,,,,329455204000.0,10812772000.0,4788480220999.999,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T18:30:03
20250331,,176207585000.0,,,,,45642077000.0,,,,154832371000.0,,,,,530226250000.0,49846720000.0,,,,,,,,,,2205152650000.0,2262047975000.0,65165051000.0,,,,,,,,,,,,,626809178000.0,597517895000.0,,5675290000.0,606898000.0,,,,,,376678000.0,7770083000.0,,8146761000.0,,,,,,,,,518802000.0,,,13233344000.0,45205348000.0,,4459621169000.0,,,159263194000.0,,506852834000.0,312890795000.0,193962039000.0,2459121984000.0,,,,,,,,6572430000.0,8001603000.0,148774038000.0,,,,,,,,10639246000.0,,,4872121000.0,,,,,,,,,,1790218000.0,,,757811835000.0,,,,,,,23297000.0,,75013759000.0,4138736559000.0,,18351324000.0,69974758000.0,19977830000.0,49996928000.0,47903762000.0,6380710000.0,,,,42453007000.0,54848314000.0,,,70555508000.0,,,,310467383000.0,10417227000.0,4459621169000.0,定期报告,未审计,20250429,CNY,合并期末,2025-04-28T16:54:04
20241231,,142274712000.0,,,,,35370739000.0,,,,148507595000.0,,,,,488547464000.0,16098141000.0,,,,,,,,,,2038660849000.0,2095202704000.0,64851472000.0,,,,,,,,,,,,,590580805000.0,446891438000.0,,7055496000.0,450692000.0,,13783823000.0,5836903000.0,7946920000.0,4710000.0,370811000.0,7942210000.0,,8313021000.0,,,,,,,,,528665000.0,,,10614302000.0,18147651000.0,,3952041570000.0,,,138274242000.0,,495688467000.0,320183301000.0,175505166000.0,2160655100000.0,,,,,,,,6994845000.0,3980437000.0,99262153000.0,,,,,,,,13086827000.0,,,3781473000.0,,,,,,,,,,2002359000.0,,,643079716000.0,,,,,,,17048000.0,,71560685000.0,3638383352000.0,,18351324000.0,69974758000.0,19977830000.0,49996928000.0,47903762000.0,9283147000.0,,,,36539066000.0,54807539000.0,,,66730221000.0,,,,303589817000.0,10068401000.0,3952041570000.0,定期报告,是,20260429,CNY,合并期末,2025-04-18T16:54:05
20240930,,154363362000.0,,,,,39871818000.0,,,,125051419000.0,,,,,523770513000.0,11990437000.0,,,,,,,,,,2038123612000.0,2093969715000.0,63936731000.0,,,,,,,,,,,,,553127002000.0,363380711000.0,,3249894000.0,147335000.0,,,,,,355801000.0,8054577000.0,,8410378000.0,,,,,,,,,515219000.0,,,12818664000.0,22035847000.0,,3856856211000.0,,,172861034000.0,,442577842000.0,275837784000.0,166740058000.0,2116851011000.0,,,,,,,,3884240000.0,6734238000.0,134925704000.0,,,,,,,,11125936000.0,,,5572277000.0,,,,,,,,,,2005519000.0,,,583011955000.0,,,,,,,1599000.0,,65223213000.0,3544774568000.0,,18351324000.0,69974758000.0,19977830000.0,49996928000.0,47903694000.0,5365889000.0,,,,36539066000.0,47276378000.0,,,77044238000.0,,,,302455347000.0,9626296000.0,3856856211000.0,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T17:50:05
20240630,,172984302000.0,,,,,36476364000.0,,,,113456919000.0,,,,,545019120000.0,19642319000.0,,,,,,,,,,1997284725000.0,2053534594000.0,64161399000.0,,,,,,,,,,,,,527250276000.0,314535307000.0,,4640165000.0,153505000.0,,13864544000.0,5599820000.0,8264724000.0,4710000.0,349297000.0,8260014000.0,,8609311000.0,,,,,,,,,516892000.0,,,13238550000.0,17026094000.0,,3770833849000.0,,,211004182000.0,,470348470000.0,321639106000.0,148709364000.0,2129122629000.0,,,,,,,,4796986000.0,7184475000.0,93980706000.0,,,,,,,,11648938000.0,,,4956786000.0,,,,,,,,,,1865429000.0,,,468992197000.0,,,,,,,1625000.0,,74697851000.0,3478600274000.0,,18351324000.0,59974758000.0,19977830000.0,39996928000.0,47904410000.0,5270572000.0,,,,36539066000.0,47233195000.0,,,67583382000.0,,,,282856707000.0,9376868000.0,3770833849000.0,定期报告,未审计,20240817,CNY,合并期末,2024-08-16T19:35:07
20240331,,149526203000.0,,,,,41840356000.0,,,,106732014000.0,,,,,525455086000.0,33861203000.0,,,,,,,,,,1847392493000.0,1903669805000.0,63275272000.0,,,,,,,,,,,,,539250326000.0,286321669000.0,,3321511000.0,160521000.0,97645014000.0,,,,,342758000.0,8342275000.0,,8685033000.0,,,,,,,,,525183000.0,,,13633798000.0,15479348000.0,,3669829758000.0,,,221209487000.0,,437913112000.0,286318816000.0,151594296000.0,2120202123000.0,,,,,,,,3221210000.0,5301731000.0,76009922000.0,,,,,,,,10990405000.0,,,5191640000.0,,,,,,,,,,1990585000.0,,,452406433000.0,,,,,,,2011000.0,,66163528000.0,3400602187000.0,,18351324000.0,39974758000.0,19977830000.0,19996928000.0,47905210000.0,3723508000.0,,,,31179082000.0,47066525000.0,,,72046606000.0,,,,260247013000.0,8980558000.0,3669829758000.0,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T20:20:05
20231231,,154237837000.0,,,,,36969218000.0,,,,97340987000.0,,,,,421179950000.0,7023804000.0,,,,,,,,,,1835972461000.0,1893127038000.0,65323574000.0,,,,,,,,,,,,,553004126000.0,254668286000.0,,2667228000.0,195737000.0,88495245000.0,13607111000.0,5260195000.0,8346916000.0,4710000.0,342702000.0,8342206000.0,,8684908000.0,,,,,,,,,534478000.0,,,14763597000.0,16119220000.0,,3403361837000.0,,,222190940000.0,,444791328000.0,293584875000.0,151206453000.0,1914948437000.0,,,,,,,,2573990000.0,7903526000.0,94327246000.0,,,,,,,,12576470000.0,,,5675767000.0,,,,,,,,,,2509724000.0,,,392410499000.0,,,,,,,2008000.0,,44335871000.0,3144245806000.0,,18351324000.0,39974758000.0,19977830000.0,19996928000.0,47905210000.0,2168785000.0,,,,31179082000.0,47031435000.0,,,63799394000.0,,,,250409988000.0,8706043000.0,3403361837000.0,定期报告,是,20250419,CNY,合并期末,2024-04-25T20:15:04
