报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,93585600851.82,83294745314.97,14985950441.01,11171014652.62,,45472163350.45,,47260821929.8,1191476060.44,1386009185.52,1386009185.52,,,,,,18903284183.53,,,,,169623196.62,,,438901520.69,505373984.38,754174790.68,19786814903.87,15975273805.5,,,,,,,4905918788.27,17719704.57,,4923638492.84,5665767.35,292069947.77,254461918.94,790781289.5,,,,1043679286.03,966833303.31,268692598210.05,,1839323845.75,,11510259920.32,,,344494302.79,33660616319.4,2826912491.27,2826912491.27,,2716837514.21,569071665.83,,,,109361011310.99,882.95,,,,1022019.48,,,776367218.42,48904190196.43,,,,,,26961081.63,311758733.77,249215625.02,2354842548.54,215452885676.8,,7918340996.0,5000000000.0,,5000000000.0,17835486781.95,,-639201224.76,,2825554402.06,7759848710.95,,8989969114.51,,49689998780.71,3549713752.54,53239712533.25,268692598210.05,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:26:04
20251231,,91214169802.06,80360209933.88,11502229127.96,9400265146.81,,45087540501.46,,43829026035.3,1513819963.98,2032346601.89,2032346601.89,,,,,,14065966249.56,,,,,82760420.51,,,401261463.87,510465441.38,789451297.09,25013782561.78,9100067231.64,,,6728484952.63,1786290559.3,4942194393.33,,4942194393.33,23417710.22,,4965612103.55,5665767.35,334121015.34,268658719.32,790781289.5,,,,1103267649.45,920052510.28,253531045753.27,,2088348836.36,,10181899178.5,,,265515083.18,30990115136.73,1613491439.59,1613491439.59,,2229794922.56,571413506.56,,,,100893161656.69,19800903.22,,,,988251.54,,,853867551.37,47297944398.58,,,,,,26671839.2,340046462.03,501254495.96,2788566873.88,200662880535.95,,7918340996.0,5000000000.0,,5000000000.0,17835486781.95,,-544550656.13,,2825554402.06,7675657278.75,,8674508561.02,,49384997363.65,3483167853.67,52868165217.32,253531045753.27,定期报告,是,20260430,CNY,合并期末,2026-03-30T21:32:05
20250930,,77501459191.05,66859841671.06,13572254138.63,10476779578.73,,42934802354.65,,40740160956.51,1291447423.28,2047962148.7,2047962148.7,,,,,,13936447153.79,,,,,121943210.51,,,408804493.4,515556898.39,996907572.83,27850181829.2,7076863550.85,,,,,,,3149677022.47,1802005499.78,,4951682522.25,2156135.15,383313865.99,251397395.89,790781289.5,,,,1276425287.69,919606523.89,237570153942.15,,2241400430.77,,17307918436.49,,,239633989.03,30925575038.38,1528097403.79,1528097403.79,,3815304960.6,779024626.17,,,,88427587451.55,3350306.41,,,,1309985.57,,,857303113.1,42050390665.76,,,,,,36327286.71,400924883.92,256280954.03,2689697160.27,191560126692.55,,6921663256.0,5000000000.0,,5000000000.0,12912776506.26,,-675956115.89,,2666074561.92,7228923879.56,,9225668129.09,,43279150216.94,2730877032.66,46010027249.6,237570153942.15,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:58:07
20250630,,73872776207.18,64685468034.56,9684418904.8,7515321844.48,,36096403895.28,,47041117205.32,2256312514.78,1560709035.2,1560709035.2,,,,,,13387333528.55,,,,,226226038.54,,,398802966.12,520648355.39,1132882305.59,26994516932.14,6981353738.46,,,3367848746.24,1692975570.71,1674873175.53,,1674873175.53,3252874048.44,,4927747223.97,7832078.28,398164436.4,261751454.95,790781289.5,,,,997028882.65,971905307.98,228508712301.08,,2263017412.73,,10569498075.27,1006782222.22,,282694837.22,34239567856.22,1990421135.42,1990421135.42,,2833881968.09,376674665.58,,,,83531094341.19,25255445.19,,,,1085942.36,,2396028.0,923134894.4,40774446770.34,,,,,,36546841.9,422109684.59,213609777.73,3468504938.8,182960722837.25,,6968625756.0,5000000000.0,,5000000000.0,13165833822.93,212787808.7,-589576240.68,,2666074561.92,7084573648.15,,8838149507.04,,42920893246.66,2627096217.17,45547989463.83,228508712301.08,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:54:02
20250331,,62265872735.38,54234433622.49,10859872883.23,8900158270.85,,38580916910.66,,38891216494.32,3438916039.48,1498384551.1,1498384551.1,,,,,,13558831017.21,,,,,224994826.19,,,409810016.27,525697746.67,1336971907.71,27022504107.36,6825516997.48,,,,,,,1698650102.31,3209831281.7,,4908481384.01,7832078.28,452823677.01,268912213.87,790781289.5,,,,1147993603.77,970293183.09,213986623662.59003,,2316852200.66,,11554931066.49,1001271666.67,,239664262.5,29585961912.0,1985221337.99,1985221337.99,,2563807008.83,632496551.41,,,,74452464956.3,56106.68,,,,292577.19,,2396028.0,926332304.52,39487458267.06,,,,,,39344827.53,463803346.61,216981072.89,3037664130.46,168506999623.79,,6968625756.0,5000000000.0,,5000000000.0,13165833822.93,,-690597979.69,,2666074561.92,7046399843.06,,8744366104.71,,42900702108.93,2578921929.87,45479624038.8,213986623662.59003,定期报告,未审计,20250528,CNY,合并期末,2025-04-29T19:28:06
20241231,,69789886654.07,59845645785.18,12332293795.09,9071495199.73,,37673793753.61,,35863568541.04,7359686267.26,2039602677.79,2039602677.79,,,,,,11832457572.81,,,,,286609970.24,,,429675493.96,530831269.4,1431668726.29,33282238095.39,2884934862.34,,,3323046960.64,1613373545.38,1709673415.26,,1709673415.26,3158365631.77,,4868039047.03,8153643.93,499062845.6,280593113.98,790781289.5,,,,1415005380.83,1094372623.76,224693255623.92,,2408587835.03,,7919295741.59,1006246388.89,,225943820.77,31784789943.1,2122462511.39,2122462511.39,,2351994539.03,602647726.26,,,,78494335052.52,56301.84,,,,289172.26,,2396028.0,991582748.29,47116151400.48,,,,,,24341583.24,513368553.34,594948349.78,3275269075.53,179434706771.34,,6968625756.0,5000000000.0,,5000000000.0,13165833822.93,,-581121251.34,,2666074561.92,7018912591.35,,8483323096.92,,42721648577.78,2536900274.8,45258548852.58,224693255623.92,定期报告,是,20260331,CNY,合并期末,2025-03-21T21:02:02
20240930,,73870709433.37,61521946711.27,8278617310.13,5309348512.15,,29894287994.14,,37647454648.13,3750512853.24,1406379585.0,1406379585.0,,,,,,13542783895.13,,,,,867785391.56,,,451564978.93,860700999.16,1438972570.42,30431298958.49,1825947085.21,,,,,,,1168818231.74,3359774650.8,,4528592882.54,2824890.16,541525397.72,281583208.84,790781289.5,,,,1317791577.55,944971335.08,212675086284.3,,2388974698.94,,7510093465.09,1001160833.33,,983238938.54,26480071957.26,2711998788.1,2711998788.1,,1996647726.19,285902925.88,,,,77556922010.81,12479745.04,,,,452428.72,,2396028.0,995516732.6,43295690593.05,,,,,,57784915.12,559080360.29,525809791.19,1599974399.07,167964196337.22,,6968625756.0,5000000000.0,,5000000000.0,13163607407.84,,-732288289.61,,2559748424.79,6745727711.52,,8492149790.57,,42197570801.11,2513319145.97,44710889947.08,212675086284.3,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T17:52:03
20240630,,57503888676.49,46553278085.85,8540611075.1,5172770421.02,,29956198502.76,,38419830834.87,4571653112.72,2038721300.85,2038721300.85,,,,,,11493493085.29,,,,,773841874.81,,,435227972.37,868693199.29,1496529116.31,28334182439.49,1747467814.87,,,2705621747.63,1507744603.68,1197877143.95,,1197877143.95,3270939403.17,,4468816547.12,13945457.21,587122842.64,294731873.09,790781289.5,,,,1324366513.77,1023641961.41,194683745489.96,,2616423274.45,,9695797997.68,2561469228.52,,539940963.87,23713709332.14,2240209758.82,2240209758.82,,1866155622.15,215570483.71,,,,61091269571.23,2467707.61,,,,440883.22,,2453252.56,1131961426.35,41822358332.22,,,,,,80809203.75,602651565.93,573033083.68,1403431123.05,150160152810.94,,6968625756.0,5000000000.0,,5000000000.0,13163607407.84,,-900449844.38,,2559748424.79,6712485417.73,,8554545592.21,,42058562754.19,2465029924.83,44523592679.02,194683745489.96,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T22:12:03
20240331,,60030955237.54,46504245733.65,8568636768.43,5663194264.98,,31044922981.75,,42707245555.9,6626933411.32,2161821066.0,2161821066.0,,,,,,11603290436.73,,,,,553680311.54,,,537668338.3,874992953.91,1569847696.99,26633843433.94,1838957626.77,,,,,,,1220926408.19,3269374879.82,,4490301288.01,15518556.58,641836523.38,296606660.08,790781289.5,,,,1415293029.23,1279930090.39,203683063256.29,,2536825329.67,,12191281405.08,3051975633.63,,444446186.6,25795271923.69,2743447979.72,2743447979.72,,2701428236.17,451268485.55,,,,61494234464.43,23338742.38,,,,475300.28,,2453252.56,1135333860.23,45759352758.16,,,,,,75378826.42,650340915.31,643786853.48,1310552158.35,161011192311.71002,,6968625756.0,3000000000.0,,3000000000.0,13169607407.84,,-891473883.77,,2559748424.79,6676584350.4,,8773777948.78,,40256870004.04,2415000940.54,42671870944.58,203683063256.29,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T20:42:03
20231231,,54209052258.98,46565484913.67,7219413260.07,5238022626.97,,33213025359.12,,38548029707.86,10180502203.62,2550458578.36,2550458578.36,,,,,,9612762888.31,,,,,409194616.9,,,323929566.17,886798126.01,1556780831.63,26195649797.83,1869322286.11,,,2661864757.96,1427566066.56,1234298691.4,,1234298691.4,3265553769.4,,4499852460.8,30227821.96,655034013.38,299071736.93,790781289.5,,,,1436722436.32,1172077571.03,195658686810.89,,2608178234.62,,7928234048.16,2013739931.29,,325102536.43,25684958569.6,2648674893.57,2648674893.57,,2520553396.57,449929510.69,,,,58561467770.08,3586038.69,,,,480844.93,,2453252.56,1239192729.44,46078035183.93,,,,,,65744976.23,673968673.08,714559671.2,1811696908.76,153330557169.83002,,6968625756.0,3000000000.0,,3000000000.0,13169607407.84,,-924312755.3,,2559748424.79,6643308701.29,,8513277001.7,,39930254536.32,2397875104.74,42328129641.06,195658686810.89,定期报告,是,20250322,CNY,合并期末,2024-03-29T22:27:02
20230930,,58574849226.49,47479463876.74,8263776139.75,5725276481.03,,32173217385.12,,39628916218.22,11312483671.4,2639511464.48,2639511464.48,,,,,,11359398131.33,,,,,430532620.5,,,288138993.56,1085044132.17,1801530974.25,24178852586.71,2066756387.93,,,,,,,1046230949.35,3265138720.55,,4311369669.9,15906258.76,607770085.9,271300233.08,790781289.5,,,,1220703177.48,1149571276.51,202170409923.04,,2651395095.17,,8418203075.31,2005698840.28,,352139113.85,26426951682.21,3240291148.52,3240291148.52,,2069445339.13,164055168.91,,,,61730736016.27,8530991.37,,,,697365.49,,2396028.0,1243492373.83,48208961737.19,,,,,,87681913.89,624521174.15,731684531.51,1850326562.72,159817208157.8,,6968625756.0,3000000000.0,,3000000000.0,13082267056.31,,-922852483.12,,2463024613.38,6366636845.95,,9012373415.23,,39970075203.75,2383126561.49,42353201765.24,202170409923.04,定期报告,未审计,20231031,CNY,合并期末,2023-10-30T19:57:11
20230630,,58923553659.96,47260551390.78,8382142482.36,5977665761.25,,31392908087.77,,38948395447.54,7500469968.33,2128805302.63,2128805302.63,,,,,,12295965214.17,,,,,357320567.48,,,307735152.34,1095213421.28,1864851067.15,25538986270.52,2225201807.46,,,2380428642.79,1325401688.59,1055026954.2,,1055026954.2,1750361848.48,,2805388802.68,15906258.76,602099736.62,261254512.06,790781289.5,,,,1115221071.69,2199408263.9,198751608384.2,,1870900462.32,,7280070159.6,2017343716.72,,354023454.62,23983942833.94,3311912360.47,3311912360.47,,2056737377.52,365266402.43,,,,62339020447.64,17571741.71,,,,700746.2,,2396028.0,1336203236.87,48435070713.69,,,,,,94166002.17,619469859.33,670056130.11,1811787881.06,156566639554.4,,6968625756.0,3000000000.0,,3000000000.0,13082105517.81,,-827179865.88,,2463024613.38,6249998031.62,,8909750820.42,,39846324873.35,2338643956.45,42184968829.8,198751608384.2,定期报告,未审计,20230829,CNY,合并期末,2023-08-28T20:07:10
20230331,,57413490307.35,46558198170.84,8961766526.37,6626504056.84,,31561954099.02,,38683137930.2,10606666227.98,1353595984.39,1353595984.39,,,,,,13258083022.87,,,,,175258836.6,,,325795085.23,1150296517.96,1823447000.91,25734873564.36,2670917953.08,,,,,,,1025927500.58,1750558112.86,,2776485613.44,26394536.79,649420047.56,251963047.31,790781289.5,,,,1411979828.02,2170658212.3,201796965631.24,,2891447536.33,,10690230647.78,3517154239.37,,344730694.19,23817658275.88,3038331550.35,3038331550.35,,2601805695.77,708316288.74,,,,62729938119.95,24865007.82,,,,693345.41,,2396028.0,1357312090.31,45186337500.66,,,,,,82631965.26,651456461.15,616977373.07,1768185024.77,160030467844.81,,6968625756.0,3000000000.0,,3000000000.0,13082105517.81,,-917713265.78,,2463024613.38,7042293674.35,,7847870886.9,,39486207182.66,2280290603.77,41766497786.43,201796965631.24,定期报告,未审计,20230415,CNY,合并期末,2023-04-14T18:17:02
