报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,993809782.93,,,5187261857.84,,,1168752704.27,,1168752704.27,,9593669.01,,,,,,,,,,,11494940.17,1695898371.94,,,,,46733766.63,9113545092.79,,,,,,,,180249995.95,167491460.64,,2000000.0,,,,,,,,,,,,1044207012.68,,,,,7904835.36,248357397.86,,,,,24942523.57,13744803.03,1688898029.09,10802443121.88,,,,,,,,607301569.67,,607301569.67,1677.85,33897533.49,,,41509848.57,55237346.5,,,,,,59223359.93,,,,,,,,,,,,,,4928928.01,1696518.2,803796782.22,,,,,,2961626.92,,,,,,11803456.85,,,14765083.77,818561865.99,,1266788908.0,,,,975524959.0,123989452.74,-1839754.07,,633373557.5,,,7234023038.2,,,9983881255.89,,9983881255.89,10802443121.88,定期报告,未审计,20260422,CNY,合并期末,2026-04-21T20:54:05
20251231,,887132389.67,,,5029326612.07,,,1546655443.9,,1546655443.9,,6890332.85,,,,,,,,,,9084388.32,9084388.32,1462914325.99,,,,,47869701.23,8989873194.03,,,,,,,,179472544.63,169132892.49,,2000000.0,100106445.54,,1321081037.13,265257720.67,1055823316.46,2170888.14,1669212.04,1669212.04,,1053652428.32,,1053652428.32,,,,,8070489.55,250746575.14,,,,,30572470.58,10243270.47,1705559883.22,10695433077.25,,,,,,,,955340837.87,,955340837.87,45482.06,30539912.2,,,173548408.89,121209465.63,,,,,64168941.65,64168941.65,,,,,,,,,,,,,,4725814.41,1840803.89,1351419666.6,,,,,,4081540.7,,,,,,12206635.25,,,16288175.95,1367707842.55,,1266747115.0,,,,974265317.98,123989452.74,-898287.0,,633373557.5,,,6578226983.96,,,9327725234.7,,9327725234.7,10695433077.25,定期报告,是,20260422,CNY,合并期末,2026-04-21T20:54:05
20250930,,842602654.58,,,4737134844.62,,,1217162410.33,,1217162410.33,,6838008.81,,,,,,,,,,,14497652.92,1192051438.04,,,,,57053721.33,8067340730.63,,,,,,,,181133540.66,148299152.49,,2000000.0,,,,,,,0.0,,,,,1089685110.12,,,,,9124628.35,254116241.28,,,0.0,,21702310.44,9927826.84,1715988810.18,9783329540.81,,,,,,0.0,,805977763.33,,805977763.33,0.0,24343530.83,,,41750632.71,146235082.0,,,,,,56203738.02,,,,,,,,,,,,,,4851108.81,1620200.43,1080982056.13,,,,,,4672013.26,,,,,,23449813.65,0.0,,28121826.91,1109103883.04,,1266730887.0,,,,980170412.3,123989452.74,-17793676.05,,631907601.0,,,5937199886.26,,,8674225657.77,,8674225657.77,9783329540.81,定期报告,未审计,20251027,CNY,合并期末,2025-10-26T15:50:05
20250630,,799553968.83,,,4874295270.17,,,946516049.08,,946516049.08,,16123431.97,,,,,,,,,,14040682.21,14040682.21,1050080087.9,,,,,34010569.71,7734620059.87,,,,,,,,182028189.93,173930258.93,,2000000.0,,,1288263276.65,221794345.95,1066468930.7,,0.0,,,1066468930.7,,1066468930.7,,,,,10459693.99,254923370.04,,,0.0,,21402622.86,5100700.1,1716313766.55,9450933826.42,,,,,,0.0,,609892327.87,,609892327.87,278.06,23640199.25,,,41104345.68,95860037.6,,,,,43345447.93,43345447.93,,,,,,,,,,,,,,4978100.03,1689526.35,820510262.77,,,,,,6132276.76,,,,,,23852992.05,0.0,,29985268.81,850495531.58,,1266512495.0,,,,973478881.42,123989452.74,37165.56,,631907601.0,,,5852491604.6,,,8600438294.84,,8600438294.84,9450933826.42,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T19:56:04
20250331,,801755120.77,,,5886907683.11,,,789874958.42,,789874958.42,,6486890.14,,,,,,,,,,,11029075.7,894679394.85,,,,,54153286.74,8444886409.73,,,,,,,,181467660.68,180634858.98,,2000000.0,,,,,,,,,,,,1070967935.14,,,,,9183003.48,255846430.51,,,,,19603875.76,4344507.69,1724048272.24,10168934681.97,,,,,,,,469095298.84,,469095298.84,9513.78,37083783.75,,,35365480.31,31895778.61,,,,,,51543161.69,,,,,,,,,,,,,,4245161.54,1197951.7,630436130.22,,,,,,4961497.78,,,,,,23806170.45,,,28767668.23,659203798.45,,1263815202.0,,,,921985159.22,123989452.74,299798.88,,631907601.0,,,6815712575.16,,,9509730883.52,,9509730883.52,10168934681.97,定期报告,未审计,20250421,CNY,合并期末,2025-04-20T15:50:19
20241231,,500984538.88,,,5706972222.05,,,921657843.13,,921657843.13,,3141253.55,,,,,,,,,,9861529.79,9861529.79,813188466.36,,,,,80942228.43,8036748082.19,,,,,,,,181734566.92,186415409.57,,2000000.0,,,1275350924.04,198849234.59,1076501689.45,,,,,1076501689.45,,1076501689.45,,,,,10660222.19,258262684.61,,,,,18628458.03,3561557.14,1737764587.91,9774512670.1,,,,,,,,469699495.78,,469699495.78,31820.1,38603937.15,,,186225989.78,50687338.67,,,,,43996962.84,43996962.84,,,,,,,,,,,,,,4594065.21,2534556.42,796374165.95,,,,,,6257751.69,,,,,,24209348.84,,,30467100.53,826841266.48,,1263815202.0,,,,921985159.22,123989452.74,304163.34,,631907601.0,,,6253648730.8,,,8947671403.62,,8947671403.62,9774512670.1,定期报告,是,20260422,CNY,合并期末,2025-04-20T15:50:19
20240930,,564537031.67,,,5079520163.07,,,783983872.75,,783983872.75,,2942317.41,,,,,,,,,,,24147321.7,866578608.83,,,,,64271471.39,7385980786.82,,,,,,,,181825113.78,165760703.85,,2000000.0,,,,,,,,,,,,1082966474.65,,,,,12137440.91,267869706.11,,,162106.99,,13034501.97,4772871.31,1730528919.57,9116509706.39,,,,,,,,640243422.27,,640243422.27,464653.27,27806905.46,,,38058783.15,51441109.73,,,,,,36374232.33,,,,,,,,,,,,,,4792485.66,1670016.75,800851608.62,,,,,,6922687.34,,,,,,12326563.1,,,19249250.44,820100859.06,,1263815202.0,,,,854180218.73,123989452.74,69992.92,,631907601.0,,,5670425285.42,,,8296408847.33,,8296408847.33,9116509706.39,定期报告,未审计,20241023,CNY,合并期末,2024-10-22T19:05:06
20240630,,716469146.97,,,4847155160.79,,,1043052125.44,,1043052125.44,,2081171.49,,,,,,,,,,14975917.18,14975917.18,696816957.41,,,,,60913227.33,7381463706.61,,,,,,,,144192517.89,167347795.74,,2000000.0,,,1262028631.94,167385661.24,1094642970.7,,,,,1094642970.7,6111.11,1094649081.81,,,,,8165902.19,270506432.05,,,395745.36,,13220824.83,4132101.33,1704610401.2,9086074107.81,,,,,,,,545830386.55,,545830386.55,5640.23,45381170.88,,,35748479.59,53671224.29,,,,,34369601.31,34369601.31,,,,,,,,,,,,,,3265487.7,2776802.85,721048793.4,,,,,,4618866.88,,,,,,10749910.98,,,15368777.86,736417571.26,,1263815202.0,,,,854180218.73,123989452.74,209660.84,,631907601.0,,,5723533306.72,,,8349656536.55,,8349656536.55,9086074107.81,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T20:35:15
20240331,,512666716.42,,,5248589402.84,,,895667224.52,,895667224.52,,2258962.61,,,,,,,,,,,18784689.65,685687112.68,,,,,53646508.16,7417300616.88,,,,,,,,144380190.98,169033686.39,,2000000.0,101676000.0,,,,,,8226685.42,,,,,1095730408.44,,,,,5138392.82,272344037.35,,,775780.03,,13623723.88,4856803.44,1817785708.75,9235086325.63,,,,,,,,406706537.03,,406706537.03,6402.38,25657842.55,,,34048357.16,16009061.37,,,,,,29787711.83,,,,,,,,,,,,,,2850144.79,1424278.56,516490335.67,,,,,,2731951.74,,,,,,21681658.86,,,24413610.6,540903946.27,,1263815202.0,,,,854180218.73,123989452.74,179262.54,,631907601.0,,,6068089547.83,,,8694182379.36,,8694182379.36,9235086325.63,定期报告,未审计,20240423,CNY,合并期末,2024-04-22T22:40:04
20231231,,403271695.69,,,5063136735.27,,,824233770.59,,824233770.59,,2150142.79,,,,,,,,,,13443815.15,13443815.15,726664563.98,,,,,61873407.53,7094774131.0,,,,,,,,144470916.19,170587845.36,,2000000.0,51104000.0,,1246930131.87,137143397.06,1109786734.81,,8192162.72,8192162.72,,1109786734.81,144896.37,1109931631.18,,,,,7192201.78,274751303.69,,,1175814.7,,18151036.86,2894023.12,1790450935.6,8885225066.6,,,,,,126520.77,,519236385.2,,519236385.2,15029.32,24651045.2,,,138082808.44,21646547.25,,,,,25672637.67,25672637.67,,,,,,,,,,,,,,3110503.52,1800659.43,734342136.8,,,,,,3038801.62,,,,,,22113406.74,,,25152208.36,759494345.16,,1263815202.0,,,,854342021.41,123989452.74,172997.04,,631907601.0,,,5499482352.73,,,8125730721.44,,8125730721.44,8885225066.6,定期报告,是,20250421,CNY,合并期末,2024-04-22T22:40:04
