报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,25277000000.0,,,,,,419865000000.0,14118000000.0,,,,,,,,,,,,,,,,,,,,,,874000000.0,,,,,,178178000000.0,14792000000.0,315039000000.0,,625199000000.0,166307000000.0,,,,,13653000000.0,,,,,,31697000000.0,31697000000.0,133427000000.0,548000000.0,2204000000.0,,8205000000.0,,,,15303000000.0,22371000000.0,2023515000000.0,,,,,,27412000000.0,152904000000.0,,6223000000.0,,,39789000000.0,6153000000.0,,,,,,,,5546000000.0,,,,,,,42039000000.0,,,,,,,,,,,,,,1246157000000.0,2102000000.0,,1227000000.0,58624000000.0,1589296000000.0,,44224000000.0,,,,6796000000.0,-10093000000.0,17742000000.0,30529000000.0,229959000000.0,,319356000000.0,114863000000.0,434219000000.0,2023515000000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:37:13
20251231,,25984000000.0,,,,,,409717000000.0,35596000000.0,,,,,,,,,,,,,,,,,,,,,,377000000.0,,,,,,177113000000.0,14789000000.0,322656000000.0,,607327000000.0,169046000000.0,,,,,13662000000.0,60941000000.0,27664000000.0,33277000000.0,843000000.0,,32434000000.0,32434000000.0,127438000000.0,794000000.0,2017000000.0,,8553000000.0,,,,14080000000.0,24327000000.0,2027683000000.0,,,,,,22210000000.0,180763000000.0,,6879000000.0,,,40693000000.0,6997000000.0,,,,,,,,9763000000.0,,,,,,,41806000000.0,,,,,,,,,,,,,,1239519000000.0,1881000000.0,,1401000000.0,55059000000.0,1607494000000.0,,44224000000.0,,,,6805000000.0,-9454000000.0,17742000000.0,30492000000.0,218983000000.0,,308991000000.0,111198000000.0,420189000000.0,2027683000000.0,定期报告,是,20260430,CNY,合并期末,2026-04-29T18:45:03
20250930,,23359000000.0,,,,,,387020000000.0,16687000000.0,,,,,,,,,,,,,,,,,,,,,,1839000000.0,,,,,,177138000000.0,16307000000.0,324826000000.0,,591946000000.0,152645000000.0,,,,,13715000000.0,,,,,,30751000000.0,30751000000.0,123797000000.0,847000000.0,2157000000.0,,7407000000.0,,,,15825000000.0,22684000000.0,1943027000000.0,,,,,,21411000000.0,118629000000.0,,7765000000.0,,,38184000000.0,11993000000.0,,,,,,,,4742000000.0,,,,,,,41784000000.0,,,,,,,,,,,,,,1213051000000.0,2144000000.0,,1971000000.0,51522000000.0,1515191000000.0,,44224000000.0,,,,6917000000.0,-7767000000.0,16835000000.0,23171000000.0,230511000000.0,,314071000000.0,113765000000.0,427836000000.0,1943027000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:47:06
20250630,,24541000000.0,,,,,,357998000000.0,15622000000.0,,,,,,,,,,,,,,,,,,,,,,1590000000.0,,,,,,172644000000.0,16344000000.0,322225000000.0,,574465000000.0,139640000000.0,,,,,13667000000.0,,,,,,30889000000.0,30889000000.0,125163000000.0,686000000.0,2070000000.0,,7701000000.0,,,,17601000000.0,24151000000.0,1878495000000.0,,,,,,24309000000.0,104309000000.0,,7522000000.0,,,36705000000.0,10283000000.0,,,,,,,,4710000000.0,,,,,,,41508000000.0,,,,,,,,,,,,,,1199701000000.0,2045000000.0,,965000000.0,55277000000.0,1489039000000.0,,44224000000.0,,,,6897000000.0,-16133000000.0,16835000000.0,23126000000.0,209982000000.0,,285111000000.0,104345000000.0,389456000000.0,1878495000000.0,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:27:04
20250331,,32464000000.0,,,,,,333589000000.0,9660000000.0,,,,,,,,,,,,,,,,,,,,,,772000000.0,,,,,,170781000000.0,15269000000.0,324506000000.0,,539839000000.0,107659000000.0,,,,,13713000000.0,,,,,,32226000000.0,32226000000.0,137316000000.0,649000000.0,2091000000.0,,8120000000.0,,,,15122000000.0,22718000000.0,1800490000000.0,,,,,,7434000000.0,121993000000.0,,7757000000.0,,,36931000000.0,7955000000.0,,,,,,,,4538000000.0,,,,,,,42064000000.0,,,,,,,,,,,,,,1134201000000.0,2029000000.0,,718000000.0,52256000000.0,1418786000000.0,,44224000000.0,,,,7446000000.0,-13735000000.0,16835000000.0,23095000000.0,201301000000.0,,279346000000.0,102358000000.0,381704000000.0,1800490000000.0,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T19:51:06
20241231,,26222000000.0,,,,,,317670000000.0,19240000000.0,,,,,,,,,,,,,,,,,,,,,,281000000.0,,,,,,167816000000.0,15232000000.0,316231000000.0,,523581000000.0,115778000000.0,,,,,14745000000.0,59583000000.0,25959000000.0,33624000000.0,847000000.0,,32777000000.0,32777000000.0,126556000000.0,1728000000.0,2189000000.0,,8463000000.0,,,,12495000000.0,25899000000.0,1766384000000.0,,,,,,7506000000.0,111236000000.0,,8171000000.0,,,36815000000.0,8569000000.0,,,,,,,,7319000000.0,,,,,,,50132000000.0,,,,,,,,,,,,,,1122797000000.0,2113000000.0,,464000000.0,43684000000.0,1399158000000.0,,44224000000.0,,,,7442000000.0,-9957000000.0,16835000000.0,23063000000.0,186946000000.0,,268733000000.0,98493000000.0,367226000000.0,1766384000000.0,定期报告,是,20260327,CNY,合并期末,2025-04-29T19:47:04
20240930,,20094000000.0,,,,,,343973000000.0,5732000000.0,,,,,,,,,,,,,,,,,,,,,,3287000000.0,,,,,,162188000000.0,15435000000.0,303794000000.0,,475695000000.0,106080000000.0,,,,,16894000000.0,,,,,,32017000000.0,32017000000.0,129300000000.0,1508000000.0,2383000000.0,,7562000000.0,198000000.0,,,15010000000.0,26545000000.0,1701505000000.0,,,,,,8246000000.0,108330000000.0,,8054000000.0,,,33539000000.0,6771000000.0,,,,,,,,3987000000.0,,,,,,,37784000000.0,,,,,,,,,,,,,,1090682000000.0,2359000000.0,,453000000.0,32602000000.0,1336282000000.0,,44224000000.0,,,,7412000000.0,-4063000000.0,15697000000.0,20556000000.0,183744000000.0,,267661000000.0,97562000000.0,365223000000.0,1701505000000.0,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T18:51:03
20240630,,23074000000.0,,,,,,331727000000.0,11134000000.0,,,,,,,,,,,,,,,,,,,,,,3043000000.0,,,,,,158727000000.0,15454000000.0,315497000000.0,,438067000000.0,104332000000.0,,,,,13902000000.0,,,,,,32045000000.0,32045000000.0,121574000000.0,821000000.0,2212000000.0,,8007000000.0,198000000.0,,,17543000000.0,23623000000.0,1650688000000.0,,,,,,9000000000.0,92815000000.0,,8005000000.0,,,32776000000.0,7536000000.0,,,,,,,,3769000000.0,,,,,,,37492000000.0,,,,,,,,,,,,,,1065706000000.0,2190000000.0,,372000000.0,42092000000.0,1304934000000.0,,44224000000.0,,,,7394000000.0,-4853000000.0,15697000000.0,20522000000.0,169945000000.0,,253020000000.0,92734000000.0,345754000000.0,1650688000000.0,定期报告,未审计,20240829,CNY,合并期末,2024-08-28T20:31:03
20240331,,20235000000.0,,,,,,381705000000.0,10519000000.0,,,,,,,,,,,,,,,,,,,,,,2257000000.0,,,,,,159264000000.0,15830000000.0,312902000000.0,,358803000000.0,98860000000.0,,,,,13798000000.0,,,,,,31974000000.0,31974000000.0,85362000000.0,1727000000.0,2360000000.0,,7953000000.0,198000000.0,,,13472000000.0,25005000000.0,1574558000000.0,,,,,,7963000000.0,73522000000.0,,7979000000.0,,,32514000000.0,7966000000.0,,,,,,,,3836000000.0,,,,,,,37916000000.0,,,,,,,,,,,,,,1026777000000.0,2326000000.0,,190000000.0,34182000000.0,1237579000000.0,,44224000000.0,,,,7385000000.0,-4815000000.0,15697000000.0,20485000000.0,162756000000.0,,245823000000.0,91156000000.0,336979000000.0,1574558000000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T16:51:03
20231231,,21870000000.0,,,,,,383020000000.0,8449000000.0,,,,,,,,,,,,,,,,,,,,,,1710000000.0,,,,,,156665000000.0,15791000000.0,318605000000.0,,338717000000.0,96541000000.0,,,,,13433000000.0,57560000000.0,24230000000.0,33330000000.0,843000000.0,,32487000000.0,32487000000.0,81487000000.0,2902000000.0,2342000000.0,,8301000000.0,198000000.0,,,13900000000.0,23192000000.0,1557159000000.0,,,,,,4089000000.0,108969000000.0,,7985000000.0,,,33420000000.0,8796000000.0,,,,,,,,5625000000.0,,,,,,,37992000000.0,,,,,,,,,,,,,,980730000000.0,2270000000.0,,402000000.0,33384000000.0,1225490000000.0,,44224000000.0,,,,7388000000.0,913000000.0,15697000000.0,20439000000.0,153603000000.0,,242355000000.0,89314000000.0,331669000000.0,1557159000000.0,定期报告,是,20250328,CNY,合并期末,2024-03-26T20:21:03
