报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,2733287000000.0,,,,211210000000.0,275525000000.0,,,,866149000000.0,,,,,903573000000.0,447423000000.0,,,,,,,,,,28064829000000.0,28890569000000.0,881324000000.0,,,,,,,,,4707147000000.0,8111659000000.0,27555000000.0,,,,,67417000000.0,,,,,,,3254000000.0,164101000000.0,,167355000000.0,,,,,,,,,5451000000.0,2376000000.0,,141722000000.0,388994000000.0,,47133062000000.0,,,1564321000000.0,,4455233000000.0,3929761000000.0,525472000000.0,32416646000000.0,,,,,,,,72353000000.0,310787000000.0,1483586000000.0,,,,,,,,64644000000.0,,,38367000000.0,,,,,,,,,,23200000000.0,,,2364912000000.0,,,,,,,2166000000.0,,566542000000.0,43362756999999.99,,261600000000.0,199977000000.0,59977000000.0,140000000000.0,229113000000.0,18213000000.0,,,,434687000000.0,587169000000.0,,,2016548000000.0,,,,3747307000000.0,22998000000.0,47133062000000.0,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:46:09
20251231,,3054199000000.0,,,,190225000000.0,190622000000.0,,,,819823000000.0,,,,,874994000000.0,856818000000.0,,,,,,,,,,26926790000000.0,27721856000000.0,846037000000.0,,,,,,,,,4282706000000.0,7739652000000.0,27781000000.0,,,,,49300000000.0,,,342276000000.0,175467000000.0,166809000000.0,1574000000.0,6002000000.0,165235000000.0,,171237000000.0,,,,,,,,,5611000000.0,2416000000.0,,139747000000.0,288349000000.0,,45631818000000.0,,,1096307000000.0,,4787174000000.0,4287217000000.0,499957000000.0,30835574000000.0,,,,,,,,89804000000.0,324230000000.0,1490932000000.0,,,,,,,,70004000000.0,,,30896000000.0,,,,,,,,,,25806000000.0,,,2593524000000.0,,,,,,,2576000000.0,,598914000000.0,41945740999999.99,,261600000000.0,199977000000.0,59977000000.0,140000000000.0,229113000000.0,20566000000.0,,,,434687000000.0,587051000000.0,,,1930417000000.0,,,,3663411000000.0,22666000000.0,45631818000000.0,定期报告,是,20260430,CNY,合并期末,2026-03-27T22:06:05
20250930,,2890588000000.0,,,,154105000000.0,292684000000.0,,,,923757000000.0,,,,,813102000000.0,1194311000000.0,,,,,,,,,,26823394000000.0,27624439000000.0,855968000000.0,,,,,,,,,4162106000000.0,7376511000000.0,26231000000.0,,,,,44626000000.0,,,,,,,4861000000.0,161836000000.0,,166697000000.0,,,,,,,,,4890000000.0,2451000000.0,,148646000000.0,333346000000.0,,45369094000000.0,,,1118867000000.0,,4841927000000.0,4315120000000.0,526807000000.0,30653161000000.0,,,,,,,,89503000000.0,283703000000.0,1480952000000.0,,,,,,,,57940000000.0,,,36491000000.0,,,,,,,,,,30307000000.0,,,2633795000000.0,,,,,,,1652000000.0,,484655000000.0,41712952999999.99,,261600000000.0,199977000000.0,59977000000.0,140000000000.0,229113000000.0,21367000000.0,,,,402196000000.0,535980000000.0,,,1983154000000.0,,,,3633387000000.0,22754000000.0,45369094000000.0,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:34:05
20250630,,2976660000000.0,,,,141611000000.0,165763000000.0,,,,780987000000.0,,,,,746460000000.0,1272031000000.0,,,,,,,,,,26575492000000.0,27394634000000.0,869366000000.0,,,,,,,,,3605297000000.0,7418599000000.0,25802000000.0,,,,,50911000000.0,,,337703000000.0,173313000000.0,164390000000.0,1379000000.0,3865000000.0,163011000000.0,,166876000000.0,,,,,,,,,4942000000.0,2461000000.0,,140362000000.0,346427000000.0,,44432848000000.0,,,1199086000000.0,,4308246000000.0,3787648000000.0,520598000000.0,30469491000000.0,,,,,,,,73429000000.0,218602000000.0,1038739000000.0,,,,,,,,57224000000.0,,,35787000000.0,,,,,,,,,,30583000000.0,,,2913134000000.0,,,,,,,1345000000.0,,502323000000.0,40847988999999.99,,261600000000.0,199977000000.0,59977000000.0,140000000000.0,229113000000.0,43309000000.0,,,,402196000000.0,535432000000.0,,,1891671000000.0,,,,3563298000000.0,21561000000.0,44432848000000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:30:02
20250331,,2750074000000.0,,,,95198000000.0,178099000000.0,,,,754714000000.0,,,,,666565000000.0,769191000000.0,,,,,,,,,,26173792000000.0,26968313000000.0,845635000000.0,,,,,,,,,3050417000000.0,7590140000000.0,24183000000.0,,,,,77854000000.0,,,,,,,3709000000.0,165790000000.0,,169499000000.0,,,,,,,,,5299000000.0,2532000000.0,,136140000000.0,338764000000.0,,42794715000000.01,,,888895000000.0,,3252437000000.0,2757291000000.0,495146000000.0,30433298000000.0,,,,,,,,92041000000.0,189407000000.0,1022111000000.0,,,,,,,,55868000000.0,,,32798000000.0,,,,,,,,,,30136000000.0,,,2861050000000.0,,,,,,,1498000000.0,,523848000000.0,39383387000000.01,,250011000000.0,159977000000.0,59977000000.0,100000000000.0,135736000000.0,41310000000.0,,,,402196000000.0,534937000000.0,,,1864769000000.0,,,,3388936000000.0,22392000000.0,42794715000000.01,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T18:28:07
20241231,,2571361000000.0,,,,138433000000.0,154532000000.0,,,,672875000000.0,,,,,612504000000.0,622559000000.0,,,,,,,,,,25040400000000.0,25793717000000.0,802894000000.0,,,,,,,,,2641736000000.0,7429723000000.0,23560000000.0,,,,,108053000000.0,,,333489000000.0,166883000000.0,166606000000.0,1490000000.0,4319000000.0,165116000000.0,,169435000000.0,,,,,,,,,5830000000.0,2522000000.0,,120485000000.0,244724000000.0,,40571148999999.99,,,942594000000.0,,3315766000000.0,2835885000000.0,479881000000.0,28713870000000.0,,,,,,,,93990000000.0,240593000000.0,739918000000.0,,,,,,,,60661000000.0,,,40388000000.0,,,,,,,,,,38322000000.0,,,2386595000000.0,,,,,,,1525000000.0,,652962000000.0,37227184000000.0,,250011000000.0,159977000000.0,59977000000.0,100000000000.0,135736000000.0,57901000000.0,,,,402196000000.0,534591000000.0,,,1781715000000.0,,,,3322127000000.0,21838000000.0,40571148999999.99,定期报告,是,20260328,CNY,合并期末,2025-03-28T18:00:02
20240930,,3151649000000.0,,,,82674000000.0,163575000000.0,,,,725157000000.0,,,,,598510000000.0,752478000000.0,,,,,,,,,,24931618000000.0,25695700000000.0,819712000000.0,,,,,,,,,2396367000000.0,7388257000000.0,22604000000.0,,,,,51391000000.0,,,,,,,3329000000.0,167401000000.0,,170730000000.0,,,,,,,,,5495000000.0,2441000000.0,,121477000000.0,346180000000.0,,40923042000000.0,,,1150544000000.0,,4545343000000.0,4113903000000.0,431440000000.0,28555264000000.0,,,,,,,,64535000000.0,252592000000.0,42374000000.0,,,,,,,,48443000000.0,,,50812000000.0,,,,,,,,,,40637000000.0,,,2315066000000.0,,,,,,,2874000000.0,,511233000000.0,37579716999999.99,,250011000000.0,199968000000.0,59977000000.0,139991000000.0,135744000000.0,43415000000.0,,,,369906000000.0,496291000000.0,,,1825579000000.0,,,,3320914000000.0,22411000000.0,40923042000000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T17:50:04
20240630,,3193580000000.0,,,,82672000000.0,146128000000.0,,,,683021000000.0,,,,,587590000000.0,889728000000.0,,,,,,,,,,24629185000000.0,25392251000000.0,815121000000.0,,,,,,,,,2375094000000.0,6961515000000.0,21347000000.0,,,,,70711000000.0,,,333510000000.0,163038000000.0,170472000000.0,1373000000.0,4094000000.0,169099000000.0,,173193000000.0,,,,,,,,,5722000000.0,2471000000.0,,118797000000.0,340997000000.0,,40294387000000.01,,,1102834000000.0,,3900936000000.0,3420846000000.0,480090000000.0,28707067000000.0,,,,,,,,67253000000.0,224097000000.0,52705000000.0,,,,,,,,48545000000.0,,,41175000000.0,,,,,,,,,,41323000000.0,,,2207124000000.0,,,,,,,2154000000.0,,643698000000.0,37038911000000.01,,250011000000.0,199968000000.0,59977000000.0,139991000000.0,135642000000.0,44152000000.0,,,,369906000000.0,496476000000.0,,,1738506000000.0,,,,3234661000000.0,20815000000.0,40294387000000.01,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T18:50:05
20240331,,2986150000000.0,,,,73762000000.0,312206000000.0,,,,643504000000.0,,,,,591689000000.0,846270000000.0,,,,,,,,,,24224226000000.0,24977728000000.0,806673000000.0,,,,,,,,,2368837000000.0,6924901000000.0,21617000000.0,,,,,55257000000.0,,,,,,,6835000000.0,164246000000.0,,171081000000.0,,,,,,,,,18818000000.0,2491000000.0,,122211000000.0,366261000000.0,,39729280999999.99,,,1134876000000.0,,3386764000000.0,2960749000000.0,426015000000.0,29365822000000.0,,,,,,,,53700000000.0,176172000000.0,53429000000.0,,,,,,,,47525000000.0,,,30303000000.0,,,,,,,,,,40255000000.0,,,1581644000000.0,,,,,,,1196000000.0,,595067000000.0,36466753000000.0,,250011000000.0,199968000000.0,59977000000.0,139991000000.0,135644000000.0,29142000000.0,,,,369906000000.0,496374000000.0,,,1761103000000.0,,,,3242148000000.0,20380000000.0,39729280999999.99,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T21:50:06
20231231,,3066058000000.0,,,,59429000000.0,148218000000.0,,,,675270000000.0,,,,,602303000000.0,979498000000.0,,,,,,,,,,23083377000000.0,23810982000000.0,778223000000.0,,,,,,,,,2234731000000.0,6801242000000.0,20983000000.0,,,,,43840000000.0,,,320306000000.0,158891000000.0,161415000000.0,1467000000.0,7423000000.0,159948000000.0,,167371000000.0,,,,,,,,,6540000000.0,2456000000.0,,121227000000.0,299372000000.0,,38324826000000.0,,,1155634000000.0,,3199788000000.0,2792066000000.0,407722000000.0,27654011000000.0,,,,,,,,41868000000.0,252179000000.0,234578000000.0,,,,,,,,52568000000.0,,,73580000000.0,,,,,,,,,,43344000000.0,,,1895735000000.0,,,,,,,1724000000.0,,547743000000.0,35152752000000.0,,250011000000.0,199968000000.0,59977000000.0,139991000000.0,135619000000.0,23981000000.0,,,,369906000000.0,496255000000.0,,,1674405000000.0,,,,3150145000000.0,21929000000.0,38324826000000.0,定期报告,是,20250329,CNY,合并期末,2024-03-28T21:35:04
