报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,158633000000.0,,,,,,250104000000.0,23177000000.0,,,,,,57363000000.0,41721000000.0,,1809000000.0,6868000000.0,839000000.0,756000000.0,729000000.0,4544000000.0,,,,25486000000.0,,597618000000.0,,,,,,,2043774000000.0,258339000000.0,12844000000.0,1740750000000.0,,,,,,,,6333000000.0,,,,,5513000000.0,47602000000.0,53115000000.0,429846000000.0,,1480000000.0,,8340000000.0,,,2291000000.0,33925000000.0,5551000000.0,5759367000000.0,,,,,,5488000000.0,154614000000.0,,,,4190000000.0,8724000000.0,992000000.0,,10000000.0,15066000000.0,92458000000.0,1460000000.0,66623000000.0,,38370000000.0,,,,,,12636000000.0,34999000000.0,,,,4279195000000.0,25411000000.0,26757000000.0,3967017000000.0,260010000000.0,,473253000000.0,2291000000.0,,,,1280000000.0,,647000000.0,115603000000.0,5307899000000.0,,28265000000.0,,,,53940000000.0,-1963000000.0,109092000000.0,52500000000.0,200044000000.0,,441878000000.0,9590000000.0,451468000000.0,5759367000000.0,定期报告,未审计,20231027,CNY,合并期末,2023-10-26T19:11:02
20230630,,195496000000.0,,,,,,241391000000.0,54540000000.0,,,,,,51710000000.0,52715000000.0,,1124000000.0,6624000000.0,849000000.0,636000000.0,738000000.0,4401000000.0,,,,13180000000.0,,591402000000.0,,,,,,,1954028000000.0,258324000000.0,12973000000.0,1672359000000.0,,,,,,,,6333000000.0,73459000000.0,25369000000.0,48090000000.0,24000000.0,5292000000.0,48066000000.0,53358000000.0,435764000000.0,,1571000000.0,,8374000000.0,,,533000000.0,26276000000.0,5785000000.0,5643860000000.0,,,,,,6714000000.0,127944000000.0,,,,8119000000.0,10150000000.0,1155000000.0,,13950000000.0,13940000000.0,101865000000.0,1553000000.0,67486000000.0,,4720000000.0,,,,,,12909000000.0,34998000000.0,,,,4215868000000.0,30490000000.0,26819000000.0,3906661000000.0,251898000000.0,,450386000000.0,533000000.0,,,,1389000000.0,,1289000000.0,109913000000.0,5184881000000.0,,28265000000.0,,,,53953000000.0,5561000000.0,109092000000.0,52476000000.0,200015000000.0,,449362000000.0,9617000000.0,458979000000.0,5643860000000.0,定期报告,未审计,20230824,CNY,合并期末,2023-08-23T17:36:13
20230331,,174288000000.0,,,,,,232680000000.0,41108000000.0,,,,,,51484000000.0,54760000000.0,,1254000000.0,6359000000.0,807000000.0,696000000.0,697000000.0,4159000000.0,,,,14355000000.0,,590400000000.0,,,,,,,1839449000000.0,264070000000.0,13091000000.0,1617635000000.0,,,,,,,,6333000000.0,,,,,5032000000.0,48439000000.0,53471000000.0,466225000000.0,,1663000000.0,,8443000000.0,,,227000000.0,19629000000.0,5662000000.0,5462586000000.0,,18000000.0,,,,4946000000.0,79612000000.0,,,,7456000000.0,11437000000.0,1534000000.0,,,19370000000.0,99275000000.0,1001000000.0,65020000000.0,,3135000000.0,,,,,,12646000000.0,34997000000.0,,,,4114951000000.0,32073000000.0,25220000000.0,3816803000000.0,240855000000.0,,423766000000.0,227000000.0,,,,1459000000.0,,732000000.0,110728000000.0,4992310000000.0,,28265000000.0,,,,53585000000.0,1952000000.0,105160000000.0,52452000000.0,219550000000.0,,460964000000.0,9312000000.0,470276000000.0,5462586000000.0,定期报告,未审计,20230428,CNY,合并期末,2023-04-27T17:51:04
20221231,,128953000000.0,,,,,,223782000000.0,38533000000.0,,,,,,52309000000.0,19697000000.0,,1433000000.0,6407000000.0,774000000.0,736000000.0,603000000.0,4294000000.0,,,,13409000000.0,,596490000000.0,,,,,,,1738108000000.0,261179000000.0,13193000000.0,1574204000000.0,,,,,,,,6333000000.0,73106000000.0,24030000000.0,49076000000.0,24000000.0,5025000000.0,49052000000.0,54077000000.0,485567000000.0,,1810000000.0,,8532000000.0,,,7000000.0,22307000000.0,5654000000.0,5251984000000.0,,,,,,3344000000.0,148954000000.0,,,,4664000000.0,12075000000.0,942000000.0,,,18974000000.0,96682000000.0,998000000.0,60819000000.0,,50830000000.0,,,,,,12774000000.0,34997000000.0,,,,3880160000000.0,13108000000.0,26153000000.0,3607236000000.0,233663000000.0,,374742000000.0,7000000.0,,,,1569000000.0,,272000000.0,104060000000.0,4806863000000.0,,28265000000.0,,,,53554000000.0,-4927000000.0,105160000000.0,52429000000.0,201688000000.0,,436169000000.0,8952000000.0,445121000000.0,5251984000000.0,定期报告,是,20240328,CNY,合并期末,2023-03-29T19:26:02
20220930,,121213000000.0,,,,,,214014000000.0,26179000000.0,,,,,,57614000000.0,40354000000.0,,1496000000.0,7104000000.0,1110000000.0,781000000.0,786000000.0,4427000000.0,,,,17874000000.0,,589602000000.0,,,,,,,1613800000000.0,268320000000.0,13038000000.0,1571231000000.0,,,,,,,,6333000000.0,,,,,5938000000.0,46579000000.0,52517000000.0,499754000000.0,,2010000000.0,,8396000000.0,,,7000000.0,11362000000.0,5867000000.0,5128085000000.0,,1429000000.0,,,,3609000000.0,87816000000.0,,,,4746000000.0,9382000000.0,1075000000.0,,,23137000000.0,103795000000.0,1564000000.0,60128000000.0,,3758000000.0,,,,,,18183000000.0,34996000000.0,,,,3845855000000.0,24878000000.0,28351000000.0,3568050000000.0,224576000000.0,,362701000000.0,7000000.0,,,,1790000000.0,,545000000.0,101455000000.0,4665971000000.0,,28265000000.0,,,,54069000000.0,12583000000.0,101228000000.0,48383000000.0,208918000000.0,,453446000000.0,8668000000.0,462114000000.0,5128085000000.0,定期报告,未审计,20221028,CNY,合并期末,2022-10-27T17:26:02
20220630,,94761000000.0,,,,,,201597000000.0,44943000000.0,,,,,,51114000000.0,50228000000.0,,737000000.0,6823000000.0,1251000000.0,530000000.0,700000000.0,4342000000.0,,,,17412000000.0,,653033000000.0,,,,,,,1618290000000.0,269621000000.0,13144000000.0,1565158000000.0,,,,,,,,6333000000.0,69721000000.0,22669000000.0,47052000000.0,24000000.0,5963000000.0,47028000000.0,52991000000.0,510832000000.0,,2165000000.0,,8441000000.0,,,8000000.0,136000000.0,5757000000.0,5173524000000.0,,1433000000.0,,,,4188000000.0,175450000000.0,,,,5646000000.0,10719000000.0,1137000000.0,,18513000000.0,19254000000.0,120084000000.0,1443000000.0,60339000000.0,,3443000000.0,,,,,,17532000000.0,34996000000.0,,,,3763217000000.0,30365000000.0,28390000000.0,3488487000000.0,215975000000.0,,348367000000.0,8000000.0,,,,1931000000.0,,3815000000.0,93852000000.0,4685367000000.0,,28265000000.0,,,,54003000000.0,44754000000.0,101228000000.0,48361000000.0,203239000000.0,,479850000000.0,8307000000.0,488157000000.0,5173524000000.0,定期报告,未审计,20220826,CNY,合并期末,2022-08-25T18:56:02
20220331,,82882000000.0,,,,,,189408000000.0,42241000000.0,,,,,,48768000000.0,53355000000.0,,516000000.0,6431000000.0,1016000000.0,521000000.0,688000000.0,4206000000.0,,,,15334000000.0,,665814000000.0,,,,,,,1377687000000.0,266818000000.0,13256000000.0,1531012000000.0,,,,,,,,6333000000.0,,,,,6021000000.0,47353000000.0,53374000000.0,542230000000.0,,2261000000.0,,8335000000.0,,,8000000.0,3861000000.0,5921000000.0,4915845000000.0,,1449000000.0,,,,3085000000.0,79813000000.0,,,,6519000000.0,11932000000.0,1328000000.0,,,17584000000.0,114403000000.0,1082000000.0,59365000000.0,,3062000000.0,,,,,,16956000000.0,34995000000.0,,,,3668168000000.0,32783000000.0,26070000000.0,3404564000000.0,204751000000.0,,329718000000.0,8000000.0,,,,2007000000.0,,316000000.0,90665000000.0,4442455000000.0,,28265000000.0,,,,54215000000.0,21733000000.0,96132000000.0,48340000000.0,216423000000.0,,465108000000.0,8282000000.0,473390000000.0,4915845000000.0,定期报告,未审计,20220428,CNY,合并期末,2022-04-27T20:11:02
20211231,,60894000000.0,,,,,,206764000000.0,12915000000.0,,,,,,50801000000.0,20361000000.0,,485000000.0,6145000000.0,823000000.0,412000000.0,636000000.0,4274000000.0,,,,25670000000.0,,666087000000.0,,,,,,,1429287000000.0,257953000000.0,13374000000.0,1533753000000.0,,,,,,,,6333000000.0,69531000000.0,21426000000.0,48105000000.0,24000000.0,6789000000.0,48081000000.0,54870000000.0,529488000000.0,,2518000000.0,,8507000000.0,,,9000000.0,121000000.0,6145000000.0,4892480000000.0,,1476000000.0,,,,3416000000.0,239446000000.0,,,,5352000000.0,13175000000.0,968000000.0,,,19005000000.0,124949000000.0,808000000.0,56818000000.0,,48699000000.0,,,,,,17746000000.0,34994000000.0,,,,3419899000000.0,14062000000.0,26234000000.0,3182083000000.0,197520000000.0,,313585000000.0,9000000.0,,,,2182000000.0,,7481000000.0,95338000000.0,4405346000000.0,,28265000000.0,,,,55004000000.0,50299000000.0,96132000000.0,48320000000.0,201041000000.0,,479061000000.0,8073000000.0,487134000000.0,4892480000000.0,定期报告,是,20230330,CNY,合并期末,2022-03-24T19:26:06
20210930,,57837000000.0,,,,,,176049000000.0,15613000000.0,,,,,,57051000000.0,39659000000.0,,866000000.0,6205000000.0,919000000.0,341000000.0,674000000.0,4271000000.0,,,,17935000000.0,,678110000000.0,,,,,,,1322555000000.0,251957000000.0,13276000000.0,1471596000000.0,,,,,,,,6333000000.0,,,,,10769000000.0,41678000000.0,52447000000.0,548045000000.0,,2631000000.0,,8140000000.0,,,9000000.0,115000000.0,5767000000.0,4732196000000.0,,1551000000.0,,,,3842000000.0,187748000000.0,,,,5392000000.0,9665000000.0,1145000000.0,,,14769000000.0,122655000000.0,1813000000.0,57671000000.0,,2747000000.0,,,,,,17606000000.0,34994000000.0,,,,3383653000000.0,26178000000.0,25905000000.0,3137038000000.0,194532000000.0,,309691000000.0,9000000.0,,,,2317000000.0,,8932000000.0,87601000000.0,4253801000000.0,,28265000000.0,,,,54250000000.0,45002000000.0,91036000000.0,43088000000.0,209191000000.0,,470832000000.0,7563000000.0,478395000000.0,4732196000000.0,定期报告,未审计,20211029,CNY,合并期末,2021-10-28T17:41:02
20210630,,82040000000.0,,,,,,171791000000.0,9358000000.0,,,,,,48656000000.0,50566000000.0,,678000000.0,5619000000.0,604000000.0,243000000.0,662000000.0,4110000000.0,,,,20445000000.0,,675483000000.0,,,,,,,1339433000000.0,253903000000.0,13367000000.0,1350933000000.0,,,,,,,,6333000000.0,62415000000.0,20524000000.0,41891000000.0,24000000.0,10661000000.0,41867000000.0,52528000000.0,554883000000.0,,2794000000.0,,8201000000.0,,,9000000.0,120000000.0,5653000000.0,4652793000000.0,,1572000000.0,,,,5445000000.0,169885000000.0,,,,6356000000.0,9988000000.0,1243000000.0,,18270000000.0,16297000000.0,123914000000.0,1045000000.0,57798000000.0,,2891000000.0,,,,,,17662000000.0,34993000000.0,,,,3305242000000.0,30892000000.0,24479000000.0,3064772000000.0,185099000000.0,,304541000000.0,9000000.0,,,,2502000000.0,,14261000000.0,80216000000.0,4174130000000.0,,28265000000.0,,,,54348000000.0,53048000000.0,91036000000.0,43071000000.0,201681000000.0,,471449000000.0,7214000000.0,478663000000.0,4652793000000.0,定期报告,未审计,20210826,CNY,合并期末,2021-08-25T21:31:02
20210331,,86022000000.0,,,,,,153583000000.0,7339000000.0,,,,,,46697000000.0,54051000000.0,,741000000.0,5412000000.0,728000000.0,291000000.0,633000000.0,3760000000.0,,,,12036000000.0,,675303000000.0,,,,,,,1294078000000.0,248587000000.0,14106000000.0,1246052000000.0,,,,,,,,6333000000.0,,,,,11406000000.0,40606000000.0,52012000000.0,550786000000.0,,2796000000.0,,8258000000.0,,,9000000.0,161000000.0,5623000000.0,4469985000000.0,,1575000000.0,,,,5275000000.0,108474000000.0,,,,6754000000.0,10977000000.0,4756000000.0,,,16768000000.0,124427000000.0,486000000.0,56987000000.0,,2987000000.0,,,,,,17897000000.0,34993000000.0,,,,3222835000000.0,32489000000.0,21404000000.0,2994175000000.0,174767000000.0,,296220000000.0,9000000.0,,,,2452000000.0,,10320000000.0,70848000000.0,3995040000000.0,,28265000000.0,,,,54387000000.0,43599000000.0,86027000000.0,43059000000.0,212410000000.0,,467747000000.0,7198000000.0,474945000000.0,4469985000000.0,定期报告,未审计,20210429,CNY,合并期末,2021-04-28T19:21:01
20201231,,57633000000.0,,,,,,161564000000.0,7947000000.0,,,,,,45147000000.0,20730000000.0,,1135000000.0,4960000000.0,523000000.0,209000000.0,570000000.0,3658000000.0,,,,14996000000.0,,658535000000.0,,,,,,,1215603000000.0,239584000000.0,14217000000.0,1189369000000.0,,,,,,,,6333000000.0,59871000000.0,19409000000.0,40462000000.0,24000000.0,11332000000.0,40438000000.0,51770000000.0,545678000000.0,,3076000000.0,,8341000000.0,,,10000000.0,87000000.0,5751000000.0,4252466000000.0,,1641000000.0,,,,3732000000.0,122249000000.0,,,,7057000000.0,11814000000.0,1080000000.0,,13000000.0,16016000000.0,122510000000.0,1036000000.0,55031000000.0,,53021000000.0,,,,,,17915000000.0,34992000000.0,,,,2973225000000.0,14701000000.0,21991000000.0,2768584000000.0,167949000000.0,,288202000000.0,10000000.0,,,,2664000000.0,,15286000000.0,68035000000.0,3795529000000.0,,28265000000.0,,,,53999000000.0,54862000000.0,86027000000.0,43047000000.0,183856000000.0,,450056000000.0,6881000000.0,456937000000.0,4252466000000.0,定期报告,是,20220325,CNY,合并期末,2021-03-25T18:51:01
20200930,,54463000000.0,,,,,,162292000000.0,25390000000.0,,,,,,49867000000.0,40529000000.0,,857000000.0,5072000000.0,565000000.0,195000000.0,589000000.0,3723000000.0,,,,16336000000.0,,650565000000.0,,,,,,,1079855000000.0,226969000000.0,14256000000.0,1115462000000.0,,,,,,,,6333000000.0,,,,,12647000000.0,37263000000.0,49910000000.0,544825000000.0,,3177000000.0,,8021000000.0,,,10000000.0,137000000.0,5382000000.0,4059708000000.0,,1624000000.0,,,,2708000000.0,70598000000.0,,,,5433000000.0,9752000000.0,1274000000.0,,,16127000000.0,110749000000.0,1514000000.0,55046000000.0,,15923000000.0,,,,,,18378000000.0,34991000000.0,,,,2930173000000.0,25642000000.0,22135000000.0,2722499000000.0,159897000000.0,,288350000000.0,10000000.0,,,,2721000000.0,,7254000000.0,63003000000.0,3635628000000.0,,28265000000.0,,,,53783000000.0,25674000000.0,81018000000.0,37982000000.0,190780000000.0,,417502000000.0,6578000000.0,424080000000.0,4059708000000.0,定期报告,未审计,20201029,CNY,合并期末,2020-10-28T18:16:03
20200630,,82722000000.0,,,,,,150397000000.0,61202000000.0,,,,,,41053000000.0,48395000000.0,,480000000.0,4793000000.0,506000000.0,165000000.0,581000000.0,3541000000.0,,,,21500000000.0,,651388000000.0,,,,,,,1052029000000.0,227764000000.0,13450000000.0,1001314000000.0,,,,,,,,6333000000.0,55474000000.0,18925000000.0,36549000000.0,24000000.0,13915000000.0,36525000000.0,50440000000.0,536256000000.0,,3291000000.0,,8057000000.0,,,10000000.0,128000000.0,5031000000.0,3966033000000.0,,1826000000.0,,,,4259000000.0,48127000000.0,,,,7550000000.0,10549000000.0,1151000000.0,,20633000000.0,16417000000.0,114038000000.0,1343000000.0,54774000000.0,,2888000000.0,,,,,,18535000000.0,34991000000.0,,,,2858092000000.0,29456000000.0,22007000000.0,2654557000000.0,152072000000.0,,284872000000.0,10000000.0,,,,2960000000.0,,10151000000.0,50690000000.0,3543856000000.0,,28265000000.0,7791000000.0,,,55185000000.0,31428000000.0,81018000000.0,37967000000.0,174252000000.0,,415906000000.0,6271000000.0,422177000000.0,3966033000000.0,定期报告,未审计,20200827,CNY,合并期末,2020-08-26T17:36:02
