报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,3239255000000.0,,,,251942000000.0,312886000000.0,,,,499363000000.0,,,,,518975000000.0,1374471000000.0,,,,,,,,,,27473682000000.0,28482604000000.0,1008922000000.0,,,,,,,,,4139583000000.0,12486459000000.0,19829000000.0,,,,,42361000000.0,,,,,,,7157000000.0,148782000000.0,,155939000000.0,,,,,,,,,28348000000.0,10921000000.0,,154431000000.0,320886000000.0,,51029331000000.01,,,1219373000000.0,,7002716000000.0,6637806000000.0,364910000000.0,34517455000000.0,,,,,,,,43563000000.0,46557000000.0,1584590000000.0,,,,,,,,74908000000.0,,,12757000000.0,,,,,,,,,,25105000000.0,,,2798808000000.0,,,,,,,1087000000.0,,399209000000.0,47726128000000.0,,349983000000.0,470000000000.0,80000000000.0,390000000000.0,173426000000.0,58545000000.0,,,,330943000000.0,570341000000.0,,,1343351000000.0,,,,3296589000000.0,6614000000.0,51029331000000.01,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:08:05
20251231,,2801985000000.0,,,,204662000000.0,456883000000.0,,,,548381000000.0,,,,,556994000000.0,1564991000000.0,,,,,,,,,,26178354000000.0,27082646000000.0,956480000000.0,,,,,,,,,3965051000000.0,11799270000000.0,19820000000.0,,,,,33515000000.0,,,309772000000.0,161365000000.0,148407000000.0,250000000.0,8357000000.0,148157000000.0,,156514000000.0,,,,,,,,,28853000000.0,10921000000.0,,150040000000.0,308440000000.0,,48784674000000.0,,,1127471000000.0,,6389320000000.0,6037759000000.0,351561000000.0,32649947000000.0,,,,,,,,45044000000.0,33509000000.0,1453842000000.0,,,,,,,,94646000000.0,,,11354000000.0,,18433000000.0,,,,,,,,25528000000.0,,,3263887000000.0,,,,,,,1458000000.0,,426864000000.0,45541303000000.01,,349983000000.0,470000000000.0,80000000000.0,390000000000.0,173426000000.0,69956000000.0,,,,330932000000.0,570282000000.0,,,1272603000000.0,,,,3237182000000.0,6189000000.0,48784674000000.0,定期报告,是,20260430,CNY,合并期末,2026-03-30T19:28:05
20250930,,3395283000000.0,,,,128191000000.0,395898000000.0,,,,536521000000.0,,,,,520544000000.0,1660716000000.0,,,,,,,,,,26019737000000.0,26987574000000.0,,,,,,,,,,3735554000000.0,11068565000000.0,16911000000.0,,,,,32484000000.0,,,,,,,13001000000.0,137161000000.0,,150162000000.0,,,,,,,,,28876000000.0,1381000000.0,,147181000000.0,297425000000.0,,48135428999999.99,,,1083975000000.0,,6786562000000.0,6421734000000.0,364828000000.0,32067823000000.0,,,,,,,,47746000000.0,26990000000.0,1248496000000.0,,,,,,,,74106000000.0,,,11061000000.0,,1648000000.0,,,,,,,,27712000000.0,,,3158142000000.0,,,,,,,1231000000.0,,424726000000.0,44960218000000.0,,349983000000.0,430000000000.0,80000000000.0,350000000000.0,173413000000.0,67243000000.0,,,,302271000000.0,570356000000.0,,,1275236000000.0,,,,3168502000000.0,6709000000.0,48135428999999.99,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:16:05
20250630,,3362831000000.0,,,,168487000000.0,410918000000.0,,,,472461000000.0,,,,,521158000000.0,1554271000000.0,,,,,,,,,,25764001000000.0,26676402000000.0,965059000000.0,,,,,,,,,3570257000000.0,10348968000000.0,15597000000.0,,,,,42680000000.0,,,295958000000.0,158035000000.0,137923000000.0,276000000.0,12666000000.0,137647000000.0,,150313000000.0,,,,,,,,,28563000000.0,1381000000.0,,143504000000.0,300488000000.0,,46855878000000.0,,,942778000000.0,,6036546000000.0,5670071000000.0,366475000000.0,31900486000000.0,,,,,,,,52939000000.0,25036000000.0,1066458000000.0,,,,,,,,72031000000.0,,,11543000000.0,,43923000000.0,,,,,,,,29942000000.0,,,3105787000000.0,,,,,,,632000000.0,,418536000000.0,43706636999999.99,,349983000000.0,465000000000.0,80000000000.0,385000000000.0,173415000000.0,82730000000.0,,,,302271000000.0,570192000000.0,,,1199509000000.0,,,,3143100000000.0,6141000000.0,46855878000000.0,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:00:02
20250331,,2918463000000.0,,,,249922000000.0,411027000000.0,,,,442308000000.0,,,,,550638000000.0,854308000000.0,,,,,,,,,,25221001000000.0,26187372000000.0,966371000000.0,,,,,,,,,3324635000000.0,10197310000000.0,10358000000.0,,,,,54720000000.0,,,,,,,12677000000.0,139719000000.0,,152396000000.0,,,,,,,,,28803000000.0,1381000000.0,,155274000000.0,246413000000.0,,44818956999999.99,,,671007000000.0,,4484744000000.0,4056839000000.0,427905000000.0,32017351000000.0,,,,,,,,70721000000.0,20676000000.0,789637000000.0,,,,,,,,71455000000.0,,,11822000000.0,,,,,,,,,,34077000000.0,,,3117069000000.0,,,,,,,411000000.0,,386982000000.0,41675952000000.0,,349983000000.0,500000000000.0,80000000000.0,420000000000.0,173419000000.0,61111000000.0,,,,301850000000.0,532764000000.0,,,1218134000000.0,,,,3137261000000.0,5744000000.0,44818956999999.99,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T17:54:05
20241231,,2134452000000.0,,,,115253000000.0,571956000000.0,,,,529767000000.0,,,,,513306000000.0,1371571000000.0,,,,,,,,,,23977013000000.0,24856251000000.0,929174000000.0,,,,,,,,,3430164000000.0,9905633000000.0,10332000000.0,,,,,65920000000.0,,,293464000000.0,152377000000.0,141087000000.0,284000000.0,13681000000.0,140803000000.0,,154484000000.0,,,,,,,,,29105000000.0,1381000000.0,,148009000000.0,279789000000.0,,43238135000000.01,,,847324000000.0,,5031583000000.0,4667561000000.0,364022000000.0,30305357000000.0,,,,,,,,58146000000.0,15841000000.0,615725000000.0,,,,,,,,87803000000.0,,,15175000000.0,,40738000000.0,,,,,,,,35669000000.0,,,2678509000000.0,,,,,,,309000000.0,,408683000000.0,40140862000000.0,,349983000000.0,500000000000.0,80000000000.0,420000000000.0,173419000000.0,81816000000.0,,,,301841000000.0,532991000000.0,,,1150758000000.0,,,,3090808000000.0,6465000000.0,43238135000000.01,定期报告,是,20260331,CNY,合并期末,2025-03-28T18:50:10
20240930,,3352901000000.0,,,,145289000000.0,538982000000.0,,,,486875000000.0,,,,,493053000000.0,1409322000000.0,,,,,,,,,,23739075000000.0,24688299000000.0,949224000000.0,,,,,,,,,3490886000000.0,9268227000000.0,10312000000.0,,,,,28110000000.0,,,,,,,12408000000.0,139413000000.0,,151821000000.0,,,,,,,,,28656000000.0,1381000000.0,,156750000000.0,251653000000.0,,43553292999999.99,,,1138041000000.0,,6225319000000.0,5850442000000.0,374877000000.0,29836329000000.0,,,,,,,,40694000000.0,15300000000.0,92642000000.0,,,,,,,,68960000000.0,,,21480000000.0,,2128000000.0,,,,,,,,36154000000.0,,,2635184000000.0,,,,,,,778000000.0,,429995000000.0,40543004000000.0,,349983000000.0,460000000000.0,80000000000.0,380000000000.0,173417000000.0,60211000000.0,,,,273953000000.0,532516000000.0,,,1153642000000.0,,,,3003722000000.0,6567000000.0,43553292999999.99,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:30:02
20240630,,3037305000000.0,,,,141872000000.0,638893000000.0,,,,456649000000.0,,,,,480391000000.0,740355000000.0,,,,,,,,,,23438734000000.0,24333865000000.0,949968000000.0,,,,,,,,,3335744000000.0,9037374000000.0,8254000000.0,,,,,40454000000.0,,,289046000000.0,148722000000.0,140324000000.0,308000000.0,12032000000.0,140016000000.0,,152048000000.0,,,,,,,,,28743000000.0,1381000000.0,,156071000000.0,290285000000.0,,41984552999999.99,,,1107331000000.0,,5063713000000.0,4664464000000.0,399249000000.0,29459210000000.0,,,,,,,,37354000000.0,14903000000.0,114326000000.0,,,,,,,,65554000000.0,,,18741000000.0,,,,,,,,,,35170000000.0,,,2580025000000.0,,,,,,,24000000.0,,431739000000.0,38928090000000.0,,349983000000.0,580000000000.0,80000000000.0,500000000000.0,173423000000.0,53573000000.0,,,,273947000000.0,532458000000.0,,,1086394000000.0,,,,3049778000000.0,6685000000.0,41984552999999.99,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T21:35:06
20240331,,2827266000000.0,,,,138705000000.0,1009255000000.0,,,,474395000000.0,,,,,520180000000.0,1594432000000.0,,,,,,,,,,22921347000000.0,23863600000000.0,942300000000.0,,,,,,,,,3351164000000.0,8616509000000.0,8374000000.0,,,,,27941000000.0,,,,,,,12707000000.0,141832000000.0,,154539000000.0,,,,,,,,,28677000000.0,1381000000.0,,162172000000.0,320942000000.0,,42157279000000.01,,,1111682000000.0,,3989713000000.0,3604590000000.0,385123000000.0,31060509000000.0,,,,,,,,37129000000.0,14023000000.0,120862000000.0,,,,,,,,63544000000.0,,,14959000000.0,,,,,,,,,,34505000000.0,,,2341859000000.0,,,,,,,19000000.0,,369252000000.0,39158056000000.0,,349983000000.0,520000000000.0,80000000000.0,440000000000.0,173424000000.0,37423000000.0,,,,273569000000.0,456417000000.0,,,1181076000000.0,,,,2991892000000.0,7331000000.0,42157279000000.01,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T20:25:03
20231231,,2922047000000.0,,,,54356000000.0,1080076000000.0,,,,516181000000.0,,,,,547407000000.0,1809559000000.0,,,,,,,,,,21731766000000.0,22564269000000.0,882855000000.0,,,,,,,,,2203051000000.0,8463255000000.0,8386000000.0,,,,,24873000000.0,,,287802000000.0,143105000000.0,144697000000.0,310000000.0,12352000000.0,144387000000.0,,156739000000.0,,,,,,,,,28674000000.0,1381000000.0,,160750000000.0,164488000000.0,,39872988999999.99,,,1127069000000.0,,4035787000000.0,3653497000000.0,382290000000.0,28898468000000.0,,,,,,,,27817000000.0,12597000000.0,100521000000.0,,,,,,,,78601000000.0,,,49275000000.0,,,,,,,,,,43674000000.0,,,2295921000000.0,,,,,,,14000000.0,,306378000000.0,36976122000000.0,,349983000000.0,480000000000.0,80000000000.0,400000000000.0,173425000000.0,41506000000.0,,,,273558000000.0,456200000000.0,,,1114576000000.0,,,,2889248000000.0,7619000000.0,39872988999999.99,定期报告,是,20250329,CNY,合并期末,2024-03-28T19:45:03
