报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,43672304639.97,33165391878.74,7504566078.92,5261581939.68,,23718477183.78,,95590742458.8,15203798207.36,12026728042.81,12026728042.81,,,,,,4002342264.45,,,,,554037694.96,,,75751774.05,,,276501328.0,13558201785.13,,,,,,,463198640.71,101756459.92,,564955100.63,,613101194.08,614093916.65,14071921593.91,,,,649996913.8,4428759753.77,237126279931.07,,,,3095308780.84,18109341312.82,17397459504.43,499220567.96,42374380792.51,610043326.84,610043326.84,,1286714809.15,401087481.29,,,,53627498982.49,431709959.7,,,,50625555.63,,,,36490903750.01,,,,,,70917048.17,647985707.29,727877595.73,7427922839.87,183248998014.73,,5680592806.0,,,,36696251053.6,,2407317235.93,,982111799.02,2777683457.64,,4947889636.31,,53491845988.5,385435927.84,53877281916.34,237126279931.07,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T18:10:04
20251231,,39903605517.91,30578762742.53,6279329157.56,4815312806.04,,23810650841.8,,77998328073.15,13300838899.78,3144834105.6,3144834105.6,,,,,,3970199509.42,,,,,295666914.06,,,75644923.41,,,609958783.0,12892606141.3,,,853611592.11,373979260.44,479632331.67,,479632331.67,48229703.59,,527862035.26,,541278428.36,640475622.37,14071921593.91,,,,720242868.21,4434831944.89,203218275359.99,,,,4160779287.7,24055583166.51,11456383028.08,339786746.42,25222252641.35,1114739603.64,1114739603.64,,1815562325.25,343448404.91,,,,40341625366.52,,,,,50625555.63,,,,33980816564.95,,,,,,61799164.95,565746322.63,679834026.66,6156900404.49,150345882609.68997,,5680592806.0,,,,36696267197.04,,1948549699.6,,982111799.02,2765111875.98,,4417662317.06,,52490295694.7,382097055.6,52872392750.3,203218275359.99,定期报告,是,20260428,CNY,合并期末,2026-03-27T20:10:06
20250930,,38593714031.58,28879687260.12,6398152987.39,4770510076.45,,22323111816.18,,71941107558.23,9412088674.2,1475572287.68,1475572287.68,,,,,,3368076638.36,,,,,429174238.44,,,83356028.22,,,1502323256.0,13523955939.19,,,,,,,484307262.61,81279401.11,,565586663.72,,379019877.09,619011697.54,14071921593.91,,,,705794013.97,3933003679.62,189324970981.32,,,,1196586538.3,19136785067.29,7273744707.38,475901781.9,31227010887.25,1236379324.23,1236379324.23,,1656872956.24,237676669.69,,,,37036050062.01,80000000.0,,,,50696168.64,,,,30008029980.67,,,,,,71288011.99,402032330.14,806799871.74,5902034774.92,136797889132.39,,5680592806.0,,,,36742224772.63,,1696509395.95,,847079894.87,2254213667.89,,4799572340.54,,52020192877.88,506888971.05,52527081848.93,189324970981.32,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:02:05
20250630,,31532844128.58,23929220413.2,8815802110.67,7125878014.84,,17485316115.62,,74928066524.92,10150836980.43,2003981299.82,2003981299.82,,,,,,2873091956.84,,,,,369477298.47,,,83439441.23,,,4605483905.17,13138338894.78,,,816893327.18,338188828.29,478704498.89,,478704498.89,57406726.52,,536111225.41,,367361269.5,646613201.48,14071921593.91,,,,727833474.24,3060465729.15,185396985150.22,,,,1530952403.13,16790620152.48,5477772580.32,293381170.24,35609749038.45,808013062.75,808013062.75,,1477708386.31,127428818.4,,,,34495160536.51,,,,,50676387.4,,,,28273942239.96,,,,,,63333094.74,396563501.14,824116812.48,7591184334.69,133810602519.0,,5680592806.0,,,,36740341628.67,,1394167226.24,,847079894.87,2230412960.48,,4195118716.74,,51087713233.0,498669398.22,51586382631.22,185396985150.22,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:22:04
20250331,,32335729340.8,24662993842.26,6112384726.07,4696428506.23,,18077727499.86,,65686593140.79,10508646383.23,297240971.16,297240971.16,,,,,,3524388899.48,,,,,515268500.67,,,82329765.62,,,7001992174.17,11187893266.96,,,,,,,488562669.87,64340289.56,,552902959.43,,401009472.45,640844448.5,14071973920.93,,,,862767284.02,2657814942.84,174517507696.98,,,,2115921768.88,15826924102.3,5433474167.09,280767661.55,29179401154.73,874547862.46,874547862.46,,1022285023.64,317753379.28,,,,31619890756.4,,,,,36876387.41,,,,28946364362.4,,,,,,69291647.4,421752238.13,780675431.29,6610855414.74,123536781357.7,,5680592806.0,,,,36747601580.37,,1222369954.69,,847079894.87,2215713772.83,,3776775257.51,,50490133266.27,490593073.01,50980726339.28,174517507696.98,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T17:54:06
20241231,,15412356391.8,11096743458.94,5220251629.83,3144539664.83,,11551336525.54,,37920651400.16,10473606761.06,232431812.19,232431812.19,,,,,,369914499.23,,,,,923190133.19,,,77370156.48,,,5561036036.17,5200853012.95,,,414566142.92,313440520.2,101125622.72,,101125622.72,14075474.04,,115201096.76,,241152715.34,513260544.76,1142579370.0,,,,40014143.73,2212937371.57,97208143600.76,,,,15104979.5,9972282372.28,834668630.62,366264756.23,17349423895.94,383117347.28,383117347.28,,349868289.56,113813268.86,,,,14312492762.08,252674500.0,,,,1868504.15,,,,24787367815.42,,,,,,18122860.68,241061272.09,717208075.86,8544787924.22,78260127254.77,,2831773168.0,,,,8174228056.61,,1142249662.63,,847079894.87,2201005713.51,,3387996377.56,,18584332873.18,363683472.81,18948016345.99,97208143600.76,定期报告,是,20260328,CNY,合并期末,2025-03-26T19:42:04
20240930,,17580518677.93,11469775098.49,3641146145.4,1692063223.41,,8758362875.02,,43965747491.77,10564360746.3,975254237.72,975254237.72,,,,,,1060021144.65,,,,,2074715818.67,,,75401852.86,,,4721398954.17,4946857099.96,,,,,,,92134347.97,21075153.65,,113209501.62,,277197337.97,512670348.69,1142579370.0,,,,24706246.95,2457944042.64,102892091892.32,,,,55308042.48,8912641111.07,1073527208.28,671045998.34,21484007078.11,1535764972.78,1535764972.78,,202798302.46,31643894.58,,,,13087614620.03,,,,,1868504.15,,,,25434752040.2,,,,,,15003800.3,277124107.69,759029112.49,10624479633.51,84166608426.47,,2831773168.0,,,,8174228056.61,,922777500.13,,822080253.4,2117571456.24,,3496174526.38,,18364604960.76,360878505.09,18725483465.85,102892091892.32,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T18:32:03
20240630,,15178524541.73,7457730374.39,3011283312.99,1873349053.73,,8569250059.31,,38728054883.38,9237271877.22,300497275.35,300497275.35,,,,,,137287590.4,,,,,3364065146.64,,,77396206.52,,,5460679468.09,4827051391.08,,,392670965.38,303091010.81,89579954.57,,89579954.57,17755461.9,,107335416.47,,215101465.37,533575179.62,1142579370.0,,,,37981476.3,2405104602.79,93333039263.26,,,,785680709.6,7241509736.06,1578473277.04,601972724.53,16287030075.71,358535368.59,358535368.59,,207421900.16,33818191.73,,,,9211172577.53,,,,,1868504.15,,,,26401867042.32,,,,,,16265333.38,215049435.67,764315797.14,11006631278.51,74711611952.12,,2831773168.0,,,,8174228056.61,,1129962600.29,,822080253.4,2102083418.86,,3203519440.13,,18263646937.29,357780373.85,18621427311.14,93333039263.26,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T19:12:03
20240331,,12900280218.83,7242860031.38,2991166309.52,1930867493.23,,9675949083.64,,45372692625.53,5150159543.56,314175611.64,314175611.64,,,,,,421147943.95,,,,,2491099224.65,,,75779974.73,,,4460046883.68,4132582499.78,,,,,,,93868348.35,17472117.84,,111340466.19,,230231566.11,549012989.17,1142579370.0,,,,25828403.62,3187939969.07,93232012683.67,,,,55435602.75,2040543500.01,1485039876.98,335676528.8,22536032466.57,611137729.52,611137729.52,,257004813.52,28225935.25,,,,9041470389.19,,,,,1868504.15,,,,26920148636.11,,,,,,25474004.87,233481054.5,948226735.03,10444598299.75,74964364077.0,,2831773168.0,,,,8174228056.61,,681341104.12,,822080253.4,2088419088.39,,3312831955.42,,17910673625.94,356974980.73,18267648606.67,93232012683.67,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T19:52:04
20231231,,9816151888.62,6650429320.71,3978960599.68,1714961294.58,,10126663067.6,,39027242687.66,5306914165.72,1272206039.73,1272206039.73,,,,,,465953831.7,,,,,1747243339.31,,,75779974.73,,,7083357449.68,3600395538.22,,,401533559.92,299795139.46,101738420.46,,101738420.46,8843134.61,,110581555.07,,227463543.6,545051619.72,1142579370.0,,,,140926484.63,2461403658.22,87128874813.89,,,,255805142.5,5314014458.34,1162752332.24,447643161.08,14421563978.84,810337431.52,810337431.52,,492484162.45,53497256.54,,,,9046098699.86,,,,,1868504.15,,,,25062271861.15,,,,,,17552031.47,230083875.47,658105295.0,11031238709.89,69005316900.5,,2831773168.0,,,,8174228056.61,,321191984.3,,822080253.4,2075702790.06,,3543713340.4,,17768689592.77,354868320.62,18123557913.39,87128874813.89,定期报告,是,20250327,CNY,合并期末,2024-03-26T19:07:09
