报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,29978543150.48,24544145893.81,4112778399.71,2935367024.08,,16618169389.13,,37413242761.74,1424661070.54,594650807.09,594650807.09,,,,,,4779620118.41,,,,,,,,403098488.16,,,20228464743.56,9601234994.8,,,,,,,88059603.53,,,88059603.53,,311389835.91,109241681.69,1005972.76,,,,1129585.02,246746521.09,125912037123.62,,913122454.59,,,21279460862.01,883146083.99,,16764536566.48,109242526.14,109242526.14,,323659484.71,180907448.4,,,,31136755787.28,,,,,55009340.1,,,,21697455416.84,,,,,,4964158.77,280852195.25,314454479.15,2080109972.86,96023676776.57,,3243000000.0,7000000000.0,,7000000000.0,4004835843.78,,1512751779.58,,1376030370.3,3124436106.7,,8941459871.86,,29202513972.22,685846374.83,29888360347.05,125912037123.62,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:32:04
20251231,,26760323675.95,23093498629.29,3826180422.16,3053994912.61,,16726893210.69,,42355410074.58,1562199784.62,349292110.17,349292110.17,,,,,,4270356416.86,,,,,108603361.96,,,400536016.06,,,23705573135.54,8877389537.77,,,385516678.68,291949667.58,93567011.1,,93567011.1,,,93567011.1,,337978017.1,113726162.77,1005972.76,,,,1086402.02,460697545.59,129950818857.7,,966862633.42,,,25531403587.52,25301.36,1507004.34,20240349189.62,128352412.84,128352412.84,,172459522.84,154473129.0,,,,28787716281.2,,,,,55391040.1,,,,22654047214.45,,,,,,4860513.26,331108705.8,99500329.08,2069488210.73,101197545075.56,,3243000000.0,7000000000.0,,7000000000.0,4004898107.93,,862570802.35,,1376030370.3,3124436106.7,,8459456732.52,,28070392119.8,682881662.34,28753273782.14,129950818857.7,定期报告,是,20260430,CNY,合并期末,2026-03-30T19:36:05
20250930,,24302094445.54,21174597997.21,4029505401.55,3271953282.33,,16254951610.89,,49181685000.5,1518615827.53,632739926.45,632739926.45,,,,,,3665617433.14,,,,,,,,410393628.67,,,19396306521.08,7918618705.46,,,,,,,94589094.35,,,94589094.35,,327576245.24,111222981.26,1005972.76,,,,2014105.97,404036953.16,128250973853.55,,889892528.25,,3002445205.38,22986368958.74,3044752.57,,25783084502.29,92890511.08,92890511.08,,514671912.17,53096408.87,,,,26988118781.88,,,,,851346.3,,,,19224265787.96,,,,,,5852440.6,284578199.07,22187063.46,1178130798.47,101029479197.09,,3243000000.0,6000000000.0,,6000000000.0,4007898107.93,,658756827.89,,1313336636.66,2976429316.84,,8166324717.57,,26365745606.89,855749049.57,27221494656.46,128250973853.55,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T17:58:06
20250630,,22125608902.53,19300820248.61,3963740749.95,2931769703.94,,13137672318.81,,46419581566.51,1271536580.64,401365992.38,401365992.38,,,,,,2897325646.42,,,,,20733091.97,,,470696169.76,,,21760629320.95,7814393962.22,,,406266182.92,306369412.14,99896770.78,,99896770.78,,,99896770.78,,356190679.6,117818708.2,1005972.76,,,,7443507.23,633473293.79,121499113234.5,,902365981.09,,1606410959.06,23826582885.04,401634865.76,,25436951802.37,104261265.61,104261265.61,,215072864.27,71640762.39,,,,23874308279.55,,,,,851346.3,,,,18152350135.39,,,,,,5225786.17,355328415.75,117324699.92,1041045057.12,96111355105.79,,3243000000.0,4500000000.0,,4500000000.0,4012148107.93,,666342772.01,,1313336636.66,2976429316.84,,8045160813.89,,24756417647.33,631340481.38,25387758128.71,121499113234.5,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T19:24:04
20250331,,19407888242.98,15761744132.17,3460314477.34,3307359613.13,,13229542267.87,,39047884974.27,807778148.37,466022672.1,466022672.1,,,,,,3194247837.53,,,,,,,,472104068.8,,,18310623374.92,3197759108.68,,,,,,,105325786.48,,,105325786.48,,362534058.74,122776219.96,1005972.76,,,,3932736.02,285835037.67,102475574984.49,,666601734.7,,4004865479.41,15746539803.56,278608.0,,20729630552.88,96664307.92,96664307.92,,587493245.83,36609641.89,,,,21065081798.99,,,,,851346.3,,,,14132693685.21,,,,,,5013522.02,353916805.57,20557449.14,806672689.07,78253470670.49,,3243000000.0,4500000000.0,,4500000000.0,4012148107.93,,198190019.37,,1212415228.4,2756178468.31,,7678692565.7,,23600624389.71,621479924.29,24222104314.0,102475574984.49,定期报告,未审计,20250425,CNY,合并期末,2025-04-24T17:26:04
20241231,,22137616445.64,18862654413.74,4664059490.94,3542394589.5,,12569953612.89,,34463308851.01,541990835.27,361946635.63,361946635.63,,,,,,2612346062.45,,,,,21323254.84,,,465834947.47,,,25802019850.0,2178598788.59,,,409614730.64,304035333.85,105579396.79,,105579396.79,,,105579396.79,,350035464.42,129790553.07,1005972.76,,,,4002274.85,492991940.92,106902404377.54,,616629822.07,,2814073219.36,15853017274.13,293742.48,18624487.99,19749457500.35,96957578.81,96957578.81,,214407822.42,54187047.06,,,,23719195176.4,,,,,851346.3,,,,18182342935.59,,,,,,3032389.94,342439519.15,37704193.06,757835024.4,82461049079.51,,3243000000.0,4500000000.0,,4500000000.0,4012148107.93,,611172566.72,,1212415228.4,2756178468.31,,7473897386.94,,23808811758.3,632543539.73,24441355298.03,106902404377.54,定期报告,是,20260331,CNY,合并期末,2025-03-25T18:22:04
20240930,,20755800133.75,13749147902.85,2342784839.89,1829768532.38,,9987111955.89,,33053625365.1,230936522.99,769450921.15,769450921.15,,,,,,2558640499.56,,,,,,,,463319641.86,,,14013852094.18,530252.52,,,,,,,100833184.9,,,100833184.9,,375783694.75,120892547.24,1005972.76,,,,181268614.32,218183213.32,85174019454.18,,646761047.37,,1394710013.4,13143432128.68,610919502.53,2984367.44,12846704935.41,113823886.31,113823886.31,,480481924.7,51575094.2,,,,21998353207.32,,,,,851346.3,,,,11481563092.75,,,,,,3729559.76,354357382.48,263960.56,1095798176.26,64226309625.47,,3243000000.0,2000000000.0,,2000000000.0,4013327353.21,,139176199.28,,1148100815.38,2605100245.99,,7211208463.84,,20359913077.7,587796751.01,20947709828.71,85174019454.18,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T16:12:03
20240630,,17118180057.82,14149240231.31,3078352629.24,2414985081.72,,10250505391.0,,27929827616.58,2719139087.13,289011109.28,289011109.28,,,,,,2443861369.49,,,,,144920.0,,,467230920.58,,,11874152035.87,118833940.55,,,399446749.33,303404207.89,96042541.44,,96042541.44,,,96042541.44,,410867184.15,127865598.95,1005972.76,,,,199956349.55,265055266.52,77390031990.91,,572846326.05,,1407646026.6,14019955068.06,51232.87,23421744.32,12189676284.36,118808214.86,118808214.86,,495000670.11,32859637.39,,,,17985941546.09,,,,,1035770.79,,,,10401206558.64,,,,,,9120000.0,409659774.51,13710437.29,813202464.05,58494141755.99,,3243000000.0,,,,4016100938.11,,218205318.09,,1148100815.38,2605100245.99,,7075362568.46,,18305869886.03,590020348.89,18895890234.92,77390031990.91,定期报告,未审计,20240828,CNY,合并期末,2024-08-27T20:02:03
20240331,,17449882993.47,13749147902.85,2366185891.1,1829768532.38,,10710316278.02,,28336408126.13,698662918.93,596436775.86,596436775.86,,,,,,2593936740.02,,,,,,,,450909310.1,,,11516787011.58,185962537.89,,,,,,,98627947.37,,,98627947.37,,433388574.98,130997077.17,1005972.76,,,,254458519.46,213459086.61,76037425761.45,,416684529.97,,3118495372.06,10384139972.89,64332949.84,6734741.94,11627352525.36,92478849.84,92478849.84,,833333453.02,-45544521.74,,,,17479427218.65,,,,,2477319.21,,,,12430206702.41,,,,,,8385849.03,408390916.01,762125.84,689493369.75,57517151374.08,,3243000000.0,,,,4016100938.11,,147453900.96,,1089788131.69,2466736773.22,,6972250826.55,,17935330570.53,584943816.84,18520274387.37,76037425761.45,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T17:02:03
20231231,,16745457705.69,13556647335.51,2729164341.33,2029736771.05,,11067285032.6,,29161860002.86,188267420.24,406030897.84,406030897.84,,,,,,2622023791.43,,,,,312180.0,,,448893756.58,,,13075048496.44,336139328.18,,,399738683.11,295092318.47,104646364.64,,104646364.64,,,104646364.64,,451898421.56,138289408.98,1005972.76,,,,196497149.85,250951774.42,77923772045.4,,351054155.09,,4669264050.82,13828947258.16,6848399.69,15286490.87,11802606809.76,105919832.32,105919832.32,,567628322.8,67445422.27,,,,17264793099.59,,,,,2477319.21,,,,9645949144.57,,,,,,9113207.53,442850573.03,263960.56,803504342.15,59583952388.42,,3243000000.0,,,,4016100938.11,,132420373.47,,1089788131.69,2466736773.22,,6810946084.86,,17758992301.35,580827355.63,18339819656.98,77923772045.4,定期报告,是,20250326,CNY,合并期末,2024-03-26T21:02:03
