报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,164265746024.0,115648472894.0,47652544116.0,34435338241.0,,66856536043.0,,313625391320.0,38457626824.0,54177046524.0,54177046524.0,,,,,,14331296228.0,,,,,15897375748.0,,,1003157753.0,10810623.0,,127496939420.0,13292813294.0,,,,,,,1922241333.0,15660203.0,,1937901536.0,,3508195270.0,1851726248.0,1622663283.0,,,,2485623975.0,1292692274.0,869766086503.0001,,,,13572848973.0,55682453418.0,37208844826.0,24863715396.0,142020189745.0,134632137809.0,134632137809.0,,5620980475.0,1789025236.0,,,,158231359198.0,,,,,62929796.0,,,,148674438217.0,,,,,,631778381.0,3594077671.0,351250848.0,4909014302.0,731845044291.0001,,4827256868.0,29800000000.0,,29800000000.0,39497243129.0,,464567798.0,,2592250323.0,10369346541.0,,44917796995.0,,132468461654.0,5452580558.0,137921042212.0,869766086503.0001,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:32:04
20251231,,149701877194.0,101033104911.0,33136522220.0,20883221358.0,,65854095470.0,,295356608130.0,22419147024.0,44056010281.0,44056010281.0,,,,,,14205301374.0,,,,,12718479853.0,,,982517564.0,11493296.0,,119343275843.0,12015410310.0,,,4062182189.0,2104698339.0,1957483850.0,,1957483850.0,4965582.0,,1962449432.0,,3634158101.0,1907551458.0,1622663283.0,,,,2593207103.0,1305399177.0,782826167112.9999,,,,21053777542.0,55815456506.0,38945097041.0,18118853809.0,112569758795.0,128362294230.0,128362294230.0,,5612276830.0,1444563062.0,,,,130104679728.0,,,,,73250170.0,,,,136950119652.0,,,,,,329533889.0,3724406538.0,359929315.0,4973698452.0,658437695559.0001,,4827256868.0,22100000000.0,,22100000000.0,39498518600.0,,1338317922.0,,2592250323.0,10422913194.0,,41278435697.0,,122057692604.0,2330778950.0,124388471554.0,782826167112.9999,定期报告,是,20260430,CNY,合并期末,2026-03-30T21:20:04
20250930,,155270421865.0,105459144013.0,35715922431.0,23287349109.0,,62204020427.0,,301911196481.0,14950823133.0,42213691489.0,42213691489.0,,,,,,11440028948.0,,,,,12230077769.0,,,1014548999.0,12175969.0,,103006539218.0,11358280349.0,,,,,,,1925611326.0,84813331.0,,2010424657.0,,3715698513.0,1891992620.0,1622663283.0,,,,3077810730.0,1294540004.0,764940856884.9999,,,,18974135509.0,44422072625.0,38909283065.0,20774767612.0,106849114647.0,118142748901.0,118142748901.0,,7488913568.0,1566230209.0,,,,138752389583.0,,,,,72359373.0,,,,141715368822.0,,,,,,435925607.0,3855529080.0,406036518.0,4755567019.0,647120442138.0,,4827256868.0,17900000000.0,,17900000000.0,39510161997.0,,1526791051.0,,2592250323.0,9460898339.0,,39683346554.0,,115500705132.0,2319709615.0,117820414747.0,764940856884.9999,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T17:08:07
20250630,,148135589842.0,98575235753.0,25360365539.0,16062269313.0,,45324728005.0,,290377144171.0,21540410058.0,37339463388.0,37339463388.0,,,,,,9538805989.0,,,,,8812022840.0,,,1005961065.0,12858642.0,,89139040720.0,9843613138.0,,,2963270170.0,2020957485.0,942312685.0,,942312685.0,961934152.0,20000.0,1904266837.0,,3913621070.0,1967914324.0,1622663283.0,,,,2745121232.0,1180331932.0,699763922075.0001,,,,16880170591.0,40298284895.0,29562615514.0,14085825887.0,92997781720.0,108107538794.0,108107538794.0,,6030746797.0,1063360500.0,,,,122477365418.0,3463000000.0,,,,77901803.0,,,,136273270507.0,,,,,,489660541.0,4037860425.0,338192611.0,4472593112.0,580656169115.0001,,4827256868.0,22900000000.0,,22900000000.0,39510275204.0,,2101199715.0,,2592250323.0,9415472303.0,,37436346050.0,,118782800463.0,324952497.0,119107752960.0,699763922075.0001,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:50:05
20250331,,131172724121.0,83248035197.0,22970196862.0,13679993504.0,,45310772718.0,,285434281311.0,21945316593.0,36692905873.0,36692905873.0,,,,,,9756772802.0,,,,,10389889605.0,,,962303806.0,13541315.0,,85399528148.0,9419896748.0,,,,,,,985538144.0,922788566.0,,1908326710.0,,4057949491.0,2011519413.0,1622663283.0,,,,2829663647.0,1302695981.0,673200948427.0001,,,,15134659308.0,41808335125.0,27462475403.0,10775633848.0,99033407270.0,102385140143.0,102385140143.0,,4942325779.0,1071164570.0,,,,107233234976.0,,,,,81075003.0,,,,136748097992.0,,,,,,569655076.0,4194288661.0,460107380.0,3825180989.0,555724781523.0,,4827256868.0,22900000000.0,,22900000000.0,39510697846.0,,1953888378.0,,2592250323.0,9394835825.0,,35973905252.0,,117152834492.0,323332412.0,117476166904.0,673200948427.0001,定期报告,未审计,20250429,CNY,合并期末,2025-04-28T18:52:03
20241231,,128501125589.0,76650586051.0,28473912521.0,15835600858.0,,43481805653.0,,278974823601.0,22710738598.0,40307551298.0,40307551298.0,,,,,,8074604969.0,,,,,16467199471.0,,,1006301051.0,14223988.0,,84901861907.0,7863933590.0,,,2883370531.0,1876110259.0,1007260272.0,,1007260272.0,873127774.0,,1880388046.0,,4242214000.0,2090281203.0,1622663283.0,,,,2592397272.0,1509795406.0,674715821446.0,,,,20178655263.0,44725949969.0,27772207938.0,11422383642.0,94562009940.0,104490453268.0,104490453268.0,,5005623897.0,924314955.0,,,,100668403007.0,,,,,72956458.0,,,,140479169900.0,,,,,,359500263.0,4365333752.0,452016395.0,3615171991.0,559094150638.0,,4827256868.0,22900000000.0,,22900000000.0,39510867657.0,,2190474627.0,,2592250323.0,9340361385.0,,33986396894.0,,115347607754.0,274063054.0,115621670808.0,674715821446.0,定期报告,是,20260331,CNY,合并期末,2025-03-28T23:02:17
20240930,,127875677545.0,72975093179.0,31260278817.0,18899516022.0,,34290760368.0,,275363410210.0,25825298438.0,45163916855.0,45163916855.0,,,,,,9100327728.0,,,,,13727440817.0,,,1072208023.0,14906661.0,,75716589477.0,1781348156.0,,,,,,,1029159243.0,792263255.0,,1821422498.0,,3944142305.0,2012640078.0,1622663283.0,,,,3124192105.0,1662633941.0,655379857304.9999,,,,20948223834.0,28555704933.0,40873256504.0,15348976779.0,82299465885.0,95424052291.0,95424052291.0,,4657102040.0,728866947.0,,,,103132119856.0,524099994.0,,,,172078312.0,,,,145006491255.0,,,,,,382697883.0,4064246132.0,513994449.0,3645435610.0,546276812704.0,,4827256868.0,19400000000.0,,19400000000.0,39515216714.0,,1116172502.0,,2099704026.0,7966576178.0,,33882260708.0,,108807186996.0,295857605.0,109103044601.0,655379857304.9999,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T21:52:01
20240630,,113089804495.0,61405982155.0,24292253137.0,12905965245.0,,33217130166.0,,248436252547.0,28760590011.0,36397565682.0,36397565682.0,,,,,,7786926307.0,,,,,11519962182.0,,,1088102819.0,15589334.0,,78510476492.0,1719564549.0,,,2850050176.0,1791851401.0,1058198775.0,,1058198775.0,736784643.0,,1794983418.0,,4078967616.0,2042140348.0,1622663283.0,,,,2908142567.0,1823256646.0,599104371599.0001,,,,17110935672.0,31097258576.0,33700350320.0,11047727434.0,68580195600.0,88802733726.0,88802733726.0,,4047093720.0,708376358.0,,,,82032005523.0,,,,,166565882.0,,,,146280175466.0,,,,,,505402674.0,4175939109.0,519439441.0,4403580077.0,493177779578.0,,4827256868.0,16400000000.0,,16400000000.0,39515216714.0,,1570556033.0,,2099704026.0,7859391799.0,,33359337528.0,,105631462968.0,295129053.0,105926592021.0,599104371599.0001,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T19:27:02
20240331,,138518234275.0,63858757832.0,24821354705.0,14152875782.0,,34274737055.0,,255890303576.0,24728089318.0,36874946472.0,36874946472.0,,,,,,8198365216.0,,,,,10574744126.0,,,1068726212.0,16272008.0,,62723078996.0,1605239694.0,,,,,,,1088018890.0,674936335.0,,1762955225.0,,4229708366.0,2078923130.0,1622663283.0,,,,2831364648.0,1874949699.0,613694656004.0,,,,20782672214.0,22044342418.0,32875485278.0,11014808325.0,83527699673.0,88285331502.0,88285331502.0,,4934995398.0,646559616.0,,,,86343152512.0,,,,,163896715.0,,,,148400827286.0,,,,,,663142024.0,4345706211.0,562120670.0,2873972492.0,507464712334.0,,4827256868.0,16400000000.0,,16400000000.0,39515216714.0,,1313514123.0,,2099704026.0,7755947200.0,,34023783422.0,,105935422353.0,294521317.0,106229943670.0,613694656004.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-30T00:57:02
20231231,,118820376905.0,60479951835.0,28166390627.0,14371054751.0,,35809567751.0,,284681254440.0,19921400809.0,34009494100.0,34009494100.0,,,,,,9567292642.0,,,,,12005392524.0,,,1076105418.0,16954681.0,,65619113753.0,,,,2749568943.0,1677162390.0,1072406553.0,,1072406553.0,611994306.0,,1684400859.0,,4324460221.0,2044613852.0,1622663283.0,,,,2882886608.0,2054218211.0,624306586684.0,,,,17286796558.0,44974394819.0,40511113214.0,9546642036.0,64899065724.0,95677086646.0,95677086646.0,,5890416916.0,835332639.0,,,,82311014432.0,,,,,163896715.0,,,,148737634126.0,,,,,,411274527.0,4427864310.0,582690484.0,3153965587.0,519409188733.0,,4827256868.0,16400000000.0,,16400000000.0,39515216714.0,,1220057741.0,,2099704026.0,7717130318.0,,32823934064.0,,104603299731.0,294098220.0,104897397951.0,624306586684.0,定期报告,是,20250329,CNY,合并期末,2024-03-28T23:42:02
