报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,135141323000.0,,,,3249668000.0,46728332000.0,,,,42569752000.0,,,,,335418321000.0,97855210000.0,,,,,,,,,,1499410359000.0,1534561136000.0,39018720000.0,,,,,,,,,,,11079335000.0,,441554163000.0,558832698000.0,914908000.0,7233783000.0,2125362000.0,,,,,,1627293000.0,8563020000.0,,10190313000.0,,,,,,,,982750000.0,1263335000.0,210050000.0,,3695607000.0,8429441000.0,,3206884710000.0,,,168390270000.0,,395370836000.0,316738929000.0,78631907000.0,1868309920000.0,,,,,,,,5785494000.0,2284840000.0,64418486000.0,,,,,,,,7803047000.0,,,3540671000.0,,,,,,,,,,819844000.0,,,446931098000.0,,,,,939837000.0,,,,25124410000.0,2989718753000.0,,12363567000.0,24973814000.0,4976003000.0,19997811000.0,42866348000.0,1631613000.0,,,,15555842000.0,32261950000.0,,,83467691000.0,,,,213120825000.0,4045132000.0,3206884710000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T22:12:04
20251231,,128778161000.0,,,,2611322000.0,35073384000.0,,,,35967066000.0,,,,,344054750000.0,74893566000.0,,,,,,,,,,1391149872000.0,1424356161000.0,37133316000.0,,,,,,,,,,,10744117000.0,,453675002000.0,509753855000.0,927659000.0,7067061000.0,2554774000.0,,15231752000.0,6328720000.0,8903032000.0,16501000.0,1496951000.0,8886531000.0,,10383482000.0,,,,,,,,1038002000.0,1290988000.0,210050000.0,,3966533000.0,7680243000.0,,3021819887000.0,,,157757132000.0,,340009478000.0,266905321000.0,73104157000.0,1709147659000.0,,,,,,,,5722948000.0,1540685000.0,118665290000.0,,,,,,,,8460215000.0,,,3157782000.0,,,,,,,,,,963076000.0,,,442218841000.0,,,,,976215000.0,,,,22895754000.0,2811515075000.0,,12363567000.0,24973814000.0,4976003000.0,19997811000.0,42866348000.0,1251308000.0,,,,15555842000.0,32177459000.0,,,77112664000.0,,,,206301002000.0,4003810000.0,3021819887000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T22:12:04
20250930,,123264837000.0,,,,7201046000.0,38448572000.0,,,,32043347000.0,,,,,370342624000.0,42467761000.0,,,,,,,,,,1378512528000.0,1411481326000.0,36710633000.0,,,,,,,,,,,10736543000.0,,459926851000.0,466872994000.0,940411000.0,6537770000.0,2783054000.0,,,,,,2814036000.0,7595708000.0,,10409744000.0,,,,,,,,1111301000.0,1146177000.0,210050000.0,,3874413000.0,5477646000.0,,2962307669000.0,,,168601863000.0,,293394477000.0,223853889000.0,69540588000.0,1677037332000.0,,,,,,,,6117531000.0,1066616000.0,98857228000.0,,,,,,,,7607880000.0,,,3124561000.0,,,,,,,,,,781086000.0,,,462887780000.0,,,,,1063415000.0,,,,26276096000.0,2746815865000.0,,12363567000.0,29847624000.0,9849813000.0,19997811000.0,42892538000.0,972767000.0,,,,15555842000.0,26087732000.0,,,84211037000.0,,,,211931107000.0,3560697000.0,2962307669000.0,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:02:05
20250630,,118803469000.0,,,,7393717000.0,33641972000.0,,,,29548772000.0,,,,,371641289000.0,52733340000.0,,,,,,,,,,1354555962000.0,1387173410000.0,35679702000.0,,,,,,,,,,,10523441000.0,,470690224000.0,419331881000.0,990880000.0,7963167000.0,2455845000.0,,13688767000.0,5972267000.0,7716500000.0,11120000.0,2810990000.0,7705380000.0,,10516370000.0,,,,,,,,1143733000.0,1151462000.0,210050000.0,,2975166000.0,5167207000.0,,2901437947000.0,,,164543386000.0,,227332905000.0,157190927000.0,70141978000.0,1680550992000.0,,,,,,,,7275681000.0,1092850000.0,100935981000.0,,,,,,,,8028056000.0,,,2301710000.0,,,,,,,,,,771211000.0,,,470396615000.0,,,,,1107567000.0,,,,26960145000.0,2691297099000.0,,12186852000.0,29995099000.0,9849813000.0,19997811000.0,41484360000.0,2365955000.0,,,,15555842000.0,26046018000.0,,,78996506000.0,,,,206630632000.0,3510216000.0,2901437947000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:00:09
20250331,,146439699000.0,,,,6014075000.0,35484377000.0,,,,28167167000.0,,,,,449163115000.0,48582575000.0,,,,,,,,,,1313629664000.0,1346120127000.0,36132754000.0,,,,,,,,,,,10570452000.0,,319041698000.0,372779449000.0,1004123000.0,8090142000.0,2157377000.0,,,,,,2766776000.0,7913359000.0,,10680135000.0,,,,,,,,1168088000.0,1169095000.0,210050000.0,,4021253000.0,6865054000.0,,2765237588000.0,,,165325737000.0,,190559918000.0,130885984000.0,59673934000.0,1691181756000.0,,,,,,,,8093969000.0,688325000.0,53884427000.0,,,,,,,,7448428000.0,,,2645730000.0,,,,,,,,,,1634001000.0,,,425552265000.0,,,,,1117416000.0,,,,21105770000.0,2569237742000.0,,11074992000.0,30934693000.0,9849813000.0,19997811000.0,32485123000.0,1615696000.0,,,,13630658000.0,26001937000.0,,,76799147000.0,,,,192542246000.0,3457600000.0,2765237588000.0,定期报告,未审计,20250422,CNY,合并期末,2025-04-21T22:14:04
20241231,,125057899000.0,,,,59937000.0,36184743000.0,,,,30022315000.0,,,,,471988561000.0,50279775000.0,,,,,,,,,,1225156405000.0,1256398078000.0,34203489000.0,,,,,,,,,,,10447312000.0,,314709065000.0,291023443000.0,1041402000.0,12198717000.0,1838198000.0,,13557518000.0,5542334000.0,8015184000.0,11120000.0,2766086000.0,8004064000.0,,10770150000.0,,,,,,,,1173251000.0,1212811000.0,210050000.0,,3399160000.0,4626508000.0,,2591399702000.0,,,164844121000.0,,195827305000.0,141253271000.0,54574034000.0,1527640782000.0,,,,,,,,12340352000.0,553430000.0,13443609000.0,,,,,,,,8244943000.0,,,2307422000.0,,,,,,,,,,1337040000.0,,,450865237000.0,,,,,1117840000.0,,,,20921244000.0,2399443325000.0,,11067585000.0,30941010000.0,9849813000.0,19997811000.0,32424371000.0,3773241000.0,,,,13630658000.0,25951010000.0,,,70741583000.0,,,,188529458000.0,3426919000.0,2591399702000.0,定期报告,是,20260423,CNY,合并期末,2025-04-21T22:14:04
20240930,,117146547000.0,,,,34437000.0,36194302000.0,,,,30369802000.0,,,,,494610796000.0,46328264000.0,,,,,,,,,,1205026793000.0,1236696972000.0,34865800000.0,,,,,,,,,,,10151769000.0,,325042461000.0,248462839000.0,1149024000.0,7373393000.0,1927853000.0,,,,,,2826795000.0,7818884000.0,,10645679000.0,,,,,,,,1186364000.0,1078116000.0,210050000.0,,4185470000.0,5913456000.0,,2547037415000.0,,,150848946000.0,,230134925000.0,173997251000.0,56137674000.0,1431756801000.0,,,,,,,,7015107000.0,556676000.0,48064795000.0,,,,,,,,7278606000.0,,,2630715000.0,,,,,,,,,,1024763000.0,,,451591039000.0,,,,,1137141000.0,,,,32471763000.0,2364511277000.0,,10492664000.0,31439522000.0,9849813000.0,19997811000.0,27665162000.0,1932834000.0,,,,13630658000.0,22347278000.0,,,71669689000.0,,,,179177807000.0,3348331000.0,2547037415000.0,定期报告,未审计,20241024,CNY,合并期末,2024-10-23T20:00:09
20240630,,109711357000.0,,,,8217000.0,35036984000.0,,,,32898316000.0,,,,,488949320000.0,29969905000.0,,,,,,,,,,1175183600000.0,1206706755000.0,34092194000.0,,,,,,,,,,,8275354000.0,,329073821000.0,239628969000.0,1160530000.0,8637029000.0,1825767000.0,,13176734000.0,5197042000.0,7979692000.0,,2384039000.0,7979692000.0,,10363731000.0,,,,,,,,1220091000.0,1093451000.0,210050000.0,,4227826000.0,5346604000.0,,2482820922000.0,,,155742501000.0,,200249311000.0,153228072000.0,47021239000.0,1446054297000.0,,,,,,,,8297198000.0,584662000.0,39392277000.0,,,,,,,,7245364000.0,,,1728208000.0,,,,,,,,,,1076689000.0,,,410239033000.0,,,,,1195383000.0,,,,30899384000.0,2302704307000.0,,10343794000.0,31571917000.0,9849813000.0,19997811000.0,26392086000.0,2245466000.0,,,,13630658000.0,22278832000.0,,,70584852000.0,,,,177047605000.0,3069010000.0,2482820922000.0,定期报告,未审计,20240801,CNY,合并期末,2024-07-31T19:50:08
20240331,,117204433000.0,,,,,22372220000.0,,,,24567888000.0,,,,,463640651000.0,41203622000.0,,,,,,,,,,1142273189000.0,1173726627000.0,34962783000.0,,,,,,,,,,,8319719000.0,,322485631000.0,220940208000.0,1175209000.0,7269324000.0,2156381000.0,,,,,,2644734000.0,7825300000.0,,10470034000.0,,,,,,,,1309862000.0,1103365000.0,210050000.0,,5007389000.0,4554346000.0,,2396263521000.0,,,155469702000.0,,195255865000.0,150959050000.0,44296815000.0,1447491366000.0,,,,,,,,6948223000.0,476430000.0,68019795000.0,,,,,,,,6735205000.0,,,2171521000.0,,,,,,,,,,1080947000.0,,,303394245000.0,,,,,1270974000.0,,,,28837506000.0,2217151779000.0,,10343734000.0,31571971000.0,9849813000.0,19997811000.0,26394903000.0,1429756000.0,,,,11857217000.0,22192172000.0,,,72244438000.0,,,,176034191000.0,3077551000.0,2396263521000.0,定期报告,未审计,20240427,CNY,合并期末,2024-04-27T00:55:03
20231231,,115302787000.0,,,,,21929705000.0,,,,25777277000.0,,,,,443007912000.0,47492179000.0,,,,,,,,,,1066932114000.0,1099073306000.0,34766142000.0,,,,,,,,,,,8049115000.0,,331224288000.0,195720434000.0,1189887000.0,6826781000.0,2133203000.0,,12793715000.0,4844605000.0,7949110000.0,,2629418000.0,7949110000.0,,10578528000.0,,,,,,,,1312979000.0,1132750000.0,210050000.0,,5873503000.0,3582424000.0,,2288275916000.0,,,153317500000.0,,203694432000.0,164808615000.0,38885817000.0,1396365869000.0,,,,,,,,6728762000.0,424482000.0,66542427000.0,,,,,,,,7852499000.0,,,2263548000.0,,,,,,,,,,776228000.0,,,258373078000.0,,,,,1256410000.0,,,,18086616000.0,2115681851000.0,,10343733000.0,31571972000.0,9849813000.0,19997811000.0,26409231000.0,648358000.0,,,,11857217000.0,22143535000.0,,,66587246000.0,,,,169561292000.0,3032773000.0,2288275916000.0,定期报告,是,20250422,CNY,合并期末,2024-04-26T20:35:08
