strategy_name,total_return,annual_return,annual_volatility,sharpe,max_drawdown,n_days,n_months,n_unique_factors
monthly_rotation,0.9214655008139188,0.33815110100858004,0.3073920111916936,1.100064701413807,-0.05722787274661656,565,28,79
all_factors_equal_weight,0.21342016884968817,0.09011040827348427,0.1973194158642288,0.45667279055542753,-0.07469397546852208,565,28,0
