日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,0.0822,0.059,0.059,,10.5199,8.05,-1.3891,0.7745,3.8605,,0.1726,25.5256,0.1756,14.6777,13.1524,65.9983,10.209,8.2203,0.7814,0.1726,34.0017,16.24,31.7717,191.7085,,,2270337078.71,0.73,0.73,628665189.14,-6.3479,-44.5761,14.2038,6.2453,5.0698,17.7522,5027.933,0.0179,,0.0172,5232.5581,0.0188,4787.234,0.0766,1.303,0.3915,10.5304,2770.6725,0.2518,22.0902,5.3566,,352.6889,31.0579,19.5164,,38.5891,342.0601,132.1149,,77.9098,526040441430.28,-1.7252,-0.0292,-16.8987,-0.0374,-4.1549,,,,20057363034.5,,,,,,,,,,,,,,
2015-06-30,0.6145,0.439,0.439,0.436,10.6625,7.9,-0.6162,0.7539,3.7399,,1.2645,21.6728,1.299,20.6814,17.3453,69.5505,13.5069,69.8647,6.5524,1.4375,30.4495,6.1007,11.0945,124.1226,,,10894247577.42,5.55,5.41,4814204105.35,22.716,23.6141,11.4264,7.0078,26.5134,6.789,1675.9777,0.1074,16.5462,0.0962,1871.1019,0.1053,1709.4017,0.4302,1.293,0.4141,11.7721,8901.0047,0.2503,21.9392,5.1765,3126.6641,355.805,32.2445,19.0903,80.2162,39.8524,345.2992,131.7686,0.7017,78.0608,536937642517.23,-0.1354,-0.0127,-1.0028,-0.0162,-1.7966,,,,22131285556.59,,,,,,,,1104410519.83,1014997634.3,,,,,
2015-09-30,0.8633,0.621,0.621,0.603,10.9619,8.05,-0.4238,0.755,3.9211,,1.6711,20.3602,1.7677,18.1953,15.5205,70.942,11.9838,86.3254,7.875,1.6711,29.058,6.6311,12.9806,129.705,,,16205917203.64,7.71,7.69,,26.0639,25.4257,14.0727,9.7734,46.7901,5.7705,1599.5261,0.1688,,0.1475,1830.5085,0.1616,1670.7921,0.6716,1.2933,0.4193,10.6283,3763.709,0.2541,21.2205,5.2501,,371.2424,33.6165,19.8339,,41.9336,356.6986,131.8798,,78.7795,570793421050.7,-0.0588,-0.0082,-0.491,-0.0104,-1.1647,,,,23929960942.51,,,,,,,,,,,,,,
2015-12-31,2.348,1.64,1.64,1.6,12.3339,9.08,1.4519,0.7397,4.7593,,4.245,20.1576,4.6351,20.4255,16.9383,70.6475,13.27,243.9356,19.7776,4.4101,29.3525,4.7872,12.5486,116.6125,,,39418074497.55,18.09,19.14,17615950216.12,33.5828,34.54,17.6162,20.237,88.7906,4.0545,893.522,0.4029,54.125,0.3493,1030.6327,0.3865,931.436,1.5507,1.3022,0.4259,12.6601,7175.588,0.2664,22.2985,5.5339,2771.9409,348.4611,37.7759,19.883,82.9694,47.1509,332.9849,134.4489,0.8044,77.7015,611295567689.29,0.0821,0.0262,0.6184,0.0338,3.8199,,,,33503423488.02,,,,,,,,1797819187.63,688662383.82,,,,,
2016-03-31,0.1132,0.075,0.075,,12.5688,9.12,-0.9716,0.7101,4.8401,,0.1897,23.1209,0.1968,12.6441,11.2694,68.219,8.5538,11.3217,0.9008,0.1897,31.781,14.4493,25.2271,200.2213,,,3378271927.68,0.83,0.83,805115190.87,64.2766,37.6418,19.4016,25.2446,7.0782,12.7151,3529.4118,0.0255,,0.023,3913.0435,0.0257,3501.9455,0.1062,1.2911,0.3874,11.5528,797.751,0.2943,21.0597,5.9402,,374.8416,38.7654,22.0007,,49.6998,357.5053,132.611,,78.9403,658837478395.54,-0.7341,-0.0163,-8.5821,-0.0206,-2.3476,,,,37995599067.23,,,,,,,,,,,,,,
2016-06-30,0.6427,0.4846,0.4846,0.4832,12.5167,8.83,2.3369,0.7318,4.5294,,0.996,17.9065,1.072,15.1101,13.2423,73.6911,9.4854,75.1499,6.004,1.1647,26.3089,6.2154,14.2093,134.1962,,,13393243989.45,5.49,5.2,5335845153.1,48.7966,4.4944,17.2956,32.661,31.3407,5.7433,1299.639,0.1385,14.8201,0.113,1592.9204,0.1266,1421.8009,0.545,1.2452,0.4067,14.0954,2436.6353,0.2942,19.3981,5.1645,2669.3521,415.5141,44.2441,21.0259,81.164,56.0235,395.6276,130.0992,0.7267,80.6019,712306691248.75,0.3449,0.0362,3.6362,0.0449,5.0596,,,,42834214288.25,,,,,,,,1918106407.27,747717337.28,,,,,
2016-09-30,1.0227,0.748,0.748,,13.0022,9.1,3.8939,0.7318,4.7931,,1.4936,17.9155,1.6516,15.4602,13.4871,73.4729,9.6453,102.2746,7.8659,1.4936,26.5271,6.1136,15.1621,131.3875,,,20970991752.27,8.23,8.13,8093232721.59,47.0608,18.3635,18.5002,32.4349,46.6826,5.7837,1279.0147,0.2111,,0.1712,1577.1028,0.1931,1398.2393,0.8366,1.2027,0.3949,13.5923,2529.2335,0.2825,18.9877,4.1909,,426.657,51.727,18.0809,,63.144,407.4575,129.066,,81.0123,755929647875.75,0.3672,0.0569,3.8073,0.0702,7.771,,,,52521014906.54,,,,,,,,,,,,,,
2016-12-31,2.5682,1.9,1.9,1.9,14.6457,10.28,3.5842,0.749,5.5439,,3.4129,20.2747,3.9322,19.1225,16.2276,70.5856,11.7892,269.5925,18.4076,3.5827,29.4144,5.636,13.3584,124.2079,,,48756078900.84,18.53,19.68,20929278864.67,22.9754,9.2519,18.6098,35.8875,104.8766,3.4326,886.0448,0.4063,41.0081,0.3335,1079.4603,0.3792,949.3671,1.614,1.2436,0.4378,15.0056,2565.5739,0.3992,19.4633,6.7904,2373.8289,413.7876,50.1547,25.8645,82.8436,67.6528,393.6282,130.3281,0.8199,80.5367,830674213924.14,0.1645,0.0476,1.3956,0.0591,6.8218,,,,61701988409.62,,,,,,,,817587424.08,1768900769.46,,,,,
2017-03-31,0.1005,0.063,0.063,,14.6738,10.3243,-0.8627,0.757,5.6069,,0.1251,22.5339,0.1292,9.1072,8.3866,70.1959,5.9667,10.0476,0.6847,0.1251,29.8041,15.3617,17.3236,266.5475,,,4188877201.61,0.61,0.61,676188911.45,27.2249,-11.2538,16.7476,34.5937,9.7588,9.2224,3308.8235,0.0272,,0.0216,4166.6667,0.0249,3614.4578,0.1149,1.232,0.4487,14.494,524.9554,0.4824,18.2673,7.921,,447.426,48.8794,30.2463,,70.0743,430.8234,126.8912,,81.7327,886753515225.75,-0.5123,-0.0107,-8.5865,-0.0131,-1.5174,,,,63821190712.43,,,,,,,,,,,,,,
2017-06-30,0.9107,0.66,0.66,0.65,14.5987,10.2,1.9793,0.8341,5.4155,,1.0818,25.2609,1.1424,24.0045,19.5696,67.3467,14.4004,105.7531,7.244,1.2563,32.6533,7.7719,12.1871,127.5394,,,17634759054.35,6.48,6.22,7123504445.3,-6.6646,41.6986,16.6339,30.4587,37.0339,4.8604,1844.2623,0.0976,10.2337,0.0793,2269.8613,0.091,1978.022,0.4325,1.2013,0.4673,15.9088,2024.9979,0.483,17.3425,7.074,2358.7241,476.6188,51.5796,28.9722,80.8218,72.6189,460.3314,125.0677,0.7352,82.6575,929265916207.12,0.313,0.0235,2.1735,0.0284,3.2317,,,,65587362502.04,,,,,,,,1041067345.02,1263276252.88,,,,,
2017-09-30,1.3422,1.005,1.005,,15.1937,10.5419,1.5134,0.8206,5.7586,,1.4549,23.6664,1.6026,20.964,17.6666,68.269,12.6528,134.218,8.8338,1.4549,31.731,8.8089,17.2285,132.59,,,27713422556.58,9.53,9.53,10595510254.26,0.039,31.2329,16.8544,34.7191,69.3443,3.8936,1718.6505,0.1571,,0.1267,2131.0182,0.1445,1868.5121,0.711,1.2102,0.4697,12.6913,1676.1311,0.4936,16.4698,7.5754,,507.1726,48.447,31.5049,,70.7306,489.2451,123.9318,,83.5302,1018381990533.1,0.1427,0.0164,1.1275,0.0196,2.2472,,,,66452452394.43,,,,,,,,,,,,,,
2017-12-31,3.3706,2.54,2.54,2.47,16.9102,12.02,7.4574,0.7545,6.9907,,3.1929,25.976,3.7283,25.9597,20.9195,65.9044,15.3186,353.1939,20.8865,3.3458,34.0956,7.0824,12.8536,123.3722,,,63094963659.74,21.14,22.8,27279538697.37,1.0063,31.2453,15.4613,40.2893,138.4822,2.5996,1198.0033,0.3005,34.9251,0.2434,1479.0468,0.2794,1288.4753,1.3946,1.2009,0.495,20.5488,2564.3675,0.5642,16.0187,8.2404,2629.6519,524.2687,52.2789,33.9682,79.9413,79.1723,505.3649,123.3759,0.6092,83.9813,1165346917804.6,0.3389,0.0706,2.2125,0.0841,9.7153,,,,81224305346.59,,,,,,,,1305884002.19,518359285.79,,,,,
2018-03-31,0.1612,0.081,0.081,,17.695,12.3366,-2.5141,0.7521,7.307,,0.1454,25.8923,0.1489,10.9549,9.6383,65.828,5.7728,16.1198,0.911,0.1454,34.172,14.7098,-10.2217,266.1105,,,7981457727.23,0.66,0.66,825909677.02,65.8251,60.4339,20.5891,38.0615,21.1921,4.2469,2727.2727,0.033,,0.0258,3488.3721,0.0296,3040.5405,0.1614,1.2104,0.4952,10.7591,388.3826,0.6072,15.9555,9.194,,526.7437,51.2997,36.5573,,80.8598,508.6134,123.0711,,84.0445,1224264792316.4,-0.9003,-0.0227,-15.5964,-0.027,-3.1504,,,,83858454321.3,,,,,,,,,,,,,,
2018-06-30,1.225,0.83,0.83,0.82,18.6413,12.22,-0.3855,0.7794,7.1525,,1.0053,27.3581,1.0773,22.7465,18.5225,65.5628,12.7602,142.1496,7.6255,1.1666,34.4372,8.9489,4.1851,147.4111,,,28992585111.2,6.76,6.51,9096648908.14,51.8032,34.5132,27.6911,44.7542,,,1601.4235,0.1124,13.2672,0.0844,2132.7014,0.098,1836.7347,0.5401,1.1805,0.522,16.4527,943.2534,0.733,15.2982,9.5375,2318.2877,553.6712,59.9741,38.4024,80.3594,97.3643,533.5959,122.0783,0.6599,84.7018,1345151635212.9,-0.0402,-0.0032,-0.3147,-0.0037,-0.4388,,,,111927373682.35,,,,317096885.4,182207820.74,,,1546302423.35,143960458.72,,,38238434530.67,16470619241.03,
2018-09-30,1.9746,1.267,1.267,,19.5569,12.6823,-2.3309,0.8039,7.5928,,1.522,27.5713,1.6783,22.1074,17.983,65.2374,12.3836,197.459,10.0966,1.522,34.7626,8.936,8.3949,153.2798,,,48531614975.23,9.99,10.04,13946432686.3,50.3171,47.1181,28.7175,40.637,111.1831,2.4284,1534.963,0.1759,,0.1355,1992.6199,0.1579,1709.943,0.8745,1.1612,0.4832,12.7153,783.8816,0.7468,15.0739,8.7745,,563.3982,64.3555,36.7928,,101.8167,541.8486,121.9984,,84.9261,1432222053278.0,-0.1462,-0.018,-1.1804,-0.0212,-2.4643,,,,119013293766.27,,,,,,,,,,,,,,
2018-12-31,4.4634,3.06,3.06,3.03,21.3441,14.11,3.0454,0.7252,8.309,,3.2234,29.6961,3.658,28.8924,22.6749,62.5184,16.5521,474.6233,22.2367,3.4277,37.4816,8.1321,10.0052,131.0388,0.0092,,88399044622.08,21.68,23.24,33490078355.0,22.5537,32.4225,26.2205,31.1695,197.2095,1.8255,1304.3478,0.276,31.9525,0.221,1628.9593,0.2574,1398.6014,1.4098,1.1543,0.4856,16.7943,1224.6038,0.6984,15.4144,7.9112,2042.8719,548.7457,65.4909,33.9165,78.6973,99.1031,527.4761,122.5921,0.7545,84.5856,1528579356474.8,0.1129,0.022,0.6823,0.026,2.9965,,,,129527655772.47,,,,,,,,24973785958.03,752356098.46,,,57600994026.67,20943905944.26,
2019-03-31,0.2904,0.102,0.102,,21.3956,14.2721,-2.4198,0.7213,8.4106,,0.2067,25.8707,0.2082,14.0768,12.1666,64.956,6.6273,29.0415,1.3574,0.2067,35.044,12.0976,-3.7534,213.1382,0.1071,,12514833474.68,0.71,0.72,1128443791.31,56.93,80.1607,20.9136,26.7019,28.2571,3.185,2189.781,0.0411,,0.0314,2866.242,0.0374,2406.4171,0.2051,1.1594,0.4611,12.8446,418.8125,0.7099,15.2266,8.1325,,556.7468,71.3255,34.8151,,109.4201,525.5005,124.5834,,84.7734,1551166452530.9,-0.5522,-0.0172,-8.3322,-0.0203,-2.3957,,,,129687586867.3,,,,,,,,,,,,,,
2019-06-30,1.7064,1.06,1.06,1.06,20.5684,14.25,0.7833,1.0795,8.1183,,1.2229,28.0576,1.242,24.7933,19.9942,63.7547,13.8427,202.1613,9.8287,1.4488,36.2453,8.3251,4.222,140.9866,0.6417,,39089916708.74,7.35,7.26,11749678942.31,31.4656,42.6181,12.9667,17.2401,80.7413,2.2293,1561.1448,0.1153,11.7157,0.0897,2006.689,0.1074,1675.9777,0.5953,1.1191,0.4387,12.3839,959.0323,0.7584,14.7406,6.6549,1897.7408,578.3988,82.0727,31.1044,77.4681,119.1261,544.8908,124.1184,0.7767,85.2594,1577056909941.3,0.0635,0.0056,0.4591,0.0066,0.7621,,,,126671468176.85,,,,,,,,23069595625.7,5664066958.23,,,61787030540.83,18402048322.18,
2019-09-30,2.5296,1.631,1.631,,21.6642,14.8002,0.1535,1.0557,8.6845,,1.7446,27.1742,1.8053,23.096,18.7397,64.0097,12.7684,252.9646,11.6766,1.7446,,8.0493,4.2956,145.4808,,,60847057883.34,10.9,11.16,18175562558.38,27.2083,31.1619,13.4142,14.421,127.3092,2.1208,1516.8539,0.178,,0.1414,1909.4767,0.1688,1599.5261,0.9321,1.1297,0.4145,8.9196,966.794,0.7663,14.9413,7.2889,,569.2875,77.0184,32.7885,,114.5911,539.8152,123.6215,,85.0587,1638763217307.9,0.0077,0.0011,0.0607,0.0012,0.1443,,,,126860647082.85,,,,,,,,,,,,,,
