实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2000-04-28,年度分红,1.0,5.0,,2000-05-10,2000-05-11,,,10送1转增5股,1999年报
2001-06-13,年度分红,,,3.0,2001-06-20,2001-06-21,2001-06-22,,10派3元（含税）,2000年报
2004-05-28,年度分红,0.0,0.0,1.0,2004-06-03,2004-06-04,2004-06-04,,10派1元(含税),2003年报
2005-06-10,年度分红,0.0,0.0,0.7,2005-06-16,2005-06-17,2005-06-17,,10派0.7元(含税),2004年报
2008-06-20,年度分红,,,0.6,2008-06-26,2008-06-27,2008-06-27,,10派0.6元（含税）,2007年报
2010-06-19,年度分红,,,1.0,2010-06-25,2010-06-28,2010-06-28,,10派1元（含税）,2009年报
2011-07-29,年度分红,,,0.8,2011-08-04,2011-08-05,2011-08-05,,10派0.8元(含税),2010年报
2012-06-14,年度分红,,,0.6,2012-06-20,2012-06-21,2012-06-21,,10派0.6元(含税),2011年报
2013-06-14,年度分红,,,0.5,2013-06-20,2013-06-21,2013-06-21,,10派0.5元(含税),2012年报
2014-06-13,年度分红,,,0.5,2014-06-19,2014-06-20,2014-06-20,,10派0.5元(含税),2013年报
2015-07-01,年度分红,,,1.0,2015-07-08,2015-07-09,2015-07-09,,10派1元(含税),2014年报
2016-06-30,年度分红,,,0.2,2016-07-06,2016-07-07,2016-07-07,,10派0.2元(含税),2015年报
2017-06-30,年度分红,,,1.0,2017-07-06,2017-07-07,2017-07-07,,10派1元(含税),2016年报
2018-06-28,年度分红,,4.0,2.0,2018-07-04,2018-07-05,2018-07-05,2018-07-05,10转增4股派2元(含税),2017年报
2019-05-17,年度分红,,4.0,1.5,2019-05-24,2019-05-27,2019-05-27,2019-05-27,10转增4股派1.5元(含税),2018年报
2020-08-19,年度分红,,4.0,1.5,2020-08-24,2020-08-25,2020-08-25,2020-08-25,10转增4股派1.5元(含税),2019年报
2021-05-28,年度分红,,,1.0,2021-06-03,2021-06-04,2021-06-04,,10派1元(含税),2020年报
2022-08-02,年度分红,,,1.0,2022-08-05,2022-08-08,2022-08-08,,10派1元(含税),2021年报
2024-06-12,年度分红,,,1.4,2024-06-18,2024-06-19,2024-06-19,,10派1.4元(含税),2023年报
2025-06-05,年度分红,,,0.75,2025-06-12,2025-06-13,2025-06-13,,10派0.75元(含税),2024年报
