实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2019-07-09,年度分红,,,3.797,2019-07-15,2019-07-16,2019-07-16,,10派3.797元(含税),2018年报
2020-07-29,年度分红,,,2.003,2020-08-04,2020-08-05,2020-08-05,,10派2.003元(含税),2019年报
2021-08-19,年度分红,,,2.622,2021-08-25,2021-08-26,2021-08-26,,10派2.622元(含税),2020年报
2022-08-18,年度分红,,,2.564,2022-08-25,2022-08-26,2022-08-26,,10派2.564元(含税),2021年报
2023-07-25,年度分红,,,2.693,2023-07-31,2023-08-01,2023-08-01,,10派2.693元(含税),2022年报
2024-07-24,年度分红,,,2.927,2024-07-30,2024-07-31,2024-07-31,,10派2.927元(含税),2023年报
2024-12-23,中期分红,,,1.134,2024-12-27,2024-12-30,2024-12-30,,10派1.134元(含税),2024半年报
2025-08-18,年度分红,,,2.007,2025-08-22,2025-08-25,2025-08-25,,10派2.007元(含税),2024年报
2025-12-17,中期分红,,,1.466,2025-12-23,2025-12-24,2025-12-24,,10派1.466元(含税),2025半年报
