实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2022-08-19,年度分红,,,0.225,2022-08-25,2022-08-26,2022-08-26,,10派0.225元(含税),2021年报
2023-06-08,年度分红,,,0.252,2023-06-15,2023-06-16,2023-06-16,,10派0.252元(含税),2022年报
2024-08-08,年度分红,,,0.26,2024-08-14,2024-08-15,2024-08-15,,10派0.26元(含税),2023年报
2025-01-11,中期分红,,,0.125,2025-01-17,2025-01-20,2025-01-20,,10派0.125元(含税),2024半年报
2025-08-09,年度分红,,,0.262,2025-08-14,2025-08-15,2025-08-15,,10派0.262元(含税),2024年报
