报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,784806536.33,,3341537528.48,,,,6364025902.42,,,14322017600.56,,,,,,,1940164989.12,26752552556.91,,,1017069694.25,6930000000.0,,2007729130.04,,,,,,,,,,1555871642.54,720528301.35,3932789549.96,16163988318.14,10588564238.77,,3297508019.63,453399300.08,4807142.22,,,3755714461.93,4176902390.55,38160235.45,,,4215062626.0,-459348164.07,,,,,3948610964.23,24389568474.42,,28338179438.65,21071553334.55,315194027.94,,60366028.73,21447113391.22,6891066047.43,-105287860.04,16914994262.09,,,,,96921642788.76,113836637050.85,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:58:04
20251231,,,,12305339270.56,8510000000.0,,,16998599232.02,,,9302516284.36,,,,,,,2347856770.63,49464311557.57,,,3376070812.61,,,9657128875.74,,,,,,,3412321769.02,,,4397771804.66,2423787190.67,6864742433.17,30131822885.87,19332488671.7,,15835410309.98,2381114636.85,7689443.61,,,18224214390.44,22572741296.56,315147784.55,,,22887889081.11,-4663674690.67,,2689658490.57,,,11681553716.72,49322309817.22,,63693522024.51,64460361303.44,3644677790.18,310358012.31,239133833.23,68344172926.85,-4650650902.34,40579101.62,10058742180.31,96921642788.76,86862900608.45,,,86862900608.45,96921642788.76,定期报告,是,20260328,CNY,合并期末,2026-03-27T20:06:14
20250930,,,,8860607871.53,10000000.0,,,11802331563.36,,,2881065979.83,,,,,,,5379065306.61,28933070721.33,,,2475699400.76,,,8077148185.41,,,,,,,167808293.24,,,3388244143.18,1687189907.45,9884446604.61,25680536534.65,3252534186.68,,9392819953.84,1703488755.19,6756356.18,,,11103065065.21,13256699659.53,154561044.22,,,13411260703.75,-2308195638.54,,2689658490.56,,,8946987715.04,40816225895.32,,52452872100.92,50035423042.19,2331474018.05,303958012.31,178832194.45,52545729254.69,-92857153.77,-87639930.18,763841464.19,,,,,86862900608.45,87626742072.64,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:26:04
20250630,,5927640234.57,,5559648298.79,2160000000.0,,887663499.9,,,,,,,,,,,1245655626.17,15780607659.43,,,1555001853.28,,,,,2299244764.53,,4822829679.06,,,,,,1616663919.91,1039853016.27,6414193969.31,17747787202.36,-1967179542.93,,5357895022.99,1074902157.16,801940.29,,,6433599120.44,8054325049.69,68680378.7,,,8123005428.39,-1689406307.95,,2689658490.56,,,6560185281.0,19004182276.8,,28254026048.36,30271675820.88,1064553738.9,303958012.31,123686076.98,31459915636.76,-3205889588.4,56795984.16,-6805679455.12,80057221153.33,86862900608.45,,,86862900608.45,80057221153.33,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:56:03
20250331,,2717527763.67,,2757816781.14,2195000000.0,,632621308.55,2928009472.26,,,,,,,,,,1203820832.87,12434796158.49,,,809745376.13,,,,,,,10722229580.77,,,,,,868165530.88,480612818.06,6068286049.75,18949039355.59,-6514243197.1,,899917998.15,385005054.79,305266.92,,,1285228319.86,3049692666.14,23210913.98,,,3072903580.12,-1787675260.26,,,,,2408984039.73,9972729279.99,,12381713319.72,14069287489.21,253158872.53,,70017725.26,14392464087.0,-2010750767.28,-25508680.44,-10338177905.08,,,,,86862900608.45,76524722703.37,定期报告,未审计,20260430,CNY,合并期末,2025-04-25T17:44:03
20241231,,5470992153.58,,11221333034.92,2040000000.0,,,8063113652.06,,,15127938003.34,,,,,,,3735895712.14,45659272556.04,,,3396431634.26,,,3768243976.18,,,,,,,,,,4246012777.31,1426927377.26,8678650415.02,21516266180.03,24143006376.01,,2844197230.54,2109456044.73,3749533.0,,,4957402808.27,27275115250.49,451195407.6,,,27726310658.09,-22768907849.82,,,,,4535111527.28,66425945246.56,,70961056773.84,56902405291.47,3575604827.6,241570000.0,294185865.07,60772195984.14,10188860789.7,2957126.78,11565916442.67,86862900608.45,75296984165.78,,,75296984165.78,86862900608.45,定期报告,是,20260328,CNY,合并期末,2025-04-25T18:14:04
20240930,,8531178712.43,,7756403519.0,1210000000.0,,3075232320.64,7959920415.38,,,17549019237.78,,,,,,,3371456112.96,49453210318.19,,,2431062532.47,,,,,,,,,,,,,3429210177.24,905709052.49,8427014617.32,15192996379.52,34260213938.67,,2085779523.44,1431523858.74,1183254.86,,,3518486637.04,21330759317.42,269241433.09,,,21600000750.51,-18081514113.47,,,,,2340452019.32,33182934276.68,,35523386296.0,37184964914.82,2481628011.66,241570000.0,207807340.74,39874400267.22,-4351013971.22,68138054.08,11895823908.06,,,,,75296984165.78,87192808073.84,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:42:02
20240630,,,,5181323667.49,3130000000.0,,2589490464.88,,,,,,,,,,,3084943299.57,13985757431.94,,,1557741032.68,,,,,1862886185.92,,6969780555.11,,,569234433.58,,,1758433168.27,846880515.52,5564475345.98,19129431237.06,-5143673805.12,,382651383.47,799045027.25,978900.83,,,1182675311.55,9262698927.09,177278393.19,,,9439977320.28,-8257302008.73,,,,,1653694018.8,21425388666.77,,23079082685.57,21946292655.45,787577763.02,,143097240.94,22876967659.41,202115026.16,-1245567.93,-13200106355.62,62096877810.16,75296984165.78,,,75296984165.78,62096877810.16,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T16:57:02
20240331,,4163810663.68,,2564264295.77,1100000000.0,,1612708924.27,,,,,,,,,,,1771703199.68,11212487083.4,,,801554441.28,,,,,520015382.45,,6615472266.27,,,,,,992224989.99,271281741.06,3668475383.96,12869024205.01,-1656537121.61,,169819032.7,254930631.79,101930.83,,,424851595.32,1694635158.74,109325362.93,,,1803960521.67,-1379108926.35,,,,,861222500.0,6496343374.19,,7357565874.19,14867790297.31,337457838.94,,70318685.92,15275566822.17,-7918000947.98,55329771.21,-10898317224.73,,,,,75296984165.78,64398666941.05,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T18:37:11
20231231,,,,12718527182.94,,,,17295444097.9,,17295444097.9,,,,,,,,6839480838.16,36853452119.0,,,3489357007.37,2964000000.0,,1410668435.47,,,,6166569523.2,,,20268148916.1,,,4862280315.94,2470007419.98,5582770434.06,47213802052.12,-10360349933.12,,160011.08,1650154016.51,567926.76,,,1650881954.35,12375142890.52,704562891.92,,,13079705782.44,-11428823828.09,,2998415094.34,,,6171358200.0,50897852874.11,,60067626168.45,45133285725.56,3914776573.56,981470000.0,303648051.7,49351710350.82,10715915817.63,15288261.31,-11057969682.27,75296984165.78,86354953848.05,,,86354953848.05,75296984165.78,定期报告,是,20250426,CNY,合并期末,2024-04-26T18:37:11
