报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,,10744974000.0,211835734000.0,,,,,,,,,27110578000.0,,,,,,,,,,,,,,,,,,2957277000.0,252648563000.0,111583245000.0,7415483000.0,,,,,,,78209567000.0,,,,,13861984000.0,,,2959784000.0,,,,,,,,,,2047682000.0,3375092000.0,219452837000.0,33195726000.0,,535540353000.0,734559000.0,,,,,,,,536274912000.0,561230139000.0,,,,,78738000.0,,,561308877000.0,-25033965000.0,,,,,134524155000.0,,,,134524155000.0,131650922000.0,269741000.0,,,,132007738000.0,2516417000.0,-135084000.0,10543094000.0,,,,,65166163000.0,75709257000.0,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T22:12:03
20251231,,,,298213539000.0,,,,62145741000.0,,,,,102621946000.0,,,,,,,,,,,,,,,,,,3247112000.0,466228338000.0,179619032000.0,1483565000.0,,,,6764477000.0,,,,,,,,36301009000.0,,,9529304000.0,,,,,,,,,,8134128000.0,14188959000.0,256020474000.0,210207864000.0,,1481283775000.0,5443756000.0,,,,,,,63704000.0,1486791235000.0,1675330207000.0,,,,,815026000.0,,,1676145233000.0,-189353998000.0,,329172000.0,,,543034907000.0,,,,543364079000.0,551107147000.0,11116557000.0,,,,562687802000.0,-19323723000.0,19226000.0,1549369000.0,1455034000.0,1483081000.0,63711129000.0,62133713000.0,63616794000.0,65166163000.0,定期报告,是,20260423,CNY,合并期末,2026-04-22T22:18:05
20250930,,,3498823000.0,225264421000.0,,,,74949695000.0,,,,,74875624000.0,,,,,,,,,,,,,,,,,,6559738000.0,388492437000.0,160294909000.0,,,,,,,,,,,,,26132219000.0,,,7391674000.0,,,,,,,,,,5614667000.0,14540052000.0,213973521000.0,174518916000.0,,1086011166000.0,3470631000.0,,,,,,,71612000.0,1089553409000.0,1274372911000.0,,,,,367027000.0,,,1274739938000.0,-185186529000.0,,,,,441703142000.0,,,,441703142000.0,422810318000.0,5558782000.0,,,,428641228000.0,13061914000.0,224991000.0,2619292000.0,,,,,63616794000.0,66236086000.0,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:02:02
20250630,,,,164378055000.0,,,,69905071000.0,,,,,49906035000.0,,,,,,,,,,,,,,,,,,6770523000.0,294021468000.0,135491715000.0,,,,,597160000.0,,,,,,,,17575371000.0,,,5433868000.0,,,,,,,,,,4414050000.0,11012932000.0,174525096000.0,119496372000.0,,677398594000.0,2389696000.0,,,,,,,19824000.0,679808114000.0,829165104000.0,,,,,241138000.0,,,829406242000.0,-149598128000.0,,,,,317830357000.0,,,,317830357000.0,291938616000.0,3964813000.0,,,,296117346000.0,21713011000.0,271328000.0,-8117417000.0,1165234000.0,1483081000.0,54334143000.0,62133713000.0,63616794000.0,55499377000.0,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:00:10
20250331,,,547607000.0,150158250000.0,,,,43118534000.0,,,,,24792498000.0,,,,,,,,,,,,,,,,,,1022044000.0,219638933000.0,90423041000.0,10895608000.0,,,,,,,,,,,,7767559000.0,,,3273079000.0,,,,,,,,,,2140504000.0,4441727000.0,118941518000.0,100697415000.0,,324907686000.0,1157063000.0,,,,,,,30161000.0,326094910000.0,389232663000.0,,,,,128935000.0,,,389361598000.0,-63266688000.0,,,,,91224479000.0,,,,91224479000.0,118304604000.0,630973000.0,,,,119016698000.0,-27792219000.0,115214000.0,9753722000.0,,,,,63616794000.0,73370516000.0,定期报告,未审计,20260423,CNY,合并期末,2025-04-21T22:14:04
20241231,,,11694959000.0,102965646000.0,,,,,,,,,91377425000.0,,,,,,,,,,,,,,,,,,18327001000.0,225131465000.0,168290322000.0,,,,,,,,44158113000.0,,,,,42056588000.0,,,9246734000.0,,,,,,,,,,7424299000.0,19750743000.0,290926799000.0,-65795334000.0,,1301873644000.0,5557291000.0,,,,,,,4924000.0,1307435859000.0,1394087480000.0,,,,,1324903000.0,,,1395412383000.0,-87976524000.0,,251550000.0,,,557175061000.0,,,,557426611000.0,364741485000.0,13652153000.0,,,,378862164000.0,178564447000.0,-94802000.0,24697787000.0,1483081000.0,1190680000.0,62133713000.0,37728327000.0,38919007000.0,63616794000.0,定期报告,是,20260423,CNY,合并期末,2025-04-21T22:22:03
20240930,,,,41886208000.0,,,,,,,,,68669463000.0,,,,,,,,,,,,,,,,,,13455883000.0,129279902000.0,146717350000.0,,,,,2777825000.0,,,4303019000.0,,,,,30917690000.0,,,7141346000.0,,,,,,,,,,5521572000.0,6460568000.0,203839370000.0,-74559468000.0,,1020286251000.0,5758713000.0,,,,,,,1933000.0,1026046897000.0,1110621534000.0,,,,,1187654000.0,,,1111809188000.0,-85762291000.0,,251550000.0,,,473653828000.0,,,,473905378000.0,284030923000.0,7746820000.0,,,,292123269000.0,181782109000.0,-86143000.0,21374207000.0,,,,,38919007000.0,60293214000.0,定期报告,未审计,20251028,CNY,合并期末,2024-10-23T18:05:07
20240630,,,1999102000.0,37448718000.0,,,,,,,,,45757612000.0,,,,,,,,,,,,,,,,,,15768591000.0,100974023000.0,113650487000.0,850099000.0,,,,,,,8412764000.0,,,,,21495055000.0,,,5166607000.0,,,,,,,,,,4175009000.0,6508905000.0,160258926000.0,-59284903000.0,,719018250000.0,3379115000.0,,,,,,,1933000.0,722399298000.0,797582863000.0,,,,,610389000.0,,,798193252000.0,-75793954000.0,,,,,334254728000.0,,,,334254728000.0,185289341000.0,6892447000.0,,,,192378717000.0,141876011000.0,-161766000.0,6635388000.0,1152198000.0,1190680000.0,44402197000.0,37728327000.0,38919007000.0,45554395000.0,定期报告,未审计,20250829,CNY,合并期末,2024-07-31T19:40:03
20240331,,,2156101000.0,36508196000.0,,,5698459000.0,14346222000.0,,,,,23116026000.0,,,,,,,,,,,,,,,,,,11101487000.0,92926491000.0,77601174000.0,,,,,,,,,,,,,10846212000.0,,,2982178000.0,,,,,,,,,,1967056000.0,3183727000.0,96580347000.0,-3653856000.0,,351556645000.0,1642608000.0,,,,,,,431000.0,353199684000.0,384725869000.0,,,,,160155000.0,,,384886024000.0,-31686340000.0,,,,,112995750000.0,,,,112995750000.0,69130000000.0,744076000.0,,,,69966547000.0,43029203000.0,-51231000.0,7637776000.0,,,,,38919007000.0,46556783000.0,定期报告,未审计,20250422,CNY,合并期末,2024-04-26T19:35:03
20231231,,,23157783000.0,117148244000.0,,,,23284706000.0,,,,,86685984000.0,,,,,,,,,,,,,,,,,,11681316000.0,261958033000.0,159857523000.0,3444453000.0,,,,,,,,,,,,39477239000.0,,,8681608000.0,,,,,,,,,,7456057000.0,5982214000.0,224899094000.0,37058939000.0,,1323343514000.0,6325263000.0,,,,,,,13680000.0,1329682457000.0,1385145807000.0,,,,,2113824000.0,,,1387259631000.0,-57577174000.0,,1486000000.0,,,262793926000.0,,,,264279926000.0,238327382000.0,9411462000.0,,,,248195904000.0,16084022000.0,63292000.0,-4370921000.0,1190680000.0,1046761000.0,37728327000.0,42243167000.0,43289928000.0,38919007000.0,定期报告,是,20250422,CNY,合并期末,2024-04-26T20:50:03
